CLUSTER,STRUCTURE
1,left_amygdala
1,left_hippocampus
1,left_inferior_temporal_gyrus_anterior_division
1,left_inferior_temporal_gyrus_posterior_division
1,left_parahippocampal_gyrus_anterior_division
1,left_parahippocampal_gyrus_posterior_division
1,left_temporal_fusiform_cortex_anterior_division
1,left_temporal_fusiform_cortex_posterior_division
1,right_amygdala
1,right_hippocampus
1,right_inferior_temporal_gyrus_anterior_division
1,right_inferior_temporal_gyrus_posterior_division
1,right_parahippocampal_gyrus_anterior_division
1,right_parahippocampal_gyrus_posterior_division
1,right_temporal_fusiform_cortex_anterior_division
1,right_temporal_fusiform_cortex_posterior_division
2,left_accumbens
2,left_caudate
2,left_frontal_medial_cortex
2,left_pallidum
2,left_putamen
2,left_subcallosal_cortex
2,right_accumbens
2,right_caudate
2,right_frontal_medial_cortex
2,right_pallidum
2,right_putamen
2,right_subcallosal_cortex
3,left_brainstem
3,left_central_opercular_cortex
3,left_cingulate_gyrus_anterior_division
3,left_cingulate_gyrus_posterior_division
3,left_frontal_operculum_cortex
3,left_frontal_orbital_cortex
3,left_frontal_pole
3,left_inferior_frontal_gyrus_pars_opercularis
3,left_inferior_frontal_gyrus_pars_triangularis
3,left_insular_cortex
3,left_middle_frontal_gyrus
3,left_paracingulate_gyrus
3,left_postcentral_gyrus
3,left_precentral_gyrus
3,left_superior_frontal_gyrus
3,left_supplementary_motor_cortex
3,left_supramarginal_gyrus_anterior_division
3,left_thalamus
3,right_brainstem
3,right_central_opercular_cortex
3,right_cingulate_gyrus_anterior_division
3,right_cingulate_gyrus_posterior_division
3,right_frontal_operculum_cortex
3,right_frontal_orbital_cortex
3,right_frontal_pole
3,right_inferior_frontal_gyrus_pars_opercularis
3,right_inferior_frontal_gyrus_pars_triangularis
3,right_insular_cortex
3,right_middle_frontal_gyrus
3,right_paracingulate_gyrus
3,right_parietal_operculum_cortex
3,right_postcentral_gyrus
3,right_precentral_gyrus
3,right_superior_frontal_gyrus
3,right_supplementary_motor_cortex
3,right_supramarginal_gyrus_anterior_division
3,right_supramarginal_gyrus_posterior_division
3,right_temporal_pole
3,right_thalamus
4,left_heschls_gyrus
4,left_middle_temporal_gyrus_anterior_division
4,left_middle_temporal_gyrus_posterior_division
4,left_parietal_operculum_cortex
4,left_planum_polare
4,left_planum_temporale
4,left_superior_temporal_gyrus_anterior_division
4,left_superior_temporal_gyrus_posterior_division
4,left_temporal_pole
4,right_heschls_gyrus
4,right_middle_temporal_gyrus_anterior_division
4,right_middle_temporal_gyrus_posterior_division
4,right_planum_polare
4,right_planum_temporale
4,right_superior_temporal_gyrus_anterior_division
4,right_superior_temporal_gyrus_posterior_division
5,left_angular_gyrus
5,left_cerebellum
5,left_cuneal_cortex
5,left_inferior_temporal_gyrus_temporooccipital_part
5,left_intracalcarine_cortex
5,left_lateral_occipital_cortex_inferior_division
5,left_lateral_occipital_cortex_superior_division
5,left_lingual_gyrus
5,left_middle_temporal_gyrus_temporooccipital_part
5,left_occipital_fusiform_gyrus
5,left_occipital_pole
5,left_precuneous_cortex
5,left_superior_parietal_lobule
5,left_supracalcarine_cortex
5,left_supramarginal_gyrus_posterior_division
5,left_temporal_occipital_fusiform_cortex
5,right_angular_gyrus
5,right_cerebellum
5,right_cuneal_cortex
5,right_inferior_temporal_gyrus_temporooccipital_part
5,right_intracalcarine_cortex
5,right_lateral_occipital_cortex_inferior_division
5,right_lateral_occipital_cortex_superior_division
5,right_lingual_gyrus
5,right_middle_temporal_gyrus_temporooccipital_part
5,right_occipital_fusiform_gyrus
5,right_occipital_pole
5,right_precuneous_cortex
5,right_superior_parietal_lobule
5,right_supracalcarine_cortex
5,right_temporal_occipital_fusiform_cortex
