CLUSTER,STRUCTURE
1,right_brainstem
2,left_lingual_gyrus
2,right_cuneal_cortex
2,right_intracalcarine_cortex
2,right_lingual_gyrus
2,right_occipital_pole
2,right_supracalcarine_cortex
3,left_central_opercular_cortex
3,left_frontal_operculum_cortex
3,left_insular_cortex
3,right_insular_cortex
4,right_middle_temporal_gyrus_anterior_division
4,right_superior_temporal_gyrus_anterior_division
5,left_precuneous_cortex
5,right_angular_gyrus
5,right_lateral_occipital_cortex_superior_division
5,right_middle_temporal_gyrus_temporooccipital_part
5,right_precuneous_cortex
5,right_superior_parietal_lobule
5,right_supramarginal_gyrus_posterior_division
6,left_accumbens
7,left_inferior_temporal_gyrus_anterior_division
7,left_temporal_fusiform_cortex_anterior_division
8,left_middle_temporal_gyrus_posterior_division
8,left_superior_temporal_gyrus_posterior_division
9,right_cingulate_gyrus_anterior_division
9,right_paracingulate_gyrus
10,right_amygdala
10,right_hippocampus
10,right_parahippocampal_gyrus_anterior_division
11,left_precentral_gyrus
11,right_cingulate_gyrus_posterior_division
11,right_inferior_frontal_gyrus_pars_opercularis
11,right_middle_frontal_gyrus
11,right_precentral_gyrus
11,right_superior_frontal_gyrus
11,right_supplementary_motor_cortex
12,left_inferior_temporal_gyrus_posterior_division
12,left_inferior_temporal_gyrus_temporooccipital_part
12,left_middle_temporal_gyrus_temporooccipital_part
12,left_temporal_fusiform_cortex_posterior_division
12,left_temporal_occipital_fusiform_cortex
13,left_amygdala
14,right_inferior_temporal_gyrus_anterior_division
14,right_temporal_fusiform_cortex_anterior_division
15,right_heschls_gyrus
15,right_planum_polare
16,left_inferior_frontal_gyrus_pars_opercularis
16,left_inferior_frontal_gyrus_pars_triangularis
16,left_middle_frontal_gyrus
17,left_temporal_pole
17,right_temporal_pole
18,left_pallidum
18,left_putamen
18,right_pallidum
18,right_putamen
19,left_caudate
20,left_lateral_occipital_cortex_inferior_division
20,left_occipital_fusiform_gyrus
20,left_occipital_pole
20,right_lateral_occipital_cortex_inferior_division
20,right_occipital_fusiform_gyrus
21,right_subcallosal_cortex
22,right_frontal_medial_cortex
23,left_heschls_gyrus
23,left_parietal_operculum_cortex
23,left_planum_polare
23,left_planum_temporale
24,right_central_opercular_cortex
24,right_parietal_operculum_cortex
24,right_planum_temporale
25,right_inferior_temporal_gyrus_posterior_division
25,right_parahippocampal_gyrus_posterior_division
25,right_temporal_fusiform_cortex_posterior_division
26,right_accumbens
27,left_middle_temporal_gyrus_anterior_division
27,left_superior_temporal_gyrus_anterior_division
28,left_cerebellum
28,right_cerebellum
29,left_cuneal_cortex
29,left_intracalcarine_cortex
29,left_supracalcarine_cortex
30,left_cingulate_gyrus_anterior_division
30,left_cingulate_gyrus_posterior_division
30,left_frontal_pole
30,left_paracingulate_gyrus
30,left_superior_frontal_gyrus
31,left_frontal_orbital_cortex
31,right_frontal_operculum_cortex
31,right_frontal_orbital_cortex
31,right_frontal_pole
31,right_inferior_frontal_gyrus_pars_triangularis
32,left_angular_gyrus
32,left_lateral_occipital_cortex_superior_division
32,left_superior_parietal_lobule
32,left_supramarginal_gyrus_posterior_division
33,left_subcallosal_cortex
34,right_middle_temporal_gyrus_posterior_division
34,right_superior_temporal_gyrus_posterior_division
35,left_thalamus
35,right_thalamus
36,right_inferior_temporal_gyrus_temporooccipital_part
36,right_temporal_occipital_fusiform_cortex
37,right_caudate
38,left_brainstem
39,left_postcentral_gyrus
39,left_supplementary_motor_cortex
39,left_supramarginal_gyrus_anterior_division
39,right_postcentral_gyrus
39,right_supramarginal_gyrus_anterior_division
40,left_hippocampus
40,left_parahippocampal_gyrus_anterior_division
40,left_parahippocampal_gyrus_posterior_division
41,left_frontal_medial_cortex
