CLUSTER,STRUCTURE
1,left_frontal_orbital_cortex
1,left_frontal_pole
1,left_inferior_frontal_gyrus_pars_triangularis
1,left_paracingulate_gyrus
1,left_temporal_pole
1,right_frontal_pole
2,left_inferior_temporal_gyrus_temporooccipital_part
2,left_middle_temporal_gyrus_posterior_division
2,left_middle_temporal_gyrus_temporooccipital_part
2,left_superior_temporal_gyrus_posterior_division
3,left_planum_polare
3,right_heschls_gyrus
3,right_middle_temporal_gyrus_anterior_division
3,right_middle_temporal_gyrus_posterior_division
3,right_planum_polare
3,right_superior_temporal_gyrus_anterior_division
3,right_superior_temporal_gyrus_posterior_division
4,left_central_opercular_cortex
4,left_heschls_gyrus
4,left_parietal_operculum_cortex
4,left_planum_temporale
4,right_parietal_operculum_cortex
4,right_planum_temporale
5,left_cingulate_gyrus_posterior_division
5,left_cuneal_cortex
5,left_intracalcarine_cortex
5,left_precuneous_cortex
5,left_supracalcarine_cortex
5,right_cingulate_gyrus_posterior_division
5,right_cuneal_cortex
5,right_intracalcarine_cortex
5,right_precuneous_cortex
5,right_supracalcarine_cortex
6,right_parahippocampal_gyrus_anterior_division
7,left_caudate
7,left_pallidum
7,left_putamen
7,right_caudate
7,right_pallidum
7,right_putamen
8,left_angular_gyrus
8,left_lateral_occipital_cortex_superior_division
8,left_superior_parietal_lobule
8,left_supramarginal_gyrus_posterior_division
8,right_angular_gyrus
8,right_lateral_occipital_cortex_superior_division
8,right_middle_frontal_gyrus
8,right_middle_temporal_gyrus_temporooccipital_part
8,right_superior_parietal_lobule
8,right_supramarginal_gyrus_anterior_division
8,right_supramarginal_gyrus_posterior_division
9,left_cerebellum
9,left_lateral_occipital_cortex_inferior_division
9,left_lingual_gyrus
9,left_occipital_fusiform_gyrus
9,left_occipital_pole
9,left_temporal_occipital_fusiform_cortex
9,right_cerebellum
9,right_inferior_temporal_gyrus_temporooccipital_part
9,right_lateral_occipital_cortex_inferior_division
9,right_lingual_gyrus
9,right_occipital_fusiform_gyrus
9,right_occipital_pole
9,right_temporal_occipital_fusiform_cortex
10,right_inferior_temporal_gyrus_posterior_division
11,left_amygdala
11,left_hippocampus
11,left_parahippocampal_gyrus_anterior_division
11,left_parahippocampal_gyrus_posterior_division
11,right_hippocampus
12,right_inferior_temporal_gyrus_anterior_division
12,right_temporal_fusiform_cortex_anterior_division
13,left_brainstem
13,right_brainstem
14,left_frontal_operculum_cortex
14,left_insular_cortex
14,right_central_opercular_cortex
14,right_frontal_operculum_cortex
14,right_frontal_orbital_cortex
14,right_inferior_frontal_gyrus_pars_triangularis
14,right_insular_cortex
14,right_temporal_pole
15,left_frontal_medial_cortex
15,right_frontal_medial_cortex
15,right_subcallosal_cortex
16,left_cingulate_gyrus_anterior_division
16,left_thalamus
16,right_cingulate_gyrus_anterior_division
16,right_paracingulate_gyrus
16,right_superior_frontal_gyrus
16,right_thalamus
17,left_subcallosal_cortex
18,left_inferior_frontal_gyrus_pars_opercularis
18,left_middle_frontal_gyrus
18,left_postcentral_gyrus
18,left_precentral_gyrus
18,left_superior_frontal_gyrus
18,left_supplementary_motor_cortex
18,left_supramarginal_gyrus_anterior_division
18,right_inferior_frontal_gyrus_pars_opercularis
18,right_postcentral_gyrus
18,right_precentral_gyrus
18,right_supplementary_motor_cortex
19,left_inferior_temporal_gyrus_posterior_division
19,left_temporal_fusiform_cortex_posterior_division
20,left_accumbens
20,right_accumbens
21,right_parahippocampal_gyrus_posterior_division
21,right_temporal_fusiform_cortex_posterior_division
22,right_amygdala
23,left_middle_temporal_gyrus_anterior_division
23,left_superior_temporal_gyrus_anterior_division
24,left_inferior_temporal_gyrus_anterior_division
24,left_temporal_fusiform_cortex_anterior_division
