CLUSTER,STRUCTURE
1,left_supplementary_motor_cortex
2,right_frontal_operculum_cortex
2,right_frontal_orbital_cortex
2,right_inferior_frontal_gyrus_pars_triangularis
3,right_amygdala
3,right_hippocampus
3,right_parahippocampal_gyrus_anterior_division
4,left_superior_parietal_lobule
4,left_supramarginal_gyrus_anterior_division
4,right_superior_parietal_lobule
5,left_inferior_temporal_gyrus_temporooccipital_part
5,left_middle_temporal_gyrus_temporooccipital_part
5,left_temporal_occipital_fusiform_cortex
6,left_heschls_gyrus
6,left_planum_polare
7,left_frontal_orbital_cortex
7,left_frontal_pole
7,left_inferior_frontal_gyrus_pars_triangularis
7,right_frontal_pole
8,right_accumbens
9,left_middle_temporal_gyrus_posterior_division
9,left_superior_temporal_gyrus_posterior_division
10,right_cuneal_cortex
10,right_supracalcarine_cortex
11,left_occipital_pole
11,right_occipital_pole
12,right_middle_temporal_gyrus_posterior_division
12,right_superior_temporal_gyrus_posterior_division
13,left_cingulate_gyrus_anterior_division
13,left_paracingulate_gyrus
14,left_pallidum
15,left_brainstem
16,left_temporal_pole
16,right_temporal_pole
17,right_inferior_temporal_gyrus_anterior_division
18,left_caudate
18,right_caudate
19,left_frontal_medial_cortex
20,left_inferior_frontal_gyrus_pars_opercularis
20,left_middle_frontal_gyrus
20,left_precentral_gyrus
20,left_superior_frontal_gyrus
21,left_temporal_fusiform_cortex_anterior_division
22,left_frontal_operculum_cortex
22,left_insular_cortex
22,right_insular_cortex
23,left_postcentral_gyrus
23,right_postcentral_gyrus
23,right_supramarginal_gyrus_anterior_division
24,left_inferior_temporal_gyrus_posterior_division
24,left_temporal_fusiform_cortex_posterior_division
25,right_inferior_temporal_gyrus_posterior_division
25,right_parahippocampal_gyrus_posterior_division
25,right_temporal_fusiform_cortex_posterior_division
26,left_thalamus
26,right_thalamus
27,left_lateral_occipital_cortex_inferior_division
27,left_occipital_fusiform_gyrus
27,right_inferior_temporal_gyrus_temporooccipital_part
27,right_lateral_occipital_cortex_inferior_division
27,right_occipital_fusiform_gyrus
27,right_temporal_occipital_fusiform_cortex
28,left_middle_temporal_gyrus_anterior_division
28,left_superior_temporal_gyrus_anterior_division
29,left_lingual_gyrus
29,right_intracalcarine_cortex
29,right_lingual_gyrus
30,right_inferior_frontal_gyrus_pars_opercularis
30,right_middle_frontal_gyrus
30,right_precentral_gyrus
30,right_superior_frontal_gyrus
30,right_supplementary_motor_cortex
31,left_cerebellum
31,right_cerebellum
32,left_accumbens
33,right_central_opercular_cortex
33,right_parietal_operculum_cortex
33,right_planum_temporale
34,left_putamen
34,right_pallidum
34,right_putamen
35,right_frontal_medial_cortex
36,right_heschls_gyrus
36,right_planum_polare
37,right_middle_temporal_gyrus_anterior_division
37,right_superior_temporal_gyrus_anterior_division
38,right_subcallosal_cortex
39,left_angular_gyrus
39,left_lateral_occipital_cortex_superior_division
39,left_precuneous_cortex
39,left_supramarginal_gyrus_posterior_division
39,right_angular_gyrus
39,right_lateral_occipital_cortex_superior_division
39,right_middle_temporal_gyrus_temporooccipital_part
39,right_precuneous_cortex
39,right_supramarginal_gyrus_posterior_division
40,left_subcallosal_cortex
41,left_hippocampus
41,left_parahippocampal_gyrus_anterior_division
41,left_parahippocampal_gyrus_posterior_division
42,left_cingulate_gyrus_posterior_division
42,right_cingulate_gyrus_posterior_division
43,left_cuneal_cortex
43,left_intracalcarine_cortex
43,left_supracalcarine_cortex
44,left_inferior_temporal_gyrus_anterior_division
45,right_temporal_fusiform_cortex_anterior_division
46,right_cingulate_gyrus_anterior_division
46,right_paracingulate_gyrus
47,left_amygdala
48,right_brainstem
49,left_central_opercular_cortex
49,left_parietal_operculum_cortex
49,left_planum_temporale
