CLUSTER,STRUCTURE
1,left_brainstem
1,right_brainstem
2,left_angular_gyrus
2,left_inferior_frontal_gyrus_pars_opercularis
2,left_inferior_frontal_gyrus_pars_triangularis
2,left_lateral_occipital_cortex_superior_division
2,left_middle_frontal_gyrus
2,left_precentral_gyrus
2,left_superior_frontal_gyrus
2,left_superior_parietal_lobule
2,left_supplementary_motor_cortex
2,left_supramarginal_gyrus_posterior_division
2,right_angular_gyrus
2,right_inferior_frontal_gyrus_pars_opercularis
2,right_middle_frontal_gyrus
3,left_frontal_operculum_cortex
3,left_frontal_orbital_cortex
3,left_frontal_pole
3,left_insular_cortex
3,right_frontal_operculum_cortex
3,right_frontal_orbital_cortex
3,right_frontal_pole
3,right_inferior_frontal_gyrus_pars_triangularis
3,right_insular_cortex
3,right_temporal_pole
4,right_middle_temporal_gyrus_anterior_division
4,right_middle_temporal_gyrus_posterior_division
4,right_superior_temporal_gyrus_anterior_division
4,right_superior_temporal_gyrus_posterior_division
5,left_lateral_occipital_cortex_inferior_division
5,left_occipital_pole
5,right_inferior_temporal_gyrus_temporooccipital_part
5,right_lateral_occipital_cortex_inferior_division
5,right_lateral_occipital_cortex_superior_division
5,right_middle_temporal_gyrus_temporooccipital_part
5,right_occipital_fusiform_gyrus
5,right_occipital_pole
6,right_inferior_temporal_gyrus_anterior_division
6,right_temporal_fusiform_cortex_anterior_division
7,left_central_opercular_cortex
7,left_postcentral_gyrus
7,left_supramarginal_gyrus_anterior_division
7,right_central_opercular_cortex
7,right_parietal_operculum_cortex
7,right_postcentral_gyrus
7,right_precentral_gyrus
7,right_superior_parietal_lobule
7,right_supplementary_motor_cortex
7,right_supramarginal_gyrus_anterior_division
7,right_supramarginal_gyrus_posterior_division
8,left_amygdala
8,left_hippocampus
8,left_parahippocampal_gyrus_anterior_division
8,right_amygdala
8,right_hippocampus
8,right_parahippocampal_gyrus_anterior_division
9,left_subcallosal_cortex
10,left_inferior_temporal_gyrus_posterior_division
10,left_middle_temporal_gyrus_posterior_division
10,left_middle_temporal_gyrus_temporooccipital_part
10,left_superior_temporal_gyrus_posterior_division
11,right_subcallosal_cortex
12,left_accumbens
12,right_accumbens
13,left_pallidum
13,left_putamen
13,right_pallidum
13,right_putamen
14,left_cingulate_gyrus_anterior_division
14,left_paracingulate_gyrus
14,right_cingulate_gyrus_anterior_division
14,right_paracingulate_gyrus
14,right_superior_frontal_gyrus
15,left_frontal_medial_cortex
15,right_frontal_medial_cortex
16,left_inferior_temporal_gyrus_anterior_division
16,left_temporal_fusiform_cortex_anterior_division
17,right_intracalcarine_cortex
17,right_lingual_gyrus
17,right_supracalcarine_cortex
18,right_inferior_temporal_gyrus_posterior_division
18,right_parahippocampal_gyrus_posterior_division
18,right_temporal_fusiform_cortex_posterior_division
19,left_heschls_gyrus
19,left_parietal_operculum_cortex
19,left_planum_polare
19,left_planum_temporale
19,right_heschls_gyrus
19,right_planum_polare
19,right_planum_temporale
20,left_cuneal_cortex
20,left_intracalcarine_cortex
20,left_supracalcarine_cortex
21,left_temporal_pole
22,left_thalamus
22,right_thalamus
23,left_cerebellum
23,left_inferior_temporal_gyrus_temporooccipital_part
23,left_lingual_gyrus
23,left_occipital_fusiform_gyrus
23,left_parahippocampal_gyrus_posterior_division
23,left_temporal_fusiform_cortex_posterior_division
23,left_temporal_occipital_fusiform_cortex
23,right_cerebellum
23,right_temporal_occipital_fusiform_cortex
24,left_caudate
24,right_caudate
25,left_middle_temporal_gyrus_anterior_division
25,left_superior_temporal_gyrus_anterior_division
26,left_cingulate_gyrus_posterior_division
26,left_precuneous_cortex
26,right_cingulate_gyrus_posterior_division
26,right_cuneal_cortex
26,right_precuneous_cortex
