CLUSTER,STRUCTURE
1,right_postcentral_gyrus
1,right_supramarginal_gyrus_anterior_division
2,left_cingulate_gyrus_anterior_division
2,left_frontal_operculum_cortex
2,left_frontal_orbital_cortex
2,left_frontal_pole
2,left_insular_cortex
2,left_paracingulate_gyrus
2,left_temporal_pole
2,left_thalamus
2,right_cingulate_gyrus_anterior_division
2,right_frontal_operculum_cortex
2,right_frontal_orbital_cortex
2,right_frontal_pole
2,right_inferior_frontal_gyrus_pars_triangularis
2,right_insular_cortex
2,right_paracingulate_gyrus
2,right_temporal_pole
2,right_thalamus
3,left_inferior_temporal_gyrus_anterior_division
3,left_inferior_temporal_gyrus_posterior_division
3,left_temporal_fusiform_cortex_anterior_division
3,left_temporal_fusiform_cortex_posterior_division
4,left_lateral_occipital_cortex_superior_division
4,left_occipital_pole
4,left_precuneous_cortex
4,left_superior_parietal_lobule
4,right_angular_gyrus
4,right_cuneal_cortex
4,right_lateral_occipital_cortex_inferior_division
4,right_lateral_occipital_cortex_superior_division
4,right_middle_temporal_gyrus_temporooccipital_part
4,right_occipital_pole
4,right_precuneous_cortex
4,right_superior_parietal_lobule
5,left_central_opercular_cortex
5,left_heschls_gyrus
5,left_parietal_operculum_cortex
5,left_planum_polare
5,left_planum_temporale
5,right_central_opercular_cortex
5,right_heschls_gyrus
5,right_parietal_operculum_cortex
5,right_planum_polare
5,right_planum_temporale
5,right_superior_temporal_gyrus_posterior_division
6,left_accumbens
6,right_accumbens
7,left_middle_temporal_gyrus_posterior_division
7,left_middle_temporal_gyrus_temporooccipital_part
7,left_superior_temporal_gyrus_anterior_division
7,left_superior_temporal_gyrus_posterior_division
8,right_amygdala
8,right_parahippocampal_gyrus_anterior_division
9,left_amygdala
9,left_hippocampus
9,left_parahippocampal_gyrus_anterior_division
9,left_parahippocampal_gyrus_posterior_division
9,right_hippocampus
9,right_parahippocampal_gyrus_posterior_division
10,left_angular_gyrus
10,left_inferior_frontal_gyrus_pars_opercularis
10,left_inferior_frontal_gyrus_pars_triangularis
10,left_middle_frontal_gyrus
10,left_postcentral_gyrus
10,left_precentral_gyrus
10,left_superior_frontal_gyrus
10,left_supplementary_motor_cortex
10,left_supramarginal_gyrus_anterior_division
10,left_supramarginal_gyrus_posterior_division
10,right_inferior_frontal_gyrus_pars_opercularis
10,right_middle_frontal_gyrus
10,right_precentral_gyrus
10,right_superior_frontal_gyrus
10,right_supplementary_motor_cortex
10,right_supramarginal_gyrus_posterior_division
11,right_inferior_temporal_gyrus_anterior_division
11,right_inferior_temporal_gyrus_posterior_division
11,right_temporal_fusiform_cortex_anterior_division
11,right_temporal_fusiform_cortex_posterior_division
12,left_frontal_medial_cortex
12,left_subcallosal_cortex
12,right_frontal_medial_cortex
12,right_subcallosal_cortex
13,left_brainstem
13,right_brainstem
14,left_cerebellum
14,left_cingulate_gyrus_posterior_division
14,left_cuneal_cortex
14,left_intracalcarine_cortex
14,left_lingual_gyrus
14,left_supracalcarine_cortex
14,right_cerebellum
14,right_cingulate_gyrus_posterior_division
14,right_intracalcarine_cortex
14,right_lingual_gyrus
14,right_supracalcarine_cortex
15,left_caudate
15,left_pallidum
15,left_putamen
15,right_caudate
15,right_pallidum
15,right_putamen
16,left_middle_temporal_gyrus_anterior_division
16,right_middle_temporal_gyrus_anterior_division
16,right_middle_temporal_gyrus_posterior_division
16,right_superior_temporal_gyrus_anterior_division
17,left_inferior_temporal_gyrus_temporooccipital_part
17,left_lateral_occipital_cortex_inferior_division
17,left_occipital_fusiform_gyrus
17,left_temporal_occipital_fusiform_cortex
17,right_inferior_temporal_gyrus_temporooccipital_part
17,right_occipital_fusiform_gyrus
17,right_temporal_occipital_fusiform_cortex
