CLUSTER,STRUCTURE
1,left_frontal_orbital_cortex
1,left_frontal_pole
1,left_paracingulate_gyrus
1,right_frontal_pole
2,right_parietal_operculum_cortex
2,right_planum_temporale
2,right_postcentral_gyrus
2,right_supramarginal_gyrus_anterior_division
3,right_cuneal_cortex
3,right_intracalcarine_cortex
3,right_lingual_gyrus
3,right_supracalcarine_cortex
4,right_inferior_temporal_gyrus_posterior_division
4,right_parahippocampal_gyrus_posterior_division
4,right_temporal_fusiform_cortex_posterior_division
5,left_heschls_gyrus
5,left_parietal_operculum_cortex
5,left_planum_polare
6,left_inferior_temporal_gyrus_posterior_division
6,left_inferior_temporal_gyrus_temporooccipital_part
6,left_temporal_fusiform_cortex_posterior_division
6,left_temporal_occipital_fusiform_cortex
7,right_frontal_medial_cortex
8,left_central_opercular_cortex
8,left_cingulate_gyrus_posterior_division
8,left_inferior_frontal_gyrus_pars_opercularis
8,left_middle_frontal_gyrus
8,left_postcentral_gyrus
8,left_precentral_gyrus
8,left_superior_frontal_gyrus
8,left_supplementary_motor_cortex
9,left_amygdala
9,left_hippocampus
9,left_parahippocampal_gyrus_anterior_division
9,left_parahippocampal_gyrus_posterior_division
10,right_middle_temporal_gyrus_anterior_division
10,right_middle_temporal_gyrus_posterior_division
10,right_superior_temporal_gyrus_anterior_division
10,right_superior_temporal_gyrus_posterior_division
11,left_insular_cortex
11,right_frontal_operculum_cortex
11,right_frontal_orbital_cortex
11,right_inferior_frontal_gyrus_pars_triangularis
11,right_insular_cortex
11,right_temporal_pole
12,left_inferior_temporal_gyrus_anterior_division
12,left_temporal_fusiform_cortex_anterior_division
13,right_accumbens
14,left_lateral_occipital_cortex_inferior_division
14,left_occipital_fusiform_gyrus
14,left_occipital_pole
14,right_inferior_temporal_gyrus_temporooccipital_part
14,right_lateral_occipital_cortex_inferior_division
14,right_occipital_fusiform_gyrus
14,right_occipital_pole
14,right_temporal_occipital_fusiform_cortex
15,right_amygdala
15,right_hippocampus
15,right_parahippocampal_gyrus_anterior_division
16,right_pallidum
16,right_putamen
17,left_cingulate_gyrus_anterior_division
17,right_cingulate_gyrus_anterior_division
17,right_paracingulate_gyrus
18,left_subcallosal_cortex
19,left_brainstem
19,right_brainstem
20,right_central_opercular_cortex
20,right_heschls_gyrus
20,right_planum_polare
21,left_precuneous_cortex
21,right_angular_gyrus
21,right_lateral_occipital_cortex_superior_division
21,right_middle_temporal_gyrus_temporooccipital_part
21,right_precuneous_cortex
21,right_superior_parietal_lobule
21,right_supramarginal_gyrus_posterior_division
22,left_thalamus
22,right_thalamus
23,right_inferior_temporal_gyrus_anterior_division
23,right_temporal_fusiform_cortex_anterior_division
24,right_subcallosal_cortex
25,left_middle_temporal_gyrus_anterior_division
25,left_superior_temporal_gyrus_anterior_division
26,right_caudate
27,left_middle_temporal_gyrus_posterior_division
27,left_planum_temporale
27,left_superior_temporal_gyrus_posterior_division
28,left_cerebellum
28,right_cerebellum
29,left_temporal_pole
30,left_cuneal_cortex
30,left_intracalcarine_cortex
30,left_lingual_gyrus
30,left_supracalcarine_cortex
31,left_caudate
31,left_pallidum
31,left_putamen
32,left_angular_gyrus
32,left_lateral_occipital_cortex_superior_division
32,left_middle_temporal_gyrus_temporooccipital_part
32,left_superior_parietal_lobule
32,left_supramarginal_gyrus_anterior_division
32,left_supramarginal_gyrus_posterior_division
33,right_cingulate_gyrus_posterior_division
33,right_inferior_frontal_gyrus_pars_opercularis
33,right_middle_frontal_gyrus
33,right_precentral_gyrus
33,right_superior_frontal_gyrus
33,right_supplementary_motor_cortex
34,left_frontal_medial_cortex
35,left_accumbens
36,left_frontal_operculum_cortex
36,left_inferior_frontal_gyrus_pars_triangularis
