CLUSTER,STRUCTURE
1,right_parahippocampal_gyrus_posterior_division
1,right_temporal_fusiform_cortex_posterior_division
2,right_frontal_pole
2,right_middle_frontal_gyrus
2,right_superior_frontal_gyrus
3,right_inferior_frontal_gyrus_pars_opercularis
3,right_inferior_frontal_gyrus_pars_triangularis
3,right_precentral_gyrus
4,right_inferior_temporal_gyrus_temporooccipital_part
4,right_lateral_occipital_cortex_inferior_division
4,right_occipital_fusiform_gyrus
4,right_temporal_occipital_fusiform_cortex
5,right_central_opercular_cortex
5,right_parietal_operculum_cortex
5,right_planum_temporale
6,left_insular_cortex
6,right_frontal_operculum_cortex
6,right_frontal_orbital_cortex
6,right_insular_cortex
7,left_amygdala
8,left_angular_gyrus
8,left_lateral_occipital_cortex_superior_division
8,left_middle_frontal_gyrus
8,left_precuneous_cortex
8,left_superior_frontal_gyrus
8,left_superior_parietal_lobule
8,left_supramarginal_gyrus_posterior_division
8,right_lateral_occipital_cortex_superior_division
8,right_precuneous_cortex
9,left_middle_temporal_gyrus_posterior_division
9,left_middle_temporal_gyrus_temporooccipital_part
9,left_superior_temporal_gyrus_posterior_division
10,right_subcallosal_cortex
11,right_brainstem
12,left_hippocampus
12,left_parahippocampal_gyrus_posterior_division
12,right_hippocampus
13,right_inferior_temporal_gyrus_anterior_division
14,left_inferior_temporal_gyrus_posterior_division
15,left_cingulate_gyrus_anterior_division
15,left_paracingulate_gyrus
15,right_cingulate_gyrus_anterior_division
15,right_paracingulate_gyrus
16,left_accumbens
17,right_middle_temporal_gyrus_posterior_division
17,right_superior_temporal_gyrus_posterior_division
18,left_inferior_temporal_gyrus_anterior_division
18,left_temporal_fusiform_cortex_anterior_division
19,left_subcallosal_cortex
20,left_caudate
21,left_frontal_operculum_cortex
21,left_inferior_frontal_gyrus_pars_opercularis
21,left_inferior_frontal_gyrus_pars_triangularis
22,right_intracalcarine_cortex
22,right_lingual_gyrus
22,right_supracalcarine_cortex
23,left_frontal_medial_cortex
24,right_pallidum
25,left_inferior_temporal_gyrus_temporooccipital_part
25,left_lateral_occipital_cortex_inferior_division
25,left_lingual_gyrus
25,left_occipital_fusiform_gyrus
25,left_temporal_occipital_fusiform_cortex
26,left_postcentral_gyrus
26,left_precentral_gyrus
26,left_supplementary_motor_cortex
26,left_supramarginal_gyrus_anterior_division
26,right_postcentral_gyrus
26,right_supramarginal_gyrus_anterior_division
27,left_brainstem
28,right_frontal_medial_cortex
29,right_accumbens
30,left_pallidum
30,left_putamen
31,right_heschls_gyrus
31,right_planum_polare
32,right_caudate
33,left_middle_temporal_gyrus_anterior_division
33,left_superior_temporal_gyrus_anterior_division
34,left_cuneal_cortex
34,left_intracalcarine_cortex
34,left_supracalcarine_cortex
35,right_parahippocampal_gyrus_anterior_division
36,left_heschls_gyrus
36,left_planum_polare
37,left_thalamus
37,right_thalamus
38,right_supplementary_motor_cortex
39,left_cingulate_gyrus_posterior_division
39,right_cingulate_gyrus_posterior_division
40,left_cerebellum
40,right_cerebellum
41,left_temporal_pole
41,right_temporal_pole
42,left_central_opercular_cortex
42,left_parietal_operculum_cortex
42,left_planum_temporale
43,right_temporal_fusiform_cortex_anterior_division
44,left_occipital_pole
44,right_occipital_pole
45,right_putamen
46,left_frontal_orbital_cortex
46,left_frontal_pole
47,right_inferior_temporal_gyrus_posterior_division
48,right_angular_gyrus
48,right_middle_temporal_gyrus_temporooccipital_part
48,right_superior_parietal_lobule
48,right_supramarginal_gyrus_posterior_division
49,right_middle_temporal_gyrus_anterior_division
49,right_superior_temporal_gyrus_anterior_division
50,right_amygdala
51,right_cuneal_cortex
52,left_temporal_fusiform_cortex_posterior_division
53,left_parahippocampal_gyrus_anterior_division
