CLUSTER,R,TOKEN,ROC_AUC
1,0.12654045510772385,motor_control,0.5149026025836582
1,0.10838149959923493,movement,0.5149026025836582
1,0.10826908483466366,motor_learning,0.5149026025836582
1,0.09696030315496254,execution,0.5149026025836582
1,0.0797056551857935,coordination,0.5149026025836582
1,0.07907320998923707,motor_sequence_learning,0.5149026025836582
1,0.07577901188727153,arm,0.5149026025836582
1,0.07007127810613822,motor_planning,0.5149026025836582
1,0.06968156894081813,hand,0.5149026025836582
1,0.06848468242934001,motor_activity,0.5149026025836582
1,0.06356219740013214,skill,0.5149026025836582
1,0.06346291354798399,tapping_task,0.5149026025836582
1,0.06240528604469076,rest,0.5149026025836582
1,0.06159015698327304,imagination,0.5149026025836582
1,0.06047223311356255,finger_tapping,0.5149026025836582
1,0.05989070747938219,imagery,0.5149026025836582
1,0.0586483139337889,covert,0.5149026025836582
1,0.05775327406393242,auditory_feedback,0.5149026025836582
1,0.0568752297098553,planning,0.5149026025836582
1,0.056874886885608475,visual_imagery,0.5149026025836582
1,0.054756145911954636,ataxia,0.5149026025836582
1,0.054115674584497175,skill_acquisition,0.5149026025836582
1,0.05152893493994167,articulatory_rehearsal,0.5149026025836582
1,0.05078560786824332,retrieval,0.5149026025836582
2,0.13128246897250426,execution,0.5282949240444504
2,0.12875301150739055,hand,0.5282949240444504
2,0.12259075690893426,movement,0.5282949240444504
2,0.11120548391386932,grasping,0.5282949240444504
2,0.10930283078958528,spatial_attention,0.5282949240444504
2,0.10770610323171348,representation,0.5282949240444504
2,0.10696224843624058,action,0.5282949240444504
2,0.10659341002647438,intention,0.5282949240444504
2,0.10452742087741146,attention,0.5282949240444504
2,0.09858076838625826,grasp,0.5282949240444504
2,0.09845163107699087,eye,0.5282949240444504
2,0.09581674279577918,covert,0.5282949240444504
2,0.08956631346651914,manipulation,0.5282949240444504
2,0.08756273237147108,imagination,0.5282949240444504
2,0.08571907225832003,arm,0.5282949240444504
2,0.08530882765366309,perception,0.5282949240444504
2,0.0850090877381354,visuospatial_attention,0.5282949240444504
2,0.08472470460972885,mental_representation,0.5282949240444504
2,0.08268297226607063,vision,0.5282949240444504
2,0.07979433369399305,motor_control,0.5282949240444504
2,0.07910224051866092,motor_planning,0.5282949240444504
2,0.07825378946566597,motion_processing,0.5282949240444504
3,0.13878901596822266,episodic_memory,0.5143851762118195
3,0.13185687961914608,autobiographical_memory,0.5143851762118195
3,0.11526916006056552,memory,0.5143851762118195
3,0.11273862362292365,remembering,0.5143851762118195
3,0.1042039274355266,prospection,0.5143851762118195
3,0.10276145872885943,retrieval,0.5143851762118195
3,0.10152642846991057,memory_retrieval,0.5143851762118195
3,0.09285043160309764,episodic_simulation,0.5143851762118195
3,0.08762745517160014,recall,0.5143851762118195
3,0.08504057949646858,source_memory,0.5143851762118195
3,0.08242450963245082,theory_mind,0.5143851762118195
3,0.08153338722831392,thinking,0.5143851762118195
3,0.07911619186912625,consciousness,0.5143851762118195
3,0.07810835526344792,selfreflection,0.5143851762118195
3,0.07745826056182023,thought,0.5143851762118195
3,0.07528963937123398,navigation,0.5143851762118195
3,0.07189130244552411,recognition_memory,0.5143851762118195
4,0.12297379277024705,pain,0.5247986770138777
4,0.11501697952426357,painful_stimulation,0.5247986770138777
4,0.11045999082144747,heat,0.5247986770138777
4,0.10459724480008513,tone,0.5247986770138777
4,0.10436264213528633,speech,0.5247986770138777
4,0.10333244216582838,hearing,0.5247986770138777
4,0.10258993531900508,interoception,0.5247986770138777
4,0.10151271038483016,listening,0.5247986770138777
4,0.0942904411401234,melody,0.5247986770138777
4,0.08978737944949594,tactile_stimulation,0.5247986770138777
4,0.08789689210364164,music,0.5247986770138777
4,0.08661197702611907,speech_perception,0.5247986770138777
4,0.08406862345837962,pain_sensation,0.5247986770138777
4,0.07918114982749244,passive_listening,0.5247986770138777
4,0.0789257943410909,motor_control,0.5247986770138777
4,0.07829545409362472,nociception,0.5247986770138777
5,0.12432340234659912,memory,0.5144596331842832
5,0.11638760343683872,remembering,0.5144596331842832
5,0.11318210631770265,retrieval,0.5144596331842832
5,0.10485837509354977,episodic_memory,0.5144596331842832
5,0.10452738279054066,encoding,0.5144596331842832
5,0.10292645620895904,familiarity,0.5144596331842832
5,0.10159567453154338,recognition,0.5144596331842832
5,0.1003289007261131,recognition_memory,0.5144596331842832
5,0.0997531116610874,navigation,0.5144596331842832
5,0.09672195975789467,memory_retrieval,0.5144596331842832
5,0.09146778532649256,visual_imagery,0.5144596331842832
5,0.09141735694674337,face_perception,0.5144596331842832
5,0.08782439551365834,vision,0.5144596331842832
5,0.08571973762219506,recall,0.5144596331842832
5,0.08559976610284026,visual_perception,0.5144596331842832
5,0.08545735834049864,spatial_memory,0.5144596331842832
5,0.08396418900656707,visual_attention,0.5144596331842832
5,0.08212456035109457,picture,0.5144596331842832
5,0.08129528325138224,source_memory,0.5144596331842832
5,0.07725102202301848,eye,0.5144596331842832
5,0.07724811415098917,autobiographical_memory,0.5144596331842832
5,0.07700134995899906,object_recognition,0.5144596331842832
5,0.07521025498791441,episodic_simulation,0.5144596331842832
5,0.07465404798367499,visual_object,0.5144596331842832
5,0.07460865460238779,mental_imagery,0.5144596331842832
6,0.12249188420389605,arousal,0.5257499447408385
6,0.10806685693758293,monitoring,0.5257499447408385
6,0.10484346473464756,decision_making,0.5257499447408385
6,0.10455889651826096,anticipation,0.5257499447408385
6,0.10102265579924416,reaction_time,0.5257499447408385
6,0.09835621231354966,cognitive_control,0.5257499447408385
6,0.09668069506578864,error_detection,0.5257499447408385
6,0.09594459664780194,interoception,0.5257499447408385
6,0.09272353134276504,valence,0.5257499447408385
6,0.09197828513667376,response_selection,0.5257499447408385
6,0.09152741086948807,cognitive_process,0.5257499447408385
6,0.09004357738151768,pain,0.5257499447408385
6,0.08971528663380329,context,0.5257499447408385
6,0.08749271077174436,salience,0.5257499447408385
6,0.08732703816829518,reward,0.5257499447408385
6,0.08698016699591679,manipulation,0.5257499447408385
6,0.08610521300783794,strategy,0.5257499447408385
6,0.08552511432613462,expectancy,0.5257499447408385
6,0.08527637824819582,disgust,0.5257499447408385
6,0.08427854868085244,decision,0.5257499447408385
6,0.08383403159080946,response_inhibition,0.5257499447408385
6,0.08372828894449362,working_memory,0.5257499447408385
6,0.08244382856271545,emotion,0.5257499447408385
6,0.08153287066917167,task_set,0.5257499447408385
6,0.07723751986900829,empathy,0.5257499447408385
7,0.2345173670521715,speech,0.5436807797370028
7,0.2275351739194924,language,0.5436807797370028
7,0.21146884506806551,language_processing,0.5436807797370028
7,0.19648552925504206,speech_processing,0.5436807797370028
7,0.19574051942957565,listening,0.5436807797370028
7,0.19334268250957395,semantic_processing,0.5436807797370028
8,0.1444105851213749,reward,0.5019280205655527
8,0.11549121871749247,reward_processing,0.5019280205655527
8,0.10085893867282164,reward_anticipation,0.5019280205655527
8,0.09330094354872184,anticipation,0.5019280205655527
8,0.07735165207307072,valence,0.5019280205655527
8,0.07689573529070898,decision_making,0.5019280205655527
8,0.07026884843284173,intertemporal_choice,0.5019280205655527
8,0.06887099056027672,instrumental_conditioning,0.5019280205655527
8,0.06654975601149724,taste,0.5019280205655527
8,0.06631425557639442,emotion,0.5019280205655527
8,0.06470106730041285,arousal,0.5019280205655527
8,0.06417272074862422,reward_learning,0.5019280205655527
8,0.06396116179230965,expectancy,0.5019280205655527
8,0.06132408743011907,monetary_incentive_delay_task,0.5019280205655527
8,0.05931680404881968,fear,0.5019280205655527
8,0.059256435854790714,emotion_regulation,0.5019280205655527
8,0.059211026721418335,loss,0.5019280205655527
8,0.0583592902969776,negative_emotion,0.5019280205655527
8,0.057247812176990626,gambling,0.5019280205655527
8,0.057205610366993336,personality,0.5019280205655527
8,0.05549185772618445,mood,0.5019280205655527
8,0.054534311472043503,sadness,0.5019280205655527
9,0.1861235072812601,face_perception,0.5305525269316167
9,0.1630606059749488,object_recognition,0.5305525269316167
9,0.15678134351545392,vision,0.5305525269316167
9,0.15332945828760408,recognition,0.5305525269316167
9,0.1395077635324499,face,0.5305525269316167
9,0.13826780153163462,familiarity,0.5305525269316167
9,0.13646281982644584,visual_object,0.5305525269316167
9,0.13447512185445454,face_recognition,0.5305525269316167
9,0.13435604473394064,shape,0.5305525269316167
9,0.13387966119040814,reading,0.5305525269316167
9,0.13283148684471766,visual_angle,0.5305525269316167
9,0.13223442862704676,visual_perception,0.5305525269316167
9,0.12578376179693418,word,0.5305525269316167
9,0.125041507178117,naming,0.5305525269316167
9,0.12166959430994699,picture,0.5305525269316167
9,0.12148916486895114,visual_attention,0.5305525269316167
9,0.11849671966904235,object_perception,0.5305525269316167
9,0.11660494333731992,representation,0.5305525269316167
9,0.1161592165668448,repetition_priming,0.5305525269316167
9,0.11614785265780594,semantic_processing,0.5305525269316167
9,0.11474131331535227,perception,0.5305525269316167
9,0.11347864659184415,orthography,0.5305525269316167
9,0.11312653611987256,covert,0.5305525269316167
9,0.11311172744899595,fixation,0.5305525269316167
9,0.10943220892855056,visual_word_recognition,0.5305525269316167
10,0.10223836262099503,semantic_memory,0.5024299218099799
10,0.1010006794149358,semantic_knowledge,0.5024299218099799
10,0.0935889681815193,episodic_memory,0.5024299218099799
10,0.09002436918177302,semantic_processing,0.5024299218099799
10,0.08714196759869347,memory,0.5024299218099799
10,0.07791424497260928,retrieval,0.5024299218099799
10,0.07717764389340409,declarative_memory,0.5024299218099799
10,0.07559233326821635,semantic_information,0.5024299218099799
10,0.07466113134224148,autobiographical_memory,0.5024299218099799
10,0.07430235911486144,imageability,0.5024299218099799
10,0.07255734422664921,word,0.5024299218099799
10,0.07162162284270067,remembering,0.5024299218099799
10,0.07149917023085732,theory_mind,0.5024299218099799
10,0.07035120535463463,recognition_memory,0.5024299218099799
10,0.06964086108817935,episodic_simulation,0.5024299218099799
11,0.1975697662840687,memory,0.5102102965413078
11,0.17839528989894754,episodic_memory,0.5102102965413078
11,0.15966264484810527,remembering,0.5102102965413078
11,0.15777756770241036,recognition_memory,0.5102102965413078
11,0.1573758699526793,declarative_memory,0.5102102965413078
11,0.15682211645207114,retrieval,0.5102102965413078
11,0.1476732235180733,encoding,0.5102102965413078
11,0.13488732852408694,recognition,0.5102102965413078
11,0.12463668899181825,spatial_memory,0.5102102965413078
11,0.12410613777568782,recall,0.5102102965413078
11,0.1232097936075061,familiarity,0.5102102965413078
11,0.11906108242681032,autobiographical_memory,0.5102102965413078
11,0.11795814186682756,encoding_task,0.5102102965413078
11,0.1168290065745031,source_memory,0.5102102965413078
11,0.1164209541930042,episodic_simulation,0.5102102965413078
11,0.11408885657137108,memory_process,0.5102102965413078
11,0.11215704451177166,memory_retrieval,0.5102102965413078
11,0.10935894299696124,navigation,0.5102102965413078
11,0.10856720319437482,semantic_memory,0.5102102965413078
11,0.1083584857551958,cognitive_map,0.5102102965413078
12,0.15432200556356754,monitoring,0.53243641128774
12,0.13434473985885484,cognitive_control,0.53243641128774
12,0.11690190162273592,error_detection,0.53243641128774
12,0.116493004245733,response_selection,0.53243641128774
12,0.11509255793405562,working_memory,0.53243641128774
12,0.10106486977432433,decision_making,0.53243641128774
12,0.10070729898756428,reaction_time,0.53243641128774
12,0.09707120170758717,executive_function,0.53243641128774
12,0.09676584376820382,cognitive_process,0.53243641128774
12,0.09483377069867197,cognitive,0.53243641128774
12,0.09471340892500714,performance_monitoring,0.53243641128774
12,0.09462594403178293,preparation,0.53243641128774
12,0.09453913704878172,strategy,0.53243641128774
