CLUSTER,R,TOKEN
1,0.13822793511220266,anticipation
1,0.13516297797414767,reward
1,0.12141093480993481,arousal
1,0.11471067035829019,decision_making
1,0.10610419497206418,monitoring
1,0.10079865312190066,reward_processing
1,0.09971889639656743,pain
1,0.0995030078760046,error_detection
1,0.0993306717442324,expectancy
1,0.0979364694359123,salience
1,0.09730712017892458,valence
1,0.09427425686599492,cognitive_control
1,0.09264173328950041,interoception
1,0.08889635431838676,reward_anticipation
1,0.08588207062106562,response_inhibition
1,0.0846686319682773,reaction_time
1,0.08449895342926944,painful_stimulation
1,0.08384935470443612,emotion
1,0.08365904265615084,strategy
1,0.08293421078555632,response_selection
1,0.08082891112806406,performance_monitoring
1,0.08072566154848344,context
1,0.07934698331225479,disgust
1,0.07891975189161415,feedback
1,0.07381526878757166,uncertainty
2,0.15733664863692298,execution
2,0.1406296453092803,attention
2,0.13820624031980208,spatial_attention
2,0.1353654034437926,hand
2,0.13379605616306664,manipulation
2,0.1289284266481646,working_memory
2,0.12478429180211072,grasping
2,0.1236572067470267,action
2,0.11818109821555582,representation
2,0.11653668869636762,covert
2,0.11568609518481338,visual_attention
2,0.11318067158415307,reaction_time
2,0.1124325015240066,intention
2,0.1122128423301836,grasp
2,0.11204164414521074,movement
2,0.11197863380233913,rehearsal
2,0.10928751682163514,mental_representation
2,0.10910780931674531,strategy
2,0.10826297745650278,eye
2,0.10510269682113856,visuospatial_attention
2,0.10459640837375725,vision
2,0.10344060018641153,goal
2,0.10194355194480947,eye_movement
2,0.1005926049886765,response_selection
2,0.10033182581427641,cognitive_process
3,0.25905257602323634,speech
3,0.24322985598909916,hearing
3,0.2404058400950195,listening
3,0.2273666529022665,speech_perception
3,0.22232448510550723,speech_processing
3,0.1744691549230154,music
3,0.17061804619404397,tone
3,0.1697469847751274,language
3,0.16427497716079578,passive_listening
3,0.16414912080191943,melody
3,0.15769471261355883,syllable
3,0.15767714733919155,auditory_perception
3,0.14978788030436968,speech_production
3,0.14586246461274407,language_processing
3,0.14565339436050745,prosody
3,0.14525133544609886,intonation
3,0.13850283253365295,pitch_discrimination
3,0.12197378472635723,audition
3,0.12151075110556943,language_comprehension
3,0.11939951316812146,noise
3,0.11356927030831265,phonetics
3,0.11207511465268855,voice_perception
3,0.10977019709766354,syntax
3,0.10571693805357861,articulation
3,0.10343125577455338,sentence_processing
4,0.23281515577456077,language
4,0.22401604788209814,speech
4,0.2156585311009748,language_processing
4,0.20609928773402994,semantic_processing
4,0.19646259448143435,speech_processing
4,0.19571971522027887,word
4,0.19111773678863755,speech_perception
4,0.18326729553116072,listening
4,0.1821876352138978,semantics
4,0.18135989108752384,hearing
4,0.17684930130024104,language_comprehension
4,0.1663220049837551,syllable
4,0.16237238368915521,sentence_processing
4,0.15845608558906257,meaning
4,0.15468357767885366,phonology
4,0.1515342522332996,semantic_information
4,0.15063113521140514,sentence_comprehension
4,0.15055392386144617,reading
4,0.1414039490227095,phonological_processing
4,0.14061669473618835,speech_production
4,0.13815716009383272,syntax
4,0.13787471637055876,pseudowords
4,0.13668276443419544,lexicon
4,0.13610198852926753,semantic_knowledge
4,0.13070304644884992,word_recognition
5,0.17608866973042664,face_perception
5,0.14726424950281133,object_recognition
5,0.14598081790379286,vision
5,0.14444839833416032,recognition
5,0.13175264749025348,face
5,0.1304513698742153,familiarity
5,0.12624158793767157,face_recognition
5,0.12474044460976874,visual_object
5,0.12428514973381699,visual_perception
5,0.12073435971295135,visual_angle
5,0.11781462924101227,visual_attention
5,0.11655706856333899,shape
5,0.1132452962536138,covert
5,0.1127272962966942,picture
5,0.11065806958221909,reading
5,0.11029147616933245,perception
5,0.10590477071669133,naming
5,0.10585072733645655,representation
5,0.10526766685030223,object_perception
5,0.10462413693138276,eye
5,0.1040676535541157,retrieval
5,0.10261197952148303,repetition_priming
5,0.09838717090152056,word
5,0.09818942490337493,fixation
5,0.09614694751058549,spatial_attention
6,0.14717508973061433,monitoring
6,0.1356933551769779,execution
6,0.12318630966688446,working_memory
6,0.11526035137395206,rehearsal
6,0.11523432476628563,response_selection
6,0.1135852914605929,reaction_time
6,0.11206711641825483,manipulation
6,0.11156429392299573,cognitive_process
6,0.1095474287186795,preparation
6,0.1093425423223595,cognitive_control
6,0.10023336035002904,strategy
