CLUSTER,R,TOKEN,ROC_AUC
1,0.1600106385135413,working_memory,0.5423215517982269
1,0.15663891117828874,manipulation,0.5423215517982269
1,0.14229692437626698,reaction_time,0.5423215517982269
1,0.13180895391019767,attention,0.5423215517982269
1,0.1313736184692647,execution,0.5423215517982269
1,0.1275956421598814,cognitive_process,0.5423215517982269
1,0.12741018740027965,rehearsal,0.5423215517982269
1,0.12457264769332678,strategy,0.5423215517982269
1,0.122591522605213,covert,0.5423215517982269
1,0.12156787006254187,action,0.5423215517982269
1,0.11901435384042712,retrieval,0.5423215517982269
1,0.1165470407782426,spatial_attention,0.5423215517982269
1,0.11631084918618327,goal,0.5423215517982269
1,0.11155555684744924,monitoring,0.5423215517982269
1,0.11120544591003913,response_selection,0.5423215517982269
1,0.1106839443938188,intention,0.5423215517982269
1,0.10980959850357136,language,0.5423215517982269
1,0.10895942809754004,representation,0.5423215517982269
1,0.1072452389570199,mental_representation,0.5423215517982269
1,0.10432686751052528,cognition,0.5423215517982269
1,0.10341234772969186,word,0.5423215517982269
1,0.10302281317436786,spatial_working_memory,0.5423215517982269
1,0.10256316145632728,task_set,0.5423215517982269
1,0.10194464531130364,grasping,0.5423215517982269
1,0.10089687673056323,visual_attention,0.5423215517982269
2,0.1086166152227128,emotion,0.5039024362328444
2,0.10190237378149952,theory_mind,0.5039024362328444
2,0.0970499715733806,semantic_memory,0.5039024362328444
2,0.09690488229905277,semantic_processing,0.5039024362328444
2,0.09321339254529304,semantic_knowledge,0.5039024362328444
2,0.0909830243255661,language,0.5039024362328444
2,0.0906068507304823,autobiographical_memory,0.5039024362328444
2,0.08650024103416762,empathy,0.5039024362328444
2,0.08097162581589339,language_processing,0.5039024362328444
2,0.08075223660254617,narrative,0.5039024362328444
2,0.0807263836795434,semantic_information,0.5039024362328444
2,0.07976821002836529,memory,0.5039024362328444
2,0.0796845821379482,social_cognition,0.5039024362328444
2,0.07815113957889952,valence,0.5039024362328444
2,0.07795553695643116,episodic_simulation,0.5039024362328444
2,0.07787581117216083,prospection,0.5039024362328444
2,0.07701123306351075,meaning,0.5039024362328444
2,0.07668206154594609,imageability,0.5039024362328444
2,0.07608842293714813,word,0.5039024362328444
2,0.07602243211004225,speech,0.5039024362328444
2,0.07595019401693652,sadness,0.5039024362328444
2,0.07270578164094219,episodic_memory,0.5039024362328444
2,0.07185791954315518,facial_expression,0.5039024362328444
2,0.07081905259296674,arousal,0.5039024362328444
2,0.07064936144786325,syntax,0.5039024362328444
3,0.13857174469885192,monitoring,0.52436993995522
3,0.11768974217647095,arousal,0.52436993995522
3,0.11553526099596804,cognitive_control,0.52436993995522
3,0.11494899347632713,decision_making,0.52436993995522
3,0.10853305697374277,anticipation,0.52436993995522
3,0.10797003518351912,reaction_time,0.52436993995522
3,0.10716559871107696,error_detection,0.52436993995522
3,0.10029136527544362,response_selection,0.52436993995522
3,0.09961821113687153,cognitive_process,0.52436993995522
3,0.09573274722967287,strategy,0.52436993995522
3,0.09493359581907973,reward,0.52436993995522
3,0.091847162555607,cognitive,0.52436993995522
3,0.09095509781814387,working_memory,0.52436993995522
3,0.09052077051419044,pain,0.52436993995522
3,0.08971270338780384,valence,0.52436993995522
3,0.08889889565700218,salience,0.52436993995522
3,0.08816392819986192,manipulation,0.52436993995522
3,0.08791002279934282,decision,0.52436993995522
3,0.0863665955957506,goal,0.52436993995522
3,0.08596363426152102,task_set,0.52436993995522
3,0.08584220402123881,performance_monitoring,0.52436993995522
3,0.08490804948259358,expectancy,0.52436993995522
3,0.08388845545716908,response_inhibition,0.52436993995522
3,0.08386820348702959,context,0.52436993995522
3,0.0803657259689776,executive_function,0.52436993995522
4,0.17532598141017947,face_perception,0.5274532659479089
4,0.17062251484412316,recognition,0.5274532659479089
4,0.1684040480998555,word,0.5274532659479089
4,0.1646313660874231,semantic_processing,0.5274532659479089
4,0.1606018689836219,familiarity,0.5274532659479089
4,0.1558274021640269,naming,0.5274532659479089
4,0.15551691622812047,object_recognition,0.5274532659479089
4,0.15434403707096492,reading,0.5274532659479089
4,0.1388644716025874,retrieval,0.5274532659479089
4,0.13524246319859468,pseudowords,0.5274532659479089
4,0.1344738468039797,picture,0.5274532659479089
4,0.13434784087258106,semantics,0.5274532659479089
4,0.1343120569449291,language,0.5274532659479089
4,0.13392704939769184,vision,0.5274532659479089
4,0.13281949546588415,phonology,0.5274532659479089
4,0.132080188387889,visual_word_recognition,0.5274532659479089
4,0.13044282529736292,visual_object,0.5274532659479089
4,0.12973760375780385,face_recognition,0.5274532659479089
4,0.12859111648392707,word_recognition,0.5274532659479089
4,0.1280899770088422,orthography,0.5274532659479089
4,0.1275682193403128,semantic_information,0.5274532659479089
4,0.12754548464825427,face,0.5274532659479089
4,0.1255142089233882,meaning,0.5274532659479089
5,0.2821508006595538,speech,0.5240557622900623
5,0.25009792503939604,hearing,0.5240557622900623
5,0.2500740669108323,speech_perception,0.5240557622900623
5,0.2488201777172228,listening,0.5240557622900623
5,0.2472848005610865,speech_processing,0.5240557622900623
5,0.2171856312221624,language,0.5240557622900623
5,0.19750694613868466,language_processing,0.5240557622900623
5,0.18450997074947945,syllable,0.5240557622900623
5,0.16859181131245565,speech_production,0.5240557622900623
5,0.1682516453437505,passive_listening,0.5240557622900623
5,0.16759637507520408,tone,0.5240557622900623
5,0.1665428825377267,music,0.5240557622900623
5,0.16323070698090422,auditory_perception,0.5240557622900623
5,0.1621182341370647,language_comprehension,0.5240557622900623
5,0.15668949767016052,prosody,0.5240557622900623
5,0.1531049693569744,semantic_processing,0.5240557622900623
5,0.1492729992175377,word,0.5240557622900623
5,0.14873004456221714,melody,0.5240557622900623
5,0.1462062839755652,intonation,0.5240557622900623
5,0.1445811556525881,semantics,0.5240557622900623
6,0.19764665953088456,memory,0.5131338378620418
6,0.1943901200399659,emotion,0.5131338378620418
6,0.19132550584478752,fear,0.5131338378620418
6,0.1734361862177674,declarative_memory,0.5131338378620418
6,0.16861206195799924,episodic_memory,0.5131338378620418
6,0.16763882407357825,valence,0.5131338378620418
6,0.1602551193857606,emotional_memory,0.5131338378620418
6,0.1586811728084142,facial_expression,0.5131338378620418
6,0.15699519453376307,recognition_memory,0.5131338378620418
6,0.15570858017921008,remembering,0.5131338378620418
6,0.15379250909310868,arousal,0.5131338378620418
6,0.14483340311729195,encoding,0.5131338378620418
6,0.13846961305122993,face,0.5131338378620418
6,0.13687311608412445,recognition,0.5131338378620418
6,0.13587034157243766,picture,0.5131338378620418
6,0.1280782473604816,memory_process,0.5131338378620418
7,0.2258825404693396,reward,0.506750005569977
7,0.18318233356277852,reward_processing,0.506750005569977
7,0.17340845459930632,reward_anticipation,0.506750005569977
7,0.16213531623053876,anticipation,0.506750005569977
7,0.1599674061469989,monetary_incentive_delay_task,0.506750005569977
7,0.12793493648646329,instrumental_conditioning,0.506750005569977
7,0.12175127005492703,feedback,0.506750005569977
7,0.1175316007053906,reinforcement_learning,0.506750005569977
7,0.10271389992333643,expectancy,0.506750005569977
7,0.10090557763784896,reward_learning,0.506750005569977
7,0.09320465327475892,habit_learning,0.506750005569977
8,0.12041430177294005,retrieval,0.5128911347080518
8,0.11952003882144414,memory,0.5128911347080518
