CLUSTER,R,TOKEN,ROC_AUC
1,0.13659894216789836,execution,0.5265305651204761
1,0.13172054267037822,attention,0.5265305651204761
1,0.13026637130461938,spatial_attention,0.5265305651204761
1,0.11063856892186193,visual_attention,0.5265305651204761
1,0.11047363489599744,manipulation,0.5265305651204761
1,0.10956378595395456,working_memory,0.5265305651204761
1,0.10792991208524708,reaction_time,0.5265305651204761
1,0.1073460928614141,covert,0.5265305651204761
1,0.10643881617830332,eye,0.5265305651204761
1,0.10623375404510728,monitoring,0.5265305651204761
1,0.10163047201764544,strategy,0.5265305651204761
1,0.100721037688901,intention,0.5265305651204761
1,0.09830524063670827,action,0.5265305651204761
1,0.09674932325337568,mental_representation,0.5265305651204761
1,0.09627413471476312,goal,0.5265305651204761
1,0.09624603329293926,visuospatial_attention,0.5265305651204761
1,0.09541057570232647,response_selection,0.5265305651204761
1,0.09422854641618628,spatial_working_memory,0.5265305651204761
1,0.09394416640738301,target,0.5265305651204761
1,0.09351000245081316,cognitive_process,0.5265305651204761
1,0.09251757410392128,saccade,0.5265305651204761
1,0.09131109423646716,movement,0.5265305651204761
1,0.09116977218554533,preparation,0.5265305651204761
1,0.09082230300150984,hand,0.5265305651204761
1,0.08934101275418707,eye_movement,0.5265305651204761
2,0.1267315526698252,emotion,0.5024862622536337
2,0.09308351914929874,fear,0.5024862622536337
2,0.0917868197614047,arousal,0.5024862622536337
2,0.09052500303787284,sadness,0.5024862622536337
2,0.09036578075586013,valence,0.5024862622536337
2,0.09023655097445103,theory_mind,0.5024862622536337
2,0.08862631580566728,facial_expression,0.5024862622536337
2,0.08788921202822107,disgust,0.5024862622536337
2,0.08625929637221114,empathy,0.5024862622536337
2,0.08337440062209457,speech,0.5024862622536337
2,0.08309110245339588,language,0.5024862622536337
2,0.08182387824175255,negative_emotion,0.5024862622536337
2,0.08087909417924044,language_processing,0.5024862622536337
2,0.07998384216010568,happiness,0.5024862622536337
2,0.07867093475924726,prosody,0.5024862622536337
2,0.07706693762618946,narrative,0.5024862622536337
2,0.07589452700409963,social_cognition,0.5024862622536337
2,0.07309151919640179,autobiographical_memory,0.5024862622536337
2,0.07261563624536757,listening,0.5024862622536337
2,0.07161813243363692,semantic_processing,0.5024862622536337
2,0.0684979118334037,speech_processing,0.5024862622536337
2,0.06755589995984222,syntax,0.5024862622536337
2,0.06530322240374296,language_comprehension,0.5024862622536337
2,0.06529382086828593,theory_mind_task,0.5024862622536337
2,0.06394380125065012,semantic_memory,0.5024862622536337
3,0.13574273073005153,face_perception,0.5174551693490799
3,0.1319917948964143,recognition,0.5174551693490799
3,0.1264795683351182,vision,0.5174551693490799
3,0.1259163431446398,familiarity,0.5174551693490799
3,0.12330188840945296,retrieval,0.5174551693490799
3,0.12014931594580774,object_recognition,0.5174551693490799
3,0.112899898784433,memory,0.5174551693490799
3,0.11284668348935332,visual_perception,0.5174551693490799
3,0.11192479330266472,remembering,0.5174551693490799
3,0.10891411336559416,visual_attention,0.5174551693490799
3,0.1081209402617495,visual_imagery,0.5174551693490799
3,0.10338248976366103,visual_object,0.5174551693490799
3,0.10190993256704868,picture,0.5174551693490799
