CLUSTER,R,TOKEN
1,0.1846213466839256,face_perception
1,0.16404120583250523,object_recognition
1,0.1594086960012483,vision
1,0.15844113342821178,recognition
1,0.14124805160732828,familiarity
1,0.13948417626087198,face
1,0.13696430010419242,visual_object
1,0.13612647197605807,visual_perception
1,0.13469351577359837,visual_angle
1,0.13295963638018,shape
1,0.130899773289801,face_recognition
1,0.1271905101327974,reading
1,0.12642066904729113,visual_attention
1,0.1253730829513728,picture
1,0.12287187031121345,perception
1,0.12113709802160111,naming
1,0.11950475776358398,object_perception
1,0.11937227245741076,word
1,0.11715387129477317,representation
1,0.11559234145325092,semantic_processing
1,0.11558193043816525,covert
1,0.11325611008570526,retrieval
1,0.11305366188738439,repetition_priming
1,0.1113748569147783,fixation
1,0.10984938691157328,eye
2,0.13878901596822263,episodic_memory
2,0.13185687961914608,autobiographical_memory
2,0.11526916006056553,memory
2,0.11273862362292364,remembering
2,0.1042039274355266,prospection
2,0.10276145872885942,retrieval
2,0.10152642846991058,memory_retrieval
2,0.09285043160309764,episodic_simulation
2,0.08762745517160014,recall
2,0.08504057949646858,source_memory
2,0.08242450963245082,theory_mind
2,0.08153338722831392,thinking
2,0.07911619186912625,consciousness
2,0.07810835526344792,selfreflection
2,0.07745826056182022,thought
2,0.07528963937123397,navigation
2,0.07189130244552411,recognition_memory
2,0.06759957721074586,encoding
2,0.06757395700924465,episodic_future_thinking
2,0.06664492041340472,encoding_task
2,0.06360264974181142,spatial_memory
2,0.061893638744461535,declarative_memory
2,0.0609258858080966,salience
2,0.06056094917492663,memory_process
2,0.05959794203281186,narrative
3,0.24712828491365132,speech
3,0.2248699690142061,language
3,0.21692818920633605,speech_processing
3,0.21514524764784,speech_perception
3,0.2110152208641633,listening
3,0.207986274692575,hearing
3,0.20724724303098682,language_processing
3,0.18291437121052342,semantic_processing
3,0.17559252951869986,word
3,0.17340759653692833,language_comprehension
3,0.17134259608530444,syllable
3,0.16625950741312182,semantics
3,0.15576674952940076,sentence_processing
3,0.14828358639966516,speech_production
3,0.1429501582709586,sentence_comprehension
3,0.14141858798333287,meaning
3,0.14032597284697818,prosody
3,0.1399330630901027,phonology
3,0.13715570222659235,syntax
3,0.1367226190617331,passive_listening
3,0.13542139982212612,semantic_information
3,0.13164582771880273,auditory_perception
3,0.12985273893556673,narrative
3,0.12868495805064814,phonological_processing
3,0.12729951830272462,reading
4,0.14400721597538252,spatial_attention
4,0.14223762394764142,attention
4,0.13292928742208135,manipulation
4,0.12653055689971493,execution
4,0.12161596080135365,visual_attention
4,0.11733458582471633,reaction_time
4,0.11727934619060086,covert
4,0.1170456565948304,working_memory
4,0.11414273292638834,visuospatial_attention
4,0.11350139373106743,intention
4,0.11314112511534241,vision
4,0.11309080662112488,eye
4,0.1109391040744607,grasping
4,0.1104001380693875,representation
4,0.11022703615470586,mental_representation
4,0.10982658402232232,action
4,0.1093572233940431,strategy
4,0.10627298382609351,cognitive_process
4,0.10247324915548166,eye_movement
4,0.10240247185350583,goal
4,0.10097410111391747,rehearsal
4,0.09847501035828954,retrieval
4,0.09840352336460759,hand
4,0.09770839486023801,saccade
4,0.09484591701321134,target
5,0.11936053091319505,arousal
5,0.10941020039720123,anticipation
5,0.102185605143583,interoception
5,0.10124701142159227,pain
5,0.09339077709972636,error_detection
5,0.09095739281504311,monitoring
5,0.09019530374401649,disgust
5,0.08723609774839054,decision_making
5,0.08654107948341493,emotion
5,0.08420112153807702,valence
5,0.08414394885609557,painful_stimulation
5,0.0838720071275271,salience
5,0.08333835116664035,cognitive_control
5,0.08243002805601254,context
5,0.08155402257156122,reaction_time
5,0.08152967423771935,expectancy
5,0.08093357005839195,response_inhibition
5,0.07927028453732268,empathy
5,0.0788377166909654,reward
5,0.07850375615870986,strategy
5,0.07834642329515898,response_selection
5,0.07293766984134051,manipulation
5,0.07105832737197626,cognitive_process
5,0.06849447115440425,task_set
5,0.06831302310650755,heat
6,0.24130186273930854,emotion
6,0.24058909104304776,fear
6,0.20948666736487345,facial_expression
6,0.2002542441370122,valence
6,0.17831743280473797,arousal
6,0.1636565743855967,face
6,0.15232431279036818,negative_emotion
6,0.14967444146281822,emotional_expression
6,0.14622264722633638,anxiety
6,0.14540941336980343,emotional_memory
6,0.14190961928459128,disgust
6,0.14187648579842632,anger
6,0.13991986398452308,sadness
6,0.1380043882877155,international_affective_picture_system
6,0.13298743382059106,extinction
6,0.1306779632125272,picture
6,0.12507599694227706,memory
6,0.12250246772638552,declarative_memory
6,0.11985007481484797,emotion_regulation
6,0.11625364123858417,explicit_knowledge
6,0.11565956302001662,emotion_perception
6,0.11456199163539821,olfaction
6,0.11157164571679552,happiness
6,0.10784859112423813,recognition_memory
6,0.10714101322288849,recognition
7,0.21467375796334723,hearing
7,0.20888624540593054,speech
7,0.20345337087025192,listening
7,0.1857911278665022,speech_perception
7,0.1794585178254107,speech_processing
7,0.17103556265466463,tone
7,0.15571681841912088,music
7,0.14780786513252808,melody
7,0.1469517635078271,passive_listening
7,0.1393045630269467,auditory_perception
7,0.13095481317206448,speech_production
7,0.12855724795478052,audition
7,0.12441111598617571,syllable
7,0.11521948557505877,intonation
7,0.11512579902771618,prosody
7,0.11298421268144015,pitch_discrimination
7,0.11149167209469275,language
7,0.10736172282427861,auditory_feedback
7,0.10708953179105139,painful_stimulation
7,0.10648283497473987,perception
7,0.1029242014757866,pain
7,0.10084821456093236,multisensory
7,0.0979262431564882,articulation
7,0.0976822946280959,noise
7,0.09748837410855439,heat
8,0.1358833119151,monitoring
8,0.12056786758277727,reward
8,0.11752183627881439,anticipation
8,0.10620870215707989,decision_making
8,0.09770684669608529,error_detection
8,0.0963450951175689,arousal
8,0.09584375707890243,reward_processing
8,0.08963549109922851,pain
8,0.08947678917092632,response_selection
8,0.08540411082290521,reaction_time
8,0.08536816112879876,performance_monitoring
8,0.08485993740304316,cognitive_control
8,0.07909122527732448,response_conflict
8,0.07661879974098347,salience
8,0.07640583810799192,decision
8,0.07635613955484752,painful_stimulation
8,0.07634136287791142,reward_anticipation
8,0.07565829319981075,expectancy
8,0.07221793032298027,preparation
8,0.06901084802243407,heat
8,0.06648772070902303,effort
8,0.06587230472291902,valence
8,0.06569872754863564,executive_function
8,0.06535476961031422,goal
8,0.0652370259006851,feedback
9,0.3115063197713281,reward
9,0.26590311614814705,reward_anticipation
9,0.24976846626002597,reward_processing
9,0.20482501621764715,monetary_incentive_delay_task
9,0.1788401577207993,anticipation
9,0.16497804804342842,reward_learning
9,0.1581588814250025,instrumental_conditioning
9,0.14532862842322306,reinforcement_learning
9,0.1403492061734208,loss_anticipation
9,0.13923239068811827,feedback
9,0.13440050023962,addiction
9,0.132181559341128,expectancy
9,0.1299336663930607,decision_making
9,0.125993426307428,gambling
9,0.12175468739685961,wanting
9,0.1167519828362172,loss
9,0.11089864240195856,loss_aversion
9,0.10793951938365294,impulsivity
9,0.10337967458345755,salience
9,0.1017621413267409,taste
9,0.09449206526126976,anhedonia
9,0.0931920873849973,instrumental_learning
9,0.0881263924442912,valence
9,0.08603620143526546,gambling_task
9,0.08494872926389176,uncertainty
10,0.10223836262099503,semantic_memory
10,0.1010006794149358,semantic_knowledge
10,0.0935889681815193,episodic_memory
10,0.09002436918177302,semantic_processing
10,0.08714196759869347,memory
10,0.07791424497260928,retrieval
10,0.07717764389340409,declarative_memory
10,0.07559233326821635,semantic_information
10,0.07466113134224148,autobiographical_memory
10,0.07430235911486144,imageability
10,0.07255734422664921,word
10,0.07162162284270067,remembering
10,0.07149917023085732,theory_mind
10,0.07035120535463463,recognition_memory
10,0.06964086108817935,episodic_simulation
10,0.06925007048789411,prospection
10,0.06770488166816063,naming
10,0.0660693476972353,source_memory
10,0.0644125551219576,meaning
10,0.06414238503839635,recall
10,0.06292617215181236,free_recall
10,0.06282406873135274,judgment
10,0.06022247047150958,semantic_network
10,0.05991994017227577,language
10,0.058989713316160486,surface_dyslexia
11,0.195727382810083,execution
11,0.1624800136991922,hand
11,0.15913983154626232,movement
11,0.13770122658788858,motor_control
11,0.13371508142988917,working_memory
11,0.12753200389808428,rehearsal
11,0.12146816745721992,action
11,0.12046866805353885,manipulation
11,0.11899099862507787,preparation
11,0.11635232149435122,motor_planning
11,0.11549182492336062,monitoring
11,0.11209029482562462,arm
11,0.11203840870989804,planning
11,0.11074740147704405,grasp
11,0.10703271881641811,covert
11,0.10643669004431873,grasping
11,0.10563416225008623,response_selection
11,0.10307564897751538,strategy
11,0.10303679931165764,imagination
11,0.10242753503637551,representation
11,0.10175596291818241,motor_program
11,0.10133704733197715,reaction_time
11,0.0988120593987859,coordination
11,0.09758065608599226,imagery
11,0.09536634129899514,attention
12,0.08643896649851984,anticipation
12,0.08478471715646957,nociception
12,0.07951123330233839,arousal
12,0.0794299166910657,pain
12,0.06677790732878425,micturition
12,0.06589691181539377,heat
12,0.06543344758540388,respiration
12,0.06479514472837487,fear
12,0.06311800690880207,reward
12,0.05579524135730574,air_hunger
12,0.055158599697985575,sexual_arousal
12,0.05367369108433474,emotion
12,0.05045815395074092,hunger
12,0.04948339853157947,reward_anticipation
12,0.0490170038563049,taste
12,0.04723412981855142,painful_stimulation
12,0.046500546355447925,valence
12,0.0463681272973232,pain_sensation
12,0.04613736471421272,expectancy
12,0.04607968271792709,elaborative_rehearsal
12,0.04549413697122488,declarative_memory
12,0.044240155995790766,visual_analogue_scale
12,0.04302427760077876,infusion
12,0.042551440455678734,stress
12,0.042088336093485126,electrical_stimulation
13,0.1444105851213749,reward
13,0.11549121871749247,reward_processing
13,0.10085893867282165,reward_anticipation
13,0.09330094354872184,anticipation
13,0.07735165207307072,valence
13,0.07689573529070898,decision_making
13,0.07026884843284172,intertemporal_choice
13,0.06887099056027673,instrumental_conditioning
13,0.06654975601149724,taste
13,0.06631425557639443,emotion
13,0.06470106730041285,arousal
13,0.06417272074862423,reward_learning
13,0.06396116179230965,expectancy
13,0.06132408743011908,monetary_incentive_delay_task
13,0.05931680404881968,fear
13,0.05925643585479071,emotion_regulation
13,0.05921102672141834,loss
13,0.058359290296977596,negative_emotion
13,0.05724781217699063,gambling
13,0.057205610366993336,personality
13,0.05549185772618445,mood
13,0.054534311472043503,sadness
13,0.05452847127248389,libido
13,0.05425695554453494,addiction
13,0.05353476353813862,loss_anticipation
14,0.09112440570968196,memory
14,0.07631647373685234,declarative_memory
14,0.07509683563839673,episodic_memory
14,0.07264317792334679,recognition_memory
14,0.07224634535425146,episodic_simulation
14,0.06792997908820445,recall
14,0.06683973125181754,recognition
14,0.06312983582363285,autobiographical_memory
14,0.06311820269579986,remembering
14,0.06191540153392106,retrieval
14,0.05947652131036568,semantic_memory
14,0.058967763120457685,cognitive_map
14,0.05879040009981761,semantic_information
14,0.05641861260865116,spatial_memory
14,0.05320463256013661,memory_process
14,0.05271866826128984,episodic_future_thinking
14,0.052485706352911436,prospection
14,0.05058797467277071,face_perception
14,0.048454108729869334,familiarity
14,0.047698296843463765,source_memory
14,0.04725484564866284,navigation
14,0.04610745579099213,emotional_memory
14,0.04562776350532907,remote_memory
14,0.04551090297649684,learning
14,0.044476639161231346,encoding_task
15,0.17112650118844608,reward
15,0.13763287045901365,reward_processing
15,0.1244500399538054,valence
15,0.11868420346892733,decision_making
15,0.11538793069999866,autobiographical_memory
15,0.1106280810049175,reward_anticipation
15,0.10513482694959204,emotion
15,0.10398089910798111,arousal
15,0.09956751380257917,social_cognition
15,0.09640800893352977,prospection
15,0.09305428020103375,salience
15,0.09303250485334838,theory_mind
15,0.08939044630070517,episodic_simulation
15,0.08858170405209462,mood
15,0.08795816068626086,reward_learning
15,0.08653033412529326,anticipation
15,0.0821716807571789,intertemporal_choice
15,0.08175188966803025,negative_emotion
15,0.08067832377955855,expectancy
15,0.07869570625075929,selfreflection
15,0.07865493633932433,sadness
15,0.0766129646769549,personality
15,0.0739575957961159,taste
15,0.07264466006261215,emotion_regulation
15,0.07133871913765423,thought
16,0.10994090883765908,memory
16,0.10805888206745232,remembering
16,0.1037007970749339,visual_imagery
16,0.10131145152614668,retrieval
16,0.1005508187951232,episodic_memory
16,0.09540177517543165,memory_retrieval
16,0.08674655339756808,encoding
16,0.0820066683583268,recall
16,0.0792117082882651,mental_imagery
16,0.07829814940269064,imagery
16,0.07817114382432071,familiarity
16,0.0777850933463654,imagine
16,0.07774185094122557,recognition_memory
16,0.07442426588561835,autobiographical_memory
16,0.07284834099819103,navigation
16,0.07243891503010141,recognition
16,0.07236250605556041,episodic_simulation
16,0.0720696844504945,spatial_memory
16,0.06928452123301337,semantic_memory
16,0.06544717830559046,source_memory
16,0.06518588683757619,episodic_future_thinking
16,0.06435748298266365,prospection
16,0.06418097209836164,visual_perception
16,0.06414351089909752,judgment
16,0.06223719436724435,vision
17,0.21044629596528602,reward
17,0.16820556727198344,reward_processing
17,0.16128307998563213,reward_anticipation
17,0.15433259243728545,anticipation
17,0.1525068622640258,monetary_incentive_delay_task
17,0.11742381630745045,instrumental_conditioning
17,0.1165661976865238,feedback
17,0.11023745069278784,reinforcement_learning
17,0.09658686116539685,expectancy
17,0.09493328779835236,motor_control
17,0.0939036128203492,reward_learning
17,0.08697987359882298,taste
17,0.08694305522149087,habit_learning
17,0.08484723432532223,loss_anticipation
17,0.08287092495809796,wanting
17,0.08039864361863955,learning
17,0.07951651426201359,addiction
17,0.07937035816724437,decision_making
17,0.0784453457920727,impulsivity
17,0.07727508563246104,loss
17,0.07472654952232796,motor_program
17,0.07366268171116147,salience
17,0.0726250394236827,instrumental_learning
17,0.06979313218921186,habit
17,0.06933846490296931,gambling
18,0.22401366733042036,memory
18,0.19887499706870124,episodic_memory
18,0.18201737302548934,declarative_memory
18,0.17941249168844328,remembering
18,0.176379224587737,recognition_memory
18,0.17507512894392258,retrieval
18,0.17218118645651748,encoding
18,0.15078359989318726,recognition
18,0.14414795106953207,recall
18,0.13878265650252652,memory_process
18,0.13714342280781974,encoding_task
18,0.13614382288527327,emotional_memory
18,0.1327381716380249,familiarity
18,0.1299915672822179,autobiographical_memory
18,0.12975322245576898,picture
18,0.12975040794881984,forgetting
18,0.12931983938193972,source_memory
18,0.12491476440964623,spatial_memory
18,0.12323091673782563,longterm_memory
18,0.12320487117413567,memory_retrieval
18,0.1199636805653627,episodic_simulation
18,0.11891974836709168,memory_consolidation
18,0.11472859546529025,memory_trace
18,0.11403371759739543,memory_function
18,0.11382036566506747,consolidation
19,0.1416810824660959,semantic_processing
19,0.1409698221195824,word
19,0.12969940334546523,retrieval
19,0.12950118475218392,language
19,0.1277474329926299,language_processing
19,0.12191909144333143,semantics
19,0.10770595236033503,cognitive_process
19,0.10724755269091148,sentence_comprehension
19,0.10674626663558777,judgment
19,0.10663190058383834,syntax
19,0.10630692842180434,meaning
19,0.10616508722536903,semantic_knowledge
19,0.10424884584477147,working_memory
19,0.10284610938192995,language_comprehension
19,0.10232202273243628,cognitive
19,0.1011906606974427,sentence_processing
19,0.10108901377227679,semantic_information
19,0.09949781510548007,memory
19,0.09757271967646525,cognitive_control
19,0.09744353179448753,valence
19,0.09518993053630488,context
19,0.09518113381292417,cognition
19,0.09342861568531821,monitoring
19,0.09107693129219094,reaction_time
19,0.09099536659745748,arousal
20,0.10497266610861619,memory
20,0.09816665352676365,retrieval
20,0.09516225799070521,remembering
20,0.09399021397642641,episodic_memory
20,0.09299809591899477,memory_retrieval
20,0.08328430544335572,visual_attention
20,0.08131995308571853,encoding
20,0.07975491455721162,navigation
20,0.07754583099041425,source_memory
20,0.07741214903181437,recognition_memory
20,0.07620362841862971,visual_imagery
20,0.07547399414620579,recall
20,0.07346844448976564,spatial_memory
20,0.07140588801453308,familiarity
20,0.07077972359673136,prospection
20,0.0707412323710647,autobiographical_memory
20,0.06772592224779543,eye
20,0.06648516704034392,mental_imagery
20,0.06619828140352535,episodic_simulation
20,0.06618951892467234,visual_perception
20,0.06559642990899194,vision
20,0.06513424216054868,spatial_attention
20,0.06049211963098856,goal
20,0.06049111554874193,recognition
20,0.060204516938626676,spatial
21,0.13106548331748105,memory
21,0.115930913133775,episodic_memory
21,0.1154964987786492,recognition
21,0.11512077796779727,recognition_memory
21,0.10884021829862811,remembering
21,0.10428895605847296,declarative_memory
21,0.10218817765093785,retrieval
21,0.09909382175252786,face_perception
21,0.0980876124539967,familiarity
21,0.09146640987255138,encoding
21,0.08903248225821643,picture
21,0.08777815309377984,face_recognition
21,0.08399963204832801,source_memory
21,0.08326734597292827,episodic_simulation
21,0.08194385124637113,recall
21,0.08127771501455175,spatial_memory
21,0.08029007106372328,remote_memory
21,0.07877893325571864,face
21,0.07835670362940761,encoding_task
21,0.07820082191738373,autobiographical_memory
