CLUSTER,R,TOKEN
1,0.10515198172987511,working_memory
1,0.0970503143792497,reaction_time
1,0.09179732183513771,cognitive_control
1,0.08487846462959103,strategy
1,0.08397464753535859,cognitive_process
1,0.0835854896818373,response_selection
1,0.08312682182804035,manipulation
1,0.08146043388301148,error_detection
1,0.07597964314100217,attention
1,0.07335389030769913,context
1,0.07273507788624936,response_inhibition
1,0.07261805559277106,monitoring
1,0.07000627299699014,goal
1,0.06818167697280265,task_set
1,0.06367541839769655,cognitive
1,0.06328449868468669,cognition
1,0.06225473464550177,maintenance
1,0.06135116428004992,rehearsal
1,0.06008961116541483,covert
1,0.06002949240962985,gonogo_task
1,0.05740212022086573,task_difficulty
1,0.056570225314922694,inhibition
1,0.05605033303977779,arousal
1,0.055392769033005475,retrieval
1,0.05525395989155373,button_press
2,0.12185687674914518,autobiographical_memory
2,0.12180999458016238,episodic_memory
2,0.09954120732548992,remembering
2,0.09877839421637921,memory
2,0.09211883165347082,retrieval
2,0.0904797426786461,prospection
2,0.09027572567667254,memory_retrieval
2,0.0814743000394773,episodic_simulation
2,0.0772082776209759,thinking
2,0.07407705485487824,theory_mind
2,0.06981958266040297,recall
2,0.06854890053396691,source_memory
2,0.06795396852933953,selfreflection
2,0.06525994175360268,consciousness
2,0.06299396326742457,encoding
2,0.0621345783469429,navigation
2,0.060887436315884606,thought
2,0.06068800259499039,semantic_memory
2,0.05983581785209823,declarative_memory
2,0.05931052759546562,judgment
2,0.059182804330260956,episodic_future_thinking
2,0.05766268961624762,recognition_memory
2,0.05687341684238249,spatial_memory
2,0.054912318971154055,narrative
2,0.054577483811745216,encoding_task
3,0.18881568581167588,hand
3,0.17808190934946808,execution
3,0.17457735140785935,movement
3,0.13872588638395314,motor_control
3,0.13505280904983866,arm
3,0.12489080384083852,grasping
3,0.12091275988863938,grasp
3,0.11360049906864036,representation
3,0.11248570345785622,motor_planning
3,0.10619957810245324,action
3,0.10205575442359328,object_manipulation
3,0.10104766214797249,motor_program
3,0.10056776308405563,move
3,0.09923159031742358,painful_stimulation
3,0.09860559644757168,imagination
3,0.0963951045063007,tactile_stimulation
3,0.09464879570367195,motor_learning
3,0.09426441890841623,planning
3,0.09416665082034505,pain
3,0.09257928322594149,preparation
3,0.09245006619274719,rehearsal
3,0.0920700623607144,foot
3,0.09048236694048006,heat
3,0.08975114644909371,imagery
3,0.08832212687660052,coordination
4,0.15866310235051195,face_perception
4,0.14932410553459285,word
4,0.14466459976517324,recognition
4,0.1441885391887893,naming
4,0.14057645762207968,object_recognition
4,0.1400491589886833,semantic_processing
4,0.1400185660791652,familiarity
4,0.13785547647231636,reading
4,0.1295487347434207,orthography
4,0.12751980495835688,pseudowords
4,0.12402535186035073,phonology
4,0.12183443327044247,face_recognition
4,0.12179501533537058,face
4,0.1205628203601197,retrieval
4,0.11978113206251222,visual_object
4,0.1197606657961524,visual_word_recognition
4,0.11807108464355592,picture
4,0.1167751955045428,semantics
4,0.11579284727920836,word_recognition
4,0.11560695084996128,vision
4,0.11509361088824165,language
4,0.11151678741594424,repetition_priming
4,0.10851278656801228,semantic_knowledge
4,0.10767895007030008,lexicon
4,0.10729224577578472,phonological_processing
5,0.21453834324487014,emotion
5,0.21111235480731622,fear
5,0.18977618930452214,facial_expression
5,0.18064065566059878,valence
5,0.1592756595110372,arousal
5,0.14183244506342801,face
5,0.13211902734916695,anxiety
5,0.129811309047334,emotional_expression
5,0.1296063898325009,negative_emotion
5,0.12771143057075704,sadness
5,0.12754839041033544,emotional_memory
5,0.12620746473546499,disgust
5,0.12594627484615528,international_affective_picture_system
5,0.1201884684696695,picture
5,0.11749765917912529,emotion_perception
