CLUSTER,R,TOKEN
1,0.11352378427781724,arousal
1,0.10069335854265725,anticipation
1,0.09814495548900357,interoception
1,0.09807809456743266,pain
1,0.09510541723794344,monitoring
1,0.08812645636075125,reaction_time
1,0.08609577914496279,error_detection
1,0.085526174150262,cognitive_control
1,0.08335628772517516,context
1,0.08299584747421991,painful_stimulation
1,0.08205245265168765,manipulation
1,0.08132866379175756,decision_making
1,0.0808794593880346,expectancy
1,0.08004780340161216,response_selection
1,0.07918284050403124,language
1,0.07880740472992366,disgust
1,0.07713601011907269,valence
1,0.07710516531480985,strategy
1,0.07644764449058768,cognitive_process
1,0.07617031819027187,salience
1,0.07520618939798893,empathy
1,0.07499841383492996,word
1,0.07337364474169401,task_set
1,0.0723728611084354,rehearsal
1,0.0721438701480944,working_memory
2,0.17707329851586537,working_memory
2,0.14290027907104896,manipulation
2,0.13906932350784365,reaction_time
2,0.13204124901759026,rehearsal
2,0.12718717045356076,execution
2,0.12469154136883367,cognitive_control
2,0.12452058589056254,cognitive_process
2,0.12157400359839773,monitoring
2,0.1172168799753101,strategy
2,0.11602440099131221,language
2,0.11458326476718982,word
2,0.11259138654853226,retrieval
2,0.11241925338560524,response_selection
2,0.11153833434974804,semantic_processing
2,0.10366612557184028,maintenance
2,0.10282638872131261,goal
2,0.1017234172485722,semantics
2,0.1006924530765217,action
2,0.10054133812741552,spatial_working_memory
2,0.10038496738310396,task_set
2,0.099501834899596,covert
2,0.09916563688946568,meaning
2,0.09823003631519218,language_processing
2,0.09720176619071018,cognitive
2,0.09509336374141505,cognition
3,0.20261893424538582,memory
3,0.18141638633951596,emotion
3,0.17765186123735877,fear
3,0.17321585067977252,episodic_memory
3,0.1697398811468959,declarative_memory
3,0.16310384187229562,remembering
3,0.1600807533645448,valence
3,0.15668768732028004,recognition_memory
3,0.15125385276970396,emotional_memory
3,0.15002295891298023,facial_expression
3,0.14656236520842492,encoding
3,0.14486301256650222,arousal
3,0.13943990127084194,recognition
3,0.1377686846177403,retrieval
3,0.13350574106856566,picture
3,0.13196708001956667,recall
3,0.13137296472582546,memory_process
3,0.1301031429362363,face
3,0.12076255748022943,encoding_task
3,0.11985752340227127,forgetting
3,0.11981757606983459,source_memory
3,0.11937387296429718,autobiographical_memory
3,0.11733389072027571,memory_consolidation
3,0.116615156977864,emotional_expression
3,0.11636106163145649,international_affective_picture_system
4,0.14618059196770028,word
4,0.14560831150294254,semantic_processing
4,0.1380582562622297,familiarity
4,0.13635958609190352,retrieval
4,0.13051538131174023,recognition
4,0.12613245340493798,memory
4,0.12450974328566673,semantic_knowledge
4,0.12397380592428765,naming
4,0.11790237510648223,recognition_memory
4,0.11644181493617274,episodic_memory
4,0.11608941876338047,picture
4,0.11126938941647715,semantic_memory
4,0.11036742468103225,remembering
4,0.11035679198679743,word_recognition
4,0.10813245526232365,semantic_information
4,0.10578659970176478,language
4,0.10219037844895901,face_perception
4,0.10200606751639148,lexicon
4,0.1011807542788808,reading
4,0.10073323023206893,visual_word_recognition
4,0.09967336053150916,meaning
4,0.09951726295356596,semantics
4,0.09950637345279803,imageability
4,0.09581840122995315,phonology
4,0.09478740968809271,encoding
5,0.20669398387365062,execution
5,0.200563375743938,hand
5,0.19615126003506667,movement
5,0.15726286236747736,motor_control
5,0.14618322582591892,arm
5,0.12954479433007363,grasping
5,0.12950454364986097,motor_planning
5,0.12365533394919327,grasp
5,0.11917771169851729,action
5,0.11501890237348734,representation
5,0.1137076924352988,motor_program
5,0.113608179898624,preparation
5,0.11008694431005703,motor_learning
5,0.10797302689715488,move
5,0.10752826867612975,imagination
5,0.10483597044470351,rehearsal
5,0.10411252293544827,planning
5,0.10183769079081058,object_manipulation
5,0.10102682467824746,foot
5,0.09725808687595706,coordination
5,0.09693089720111085,imagery
5,0.09677009821115776,motor_sequence_learning
5,0.09653809947267279,motor_activity
5,0.0936707166155549,painful_stimulation
5,0.09118817047783863,covert
6,0.10193490221672746,memory
6,0.09752084222907934,retrieval
6,0.09525048000175403,remembering
6,0.08768684945073514,visual_imagery
6,0.08402193496700326,encoding
6,0.0834451377466825,episodic_memory
6,0.08172453710079088,familiarity
6,0.07823919984938378,memory_retrieval
6,0.07768185315060645,recognition_memory
6,0.07657958946492828,navigation
6,0.07485372904081196,recognition
6,0.07361555588454434,source_memory
6,0.07242659633646711,covert
6,0.07129129502450457,spatial_memory
6,0.07082379983839514,imagery
6,0.06799498894590976,vision
6,0.06745757853833151,recall
6,0.0671328989605697,imagine
