CLUSTER,R,TOKEN,ROC_AUC
1,0.1846213466839256,face_perception,0.5315456589106864
1,0.16404120583250525,object_recognition,0.5315456589106864
1,0.1594086960012483,vision,0.5315456589106864
1,0.15844113342821178,recognition,0.5315456589106864
1,0.14124805160732828,familiarity,0.5315456589106864
1,0.13948417626087198,face,0.5315456589106864
1,0.13696430010419242,visual_object,0.5315456589106864
1,0.13612647197605807,visual_perception,0.5315456589106864
1,0.13469351577359834,visual_angle,0.5315456589106864
1,0.13295963638018,shape,0.5315456589106864
1,0.13089977328980099,face_recognition,0.5315456589106864
1,0.1271905101327974,reading,0.5315456589106864
1,0.12642066904729113,visual_attention,0.5315456589106864
1,0.1253730829513728,picture,0.5315456589106864
1,0.12287187031121345,perception,0.5315456589106864
1,0.12113709802160112,naming,0.5315456589106864
1,0.11950475776358398,object_perception,0.5315456589106864
1,0.11937227245741075,word,0.5315456589106864
1,0.11715387129477314,representation,0.5315456589106864
1,0.11559234145325092,semantic_processing,0.5315456589106864
1,0.11558193043816525,covert,0.5315456589106864
1,0.11325611008570526,retrieval,0.5315456589106864
1,0.1130536618873844,repetition_priming,0.5315456589106864
1,0.1113748569147783,fixation,0.5315456589106864
1,0.10984938691157327,eye,0.5315456589106864
2,0.13878901596822266,episodic_memory,0.5143851762118195
2,0.13185687961914608,autobiographical_memory,0.5143851762118195
2,0.11526916006056552,memory,0.5143851762118195
2,0.11273862362292365,remembering,0.5143851762118195
2,0.1042039274355266,prospection,0.5143851762118195
2,0.10276145872885943,retrieval,0.5143851762118195
2,0.10152642846991057,memory_retrieval,0.5143851762118195
2,0.09285043160309764,episodic_simulation,0.5143851762118195
2,0.08762745517160014,recall,0.5143851762118195
2,0.08504057949646858,source_memory,0.5143851762118195
2,0.08242450963245082,theory_mind,0.5143851762118195
2,0.08153338722831392,thinking,0.5143851762118195
2,0.07911619186912625,consciousness,0.5143851762118195
2,0.07810835526344792,selfreflection,0.5143851762118195
2,0.07745826056182023,thought,0.5143851762118195
2,0.07528963937123398,navigation,0.5143851762118195
2,0.07189130244552411,recognition_memory,0.5143851762118195
3,0.2471282849136513,speech,0.5198168695893708
3,0.2248699690142061,language,0.5198168695893708
3,0.21692818920633605,speech_processing,0.5198168695893708
3,0.21514524764784002,speech_perception,0.5198168695893708
3,0.2110152208641633,listening,0.5198168695893708
3,0.207986274692575,hearing,0.5198168695893708
3,0.2072472430309868,language_processing,0.5198168695893708
3,0.18291437121052345,semantic_processing,0.5198168695893708
3,0.17559252951869986,word,0.5198168695893708
3,0.17340759653692833,language_comprehension,0.5198168695893708
3,0.17134259608530444,syllable,0.5198168695893708
3,0.16625950741312182,semantics,0.5198168695893708
3,0.15576674952940076,sentence_processing,0.5198168695893708
3,0.14828358639966516,speech_production,0.5198168695893708
3,0.1429501582709586,sentence_comprehension,0.5198168695893708
3,0.14141858798333287,meaning,0.5198168695893708
3,0.14032597284697818,prosody,0.5198168695893708
3,0.1399330630901027,phonology,0.5198168695893708
3,0.13715570222659235,syntax,0.5198168695893708
3,0.1367226190617331,passive_listening,0.5198168695893708
3,0.13542139982212612,semantic_information,0.5198168695893708
3,0.13164582771880273,auditory_perception,0.5198168695893708
3,0.12985273893556673,narrative,0.5198168695893708
3,0.12868495805064814,phonological_processing,0.5198168695893708
4,0.14400721597538252,spatial_attention,0.5340396360818004
4,0.14223762394764142,attention,0.5340396360818004
4,0.13292928742208135,manipulation,0.5340396360818004
4,0.12653055689971493,execution,0.5340396360818004
4,0.12161596080135365,visual_attention,0.5340396360818004
4,0.11733458582471633,reaction_time,0.5340396360818004
4,0.11727934619060085,covert,0.5340396360818004
4,0.1170456565948304,working_memory,0.5340396360818004
4,0.11414273292638835,visuospatial_attention,0.5340396360818004
4,0.11350139373106745,intention,0.5340396360818004
4,0.1131411251153424,vision,0.5340396360818004
4,0.11309080662112488,eye,0.5340396360818004
4,0.1109391040744607,grasping,0.5340396360818004
4,0.1104001380693875,representation,0.5340396360818004
4,0.11022703615470586,mental_representation,0.5340396360818004
4,0.10982658402232233,action,0.5340396360818004
4,0.1093572233940431,strategy,0.5340396360818004
4,0.10627298382609353,cognitive_process,0.5340396360818004
4,0.10247324915548166,eye_movement,0.5340396360818004
4,0.10240247185350584,goal,0.5340396360818004
4,0.10097410111391747,rehearsal,0.5340396360818004
4,0.09847501035828954,retrieval,0.5340396360818004
4,0.0984035233646076,hand,0.5340396360818004
5,0.11936053091319505,arousal,0.5196967228245071
5,0.10941020039720124,anticipation,0.5196967228245071
5,0.102185605143583,interoception,0.5196967228245071
5,0.10124701142159227,pain,0.5196967228245071
5,0.09339077709972636,error_detection,0.5196967228245071
5,0.09095739281504313,monitoring,0.5196967228245071
5,0.09019530374401648,disgust,0.5196967228245071
5,0.08723609774839054,decision_making,0.5196967228245071
5,0.08654107948341493,emotion,0.5196967228245071
5,0.08420112153807703,valence,0.5196967228245071
5,0.08414394885609558,painful_stimulation,0.5196967228245071
5,0.0838720071275271,salience,0.5196967228245071
5,0.08333835116664035,cognitive_control,0.5196967228245071
5,0.08243002805601254,context,0.5196967228245071
5,0.08155402257156122,reaction_time,0.5196967228245071
5,0.08152967423771935,expectancy,0.5196967228245071
5,0.08093357005839195,response_inhibition,0.5196967228245071
5,0.07927028453732267,empathy,0.5196967228245071
5,0.0788377166909654,reward,0.5196967228245071
5,0.07850375615870986,strategy,0.5196967228245071
5,0.07834642329515898,response_selection,0.5196967228245071
5,0.07293766984134051,manipulation,0.5196967228245071
5,0.07105832737197626,cognitive_process,0.5196967228245071
5,0.06849447115440425,task_set,0.5196967228245071
6,0.2413018627393085,emotion,0.5136680974845068
6,0.24058909104304774,fear,0.5136680974845068
6,0.20948666736487345,facial_expression,0.5136680974845068
6,0.2002542441370122,valence,0.5136680974845068
6,0.17831743280473794,arousal,0.5136680974845068
6,0.1636565743855967,face,0.5136680974845068
6,0.15232431279036818,negative_emotion,0.5136680974845068
6,0.14967444146281822,emotional_expression,0.5136680974845068
6,0.14622264722633638,anxiety,0.5136680974845068
6,0.14540941336980345,emotional_memory,0.5136680974845068
6,0.14190961928459128,disgust,0.5136680974845068
6,0.14187648579842632,anger,0.5136680974845068
6,0.13991986398452308,sadness,0.5136680974845068
6,0.1380043882877155,international_affective_picture_system,0.5136680974845068
6,0.13298743382059106,extinction,0.5136680974845068
6,0.1306779632125272,picture,0.5136680974845068
6,0.12507599694227706,memory,0.5136680974845068
6,0.12250246772638552,declarative_memory,0.5136680974845068
6,0.11985007481484795,emotion_regulation,0.5136680974845068
6,0.11625364123858414,explicit_knowledge,0.5136680974845068
6,0.11565956302001662,emotion_perception,0.5136680974845068
6,0.1145619916353982,olfaction,0.5136680974845068
6,0.11157164571679552,happiness,0.5136680974845068
6,0.10784859112423813,recognition_memory,0.5136680974845068
7,0.21467375796334726,hearing,0.5212034436637601
7,0.20888624540593054,speech,0.5212034436637601
7,0.20345337087025192,listening,0.5212034436637601
7,0.1857911278665022,speech_perception,0.5212034436637601
7,0.1794585178254107,speech_processing,0.5212034436637601
7,0.17103556265466466,tone,0.5212034436637601
7,0.15571681841912088,music,0.5212034436637601
7,0.14780786513252808,melody,0.5212034436637601
7,0.1469517635078271,passive_listening,0.5212034436637601
7,0.1393045630269467,auditory_perception,0.5212034436637601
7,0.13095481317206448,speech_production,0.5212034436637601
7,0.12855724795478052,audition,0.5212034436637601
7,0.12441111598617573,syllable,0.5212034436637601
7,0.11521948557505875,intonation,0.5212034436637601
7,0.11512579902771618,prosody,0.5212034436637601
7,0.11298421268144015,pitch_discrimination,0.5212034436637601
7,0.11149167209469277,language,0.5212034436637601
7,0.1073617228242786,auditory_feedback,0.5212034436637601
7,0.1070895317910514,painful_stimulation,0.5212034436637601
7,0.10648283497473987,perception,0.5212034436637601
7,0.1029242014757866,pain,0.5212034436637601
7,0.10084821456093236,multisensory,0.5212034436637601
7,0.0979262431564882,articulation,0.5212034436637601
8,0.1358833119151,monitoring,0.5213010511491714
8,0.12056786758277728,reward,0.5213010511491714
8,0.1175218362788144,anticipation,0.5213010511491714
8,0.10620870215707988,decision_making,0.5213010511491714
8,0.09770684669608527,error_detection,0.5213010511491714
8,0.0963450951175689,arousal,0.5213010511491714
8,0.09584375707890244,reward_processing,0.5213010511491714
8,0.08963549109922851,pain,0.5213010511491714
8,0.08947678917092633,response_selection,0.5213010511491714
8,0.08540411082290521,reaction_time,0.5213010511491714
8,0.08536816112879876,performance_monitoring,0.5213010511491714
8,0.08485993740304316,cognitive_control,0.5213010511491714
8,0.07909122527732447,response_conflict,0.5213010511491714
8,0.07661879974098347,salience,0.5213010511491714
8,0.07640583810799192,decision,0.5213010511491714
8,0.07635613955484752,painful_stimulation,0.5213010511491714
8,0.07634136287791142,reward_anticipation,0.5213010511491714
8,0.07565829319981075,expectancy,0.5213010511491714
8,0.07221793032298028,preparation,0.5213010511491714
8,0.06901084802243407,heat,0.5213010511491714
8,0.06648772070902302,effort,0.5213010511491714
8,0.06587230472291902,valence,0.5213010511491714
8,0.06569872754863564,executive_function,0.5213010511491714
9,0.3115063197713281,reward,0.5092406465041881
9,0.26590311614814705,reward_anticipation,0.5092406465041881
9,0.249768466260026,reward_processing,0.5092406465041881
9,0.20482501621764715,monetary_incentive_delay_task,0.5092406465041881
9,0.1788401577207993,anticipation,0.5092406465041881
9,0.16497804804342842,reward_learning,0.5092406465041881
10,0.10223836262099503,semantic_memory,0.5024299218099799
10,0.1010006794149358,semantic_knowledge,0.5024299218099799
10,0.0935889681815193,episodic_memory,0.5024299218099799
10,0.09002436918177302,semantic_processing,0.5024299218099799
10,0.08714196759869347,memory,0.5024299218099799
10,0.07791424497260928,retrieval,0.5024299218099799
10,0.07717764389340409,declarative_memory,0.5024299218099799
10,0.07559233326821635,semantic_information,0.5024299218099799
10,0.07466113134224148,autobiographical_memory,0.5024299218099799
10,0.07430235911486144,imageability,0.5024299218099799
10,0.07255734422664921,word,0.5024299218099799
10,0.07162162284270067,remembering,0.5024299218099799
10,0.07149917023085732,theory_mind,0.5024299218099799
10,0.07035120535463463,recognition_memory,0.5024299218099799
10,0.06964086108817935,episodic_simulation,0.5024299218099799
11,0.195727382810083,execution,0.534167424102729
11,0.1624800136991922,hand,0.534167424102729
11,0.15913983154626232,movement,0.534167424102729
11,0.13770122658788858,motor_control,0.534167424102729
11,0.13371508142988914,working_memory,0.534167424102729
11,0.12753200389808428,rehearsal,0.534167424102729
11,0.12146816745721993,action,0.534167424102729
11,0.12046866805353885,manipulation,0.534167424102729
11,0.11899099862507788,preparation,0.534167424102729
11,0.11635232149435122,motor_planning,0.534167424102729
11,0.11549182492336063,monitoring,0.534167424102729
11,0.11209029482562463,arm,0.534167424102729
11,0.11203840870989804,planning,0.534167424102729
11,0.11074740147704404,grasp,0.534167424102729
11,0.10703271881641813,covert,0.534167424102729
11,0.10643669004431873,grasping,0.534167424102729
11,0.10563416225008623,response_selection,0.534167424102729
11,0.10307564897751538,strategy,0.534167424102729
11,0.10303679931165764,imagination,0.534167424102729
11,0.10242753503637553,representation,0.534167424102729
11,0.1017559629181824,motor_program,0.534167424102729
11,0.10133704733197717,reaction_time,0.534167424102729
11,0.0988120593987859,coordination,0.534167424102729
11,0.09758065608599226,imagery,0.534167424102729
11,0.09536634129899514,attention,0.534167424102729
12,0.08643896649851984,anticipation,0.5022877232982069
12,0.08478471715646957,nociception,0.5022877232982069
12,0.07951123330233839,arousal,0.5022877232982069
12,0.0794299166910657,pain,0.5022877232982069
12,0.06677790732878425,micturition,0.5022877232982069
12,0.06589691181539377,heat,0.5022877232982069
12,0.06543344758540387,respiration,0.5022877232982069
12,0.06479514472837487,fear,0.5022877232982069
12,0.06311800690880208,reward,0.5022877232982069
12,0.055795241357305736,air_hunger,0.5022877232982069
12,0.055158599697985575,sexual_arousal,0.5022877232982069
12,0.053673691084334736,emotion,0.5022877232982069
12,0.05045815395074092,hunger,0.5022877232982069
13,0.1444105851213749,reward,0.5019280205655527
13,0.11549121871749247,reward_processing,0.5019280205655527
13,0.10085893867282164,reward_anticipation,0.5019280205655527
13,0.09330094354872184,anticipation,0.5019280205655527
13,0.07735165207307072,valence,0.5019280205655527
13,0.07689573529070898,decision_making,0.5019280205655527
13,0.07026884843284173,intertemporal_choice,0.5019280205655527
13,0.06887099056027672,instrumental_conditioning,0.5019280205655527
13,0.06654975601149724,taste,0.5019280205655527
13,0.06631425557639442,emotion,0.5019280205655527
13,0.06470106730041285,arousal,0.5019280205655527
