CLUSTER,R,TOKEN
1,0.12186611421297228,retrieval
1,0.12006465817121142,cognitive
1,0.1171799530986965,cognitive_process
1,0.11618043189296319,decision_making
1,0.11570262170491136,monitoring
1,0.11341245216267608,valence
1,0.1120412318574475,cognitive_control
1,0.1085381633793056,working_memory
1,0.10380176263900354,judgment
1,0.10354676229748024,autobiographical_memory
1,0.10335780857812388,remembering
1,0.10087778416642441,arousal
1,0.10083309136369191,memory
1,0.09849003964463668,executive_function
1,0.09783254895179797,reaction_time
1,0.0972455855141463,cognition
1,0.09667328687743043,decision
1,0.09511777580837545,episodic_memory
1,0.09218693902097903,emotion
1,0.09212376588151151,strategy
1,0.09198465106199488,memory_retrieval
1,0.08836334578032173,goal
1,0.08811670026783257,theory_mind
1,0.08790378449822533,word
1,0.08725239944413482,context
2,0.14235513038529207,movement
2,0.14100214831141375,hand
2,0.1259489130288283,execution
2,0.11561614754530075,painful_stimulation
2,0.11462173795872664,motor_control
2,0.1111902484148213,pain
2,0.10744141904945637,arm
2,0.10372648385595744,hearing
2,0.09982375380588021,heat
2,0.09787587048034797,tactile_stimulation
2,0.09515723576977646,grasp
2,0.09225360401607265,grasping
2,0.08951673186635555,multisensory
2,0.08713200996174776,motor_program
2,0.08588602922412218,imagination
2,0.08533676689630074,representation
2,0.08519042854429937,motor_planning
2,0.08382086251681531,listening
2,0.0831939944783703,pain_sensation
2,0.07962298096375416,tone
2,0.07864672113110462,object_manipulation
2,0.07864405844206397,perception
2,0.07713370137364609,speech
2,0.07584444479608757,action
2,0.07499782769386067,auditory_feedback
3,0.10497266610861619,memory
3,0.09816665352676365,retrieval
3,0.09516225799070521,remembering
3,0.09399021397642641,episodic_memory
3,0.09299809591899477,memory_retrieval
3,0.08328430544335572,visual_attention
3,0.08131995308571853,encoding
3,0.07975491455721162,navigation
3,0.07754583099041425,source_memory
3,0.07741214903181437,recognition_memory
3,0.07620362841862971,visual_imagery
3,0.07547399414620579,recall
3,0.07346844448976564,spatial_memory
3,0.07140588801453308,familiarity
3,0.07077972359673136,prospection
3,0.0707412323710647,autobiographical_memory
3,0.06772592224779543,eye
3,0.06648516704034392,mental_imagery
3,0.06619828140352535,episodic_simulation
3,0.06618951892467234,visual_perception
3,0.06559642990899194,vision
3,0.06513424216054868,spatial_attention
3,0.06049211963098856,goal
3,0.06049111554874193,recognition
3,0.060204516938626676,spatial
4,0.158988187388297,memory
4,0.14497832558686405,episodic_memory
4,0.13412059073746077,recognition_memory
4,0.133443685769622,declarative_memory
4,0.13082184930664809,remembering
4,0.12228903290365636,retrieval
4,0.11841548062532155,recognition
4,0.11609366991636451,encoding
4,0.10825048372088196,spatial_memory
4,0.1054141390307477,familiarity
4,0.1030403291486559,cognitive_map
4,0.10161823237275727,episodic_simulation
4,0.10131877927139725,autobiographical_memory
4,0.09954787760970864,recall
4,0.09855621948871839,source_memory
4,0.0952754054707661,encoding_task
4,0.09376605402900769,navigation
4,0.09177031259130038,memory_retrieval
4,0.09143026579746794,remote_memory
4,0.09101169096075781,picture
4,0.09068388129772482,emotional_memory
4,0.09052681249446544,memory_process
4,0.08731411652400892,face_perception
4,0.08472834865751572,episodic_future_thinking
4,0.08380730567891412,longterm_memory
5,0.21078315778849413,speech
5,0.203972520218438,hearing
5,0.19818706307623193,listening
5,0.1828978436737467,speech_perception
5,0.18127340668051997,speech_processing
5,0.14990501490313274,tone
5,0.14817097084244,music
5,0.13804693353518732,melody
5,0.13779863220777816,passive_listening
5,0.13359140498998,auditory_perception
5,0.13240923986094771,speech_production
5,0.12686678600457227,language
5,0.12501379993296272,syllable
5,0.11606367005855259,audition
5,0.11424356498889188,intonation
5,0.11267230709822634,pitch_discrimination
5,0.11196769864597639,prosody
5,0.10630088088876205,language_processing
5,0.10446154387443596,noise
5,0.09860093080090676,articulation
5,0.09820560085810076,auditory_feedback
5,0.09546972136283596,perception
5,0.09487530840978668,phonetics
5,0.08617084209083126,auditory_modality
5,0.08444592440702002,auditory_imagery
6,0.1665204837143321,word
6,0.1606942320800168,semantic_processing
6,0.15666749247605447,familiarity
6,0.15542908382112816,recognition
6,0.15167253615863796,naming
6,0.14872546373486298,face_perception
6,0.14418144258124835,retrieval
6,0.1358003211817773,reading
6,0.13193586517675698,picture
6,0.13071531477073842,semantic_knowledge
6,0.12960051559665126,object_recognition
6,0.1275357723921792,word_recognition
6,0.12481429265703906,pseudowords
6,0.12478885469746051,visual_word_recognition
6,0.12471868633645353,phonology
6,0.12469300269603306,language
6,0.12236568118151334,semantics
6,0.1223476959974996,orthography
6,0.12139429964527797,memory
6,0.12100607665021153,semantic_information
6,0.11979225527933667,face_recognition
6,0.11827104138800827,lexicon
6,0.11621783480737767,recognition_memory
6,0.11614420074386551,face
6,0.11394184886774789,visual_object
7,0.11646912155655903,reward
7,0.09724992058218429,valence
7,0.09624480420739535,social_cognition
7,0.09304171100540605,autobiographical_memory
7,0.09294708201478731,decision_making
7,0.08976984959091519,reward_processing
7,0.08804903009538532,theory_mind
7,0.08645507077551977,emotion
7,0.08293877863827837,prospection
7,0.0824149789316013,arousal
7,0.07382925773922612,salience
7,0.06794375331519277,mood
7,0.06704236810197838,intertemporal_choice
7,0.06185713827602803,episodic_simulation
7,0.06166430722101898,theory_mind_task
7,0.06121174527726741,sadness
7,0.05919989419740744,episodic_memory
7,0.05879840654807952,thinking
7,0.057003100203648724,reward_learning
7,0.056902746979786374,belief
7,0.056719307218441824,empathy
7,0.05657563262561869,selfreflection
7,0.055871210633965204,fear
7,0.055244485089884866,intentionality
7,0.05496318772212312,thought
8,0.15575732355480357,execution
8,0.13293503702513185,hand
8,0.13225351158015744,rehearsal
8,0.1227297288688607,movement
8,0.11632224711241443,manipulation
8,0.11587053770958662,working_memory
8,0.1126378944474116,language
8,0.11023557830168564,monitoring
8,0.10947040925840534,word
8,0.10675096994821429,motor_control
8,0.10292052170084837,action
8,0.10191847724729115,imagination
8,0.10171520861169218,retrieval
8,0.10135300068765596,semantic_processing
8,0.09949201184241119,speech_production
8,0.09942051076907833,preparation
8,0.09701792553057406,language_processing
