CLUSTER,TOKEN,R,ROC_AUC
1,word,0.15463882802537424,0.6349987581563142
1,semantic_processing,0.14868843631335604,0.6349987581563142
1,working_memory,0.14445344986636924,0.6349987581563142
1,retrieval,0.1443807778726479,0.6349987581563142
1,language,0.1402717295479735,0.6349987581563142
1,language_processing,0.13013016715867146,0.6349987581563142
1,semantics,0.1286585400257235,0.6349987581563142
1,cognitive_process,0.12494123677822415,0.6349987581563142
1,reaction_time,0.11896943583788785,0.6349987581563142
1,meaning,0.11698760559671854,0.6349987581563142
1,cognitive_control,0.1166488417093804,0.6349987581563142
1,manipulation,0.11663259080174908,0.6349987581563142
1,rehearsal,0.11331297133294037,0.6349987581563142
1,sentence_comprehension,0.1132435957165495,0.6349987581563142
1,monitoring,0.11266258247085027,0.6349987581563142
1,judgment,0.11194614702262692,0.6349987581563142
1,cognitive,0.1115838779659358,0.6349987581563142
1,sentence_processing,0.10941223600254443,0.6349987581563142
1,memory,0.10885677373830173,0.6349987581563142
1,syntax,0.10883227555357547,0.6349987581563142
1,language_comprehension,0.1075897299438143,0.6349987581563142
1,strategy,0.1070682653551808,0.6349987581563142
1,semantic_knowledge,0.10645849774302324,0.6349987581563142
1,semantic_information,0.1063922770925307,0.6349987581563142
1,phonological_processing,0.10467642109034522,0.6349987581563142
2,execution,0.19652777997167548,0.6188758817133122
2,movement,0.19398123590167196,0.6188758817133122
2,hand,0.1881784238112327,0.6188758817133122
2,motor_control,0.16764852027377788,0.6188758817133122
2,arm,0.1431629982391464,0.6188758817133122
2,motor_planning,0.1273149840454872,0.6188758817133122
2,grasping,0.11797808487311286,0.6188758817133122
2,grasp,0.11780971597344272,0.6188758817133122
2,motor_learning,0.11702286084574358,0.6188758817133122
2,motor_program,0.11273082027983428,0.6188758817133122
2,action,0.11094295382961113,0.6188758817133122
2,imagination,0.11079763627859676,0.6188758817133122
2,representation,0.11010998552054624,0.6188758817133122
2,rehearsal,0.10685158874721867,0.6188758817133122
3,speech,0.25598352570064964,0.6761996396083496
3,language,0.2269968295754066,0.6761996396083496
3,speech_processing,0.22631220036168626,0.6761996396083496
3,listening,0.22344258732763905,0.6761996396083496
3,speech_perception,0.2199508720011093,0.6761996396083496
3,hearing,0.21705100518597256,0.6761996396083496
3,language_processing,0.2105851641374078,0.6761996396083496
3,language_comprehension,0.17968725625675955,0.6761996396083496
3,semantic_processing,0.178856998349607,0.6761996396083496
