CLUSTER,TOKEN,R,ROC_AUC
1,motor_control,0.13077711127488295,0.5735950963501384
1,execution,0.10841246020567984,0.5735950963501384
1,movement,0.10790496846609066,0.5735950963501384
1,motor_learning,0.10620361069905898,0.5735950963501384
1,coordination,0.08448838995367725,0.5735950963501384
1,motor_sequence_learning,0.07919844008567509,0.5735950963501384
2,episodic_memory,0.13717846252867888,0.5904140160353107
2,autobiographical_memory,0.13269007048189624,0.5904140160353107
2,memory,0.11522871768530253,0.5904140160353107
2,remembering,0.11232656236005764,0.5904140160353107
2,prospection,0.10338619602494599,0.5904140160353107
2,retrieval,0.10181102162754303,0.5904140160353107
2,memory_retrieval,0.10074213476737608,0.5904140160353107
2,episodic_simulation,0.09399201936225764,0.5904140160353107
3,working_memory,0.10562492002473564,0.5609074889696036
3,reaction_time,0.09734263572816863,0.5609074889696036
3,cognitive_control,0.09271660022323223,0.5609074889696036
3,strategy,0.0852007288883595,0.5609074889696036
3,response_selection,0.08415433582809675,0.5609074889696036
3,manipulation,0.0828909953620631,0.5609074889696036
3,cognitive_process,0.08269271692759345,0.5609074889696036
3,error_detection,0.08095222230109775,0.5609074889696036
3,attention,0.07513716795748107,0.5609074889696036
3,context,0.07361715654015992,0.5609074889696036
3,response_inhibition,0.07303152772218544,0.5609074889696036
4,spatial_attention,0.13560589496695688,0.5975911952894317
4,attention,0.12979827055657292,0.5975911952894317
4,execution,0.11649701491539965,0.5975911952894317
4,eye,0.1125059242856362,0.5975911952894317
4,visual_attention,0.1101671891067875,0.5975911952894317
4,visuospatial_attention,0.1083337586077268,0.5975911952894317
4,covert,0.1064788854415932,0.5975911952894317
4,intention,0.10630825445430166,0.5975911952894317
4,grasping,0.1012554942841031,0.5975911952894317
4,hand,0.10092120410456376,0.5975911952894317
4,manipulation,0.09907814061836928,0.5975911952894317
5,anticipation,0.1175183347269272,0.5980077594630788
5,arousal,0.11550770717801202,0.5980077594630788
5,interoception,0.11425157939570255,0.5980077594630788
5,pain,0.11121230671926728,0.5980077594630788
5,decision_making,0.09448720125198674,0.5980077594630788
5,reward,0.09233039333336956,0.5980077594630788
5,painful_stimulation,0.0920518557728763,0.5980077594630788
5,error_detection,0.09068902995140424,0.5980077594630788
5,monitoring,0.09008665896582962,0.5980077594630788
5,expectancy,0.08730704847221837,0.5980077594630788
6,speech,0.2323974828110773,0.6414738397720358
6,speech_perception,0.21879809474870832,0.6414738397720358
6,hearing,0.2157196249806804,0.6414738397720358
6,speech_processing,0.21096534609852294,0.6414738397720358
6,listening,0.2084621086493738,0.6414738397720358
7,memory,0.15811938448794244,0.6094475199914863
7,episodic_memory,0.14424474004297902,0.6094475199914863
7,recognition_memory,0.13446529779469565,0.6094475199914863
7,declarative_memory,0.133740905917532,0.6094475199914863
7,remembering,0.13023982679894064,0.6094475199914863
7,retrieval,0.12217696149386098,0.6094475199914863
7,recognition,0.11804595540392443,0.6094475199914863
7,encoding,0.11648863779532945,0.6094475199914863
7,spatial_memory,0.10810190203450104,0.6094475199914863
7,familiarity,0.10495615467516152,0.6094475199914863
7,cognitive_map,0.10304032914865567,0.6094475199914863
7,autobiographical_memory,0.1020715773135575,0.6094475199914863
7,episodic_simulation,0.10052158939848294,0.6094475199914863
8,reward,0.17535565796960886,0.6029230290525492
8,reward_processing,0.14683824919507793,0.6029230290525492
8,anticipation,0.13179993776704413,0.6029230290525492
8,reward_anticipation,0.13174469596520316,0.6029230290525492
8,monetary_incentive_delay_task,0.11502056240748718,0.6029230290525492
8,feedback,0.10233796901703804,0.6029230290525492
8,reinforcement_learning,0.10176581266959464,0.6029230290525492
8,instrumental_conditioning,0.09951175327755582,0.6029230290525492
8,motor_control,0.0960671000922574,0.6029230290525492
8,reward_learning,0.08472032759121312,0.6029230290525492
8,expectancy,0.08155651140528522,0.6029230290525492
9,face_perception,0.15950153370855852,0.6303138318027152
9,word,0.1496663642081468,0.6303138318027152
9,naming,0.14378989939167194,0.6303138318027152
9,recognition,0.14240804086935455,0.6303138318027152
9,semantic_processing,0.14063551635439792,0.6303138318027152
9,object_recognition,0.14058598596877322,0.6303138318027152
9,reading,0.13907839810173656,0.6303138318027152
9,familiarity,0.13886542460170748,0.6303138318027152
9,orthography,0.1290297222819604,0.6303138318027152
10,memory,0.21445358080507165,0.6455346508231269
10,episodic_memory,0.18711046107194132,0.6455346508231269
10,declarative_memory,0.17553376317666114,0.6455346508231269
10,remembering,0.17022057433052956,0.6455346508231269
10,recognition_memory,0.16378543027123402,0.6455346508231269
10,encoding,0.15955240662833292,0.6455346508231269
10,retrieval,0.1543423992360277,0.6455346508231269
10,emotion,0.1439992096718759,0.6455346508231269
10,fear,0.14338638658657502,0.6455346508231269
10,emotional_memory,0.14057467542591956,0.6455346508231269
11,memory,0.08947062624939639,0.5462522656185835
11,declarative_memory,0.07964985213210153,0.5462522656185835
11,recognition_memory,0.07014809656788372,0.5462522656185835
11,recognition,0.06782707920947871,0.5462522656185835
11,episodic_memory,0.0675477976580639,0.5462522656185835
12,manipulation,0.15133033441378496,0.6053844713582734
12,working_memory,0.14701685346980414,0.6053844713582734
12,attention,0.13305952997842674,0.6053844713582734
12,reaction_time,0.13300648618880906,0.6053844713582734
12,spatial_attention,0.13275210531549342,0.6053844713582734
12,retrieval,0.13208111742500628,0.6053844713582734
12,cognitive_process,0.12457486098870107,0.6053844713582734
12,execution,0.12295002091691655,0.6053844713582734
12,strategy,0.1200786592811716,0.6053844713582734
12,goal,0.11760253078135414,0.6053844713582734
12,rehearsal,0.11524349326870525,0.6053844713582734
12,memory_retrieval,0.1121556127378853,0.6053844713582734
12,memory,0.11196278398742346,0.6053844713582734
12,visual_attention,0.11191095772018878,0.6053844713582734
12,covert,0.111414038907026,0.6053844713582734
12,mental_representation,0.11110051067391913,0.6053844713582734
12,action,0.11034016397346033,0.6053844713582734
13,reward,0.14364260206352394,0.5819457453031214
13,reward_processing,0.11394488756537545,0.5819457453031214
13,reward_anticipation,0.09979816838067747,0.5819457453031214
13,anticipation,0.09240521143829786,0.5819457453031214
13,decision_making,0.07816999000746078,0.5819457453031214
13,valence,0.07694963109704092,0.5819457453031214
13,intertemporal_choice,0.07026884843284151,0.5819457453031214
13,instrumental_conditioning,0.0695589069983038,0.5819457453031214
13,taste,0.06704385806557392,0.5819457453031214
13,expectancy,0.06496942838920311,0.5819457453031214
13,arousal,0.06441731416336251,0.5819457453031214
14,reward,0.13435208289855927,0.6146018976673211
14,autobiographical_memory,0.123766274753601,0.6146018976673211
14,valence,0.12018827907248684,0.6146018976673211
14,social_cognition,0.11127203607134573,0.6146018976673211
14,decision_making,0.10819437800565544,0.6146018976673211
14,theory_mind,0.10629090745256492,0.6146018976673211
14,reward_processing,0.10607669915679432,0.6146018976673211
14,emotion,0.10335515732539692,0.6146018976673211
14,prospection,0.1033350256214822,0.6146018976673211
14,arousal,0.09674014190276067,0.6146018976673211
14,episodic_simulation,0.09291334047737622,0.6146018976673211
15,reward,0.2678068831882269,0.6361382645769703
15,reward_anticipation,0.22084140609944536,0.6361382645769703
15,reward_processing,0.2164765048258261,0.6361382645769703
15,monetary_incentive_delay_task,0.1750929978038233,0.6361382645769703
15,anticipation,0.15285067664206192,0.6361382645769703
16,speech,0.1938214253307713,0.6521616042602558
16,hearing,0.1889841557084505,0.6521616042602558
16,listening,0.18277962454325386,0.6521616042602558
16,speech_processing,0.17186392146705373,0.6521616042602558
16,speech_perception,0.17105306395984282,0.6521616042602558
17,monitoring,0.15483617347227638,0.5970951779775374
17,error_detection,0.11528760834032273,0.5970951779775374
17,cognitive_control,0.11118479653485554,0.5970951779775374
17,decision_making,0.1074204079166478,0.5970951779775374
17,response_selection,0.1049437314165864,0.5970951779775374
17,performance_monitoring,0.0982706446996952,0.5970951779775374
17,anticipation,0.09145980822557916,0.5970951779775374
17,reward,0.0894145896620199,0.5970951779775374
17,pain,0.08871023356613178,0.5970951779775374
17,response_conflict,0.08346446725346449,0.5970951779775374
17,arousal,0.08340396752081923,0.5970951779775374
18,word,0.14776804455760748,0.6123253831481834
18,semantic_processing,0.1459370991229833,0.6123253831481834
18,familiarity,0.13659639697289785,0.6123253831481834
18,retrieval,0.1356003545337226,0.6123253831481834
18,recognition,0.13037494195558094,0.6123253831481834
18,memory,0.12549289289639826,0.6123253831481834
19,nociception,0.06566978754310772,0.5581491310678771
19,pain,0.0634993637511316,0.5581491310678771
19,arousal,0.0623598159450731,0.5581491310678771
19,respiration,0.06162555753917509,0.5581491310678771
19,anticipation,0.05822798080997602,0.5581491310678771
19,fear,0.05510880737971344,0.5581491310678771
19,heat,0.05307052142930463,0.5581491310678771
19,reward,0.050425672584616464,0.5581491310678771
20,memory,0.10549413128421292,0.5722135778854038
20,retrieval,0.09820661340284552,0.5722135778854038
20,episodic_memory,0.09483030572143404,0.5722135778854038
20,remembering,0.09435321000813912,0.5722135778854038
20,memory_retrieval,0.09327447531378354,0.5722135778854038
20,visual_attention,0.08400904538182359,0.5722135778854038
20,encoding,0.0816108424476327,0.5722135778854038
20,source_memory,0.07896457149976746,0.5722135778854038
20,navigation,0.07842742029712768,0.5722135778854038
20,recognition_memory,0.07802686879511002,0.5722135778854038
20,recall,0.07584156049288984,0.5722135778854038
20,visual_imagery,0.07570161107691699,0.5722135778854038
21,vision,0.1592922338228409,0.6330387006354941
21,face_perception,0.1471286950157012,0.6330387006354941
21,object_recognition,0.14657953593508805,0.6330387006354941
21,visual_attention,0.13641275170290118,0.6330387006354941
21,visual_angle,0.13338343364592592,0.6330387006354941
21,recognition,0.13212791426259599,0.6330387006354941
21,visual_perception,0.13189203209132455,0.6330387006354941
21,reading,0.12550473995862016,0.6330387006354941
22,hand,0.16004118929620267,0.6067446240056975
22,movement,0.15444722317694648,0.6067446240056975
22,execution,0.14532588154953152,0.6067446240056975
22,motor_control,0.1151073884868464,0.6067446240056975
22,arm,0.11307391856104655,0.6067446240056975
22,grasping,0.10509995588039946,0.6067446240056975
22,representation,0.0996643829903223,0.6067446240056975
22,grasp,0.09814214566751532,0.6067446240056975
22,painful_stimulation,0.09015255399422216,0.6067446240056975
22,tactile_stimulation,0.09004408765251165,0.6067446240056975
23,language,0.19763195474610346,0.6286739282979489
23,word,0.19088044757198575,0.6286739282979489
23,semantic_processing,0.18655824568055732,0.6286739282979489
23,language_processing,0.17227504314098058,0.6286739282979489
23,semantics,0.17049369834510475,0.6286739282979489
23,sentence_processing,0.15360900472227196,0.6286739282979489
23,phonological_processing,0.15355983305869747,0.6286739282979489
23,sentence_comprehension,0.15174677565674088,0.6286739282979489
23,syntax,0.15043294214771455,0.6286739282979489
23,phonology,0.14681653506560352,0.6286739282979489
24,reward,0.2503189039355677,0.6220403130898629
24,reward_anticipation,0.2221302947137747,0.6220403130898629
24,reward_processing,0.1969204152481544,0.6220403130898629
24,monetary_incentive_delay_task,0.16667426282360098,0.6220403130898629
24,anticipation,0.1442459658368312,0.6220403130898629
24,reward_learning,0.12627489743686335,0.6220403130898629
24,instrumental_conditioning,0.11942906484357872,0.6220403130898629
24,reinforcement_learning,0.11917348031043615,0.6220403130898629
24,loss_anticipation,0.11663740111916132,0.6220403130898629
24,feedback,0.11228901024265987,0.6220403130898629
24,addiction,0.1119134400023433,0.6220403130898629
24,gambling,0.11054845217634797,0.6220403130898629
25,speech,0.2272824103381833,0.6641540275820286
25,language,0.2272706225376033,0.6641540275820286
25,language_processing,0.21197807693080456,0.6641540275820286
25,speech_processing,0.19556274672972607,0.6641540275820286
25,listening,0.19542887865736944,0.6641540275820286
25,semantic_processing,0.1933426825095748,0.6641540275820286
25,speech_perception,0.19295419408844788,0.6641540275820286
25,hearing,0.18845625673151886,0.6641540275820286
26,emotion,0.2609020053215449,0.6627071852331557
26,fear,0.25970757150525464,0.6627071852331557
26,facial_expression,0.23181869671604924,0.6627071852331557
26,valence,0.21809168096094464,0.6627071852331557
26,arousal,0.1890027197493207,0.6627071852331557
26,face,0.18075224667211007,0.6627071852331557
27,semantic_knowledge,0.09950813787996976,0.5829448933458767
27,semantic_memory,0.09904928326572984,0.5829448933458767
27,episodic_memory,0.09420015769574057,0.5829448933458767
27,semantic_processing,0.09002436918177299,0.5829448933458767
27,memory,0.08804063556729043,0.5829448933458767
