CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,memory,0.18579057628917967,0.64091097057905,MEMORY,Memory
1,episodic_memory,0.16528695294479162,0.64091097057905,MEMORY,Memory
1,emotion,0.1638336566478168,0.64091097057905,MEMORY,Memory
1,declarative_memory,0.16073428938141152,0.64091097057905,MEMORY,Memory
1,remembering,0.15546154271808765,0.64091097057905,MEMORY,Memory
1,fear,0.15475203119627326,0.64091097057905,MEMORY,Memory
1,recognition_memory,0.1508091264393415,0.64091097057905,MEMORY,Memory
1,valence,0.14648728440333325,0.64091097057905,MEMORY,Memory
1,emotional_memory,0.14025749270541524,0.64091097057905,MEMORY,Memory
1,autobiographical_memory,0.1378205194607055,0.64091097057905,MEMORY,Memory
1,arousal,0.1342326112164465,0.64091097057905,MEMORY,Memory
1,facial_expression,0.12939830788742027,0.64091097057905,MEMORY,Memory
1,encoding,0.12927879928953512,0.64091097057905,MEMORY,Memory
1,episodic_simulation,0.126860886003596,0.64091097057905,MEMORY,Memory
1,recall,0.1266286610695655,0.64091097057905,MEMORY,Memory
1,recognition,0.1261922290013213,0.64091097057905,MEMORY,Memory
1,retrieval,0.12543170644342885,0.64091097057905,MEMORY,Memory
2,recognition,0.14784553175873508,0.6221128058462266,VISION,Vision
2,face_perception,0.14776418230308105,0.6221128058462266,VISION,Vision
2,familiarity,0.13963674528340472,0.6221128058462266,VISION,Vision
2,vision,0.13616896494396194,0.6221128058462266,VISION,Vision
2,object_recognition,0.1348711656214491,0.6221128058462266,VISION,Vision
2,retrieval,0.13375043754949656,0.6221128058462266,VISION,Vision
2,visual_perception,0.12232781607421694,0.6221128058462266,VISION,Vision
2,memory,0.11951591871385635,0.6221128058462266,VISION,Vision
2,remembering,0.116622697027687,0.6221128058462266,VISION,Vision
2,word,0.11592843463089687,0.6221128058462266,VISION,Vision
2,visual_attention,0.11532509243287975,0.6221128058462266,VISION,Vision
2,picture,0.11455921944896068,0.6221128058462266,VISION,Vision
2,visual_object,0.1137174439736639,0.6221128058462266,VISION,Vision
2,visual_angle,0.11064102635374527,0.6221128058462266,VISION,Vision
2,recognition_memory,0.10908896936492116,0.6221128058462266,VISION,Vision
2,reading,0.10885952454179347,0.6221128058462266,VISION,Vision
3,speech,0.2444698356098195,0.6293837574287726,LANGUAGE,Language
3,hearing,0.233483462832249,0.6293837574287726,LANGUAGE,Language
3,listening,0.2290811736818408,0.6293837574287726,LANGUAGE,Language
3,speech_perception,0.21774505291778729,0.6293837574287726,LANGUAGE,Language
3,speech_processing,0.21614500031374387,0.6293837574287726,LANGUAGE,Language
3,tone,0.17187046447311444,0.6293837574287726,LANGUAGE,Language
3,language,0.17052291978914969,0.6293837574287726,LANGUAGE,Language
3,music,0.16360059643176145,0.6293837574287726,LANGUAGE,Language
3,syllable,0.15807353495382145,0.6293837574287726,LANGUAGE,Language
3,passive_listening,0.1579617447540989,0.6293837574287726,LANGUAGE,Language
3,language_processing,0.15569467449990096,0.6293837574287726,LANGUAGE,Language
3,speech_production,0.15277227700335422,0.6293837574287726,LANGUAGE,Language
3,melody,0.1517938175743384,0.6293837574287726,LANGUAGE,Language
3,auditory_perception,0.14735304683628508,0.6293837574287726,LANGUAGE,Language
3,prosody,0.1419305914974726,0.6293837574287726,LANGUAGE,Language
3,intonation,0.1334214556886325,0.6293837574287726,LANGUAGE,Language
3,audition,0.1250666689968726,0.6293837574287726,LANGUAGE,Language
3,pitch_discrimination,0.12309819608120046,0.6293837574287726,LANGUAGE,Language
3,language_comprehension,0.12272267058205814,0.6293837574287726,LANGUAGE,Language
3,articulation,0.11319263218919405,0.6293837574287726,LANGUAGE,Language
3,semantic_processing,0.1126019635992456,0.6293837574287726,LANGUAGE,Language
3,word,0.11129761435656307,0.6293837574287726,LANGUAGE,Language
3,phonetics,0.10939884160463097,0.6293837574287726,LANGUAGE,Language
3,syntax,0.10883218839155907,0.6293837574287726,LANGUAGE,Language
4,execution,0.13079307088777406,0.5905475118956349,MANIPULATION,Manipulation
4,monitoring,0.12974569801312325,0.5905475118956349,MANIPULATION,Manipulation
4,working_memory,0.12917001585349802,0.5905475118956349,MANIPULATION,Manipulation
4,manipulation,0.12752017398819512,0.5905475118956349,MANIPULATION,Manipulation
4,reaction_time,0.12344708480347015,0.5905475118956349,MANIPULATION,Manipulation
4,strategy,0.11807908250305685,0.5905475118956349,MANIPULATION,Manipulation
4,rehearsal,0.11728834629416986,0.5905475118956349,MANIPULATION,Manipulation
4,cognitive_process,0.11012379241466748,0.5905475118956349,MANIPULATION,Manipulation
4,response_selection,0.10953235851469473,0.5905475118956349,MANIPULATION,Manipulation
4,goal,0.1039044917661356,0.5905475118956349,MANIPULATION,Manipulation
4,attention,0.10072850483414998,0.5905475118956349,MANIPULATION,Manipulation
4,cognitive_control,0.10070758659219416,0.5905475118956349,MANIPULATION,Manipulation
4,covert,0.10066857528091548,0.5905475118956349,MANIPULATION,Manipulation
4,retrieval,0.09760285619780656,0.5905475118956349,MANIPULATION,Manipulation
4,action,0.092529931406096,0.5905475118956349,MANIPULATION,Manipulation
5,reward,0.2872570639336378,0.6376747805431849,REWARD,Reward
5,reward_processing,0.2312286627395347,0.6376747805431849,REWARD,Reward
5,reward_anticipation,0.2259469434830648,0.6376747805431849,REWARD,Reward
5,anticipation,0.18959594415020395,0.6376747805431849,REWARD,Reward
5,monetary_incentive_delay_task,0.1882390544649352,0.6376747805431849,REWARD,Reward
5,instrumental_conditioning,0.14984105654528865,0.6376747805431849,REWARD,Reward
