CLUSTER,TOKEN,R
1,hearing,0.20033005801188633
1,listening,0.1870635265022667
1,speech,0.1844450158563722
1,speech_perception,0.1667886739474331
1,speech_processing,0.16288139657471395
1,tone,0.16146168370924463
1,music,0.14520153938208988
1,melody,0.1394035583082508
1,passive_listening,0.13701467728511108
1,auditory_perception,0.12798509624228235
1,audition,0.12131926800921147
1,speech_production,0.11958585635644169
1,painful_stimulation,0.11462822813733392
1,pain,0.1128543540708703
1,syllable,0.11116669929060868
1,heat,0.10895983910950552
1,intonation,0.10350769157244527
1,auditory_feedback,0.10283827971133203
1,prosody,0.10242908155313143
1,pitch_discrimination,0.10128545185597591
1,multisensory,0.09994849321125042
1,perception,0.09898845350229837
1,language,0.09301504385114792
1,articulation,0.09112526570003517
1,tactile_stimulation,0.0906566651029791
1,noise,0.08963041232613667
1,crossmodal,0.08879922260706767
1,phonetics,0.08694959244861206
1,pain_sensation,0.08607732445487337
1,motor_control,0.0850568559866999
1,phonation,0.08386469036249738
1,movement,0.08315288014927873
1,voice_perception,0.08241276642574004
1,auditory_modality,0.081562744018715
1,auditory_imagery,0.08155375800951478
1,language_processing,0.08113861457598476
1,multisensory_integration,0.08028536650749954
1,integration,0.07900787851004673
1,somatic_sensation,0.07830549313281795
1,auditory_attention,0.0764464282767135
1,interoception,0.0759793484720572
1,hand,0.07411119989488693
1,nociception,0.0723974915137187
1,motor_program,0.06849139307620786
1,nonvocal_sound,0.06828659196272431
1,mouth,0.06778847790726403
1,leg,0.0673101117084609
1,mechanical_stimulation,0.06692897301708078
1,electrical_stimulation,0.06686882099890908
1,overt,0.06590948615289481
2,monitoring,0.13349582097284204
2,arousal,0.12701919208398876
2,anticipation,0.12338987191319714
2,decision_making,0.11737378438885211
2,reward,0.1152405991848696
2,pain,0.10415133562471815
2,error_detection,0.10062994137658687
2,salience,0.09914191890619334
2,valence,0.09799169650838355
2,cognitive_control,0.09693730944482253
2,expectancy,0.0881349538480615
2,interoception,0.08693198122504024
2,response_selection,0.08654601070737097
2,reward_processing,0.08637415997557311
2,strategy,0.08585196013458601
2,reaction_time,0.08346531514260855
2,painful_stimulation,0.08296216433596695
2,autobiographical_memory,0.08224003466454521
2,emotion,0.08193535985495598
2,performance_monitoring,0.08124739572749148
2,cognitive,0.0808330475594727
2,decision,0.08020495938741865
2,goal,0.07958059929861139
2,cognitive_process,0.07900387262836772
2,context,0.07792728030763703
2,remembering,0.0723733320508004
2,heat,0.0723246043452554
2,response_inhibition,0.07172676225735403
2,empathy,0.07133906748926386
2,task_set,0.0710868917657116
2,manipulation,0.07020146890694226
2,prospection,0.06893910713687067
2,executive_function,0.0687611659478824
2,reward_anticipation,0.06862480229606899
2,episodic_simulation,0.06856794088409318
2,uncertainty,0.0679642326081575
2,disgust,0.06730730883708681
2,theory_mind,0.06556012655171314
2,memory,0.06484587627058747
2,thought,0.06458830244126348
2,negative_emotion,0.06422953722014565
2,effort,0.06377199191903929
2,sadness,0.06198566562494627
2,response_conflict,0.06076300342254807
2,distraction,0.060332276924622216
2,button_press,0.05981859041372203
2,ultimatum_game,0.05924759568262504
2,feedback,0.05920241648974201
2,desire,0.059008211102701526
2,thinking,0.05872994616231754
3,memory,0.1842678630334148
3,episodic_memory,0.17001285046848968
3,retrieval,0.15386861696742218
3,recognition_memory,0.15086877164469437
3,remembering,0.148619145356507
3,declarative_memory,0.14426759468153105
3,recognition,0.1336110651181031
3,semantic_memory,0.12730357581856902
3,encoding,0.12631938815766156
3,familiarity,0.12556456330256477
3,recall,0.12330081879637456
3,episodic_simulation,0.1197757580159026
3,autobiographical_memory,0.11973815415411125
3,source_memory,0.1182365919774152
3,encoding_task,0.1114048197853397
3,semantic_knowledge,0.10812218080099321
3,memory_process,0.10421154680913364
3,spatial_memory,0.10243859294407978
3,memory_retrieval,0.10086048689910626
3,picture,0.1007007929076926
3,semantic_information,0.09780524217892714
3,remote_memory,0.09777020975050497
3,free_recall,0.09743491473810692
3,forgetting,0.09583679230181044
3,longterm_memory,0.0951307072921747
3,semantic_processing,0.09367472275637982
3,cognitive_map,0.09235940222479071
3,emotional_memory,0.0917419359386269
3,prospection,0.09097715045939223
3,episodic_future_thinking,0.08894777081314334
3,memory_trace,0.0888187408153393
3,navigation,0.0875063115085642
3,face_perception,0.08297333278713989
3,memory_consolidation,0.08151128756567244
3,name,0.08010578869791696
3,consolidation,0.07823504277856558
3,naming,0.07675965381192049
3,word,0.0765249644582141
3,memory_function,0.07597236880409815
3,explicit_memory,0.07547210687644021
3,imageability,0.07450048030625459
3,context,0.07154815419393003
3,judgment,0.06992258630946968
3,reinstatement,0.06928615072469524
3,face_recognition,0.06910157311764684
3,verbal_memory,0.06876603180901021
3,retrieval_cue,0.06837291109647867
3,semantic_category,0.06778386618834073
3,retention,0.06768052855100118
3,theory_mind,0.06711484391938952
4,memory,0.13530054778187878
4,episodic_memory,0.13324024775179502
4,remembering,0.12763204466615916
4,retrieval,0.12454201662262591
4,memory_retrieval,0.12345856115813916
4,autobiographical_memory,0.10759434459918296
4,visual_imagery,0.10128703431049284
4,encoding,0.09928335759143395
4,recall,0.0966976447581018
4,prospection,0.09373031656484336
4,source_memory,0.09248868539037935
4,recognition_memory,0.09207949549086104
4,episodic_simulation,0.0917505458843462
4,navigation,0.09067174350012216
4,mental_imagery,0.08752394774224412
4,spatial_memory,0.08674023841257268
4,familiarity,0.08269600233016697
4,visual_attention,0.07973726456024155
4,imagery,0.07949161267411567
4,episodic_future_thinking,0.07751212440420074
4,spatial_attention,0.07566877352567343
4,imagine,0.0752258819373452
4,theory_mind,0.07395100023724044
4,memory_process,0.07337490103545774
4,longterm_memory,0.07296236009136886
4,thinking,0.07217441579142889
4,semantic_memory,0.07176520405109463
4,recognition,0.07161332773857662
4,judgment,0.07146285918797227
4,color,0.07109773167284951
4,spatial,0.07015157243262488
4,eye,0.07004703777279381
4,thought,0.06910203240845178
4,goal,0.06897351684723016
4,reaction_time,0.06769890562903744
4,egocentric,0.0672069717420892
4,visual_perception,0.06623283811667384
4,cognitive_process,0.06426428968549204
4,cognitive_map,0.06406349983483703
4,attention,0.06363206891384704
4,imagination,0.06334937033496903
4,vision,0.06247895403591965
4,strategy,0.06222886052966485
4,covert,0.06049721007663357
4,encoding_task,0.060060442913387344
4,manipulation,0.05944111159580841
4,retrieval_cue,0.058820652347443395
4,name,0.05879509250354284
4,declarative_memory,0.05728670413185043
4,spatial_location,0.05669920892784325
5,speech,0.26046081448108815
5,speech_perception,0.23116001001971165
5,speech_processing,0.23071789173390148
5,listening,0.23000393324034452
5,hearing,0.22635225550450858
5,language,0.21627504147306775
5,language_processing,0.20125644954886124
5,syllable,0.17778879410039594
5,semantic_processing,0.1638517969619926
5,language_comprehension,0.1628621914463649
5,speech_production,0.1584634733908028
5,word,0.15342612339823591
5,music,0.15143534945180806
5,semantics,0.15116304398516378
5,tone,0.15096705298947805
5,prosody,0.15081438625278984
5,passive_listening,0.1500121651525178
5,sentence_processing,0.14621126689425845
5,auditory_perception,0.14429325102047325
5,syntax,0.1392205739798579
5,intonation,0.13761377355349413
5,melody,0.13551979048164287
5,sentence_comprehension,0.135105610696065
5,meaning,0.1283141037774323
5,phonology,0.12722760090909074
5,pitch_discrimination,0.12208662987564109
5,narrative,0.12130771462878337
5,semantic_information,0.1181360749028148
5,syntactic_processing,0.11765897605105913
5,phonological_processing,0.11700684931742739
5,articulation,0.11644619396862224
5,theory_mind,0.11418831941128539
5,phonetics,0.11296650994874688
5,auditory_sentence_comprehension,0.11157811951745505
5,pseudowords,0.11070960057960358
5,reading,0.10878964800657512
5,audition,0.10775825533323455
5,voice_perception,0.10660035196550739
5,word_recognition,0.10246188296368844
5,discourse,0.10229351450102893
5,semantic_knowledge,0.09861998751870116
5,lexicon,0.09776752389284654
5,read,0.0975570404356988
5,acoustic_processing,0.09705837490674074
5,semantic_memory,0.09629916050687903
5,language_production,0.09543219061463093
5,noise,0.09489517682778083
5,conversation,0.09381845514297729
5,naming,0.09057417622700331
5,reversed_speech,0.0902064293790916
6,face_perception,0.18776398073047118
6,recognition,0.16410051338312603
6,object_recognition,0.16314390484844685
6,vision,0.1559273892650827
6,familiarity,0.14581854105574577
6,face,0.1430670056043644
6,visual_perception,0.13563953175726018
6,visual_object,0.1351722363214991
6,picture,0.130512029634305
6,face_recognition,0.13042936911208536
6,visual_angle,0.12874586670330285
6,reading,0.12712635167239567
6,shape,0.12672090899194244
6,perception,0.12480319635021006
6,word,0.1237454581927998
6,naming,0.12173721538137605
6,visual_attention,0.12089842302762234
6,semantic_processing,0.11984018909197106
6,retrieval,0.11847594872029987
6,object_perception,0.1173201298197741
6,representation,0.11532527693947123
6,covert,0.11529003600212444
6,repetition_priming,0.11120412035929217
6,priming,0.10946405084758909
6,eye,0.10608015747375044
6,meaning,0.10582623864911485
6,visual_motion,0.10529928559450036
6,visual_recognition,0.10492256484885984
6,semantics,0.10288856620432499
6,pseudowords,0.10281813969241907
6,name,0.1026433169797703
6,judgment,0.10260537520151022
6,orthography,0.10129647818531048
6,expertise,0.101117228433054
6,visual_word_recognition,0.10061478211325077
6,recognition_memory,0.09900714876843153
6,passive_viewing,0.0982107798518918
6,spatial_attention,0.09794960799148356
6,fixation,0.09767908183757082
6,gaze,0.09613920895126987
6,phonology,0.09557122400234618
6,language,0.09480234528407985
6,word_recognition,0.09468268151071821
6,encoding,0.09427700700075378
6,remembering,0.09407910203908645
6,memory,0.09277431177072297
6,visual_imagery,0.09271098631496912
6,semantic_information,0.09234030212728088
6,visual_object_recognition,0.09150278581445281
6,visual_representation,0.09090364370976856
7,motor_control,0.13409126458258297
7,movement,0.11246531448298709
7,motor_learning,0.11132113642537925
7,execution,0.11011500264725564
7,coordination,0.08957903886763276
7,motor_sequence_learning,0.08209866426220941
7,arm,0.07814233820717956
7,motor_planning,0.07560985778916302
7,skill,0.07145067736130599
7,hand,0.07042466718598413
7,motor_activity,0.06930787960602497
7,rest,0.06699551757164324
7,imagination,0.06698378723658369
7,rehearsal,0.06496422135258323
7,covert,0.0645993756096115
7,tapping_task,0.06457415974906988
7,ataxia,0.06360322063253071
7,planning,0.062117212249231474
7,articulatory_rehearsal,0.06126515656115446
7,imagery,0.059650716139297476
7,skill_acquisition,0.05953076072759823
7,phonological_loop,0.05851613291901354
7,visual_imagery,0.057635196051897264
7,auditory_feedback,0.05689462034430647
7,sequence_learning,0.05618034265425485
7,foot,0.05435036317758863
7,finger_tapping,0.05332385407407103
