CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,reward,0.21550325777435728,0.6096969244234505,REWARD,Reward
1,reward_processing,0.17735069693187028,0.6096969244234505,REWARD,Reward
1,reward_anticipation,0.16048074672415602,0.6096969244234505,REWARD,Reward
1,monetary_incentive_delay_task,0.14091647912079666,0.6096969244234505,REWARD,Reward
1,anticipation,0.13583238085775118,0.6096969244234505,REWARD,Reward
1,instrumental_conditioning,0.1277774897310608,0.6096969244234505,REWARD,Reward
1,reinforcement_learning,0.10653244373209747,0.6096969244234505,REWARD,Reward
1,feedback,0.10048522152695054,0.6096969244234505,REWARD,Reward
1,reward_learning,0.0979615242133086,0.6096969244234505,REWARD,Reward
1,decision_making,0.09503564934701214,0.6096969244234505,REWARD,Reward
1,expectancy,0.09163209298624976,0.6096969244234505,REWARD,Reward
1,habit_learning,0.08874002930409748,0.6096969244234505,REWARD,Reward
2,episodic_memory,0.13951766805138344,0.5999753231510333,MEMORY,Memory
2,memory,0.13166532191962976,0.5999753231510333,MEMORY,Memory
2,remembering,0.1255410552667728,0.5999753231510333,MEMORY,Memory
2,memory_retrieval,0.1252668531736546,0.5999753231510333,MEMORY,Memory
2,retrieval,0.12241842924680875,0.5999753231510333,MEMORY,Memory
2,autobiographical_memory,0.11620524131108988,0.5999753231510333,MEMORY,Memory
2,prospection,0.10302189325974916,0.5999753231510333,MEMORY,Memory
2,recall,0.09896315351619586,0.5999753231510333,MEMORY,Memory
2,episodic_simulation,0.0952751930075181,0.5999753231510333,MEMORY,Memory
2,source_memory,0.09429236717273398,0.5999753231510333,MEMORY,Memory
2,visual_imagery,0.09351288872415214,0.5999753231510333,MEMORY,Memory
2,encoding,0.09105033901055484,0.5999753231510333,MEMORY,Memory
2,recognition_memory,0.08659530245910703,0.5999753231510333,MEMORY,Memory
2,navigation,0.08614294609861026,0.5999753231510333,MEMORY,Memory
2,mental_imagery,0.08490059049111727,0.5999753231510333,MEMORY,Memory
2,spatial_memory,0.08365391407358758,0.5999753231510333,MEMORY,Memory
