CLUSTER,TOKEN,R
1,pain,0.12255548937231556
1,painful_stimulation,0.11424382881043593
1,heat,0.11100046315854609
1,tone,0.10489629133757836
1,hearing,0.10369555898720964
1,interoception,0.10241853898553407
1,listening,0.10117729608459283
1,speech,0.10075339238523612
1,melody,0.09548280348098165
1,tactile_stimulation,0.08978737944949591
1,music,0.08819247085756904
1,speech_perception,0.08581026538693134
1,pain_sensation,0.084809374959568
1,speech_processing,0.07926188157692662
1,motor_control,0.07904610600772947
1,passive_listening,0.07839973557074846
1,nociception,0.07749357516162594
1,speech_production,0.07719972474801828
1,auditory_feedback,0.0760826649710475
1,somatic_sensation,0.07187414913432012
1,audition,0.07077862044799751
1,anticipation,0.06697765752554477
1,leg,0.06595426650432049
1,somatic,0.06546525237504308
1,intonation,0.0647977371680924
1,electrical_stimulation,0.0640821661412976
1,auditory_perception,0.06277291000303158
1,perception,0.062108445990265354
1,movement,0.06209721072481737
1,multisensory,0.06204165122346928
1,pitch_discrimination,0.06149979646494409
1,hand,0.06065048145157696
1,heat_stimulation,0.06062553513366574
1,execution,0.059452875238656874
1,cold_stimulation,0.059427559169688726
1,articulation,0.05923206722069716
1,mechanical_stimulation,0.05917566410649848
1,swallowing,0.05893362423986691
1,mouth,0.05858863927003513
1,phonation,0.05837925119895429
1,prosody,0.05762411517257167
1,somatosensation,0.05675714160794162
1,motor_program,0.056179304601622536
1,visceral_sensation,0.056139882600374204
1,syllable,0.05596267942391023
1,crossmodal,0.054558168033571774
1,arousal,0.053279689817563036
1,motor_planning,0.052023269800306485
1,arm,0.05155949907628375
1,monitoring,0.05152412180824481
2,episodic_memory,0.14918804426762045
2,autobiographical_memory,0.1347503378532181
2,memory,0.12883720806419782
2,memory_retrieval,0.12336161600536306
2,remembering,0.1232196952537816
2,retrieval,0.11586943256985113
2,prospection,0.10892871132892731
2,episodic_simulation,0.09558650228854963
2,source_memory,0.09474205763359242
2,recall,0.09293562115502088
2,theory_mind,0.09121953677306614
2,thinking,0.08752125595604708
2,thought,0.08250286586740252
2,navigation,0.0817398509971384
2,encoding,0.07924672994494637
2,recognition_memory,0.07858331259234577
2,consciousness,0.07523024949331507
2,spatial_memory,0.07337850026893619
2,episodic_future_thinking,0.07254773870485157
2,mental_imagery,0.06978489031999216
2,judgment,0.06969398181104783
2,monitoring,0.06942901233040351
2,cognitive_process,0.06846946571522486
2,goal,0.06782934368557954
2,visual_imagery,0.0668202139907804
2,memory_process,0.06614526629358711
2,longterm_memory,0.06545484692352829
2,reaction_time,0.06356043788243985
2,strategy,0.062090502448034164
2,imagination,0.06186166422126696
2,imagery,0.06170146862415167
2,encoding_task,0.06096738209102534
2,familiarity,0.06060182858977817
2,cognition,0.06022928826899894
2,attention,0.06011947426092244
2,cognitive_map,0.05893201688341006
2,selfreflection,0.058115387437985035
2,semantic_memory,0.05788902999438682
2,spatial_attention,0.057479360456064006
2,decision,0.057417454051638936
2,introspection,0.05714290064333995
2,color,0.05686490249486216
2,salience,0.05634441376805886
2,cognitive,0.05601474053123791
2,narrative,0.05574613778151132
2,intention,0.05574440445906444
2,egocentric,0.05534138718449191
2,declarative_memory,0.0544825799502212
2,navigation_task,0.05437276434995132
2,manipulation,0.054128044378691315
3,fear,0.14597215467913846
3,emotion,0.14596320460085102
3,facial_expression,0.12572974348534577
3,valence,0.12097520815557396
3,memory,0.12032627067733156
3,arousal,0.11220602645985528
3,declarative_memory,0.10175723493712938
3,episodic_memory,0.09832389383088501
3,remembering,0.09651496027843781
3,anxiety,0.09404942883266275
3,emotional_memory,0.09250303323304193
3,recognition_memory,0.09248704717095035
3,picture,0.09131974617011729
3,sadness,0.08996747462332318
3,face,0.08961060716582306
3,recognition,0.08740025186351666
3,negative_emotion,0.08567607271885644
3,emotional_expression,0.0842056371470758
3,emotion_regulation,0.08364362552840443
3,memory_consolidation,0.0824849506384313
3,international_affective_picture_system,0.08213646912592915
3,emotion_perception,0.08151852534810822
3,disgust,0.0797949387675082
3,memory_trace,0.07965135519411712
3,episodic_simulation,0.07934173997962166
3,retrieval,0.07774156371206675
3,remote_memory,0.07635443337380012
3,encoding,0.07603399075165543
3,recall,0.07584873786491499
3,extinction,0.07532291045008907
3,source_memory,0.07173976105413771
3,anger,0.07163882775147079
3,explicit_knowledge,0.07051484163655959
3,familiarity,0.0696004396487446
3,memory_process,0.06949679209724595
3,emotion_recognition,0.06887113454176316
3,autobiographical_memory,0.06729789375861106
3,semantic_memory,0.06511780596035871
