CLUSTER,TOKEN,R,ROC_AUC
1,hearing,0.13844039231618271,0.6165295497230315
1,painful_stimulation,0.12499251613467173,0.6165295497230315
1,tone,0.12487051476956952,0.6165295497230315
1,pain,0.12377129063727965,0.6165295497230315
1,listening,0.11985515057955125,0.6165295497230315
1,heat,0.11140235617432696,0.6165295497230315
1,speech,0.10834543427406276,0.6165295497230315
1,speech_perception,0.10018827687829246,0.6165295497230315
1,melody,0.10006889226580246,0.6165295497230315
1,speech_processing,0.0986697571501821,0.6165295497230315
1,music,0.09756931350754976,0.6165295497230315
1,passive_listening,0.09369211579149404,0.6165295497230315
1,multisensory,0.09367446736158498,0.6165295497230315
1,pain_sensation,0.0934423335019741,0.6165295497230315
1,audition,0.08970596209150711,0.6165295497230315
1,tactile_stimulation,0.08928711173359294,0.6165295497230315
1,movement,0.08736958930360694,0.6165295497230315
2,monitoring,0.15863237265789326,0.5473228019471494
2,cognitive_control,0.12265439769712275,0.5473228019471494
2,decision_making,0.12197092817522735,0.5473228019471494
2,error_detection,0.11196611629983767,0.5473228019471494
2,response_selection,0.10666527843340058,0.5473228019471494
2,cognitive,0.1020719437203658,0.5473228019471494
2,executive_function,0.09934582806281404,0.5473228019471494
2,performance_monitoring,0.09668880222587516,0.5473228019471494
3,working_memory,0.16583955171353784,0.5673424482813233
3,word,0.15893126981040245,0.5673424482813233
3,semantic_processing,0.1540325909248856,0.5673424482813233
3,language,0.1509717032331297,0.5673424482813233
3,retrieval,0.14308497014163818,0.5673424482813233
3,manipulation,0.1370408921278874,0.5673424482813233
3,semantics,0.13617167083146384,0.5673424482813233
3,language_processing,0.13538831936543969,0.5673424482813233
3,reaction_time,0.1325923553616851,0.5673424482813233
3,rehearsal,0.13128155721283494,0.5673424482813233
3,meaning,0.12440892503273902,0.5673424482813233
3,cognitive_process,0.12311025846673306,0.5673424482813233
3,phonological_processing,0.12148141665770823,0.5673424482813233
3,phonology,0.1179274900336032,0.5673424482813233
3,reading,0.11792452672323378,0.5673424482813233
3,sentence_comprehension,0.11593898741916267,0.5673424482813233
3,sentence_processing,0.11545671350485046,0.5673424482813233
3,language_comprehension,0.11384835841784967,0.5673424482813233
4,episodic_memory,0.13717846252867913,0.5902961965665448
4,autobiographical_memory,0.1326900704818967,0.5902961965665448
4,memory,0.11522871768530253,0.5902961965665448
4,remembering,0.11232656236005746,0.5902961965665448
4,prospection,0.10338619602494574,0.5902961965665448
4,retrieval,0.10181102162754313,0.5902961965665448
4,memory_retrieval,0.1007421347673759,0.5902961965665448
4,episodic_simulation,0.09399201936225768,0.5902961965665448
4,recall,0.0883131753874856,0.5902961965665448
4,source_memory,0.0859165224806933,0.5902961965665448
4,thinking,0.08185416676079603,0.5902961965665448
4,theory_mind,0.08131548304575632,0.5902961965665448
5,reward,0.2060600031629872,0.6101255442135538
5,reward_processing,0.16685814324245432,0.6101255442135538
5,reward_anticipation,0.16035316191212562,0.6101255442135538
5,anticipation,0.1526397468268466,0.6101255442135538
5,monetary_incentive_delay_task,0.14840141163045048,0.6101255442135538
5,feedback,0.11510208232911975,0.6101255442135538
5,instrumental_conditioning,0.11351576636096967,0.6101255442135538
5,reinforcement_learning,0.10687806399118124,0.6101255442135538
5,expectancy,0.09558476675378992,0.6101255442135538
5,reward_learning,0.0945806832175478,0.6101255442135538
5,motor_control,0.0914637396669561,0.6101255442135538
5,habit_learning,0.08519416403170664,0.6101255442135538
6,fear,0.2090715374403314,0.6369937482289696
6,emotion,0.20509501431833246,0.6369937482289696
6,facial_expression,0.17582489007856747,0.6369937482289696
6,valence,0.16737222547564126,0.6369937482289696
6,arousal,0.15113964561272356,0.6369937482289696
6,face,0.14489178999636596,0.6369937482289696
6,negative_emotion,0.13487900965551922,0.6369937482289696
6,anger,0.1317702531984358,0.6369937482289696
6,emotional_expression,0.13110683898324155,0.6369937482289696
6,emotional_memory,0.12618878222265334,0.6369937482289696
6,anxiety,0.12375014640090333,0.6369937482289696
6,disgust,0.12131262093710407,0.6369937482289696
7,speech,0.23246805418965644,0.63876717972593
7,speech_perception,0.2180424864479609,0.63876717972593
7,speech_processing,0.21118369544579216,0.63876717972593
7,hearing,0.21011458559061685,0.63876717972593
7,listening,0.2068373339705278,0.63876717972593
7,language,0.1885486533163272,0.63876717972593
7,language_processing,0.17575361946120574,0.63876717972593
7,syllable,0.1604333646898186,0.63876717972593
7,tone,0.1430443040096883,0.63876717972593
7,semantic_processing,0.1408499111731445,0.63876717972593
7,language_comprehension,0.14069974802718413,0.63876717972593
7,speech_production,0.1401524791037473,0.63876717972593
7,prosody,0.1372342066571598,0.63876717972593
7,passive_listening,0.13699902440661516,0.63876717972593
7,music,0.13551112631544934,0.63876717972593
7,auditory_perception,0.13428360104540318,0.63876717972593
8,memory,0.12065490949928825,0.5679110017114668
8,remembering,0.1145792640361572,0.5679110017114668
8,retrieval,0.10862559443872646,0.5679110017114668
8,visual_imagery,0.10417754330517176,0.5679110017114668
8,episodic_memory,0.10362600053725277,0.5679110017114668
8,memory_retrieval,0.1022966556726588,0.5679110017114668
8,encoding,0.09487018712262928,0.5679110017114668
8,recognition_memory,0.08701048898288109,0.5679110017114668
8,recall,0.0847178114709375,0.5679110017114668
8,navigation,0.081891578071344,0.5679110017114668
8,familiarity,0.08117679779340314,0.5679110017114668
9,speech,0.2371258625604004,0.6592912171458547
9,hearing,0.22234782542373566,0.6592912171458547
9,listening,0.21960659896486212,0.6592912171458547
9,speech_processing,0.21009423727248414,0.6592912171458547
9,speech_perception,0.2085793376464268,0.6592912171458547
10,memory,0.09102916480423193,0.5595071355096711
10,declarative_memory,0.07648238892904365,0.5595071355096711
10,episodic_memory,0.07368236212628497,0.5595071355096711
10,recognition_memory,0.07256098415603579,0.5595071355096711
10,episodic_simulation,0.07154895391808416,0.5595071355096711
10,recall,0.06825330384043714,0.5595071355096711
10,recognition,0.06692028842160762,0.5595071355096711
10,autobiographical_memory,0.06387200179383418,0.5595071355096711
10,retrieval,0.06148055992049775,0.5595071355096711
10,remembering,0.06126005727287515,0.5595071355096711
10,semantic_memory,0.05937955259486749,0.5595071355096711
10,semantic_information,0.05906569369003839,0.5595071355096711
10,cognitive_map,0.058967763120457685,0.5595071355096711
10,spatial_memory,0.056595394524385376,0.5595071355096711
10,episodic_future_thinking,0.05340800286302666,0.5595071355096711
10,memory_process,0.05296435558701199,0.5595071355096711
11,memory,0.19977213751555933,0.6465638918048393
11,emotion,0.17890174741420034,0.6465638918048393
11,fear,0.17812661735781274,0.6465638918048393
11,episodic_memory,0.17326043841390862,0.6465638918048393
11,declarative_memory,0.16909720910539006,0.6465638918048393
11,remembering,0.16226315806209302,0.6465638918048393
11,valence,0.15887259170026793,0.6465638918048393
11,recognition_memory,0.1567471844378676,0.6465638918048393
11,emotional_memory,0.15123014275342955,0.6465638918048393
11,facial_expression,0.14955412159286452,0.6465638918048393
11,encoding,0.1473622662602704,0.6465638918048393
12,spatial_attention,0.16041459680837444,0.551302350691226
12,attention,0.14847946114352736,0.551302350691226
12,visual_attention,0.13537242543144345,0.551302350691226
12,visuospatial_attention,0.12662421691573222,0.551302350691226
12,manipulation,0.12172365792204345,0.551302350691226
12,eye,0.11778360220784075,0.551302350691226
12,reaction_time,0.11603245643752284,0.551302350691226
13,arousal,0.1133227354154316,0.5853793631309503
13,anticipation,0.10493009302705013,0.5853793631309503
13,interoception,0.10418817688411353,0.5853793631309503
13,pain,0.10372994401232748,0.5853793631309503
13,monitoring,0.09196575487502703,0.5853793631309503
13,painful_stimulation,0.0851375319798569,0.5853793631309503
13,expectancy,0.08337635614183339,0.5853793631309503
13,error_detection,0.08218317782849749,0.5853793631309503
14,reward,0.1899813778245208,0.5981113314843878
14,reward_processing,0.15359222897443858,0.5981113314843878
14,reward_anticipation,0.1450361280780765,0.5981113314843878
14,anticipation,0.11135186072294563,0.5981113314843878
14,reward_learning,0.10059416460989397,0.5981113314843878
15,reward,0.2678068831882262,0.636481814832099
15,reward_anticipation,0.2208414060994448,0.636481814832099
15,reward_processing,0.2164765048258256,0.636481814832099
15,monetary_incentive_delay_task,0.1750929978038231,0.636481814832099
15,anticipation,0.1528506766420623,0.636481814832099
16,word,0.17717890937474126,0.6365385499316987
16,semantic_processing,0.1737354069499227,0.6365385499316987
16,reading,0.15980618550773526,0.6365385499316987
16,naming,0.1597696339825386,0.6365385499316987
16,language,0.15597732618097634,0.6365385499316987
16,semantics,0.15228495369831313,0.6365385499316987
16,recognition,0.1494428690131973,0.6365385499316987
16,pseudowords,0.146510712227246,0.6365385499316987
16,familiarity,0.14559363866515773,0.6365385499316987
16,phonology,0.14497159170340412,0.6365385499316987
16,face_perception,0.1449461877067039,0.6365385499316987
16,object_recognition,0.1379436659116276,0.6365385499316987
17,hand,0.1950448926140983,0.6181627792446386
17,movement,0.18029748737264897,0.6181627792446386
17,execution,0.1738109050215511,0.6181627792446386
17,arm,0.13612321908022187,0.6181627792446386
17,motor_control,0.13477965985636498,0.6181627792446386
17,grasping,0.12838268137870595,0.6181627792446386
17,grasp,0.11790714015699287,0.6181627792446386
17,representation,0.11442886898020932,0.6181627792446386
17,motor_planning,0.10649555941473704,0.6181627792446386
17,object_manipulation,0.10518841155483076,0.6181627792446386
18,memory,0.16248515573521286,0.608662863460846
18,episodic_memory,0.14785374333636267,0.608662863460846
18,declarative_memory,0.14016122131213393,0.608662863460846
18,recognition_memory,0.13953377195685793,0.608662863460846
18,remembering,0.13532149801025428,0.608662863460846
18,encoding,0.1289081631207191,0.608662863460846
18,retrieval,0.12798857816951548,0.608662863460846
18,spatial_memory,0.11911575392118015,0.608662863460846
18,recognition,0.11555505747809232,0.608662863460846
18,cognitive_map,0.11270312379975772,0.608662863460846
18,navigation,0.107847345748854,0.608662863460846
18,familiarity,0.10561113961621496,0.608662863460846
19,anticipation,0.08590269777346647,0.5832532272466208
19,nociception,0.08422912330563068,0.5832532272466208
19,arousal,0.07926485417917799,0.5832532272466208
19,pain,0.078816018106244,0.5832532272466208
19,micturition,0.06677790732878425,0.5832532272466208
20,speech,0.20431798232483606,0.626325342338482
20,speech_processing,0.1810047890557225,0.626325342338482
20,listening,0.17622966076386612,0.626325342338482
20,language,0.17419854089884654,0.626325342338482
20,speech_perception,0.1726437163337367,0.626325342338482
20,hearing,0.16684375406524166,0.626325342338482
20,language_processing,0.16457945852341846,0.626325342338482
20,language_comprehension,0.14066844811804122,0.626325342338482
20,semantic_processing,0.13656730271716486,0.626325342338482
21,semantic_knowledge,0.09950813787997022,0.5876914861532958
21,semantic_memory,0.09904928326573018,0.5876914861532958
21,episodic_memory,0.09420015769574068,0.5876914861532958
21,semantic_processing,0.09002436918177302,0.5876914861532958
21,memory,0.08804063556729033,0.5876914861532958
21,retrieval,0.07751416798785188,0.5876914861532958
21,semantic_information,0.07590501901013415,0.5876914861532958
21,declarative_memory,0.07576913668648176,0.5876914861532958
21,imageability,0.07486076980211281,0.5876914861532958
21,autobiographical_memory,0.07466113134224148,0.5876914861532958
21,word,0.07385793704124631,0.5876914861532958
21,remembering,0.0721481613423741,0.5876914861532958
21,theory_mind,0.07169390107368523,0.5876914861532958
22,reward,0.2503189039355678,0.6348203128156665
22,reward_anticipation,0.22213029471377466,0.6348203128156665
22,reward_processing,0.19692041524815374,0.6348203128156665
22,monetary_incentive_delay_task,0.16667426282360065,0.6348203128156665
22,anticipation,0.14424596583683086,0.6348203128156665
23,execution,0.1521941405538578,0.5912425214027545
23,working_memory,0.13498808110131702,0.5912425214027545
23,response_selection,0.1147342696371755,0.5912425214027545
23,monitoring,0.1137965031504274,0.5912425214027545
23,cognitive_control,0.11067608653963296,0.5912425214027545
23,reaction_time,0.10656650610097032,0.5912425214027545
23,motor_control,0.10457045048198392,0.5912425214027545
23,preparation,0.1042985522184314,0.5912425214027545
23,movement,0.10287793011149024,0.5912425214027545
23,rehearsal,0.10166858512931558,0.5912425214027545
23,manipulation,0.09977104356498534,0.5912425214027545
23,spatial_working_memory,0.09689695261394353,0.5912425214027545
24,execution,0.1429699124436207,0.559574139753159
24,hand,0.13564557869634428,0.559574139753159
24,manipulation,0.13432056376399196,0.559574139753159
24,grasping,0.13101520887527648,0.559574139753159
24,representation,0.12420297594331545,0.559574139753159
25,reward,0.13435208289855882,0.6118138908209573
25,autobiographical_memory,0.1237662747536006,0.6118138908209573
25,valence,0.12018827907248662,0.6118138908209573
25,social_cognition,0.1112720360713461,0.6118138908209573
25,decision_making,0.10819437800565533,0.6118138908209573
25,theory_mind,0.10629090745256513,0.6118138908209573
25,reward_processing,0.10607669915679444,0.6118138908209573
25,emotion,0.10335515732539707,0.6118138908209573
25,prospection,0.10333502562148247,0.6118138908209573
25,arousal,0.09674014190276067,0.6118138908209573
25,episodic_simulation,0.0929133404773764,0.6118138908209573
25,salience,0.08494242464839152,0.6118138908209573
25,thought,0.07802449109738946,0.6118138908209573
26,anticipation,0.08665285660996054,0.563496887256596
26,painful_stimulation,0.08613466861624756,0.563496887256596
26,pain,0.07619093792492625,0.563496887256596
