CLUSTER,TOKEN,R
1,memory,0.7486946380158939
1,retrieval,0.6450969065807083
1,episodic_memory,0.6319416980977822
1,encoding,0.6303805621902536
1,recognition_memory,0.6218584517052721
1,remembering,0.600269787505368
1,memory_retrieval,0.5470532751932742
1,recall,0.523470682653329
1,recognition,0.482597691984342
1,longterm_memory,0.4657866093151748
1,encoding_task,0.4645758872385982
1,declarative_memory,0.4601665959920698
1,forgetting,0.4591873546912259
1,source_memory,0.4548041123497083
1,familiarity,0.4495034862184685
1,free_recall,0.4229493370140097
1,memory_process,0.4172580794696911
1,consolidation,0.3610908417968678
1,memory_trace,0.357453429800088
1,retrieval_cue,0.3527637646613593
1,explicit_memory,0.34859292312853807
1,memory_function,0.3480140562482593
1,retention,0.34340252120702275
1,memory_consolidation,0.3394011009611833
1,spatial_memory,0.32853248175809524
2,working_memory,0.5554737537999936
2,executive_function,0.4843483313727682
2,cognitive,0.46909997881562693
2,cognitive_control,0.4630302585963534
2,response_inhibition,0.4294550391768858
2,interference,0.4217014613012605
2,stroop,0.3825474718947812
2,stroop_task,0.3790365840843396
2,maintenance,0.3757917513451433
2,task_switching,0.36786205924421367
2,attention,0.3638727253596892
2,reaction_time,0.35604718240917455
2,response_selection,0.3515218275901161
2,monitoring,0.3474756111316231
2,cognitive_process,0.3469438380345532
2,inhibition,0.3367802035531142
2,gonogo_task,0.33279325389583225
2,gonogo,0.33139513626515954
2,error_detection,0.33096194534926915
2,nback_task,0.3273683386113248
2,cognitive_function,0.32530052725086644
2,resource,0.31841421156466254
2,spatial_working_memory,0.3179120163581187
2,nback,0.3171664687932826
2,taskswitching,0.3062220053342587
3,language,0.7667751793605214
3,word,0.6628748000027407
3,semantic_processing,0.6350257713230836
3,language_processing,0.6286049628455825
3,phonology,0.6249566790170911
3,semantics,0.6190896839335309
3,reading,0.6015373010293825
3,phonological_processing,0.5963927432041727
3,speech,0.5801898537326439
3,language_comprehension,0.5408108512135734
3,syllable,0.5396347414718445
3,pseudowords,0.5275352840742561
3,naming,0.5167975430058376
3,lexicon,0.5083257298189565
3,sentence_processing,0.5056668913179798
3,sentence_comprehension,0.505424880320716
3,word_recognition,0.5023300598859137
3,lexical_access,0.482850764770717
3,speech_production,0.4759123346452213
3,syntax,0.4657057828791
3,speech_perception,0.46160579949683
3,speech_processing,0.4595914983078547
3,orthography,0.45782546520169065
3,articulation,0.4572825121843246
3,meaning,0.45667589620979365
4,emotion,0.5829994659047848
4,reward,0.4872931361080267
4,personality,0.46353091617447517
4,fear,0.4635221946148752
4,negative_emotion,0.45911416721615866
4,arousal,0.45866777684518
4,valence,0.45296979980652763
4,anxiety,0.4442490475929316
4,emotion_regulation,0.43898647079375047
4,mood,0.4129424899801236
4,facial_expression,0.41043272657599905
4,reward_processing,0.40716179038479017
4,anger,0.3977069985006345
4,disgust,0.3744530259405674
4,anticipation,0.3703559180152778
4,empathy,0.37019769972737293
4,sadness,0.36658944191943976
4,social_cognition,0.36146496965886926
4,personality_trait,0.3499436464628172
4,decision_making,0.3422729755961168
4,salience,0.338012862160054
4,happiness,0.33113736042375347
4,neuroticism,0.32363642518256996
4,addiction,0.3166366134289279
4,stress,0.3161242109809248
5,context,0.37313026507854075
5,cognition,0.36196678708432867
5,knowledge,0.3359901097363208
5,goal,0.3341693685974766
5,judgment,0.33362091604094785
5,manipulation,0.3261921141896149
5,decision,0.3155810033958981
5,inference,0.31312208986429446
5,focus,0.2936907285065734
5,concept,0.2872457926979811
5,insight,0.28519386824120285
5,search,0.28428591189559566
5,thought,0.2810399858731122
5,capture,0.26182052838213843
5,representation,0.25866288432840717
5,meaning,0.2545476074686355
5,generate,0.25368262597724645
5,estimation,0.23900439564804116
5,retrieval,0.2386267300306089
5,button_press,0.23486397593425765
5,language,0.23431638411362862
5,draw,0.2288767762031291
5,semantics,0.22847113775271138
5,semantic_processing,0.2280901361063163
5,skill,0.2271952747443243
6,movement,0.44608991653223323
6,hand,0.43607781602709783
6,eye,0.43081068080177154
6,representation,0.4171542677153463
6,eye_movement,0.413473984913476
6,vision,0.41007416812415576
6,grasping,0.4025310637725511
6,execution,0.39710854220355096
6,spatial_attention,0.3878308839897114
6,perception,0.38089376427629873
6,saccade,0.37187276386986445
6,spatial,0.3670485205873029
6,arm,0.35549147310135576
6,action,0.3451664936051031
6,grasp,0.3414985778638873
6,visual_angle,0.33861137009987374
6,visual_perception,0.3382844619225998
6,object_recognition,0.32221259088634624
6,move,0.31496065384609184
6,shape,0.3097940643353842
6,visual_attention,0.3055869440588719
6,motion_processing,0.3027019809893785
6,multisensory,0.30017509364071204
6,visual_motion,0.2979643621342223
6,discrimination,0.2924182963447658
