CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,motor_learning,0.06486073283682063,0.5538843510787606,EXECUTION,Execution
1,motor_control,0.0579589119134004,0.5538843510787606,EXECUTION,Execution
1,vection,0.05654904322537435,0.5538843510787606,EXECUTION,Execution
1,movement,0.055187965404565616,0.5538843510787606,EXECUTION,Execution
1,autonomic_nervous_system_function,0.05402954988880443,0.5538843510787606,EXECUTION,Execution
1,execution,0.04681044388983965,0.5538843510787606,EXECUTION,Execution
2,working_memory,0.17718487388077306,0.6357668765123836,MANIPULATION,Manipulation
2,manipulation,0.1432171139483107,0.6357668765123836,MANIPULATION,Manipulation
2,reaction_time,0.13730536283233447,0.6357668765123836,MANIPULATION,Manipulation
2,rehearsal,0.13394921273433494,0.6357668765123836,MANIPULATION,Manipulation
2,execution,0.12849272374164414,0.6357668765123836,MANIPULATION,Manipulation
2,cognitive_control,0.12438315171330785,0.6357668765123836,MANIPULATION,Manipulation
2,word,0.12362904266592745,0.6357668765123836,MANIPULATION,Manipulation
2,cognitive_process,0.12292571612555354,0.6357668765123836,MANIPULATION,Manipulation
2,monitoring,0.1218711687001577,0.6357668765123836,MANIPULATION,Manipulation
2,language,0.12080960322986173,0.6357668765123836,MANIPULATION,Manipulation
2,semantic_processing,0.118555274059768,0.6357668765123836,MANIPULATION,Manipulation
2,retrieval,0.11654612024766288,0.6357668765123836,MANIPULATION,Manipulation
2,strategy,0.11578884701109488,0.6357668765123836,MANIPULATION,Manipulation
2,response_selection,0.11057222018308263,0.6357668765123836,MANIPULATION,Manipulation
2,semantics,0.10640968234530056,0.6357668765123836,MANIPULATION,Manipulation
2,maintenance,0.10522529881879264,0.6357668765123836,MANIPULATION,Manipulation
2,language_processing,0.10464790277091564,0.6357668765123836,MANIPULATION,Manipulation
2,goal,0.10263142309965947,0.6357668765123836,MANIPULATION,Manipulation
2,meaning,0.10259327106648546,0.6357668765123836,MANIPULATION,Manipulation
2,spatial_working_memory,0.1020657664844776,0.6357668765123836,MANIPULATION,Manipulation
2,action,0.10004088368335884,0.6357668765123836,MANIPULATION,Manipulation
2,task_set,0.0999917597010209,0.6357668765123836,MANIPULATION,Manipulation
2,cognitive,0.09907235905946576,0.6357668765123836,MANIPULATION,Manipulation
2,reading,0.0978800099716602,0.6357668765123836,MANIPULATION,Manipulation
3,fear,0.1624681000278677,0.6420552007705183,MEMORY,Memory
3,emotion,0.1580428593727232,0.6420552007705183,MEMORY,Memory
3,memory,0.15298862694698362,0.6420552007705183,MEMORY,Memory
3,declarative_memory,0.15102529954351807,0.6420552007705183,MEMORY,Memory
3,valence,0.1364131651979337,0.6420552007705183,MEMORY,Memory
3,emotional_memory,0.13562875882382613,0.6420552007705183,MEMORY,Memory
3,episodic_memory,0.13397640061836225,0.6420552007705183,MEMORY,Memory
3,recognition_memory,0.13211772964350724,0.6420552007705183,MEMORY,Memory
3,arousal,0.1287181688221219,0.6420552007705183,MEMORY,Memory
3,facial_expression,0.1277034869903787,0.6420552007705183,MEMORY,Memory
3,remembering,0.11781279181846545,0.6420552007705183,MEMORY,Memory
