CLUSTER,TOKEN,R,ROC_AUC
1,hearing,0.2222978608764326,0.6512425349836772
1,speech,0.21649990929708826,0.6512425349836772
1,listening,0.2123553336862614,0.6512425349836772
1,speech_perception,0.1951417050430452,0.6512425349836772
1,speech_processing,0.19116335005147087,0.6512425349836772
2,manipulation,0.15231276002634156,0.5465853770291362
2,working_memory,0.14104183268308726,0.5465853770291362
2,attention,0.13473440695369376,0.5465853770291362
2,execution,0.13397792464988134,0.5465853770291362
2,spatial_attention,0.12890638445708888,0.5465853770291362
2,action,0.12754325953199264,0.5465853770291362
2,representation,0.1270211397628488,0.5465853770291362
2,reaction_time,0.12627178790066726,0.5465853770291362
2,grasping,0.12448185731724468,0.5465853770291362
2,rehearsal,0.1230582273051556,0.5465853770291362
3,execution,0.19537748867338686,0.5973591574836556
3,movement,0.16582282665961762,0.5973591574836556
3,hand,0.1615950247982759,0.5973591574836556
3,motor_control,0.14603084627619553,0.5973591574836556
3,preparation,0.11985604352635768,0.5973591574836556
3,motor_planning,0.11696586184045968,0.5973591574836556
3,arm,0.11406027292998375,0.5973591574836556
4,face_perception,0.18611717068319406,0.6361554671377125
4,recognition,0.15493863490235435,0.6361554671377125
4,face,0.15002426454417908,0.6361554671377125
4,face_recognition,0.14011201494895126,0.6361554671377125
4,familiarity,0.12545521567620413,0.6361554671377125
5,reward,0.21779280357447725,0.6083434473187177
5,reward_processing,0.17226060669483878,0.6083434473187177
5,anticipation,0.16806030641623673,0.6083434473187177
5,reward_anticipation,0.16754390527581847,0.6083434473187177
5,monetary_incentive_delay_task,0.1534769954628026,0.6083434473187177
5,instrumental_conditioning,0.11356853634439153,0.6083434473187177
5,feedback,0.11341729616109825,0.6083434473187177
5,reinforcement_learning,0.10526298028949728,0.6083434473187177
5,expectancy,0.10436398542545162,0.6083434473187177
6,reward,0.18861313257593768,0.6126912490591596
6,reward_processing,0.15082657981725553,0.6126912490591596
6,valence,0.12845610787599115,0.6126912490591596
6,reward_anticipation,0.12408082484198575,0.6126912490591596
6,decision_making,0.1236258367887819,0.6126912490591596
6,autobiographical_memory,0.11168718526489517,0.6126912490591596
6,arousal,0.10719915702315404,0.6126912490591596
6,emotion,0.10658048380656372,0.6126912490591596
6,anticipation,0.10170655797323414,0.6126912490591596
6,social_cognition,0.09807467350130626,0.6126912490591596
6,reward_learning,0.09421152118012599,0.6126912490591596
6,salience,0.0941197303195535,0.6126912490591596
6,prospection,0.09214314451457896,0.6126912490591596
6,mood,0.09166647084889926,0.6126912490591596
6,intertemporal_choice,0.09072999959349798,0.6126912490591596
6,theory_mind,0.08911233109662818,0.6126912490591596
6,expectancy,0.08735007563453133,0.6126912490591596
7,memory,0.09102916480423193,0.5607978344416138
7,declarative_memory,0.07648238892904365,0.5607978344416138
7,episodic_memory,0.07368236212628497,0.5607978344416138
7,recognition_memory,0.07256098415603579,0.5607978344416138
7,episodic_simulation,0.07154895391808416,0.5607978344416138
7,recall,0.06825330384043714,0.5607978344416138
7,recognition,0.06692028842160762,0.5607978344416138
7,autobiographical_memory,0.06387200179383418,0.5607978344416138
7,retrieval,0.06148055992049775,0.5607978344416138
7,remembering,0.06126005727287515,0.5607978344416138
7,semantic_memory,0.05937955259486749,0.5607978344416138
7,semantic_information,0.05906569369003839,0.5607978344416138
7,cognitive_map,0.058967763120457685,0.5607978344416138
8,memory,0.2221631953230884,0.6320487753100239
8,episodic_memory,0.19972693582662895,0.6320487753100239
8,declarative_memory,0.1853440664668012,0.6320487753100239
8,remembering,0.17673304982328972,0.6320487753100239
8,encoding,0.17153410280036951,0.6320487753100239
8,recognition_memory,0.17089567467150632,0.6320487753100239
8,retrieval,0.1644684150916198,0.6320487753100239
8,memory_process,0.14352863564472826,0.6320487753100239
8,recall,0.14219674698874912,0.6320487753100239
8,emotional_memory,0.14166082016331585,0.6320487753100239
8,encoding_task,0.1388375458832009,0.6320487753100239
8,recognition,0.1369906132479769,0.6320487753100239
8,autobiographical_memory,0.1352520450827067,0.6320487753100239
8,source_memory,0.12938143925770862,0.6320487753100239
9,speech,0.18004268152115074,0.6080926637803707
9,speech_perception,0.16228560116619975,0.6080926637803707
9,speech_processing,0.16152263907593176,0.6080926637803707
9,listening,0.15815850179676658,0.6080926637803707
9,hearing,0.15584352713573765,0.6080926637803707
10,semantic_processing,0.1420410352247317,0.6062620740937306
10,word,0.1361769504101613,0.6062620740937306
10,semantic_knowledge,0.13072665176593973,0.6062620740937306
10,retrieval,0.12926864151780634,0.6062620740937306
10,memory,0.12684091070313888,0.6062620740937306
10,episodic_memory,0.12294620645114347,0.6062620740937306
10,familiarity,0.1206836153149874,0.6062620740937306
10,semantic_memory,0.1202638819507738,0.6062620740937306
10,naming,0.11647986296787828,0.6062620740937306
10,recognition,0.11404827939461593,0.6062620740937306
10,recognition_memory,0.1133863378125696,0.6062620740937306
10,remembering,0.10866169755626204,0.6062620740937306
11,monitoring,0.1419402700008818,0.5458400815347815
11,cognitive_control,0.12664730904696928,0.5458400815347815
11,reaction_time,0.11784976040339362,0.5458400815347815
11,working_memory,0.1145079359162885,0.5458400815347815
11,cognitive_process,0.11393388424935033,0.5458400815347815
12,speech,0.2244570468332652,0.6590689833634729
12,language,0.21182621189584885,0.6590689833634729
12,language_processing,0.19930627685616809,0.6590689833634729
12,speech_processing,0.1960044928260568,0.6590689833634729
12,listening,0.19144817426162328,0.6590689833634729
12,speech_perception,0.18888848136513972,0.6590689833634729
12,hearing,0.18178632026951735,0.6590689833634729
12,semantic_processing,0.17900237146523326,0.6590689833634729
12,semantics,0.170668983668118,0.6590689833634729
12,language_comprehension,0.17060905773166432,0.6590689833634729
12,word,0.1645481296871661,0.6590689833634729
12,syllable,0.15791605941883105,0.6590689833634729
12,sentence_processing,0.15659915944446368,0.6590689833634729
12,sentence_comprehension,0.14433329074435425,0.6590689833634729
13,episodic_memory,0.14082055266857255,0.5863443202737066
13,memory,0.13109376293879066,0.5863443202737066
13,memory_retrieval,0.12473617695369844,0.5863443202737066
13,remembering,0.12207861073641142,0.5863443202737066
13,retrieval,0.12181483107970775,0.5863443202737066
13,autobiographical_memory,0.11655759403155153,0.5863443202737066
13,prospection,0.10280186253324032,0.5863443202737066
13,source_memory,0.09826177927104804,0.5863443202737066
13,recall,0.09655797948388004,0.5863443202737066
13,episodic_simulation,0.09339421990930116,0.5863443202737066
13,encoding,0.09011572730349918,0.5863443202737066
13,recognition_memory,0.0871230895674796,0.5863443202737066
13,navigation,0.08471296236793567,0.5863443202737066
13,visual_imagery,0.08429244889990034,0.5863443202737066
13,theory_mind,0.08324303300850018,0.5863443202737066
13,spatial_memory,0.08082223239942939,0.5863443202737066
13,mental_imagery,0.0807968200592365,0.5863443202737066
14,memory,0.10711568721477986,0.5763425192050196
14,visual_imagery,0.10283519193191076,0.5763425192050196
14,remembering,0.102306319283449,0.5763425192050196
14,retrieval,0.10211579179841236,0.5763425192050196
14,memory_retrieval,0.08763902826477893,0.5763425192050196
14,familiarity,0.08758808953047932,0.5763425192050196
14,encoding,0.08688178085996519,0.5763425192050196
14,episodic_memory,0.08683520372105613,0.5763425192050196
14,recognition,0.08276165394369782,0.5763425192050196
14,recognition_memory,0.08159400493814503,0.5763425192050196
14,imagery,0.081200945504633,0.5763425192050196
14,vision,0.08023104267121511,0.5763425192050196
14,covert,0.07770911270830919,0.5763425192050196
14,mental_imagery,0.07572154695757269,0.5763425192050196
14,eye,0.07471674168337028,0.5763425192050196
14,imagine,0.07469676529755999,0.5763425192050196
14,navigation,0.07451587528369291,0.5763425192050196
14,visual_attention,0.07420935340343282,0.5763425192050196
14,visual_perception,0.07323749024011972,0.5763425192050196
14,episodic_simulation,0.07249742717632451,0.5763425192050196
14,spatial_memory,0.0723080851409539,0.5763425192050196
14,source_memory,0.07132856167618283,0.5763425192050196
14,recall,0.07085491909842022,0.5763425192050196
14,face_perception,0.07060181557040564,0.5763425192050196
15,reward,0.31054621602485905,0.6479432087218129
15,reward_anticipation,0.2654069207375782,0.6479432087218129
15,reward_processing,0.24780808659067474,0.6479432087218129
15,monetary_incentive_delay_task,0.20482501621764715,0.6479432087218129
15,anticipation,0.1780608985865225,0.6479432087218129
15,reward_learning,0.1645453018575135,0.6479432087218129
15,instrumental_conditioning,0.15660092576282525,0.6479432087218129
15,reinforcement_learning,0.14365504851454838,0.6479432087218129
15,loss_anticipation,0.1403492061734208,0.6479432087218129
15,feedback,0.13860126398866088,0.6479432087218129
15,addiction,0.13390872292006925,0.6479432087218129
15,expectancy,0.13172409252279915,0.6479432087218129
15,gambling,0.1313006727975083,0.6479432087218129
15,decision_making,0.13013809837266704,0.6479432087218129
15,wanting,0.1213975211378374,0.6479432087218129
16,face_perception,0.1682814204963896,0.6306189553777986
16,vision,0.1594942793556057,0.6306189553777986
16,object_recognition,0.15868914011555207,0.6306189553777986
16,recognition,0.14902592582127736,0.6306189553777986
16,reading,0.1454228237836385,0.6306189553777986
16,word,0.14030134981182285,0.6306189553777986
16,familiarity,0.13745511385430184,0.6306189553777986
16,visual_perception,0.13310572038488633,0.6306189553777986
16,naming,0.13300712859295774,0.6306189553777986
17,fear,0.2410169819140791,0.652953224129172
17,emotion,0.2391119736913125,0.652953224129172
17,facial_expression,0.20937419930867945,0.652953224129172
17,valence,0.19907443901633814,0.652953224129172
17,arousal,0.17742104317229884,0.652953224129172
17,face,0.16445011961904796,0.652953224129172
17,negative_emotion,0.15045506674179834,0.652953224129172
17,emotional_expression,0.14991337784165348,0.652953224129172
17,anxiety,0.14699679593574375,0.652953224129172
17,emotional_memory,0.14506418091545664,0.652953224129172
17,anger,0.14261537191574433,0.652953224129172
17,disgust,0.14157930433391658,0.652953224129172
17,sadness,0.13887265219345069,0.652953224129172
17,international_affective_picture_system,0.13656057156232465,0.652953224129172
17,extinction,0.1326533930771706,0.652953224129172
17,picture,0.13161985840728074,0.652953224129172
17,memory,0.1231009635527605,0.652953224129172
17,declarative_memory,0.1218262848509853,0.652953224129172
17,emotion_regulation,0.11931219855636978,0.652953224129172
17,explicit_knowledge,0.11572509857540875,0.652953224129172
17,olfaction,0.11552423623062585,0.652953224129172
17,emotion_perception,0.11523799182382732,0.652953224129172
