CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,face_perception,0.1698953799201474,0.6351578323173588,VISION,Vision
1,face,0.13877038211421033,0.6351578323173588,VISION,Vision
1,object_recognition,0.1339192475700331,0.6351578323173588,VISION,Vision
1,recognition,0.13325724355332233,0.6351578323173588,VISION,Vision
1,vision,0.1331115739341967,0.6351578323173588,VISION,Vision
1,visual_attention,0.12181126071901725,0.6351578323173588,VISION,Vision
1,visual_perception,0.12148177098628248,0.6351578323173588,VISION,Vision
1,face_recognition,0.11979308007606053,0.6351578323173588,VISION,Vision
1,visual_angle,0.11674928331957372,0.6351578323173588,VISION,Vision
1,visual_object,0.11378743178360412,0.6351578323173588,VISION,Vision
1,familiarity,0.10908853551502562,0.6351578323173588,VISION,Vision
1,picture,0.10600579520102814,0.6351578323173588,VISION,Vision
2,working_memory,0.13547672348988074,0.6034627158193611,COGNITION,Cognition
2,cognitive_control,0.12562205706793933,0.6034627158193611,COGNITION,Cognition
2,monitoring,0.12034888646362807,0.6034627158193611,COGNITION,Cognition
2,execution,0.11241194643338903,0.6034627158193611,COGNITION,Cognition
2,response_selection,0.10195512277084873,0.6034627158193611,COGNITION,Cognition
2,spatial_working_memory,0.098277096769268,0.6034627158193611,COGNITION,Cognition
2,strategy,0.09738285935363468,0.6034627158193611,COGNITION,Cognition
2,preparation,0.09679416237481088,0.6034627158193611,COGNITION,Cognition
2,cognitive,0.09577272333947108,0.6034627158193611,COGNITION,Cognition
2,reaction_time,0.09366584857528117,0.6034627158193611,COGNITION,Cognition
2,cognitive_process,0.09191837922811938,0.6034627158193611,COGNITION,Cognition
2,maintenance,0.09165939419000216,0.6034627158193611,COGNITION,Cognition
2,executive_function,0.09128833990483044,0.6034627158193611,COGNITION,Cognition
2,error_detection,0.0905788303196273,0.6034627158193611,COGNITION,Cognition
2,manipulation,0.08978962321098348,0.6034627158193611,COGNITION,Cognition
2,attention,0.08815409811570599,0.6034627158193611,COGNITION,Cognition
2,task_set,0.08504433813460252,0.6034627158193611,COGNITION,Cognition
2,goal,0.08113765334874952,0.6034627158193611,COGNITION,Cognition
2,planning,0.0801734581753139,0.6034627158193611,COGNITION,Cognition
2,rehearsal,0.07876846438399049,0.6034627158193611,COGNITION,Cognition
2,target,0.07431575734243827,0.6034627158193611,COGNITION,Cognition
2,response_inhibition,0.0741201848313858,0.6034627158193611,COGNITION,Cognition
2,updating,0.07409668672212387,0.6034627158193611,COGNITION,Cognition
2,task_switching,0.07199244066181593,0.6034627158193611,COGNITION,Cognition
3,arousal,0.1167390397351319,0.6021051562496724,MANIPULATION,Manipulation
3,monitoring,0.1102443820961698,0.6021051562496724,MANIPULATION,Manipulation
3,anticipation,0.10744678472412696,0.6021051562496724,MANIPULATION,Manipulation
3,interoception,0.10252054617182044,0.6021051562496724,MANIPULATION,Manipulation
3,decision_making,0.10082130432242256,0.6021051562496724,MANIPULATION,Manipulation
3,error_detection,0.09988234360810637,0.6021051562496724,MANIPULATION,Manipulation
3,cognitive_control,0.09798710300511282,0.6021051562496724,MANIPULATION,Manipulation
3,reaction_time,0.0973045942373835,0.6021051562496724,MANIPULATION,Manipulation
3,response_selection,0.09728320719636124,0.6021051562496724,MANIPULATION,Manipulation
3,pain,0.09677777552379646,0.6021051562496724,MANIPULATION,Manipulation
3,strategy,0.08719946607364999,0.6021051562496724,MANIPULATION,Manipulation
3,manipulation,0.08639617749631108,0.6021051562496724,MANIPULATION,Manipulation
3,salience,0.08593710773791355,0.6021051562496724,MANIPULATION,Manipulation
3,response_inhibition,0.08519142313883349,0.6021051562496724,MANIPULATION,Manipulation
3,cognitive_process,0.08495467452596693,0.6021051562496724,MANIPULATION,Manipulation
3,task_set,0.08407026132633902,0.6021051562496724,MANIPULATION,Manipulation
3,reward,0.08381464659161368,0.6021051562496724,MANIPULATION,Manipulation
3,working_memory,0.08360513012433238,0.6021051562496724,MANIPULATION,Manipulation
3,context,0.0828730831298312,0.6021051562496724,MANIPULATION,Manipulation
3,disgust,0.08287142616547008,0.6021051562496724,MANIPULATION,Manipulation
3,valence,0.08276666927738856,0.6021051562496724,MANIPULATION,Manipulation
3,expectancy,0.08040373626901237,0.6021051562496724,MANIPULATION,Manipulation
3,painful_stimulation,0.07976218681799174,0.6021051562496724,MANIPULATION,Manipulation
3,decision,0.07883914646881071,0.6021051562496724,MANIPULATION,Manipulation
4,hearing,0.17518875261473404,0.6378176691625486,PERCEPTION,Perception
4,listening,0.15955501861525048,0.6378176691625486,PERCEPTION,Perception
4,speech,0.14752166911116835,0.6378176691625486,PERCEPTION,Perception
4,tone,0.14558939864437154,0.6378176691625486,PERCEPTION,Perception
4,speech_perception,0.13717389200306895,0.6378176691625486,PERCEPTION,Perception
4,speech_processing,0.13088188695945632,0.6378176691625486,PERCEPTION,Perception
4,music,0.12605086035491644,0.6378176691625486,PERCEPTION,Perception
4,melody,0.1242562864090534,0.6378176691625486,PERCEPTION,Perception
4,pain,0.1240039135229555,0.6378176691625486,PERCEPTION,Perception
4,painful_stimulation,0.12307417721694752,0.6378176691625486,PERCEPTION,Perception
4,passive_listening,0.1173117258248845,0.6378176691625486,PERCEPTION,Perception
4,heat,0.11501124300078995,0.6378176691625486,PERCEPTION,Perception
4,auditory_perception,0.10945066767800103,0.6378176691625486,PERCEPTION,Perception
4,audition,0.10804910818471787,0.6378176691625486,PERCEPTION,Perception
4,multisensory,0.09865619838195508,0.6378176691625486,PERCEPTION,Perception
4,auditory_feedback,0.09543344403591547,0.6378176691625486,PERCEPTION,Perception
4,speech_production,0.0932986783203069,0.6378176691625486,PERCEPTION,Perception
4,pain_sensation,0.0925907968897467,0.6378176691625486,PERCEPTION,Perception
4,perception,0.0913657399320036,0.6378176691625486,PERCEPTION,Perception
4,tactile_stimulation,0.08897912678651873,0.6378176691625486,PERCEPTION,Perception
4,intonation,0.08633398322684299,0.6378176691625486,PERCEPTION,Perception
4,syllable,0.08574149939268681,0.6378176691625486,PERCEPTION,Perception
4,prosody,0.08462408438995297,0.6378176691625486,PERCEPTION,Perception
4,somatic_sensation,0.08414930460633567,0.6378176691625486,PERCEPTION,Perception
4,motor_control,0.08396918930400464,0.6378176691625486,PERCEPTION,Perception
5,execution,0.17911578828139024,0.6289598496468449,PREPARATION,Preparation
5,hand,0.15595294488352174,0.6289598496468449,PREPARATION,Preparation
5,movement,0.14140239643692076,0.6289598496468449,PREPARATION,Preparation
5,rehearsal,0.13954188764421427,0.6289598496468449,PREPARATION,Preparation
5,working_memory,0.1365631196746834,0.6289598496468449,PREPARATION,Preparation
5,manipulation,0.12467075928971648,0.6289598496468449,PREPARATION,Preparation
5,motor_control,0.12188068871736653,0.6289598496468449,PREPARATION,Preparation
5,action,0.1170001319741366,0.6289598496468449,PREPARATION,Preparation
5,monitoring,0.1114086925735295,0.6289598496468449,PREPARATION,Preparation
5,grasp,0.1113605668112273,0.6289598496468449,PREPARATION,Preparation
5,covert,0.10784348116471873,0.6289598496468449,PREPARATION,Preparation
5,representation,0.10755748983582583,0.6289598496468449,PREPARATION,Preparation
5,reaction_time,0.10683128610721963,0.6289598496468449,PREPARATION,Preparation
5,motor_planning,0.10659577758047956,0.6289598496468449,PREPARATION,Preparation
5,preparation,0.10496527991358598,0.6289598496468449,PREPARATION,Preparation
5,language,0.10464880556688404,0.6289598496468449,PREPARATION,Preparation
5,grasping,0.10455250434147406,0.6289598496468449,PREPARATION,Preparation
5,response_selection,0.10230552246066038,0.6289598496468449,PREPARATION,Preparation
5,arm,0.10138486256208662,0.6289598496468449,PREPARATION,Preparation
6,fear,0.14597215467913846,0.6201165667982761,EMOTION,Emotion
6,emotion,0.14596320460085102,0.6201165667982761,EMOTION,Emotion
6,facial_expression,0.12572974348534574,0.6201165667982761,EMOTION,Emotion
6,valence,0.12097520815557394,0.6201165667982761,EMOTION,Emotion
6,memory,0.12032627067733155,0.6201165667982761,EMOTION,Emotion
6,arousal,0.11220602645985528,0.6201165667982761,EMOTION,Emotion
6,declarative_memory,0.10175723493712938,0.6201165667982761,EMOTION,Emotion
6,episodic_memory,0.098323893830885,0.6201165667982761,EMOTION,Emotion
6,remembering,0.0965149602784378,0.6201165667982761,EMOTION,Emotion
6,anxiety,0.09404942883266276,0.6201165667982761,EMOTION,Emotion
6,emotional_memory,0.09250303323304193,0.6201165667982761,EMOTION,Emotion
6,recognition_memory,0.09248704717095037,0.6201165667982761,EMOTION,Emotion
6,picture,0.09131974617011727,0.6201165667982761,EMOTION,Emotion
6,sadness,0.08996747462332318,0.6201165667982761,EMOTION,Emotion
6,face,0.08961060716582306,0.6201165667982761,EMOTION,Emotion
6,recognition,0.08740025186351666,0.6201165667982761,EMOTION,Emotion
6,negative_emotion,0.08567607271885644,0.6201165667982761,EMOTION,Emotion
6,emotional_expression,0.0842056371470758,0.6201165667982761,EMOTION,Emotion
6,emotion_regulation,0.08364362552840443,0.6201165667982761,EMOTION,Emotion
6,memory_consolidation,0.0824849506384313,0.6201165667982761,EMOTION,Emotion
