CLUSTER,TOKEN,R,ROC_AUC
1,manipulation,0.12866621589343635,0.623438588273914
1,execution,0.12862017373717965,0.623438588273914
1,covert,0.12652682084497335,0.623438588273914
1,spatial_attention,0.12353586692571344,0.623438588273914
1,vision,0.1207071836370413,0.623438588273914
1,retrieval,0.11789824017401952,0.623438588273914
1,visual_attention,0.11756958233092706,0.623438588273914
1,representation,0.1172677161425951,0.623438588273914
1,attention,0.11676577898426088,0.623438588273914
1,reaction_time,0.11610210472189955,0.623438588273914
1,eye,0.10969316710606636,0.623438588273914
1,strategy,0.10830452523040383,0.623438588273914
1,grasping,0.1056839905072182,0.623438588273914
1,goal,0.1046148972916158,0.623438588273914
1,rehearsal,0.10422940653119593,0.623438588273914
1,action,0.10393551105884137,0.623438588273914
1,memory,0.10267510616218957,0.623438588273914
1,familiarity,0.10126586077957056,0.623438588273914
1,imagery,0.10017255111334132,0.623438588273914
1,working_memory,0.09980966236583368,0.623438588273914
1,cognitive_process,0.09968772318620099,0.623438588273914
1,visual_imagery,0.0996837568866914,0.623438588273914
1,hand,0.099401899381532,0.623438588273914
1,intention,0.09865823974992216,0.623438588273914
1,remembering,0.09642105567550706,0.623438588273914
2,speech,0.24905998012189906,0.6564888143815277
2,hearing,0.2389018541545659,0.6564888143815277
2,listening,0.2335022121611184,0.6564888143815277
2,speech_perception,0.22277654844528127,0.6564888143815277
2,speech_processing,0.2203378381459748,0.6564888143815277
3,reward,0.17838761620111795,0.6230688867851287
3,anticipation,0.15332453050486544,0.6230688867851287
3,reward_processing,0.13786456445239018,0.6230688867851287
3,arousal,0.13300117731417407,0.6230688867851287
3,decision_making,0.12847161312829314,0.6230688867851287
3,reward_anticipation,0.124427277612613,0.6230688867851287
3,valence,0.11711094402795487,0.6230688867851287
3,expectancy,0.11291242345185168,0.6230688867851287
3,monitoring,0.1106862963684806,0.6230688867851287
3,salience,0.11068163378404693,0.6230688867851287
3,monetary_incentive_delay_task,0.09217214866449268,0.6230688867851287
3,pain,0.09209803779529684,0.6230688867851287
4,memory,0.2004002926566516,0.6593761804950902
4,episodic_memory,0.17716153208733898,0.6593761804950902
4,declarative_memory,0.16832193351330094,0.6593761804950902
4,recognition_memory,0.16691560477064282,0.6593761804950902
4,remembering,0.16114982800271546,0.6593761804950902
4,recognition,0.15384157503681176,0.6593761804950902
4,retrieval,0.14891800742191058,0.6593761804950902
4,emotion,0.14634339927793893,0.6593761804950902
4,encoding,0.1432110818486668,0.6593761804950902
4,picture,0.14040021894345098,0.6593761804950902
4,emotional_memory,0.13903848347371156,0.6593761804950902
4,fear,0.13864463745571035,0.6593761804950902
4,recall,0.13363272381125926,0.6593761804950902
4,familiarity,0.13083022147036472,0.6593761804950902
4,face,0.12772444941610409,0.6593761804950902
4,facial_expression,0.12683657271397292,0.6593761804950902
4,source_memory,0.12643717904927648,0.6593761804950902
4,autobiographical_memory,0.12490171915116753,0.6593761804950902
4,valence,0.12330134031445653,0.6593761804950902
4,encoding_task,0.12327971582058175,0.6593761804950902
4,memory_process,0.12200250651014252,0.6593761804950902
4,episodic_simulation,0.1214163758724746,0.6593761804950902
4,forgetting,0.11368866744882004,0.6593761804950902
4,semantic_memory,0.11037011520657276,0.6593761804950902
