"About the data: Exported on Dec 21, 2018. Criteria: Text - '25688196 OR 25689820 OR 25694215 OR 25695644 OR 25697049 OR 25697860 OR 25698637 OR 25698699 OR 25698731 OR 25698755 OR 25698758 OR 25698762 OR 25698948 OR 25698951 OR 25698959 OR 25698962 OR 25700951...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1104029946,10.2307/26400858,,,Front Matter,The Princeton University Library Chronicle,,,1944,5,4,,Closed,article,,,,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1104029946,,,,,,
0,pub.1072524930,10.4329/wjr.v8.i2.210,26981230,PMC4770183,Functional magnetic resonance imaging of internet addiction in young adults,World Journal of Radiology,,,2016,8,2,210-225,All OA; Gold,article,"Sepede, Gianna; Tavino, Margherita; Santacroce, Rita; Fiori, Federica; Salerno, Rosa Maria; Di Giannantonio, Massimo","Sepede, Gianna (); Tavino, Margherita (); Santacroce, Rita (); Fiori, Federica (); Salerno, Rosa Maria (); Di Giannantonio, Massimo ()",,,,,13,10,2.32,4.34,15,https://doi.org/10.4329/wjr.v8.i2.210,https://app.dimensions.ai/details/publication/pub.1072524930,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1038105692,10.1371/journal.pone.0161956,27575491,5004845,Alterations in Brain Structure and Functional Connectivity in Alcohol Dependent Patients and Possible Association with Impulsivity,PLoS ONE,,Adult; Alcoholism; Brain; Female; Gray Matter; Humans; Magnetic Resonance Spectroscopy; Male; Middle Aged; Neural Pathways; White Matter,2016,11,8,e0161956,All OA; Gold,article,"Wang, Junkai; Fan, Yunli; Dong, Yue; Ma, Mengying; Ma, Yi; Dong, Yuru; Niu, Yajuan; Jiang, Yin; Wang, Hong; Wang, Zhiyan; Wu, Liuzhen; Sun, Hongqiang; Cui, Cailian","Wang, Junkai (Peking University); Fan, Yunli (Peking University); Dong, Yue (Chinese People's Armed Police General Hospital); Ma, Mengying (Peking University); Ma, Yi (Chinese People's Armed Police General Hospital); Dong, Yuru (Chinese People's Armed Police General Hospital); Niu, Yajuan (Peking University); Jiang, Yin (Capital Medical University); Wang, Hong (Chinese People's Armed Police General Hospital); Wang, Zhiyan (Peking University); Wu, Liuzhen (Peking University); Sun, Hongqiang (); Cui, Cailian (Peking University)",Peking University; Chinese People's Armed Police General Hospital; Capital Medical University,grid.11135.37; grid.469516.9; grid.24696.3f,China; China; China,Ministry of Science and Technology of the People's Republic of China; National Natural Science Foundation of China,16,16,1.75,4.31,2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0161956&type=printable,https://app.dimensions.ai/details/publication/pub.1038105692,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1091760132,10.1371/journal.pone.0184712,28910390,5598991,Identify changes of brain regional homogeneity in early and later adult onset patients with first-episode depression using resting-state fMRI,PLoS ONE,,"Adult; Age of Onset; Brain; Depressive Disorder, Major; Female; Humans; Magnetic Resonance Imaging; Male; Neuroimaging; Psychiatric Status Rating Scales; Young Adult",2017,12,9,e0184712,All OA; Gold,article,"Shen, Zonglin; Jiang, Linling; Yang, Shuran; Ye, Jing; Dai, Nan; Liu, Xiaoyan; Li, Na; Lu, Jin; Liu, Fang; Lu, Yi; Sun, Xuejin; Cheng, Yuqi; Xu, Xiufeng","Shen, Zonglin (First Affiliated Hospital of Kunming Medical University); Jiang, Linling (First Affiliated Hospital of Kunming Medical University); Yang, Shuran (First Affiliated Hospital of Kunming Medical University); Ye, Jing (First Affiliated Hospital of Kunming Medical University); Dai, Nan (First Affiliated Hospital of Kunming Medical University); Liu, Xiaoyan (First Affiliated Hospital of Kunming Medical University); Li, Na (First Affiliated Hospital of Kunming Medical University); Lu, Jin (First Affiliated Hospital of Kunming Medical University); Liu, Fang (First Affiliated Hospital of Kunming Medical University); Lu, Yi (First Affiliated Hospital of Kunming Medical University); Sun, Xuejin (First Affiliated Hospital of Kunming Medical University); Cheng, Yuqi (); Xu, Xiufeng (First Affiliated Hospital of Kunming Medical University)",First Affiliated Hospital of Kunming Medical University,grid.414902.a,China,National Natural Science Foundation of China,6,6,0,0,1,https://doi.org/10.1371/journal.pone.0184712,https://app.dimensions.ai/details/publication/pub.1091760132,1103 Clinical Sciences; 1109 Neurosciences,1103 Clinical Sciences,1109 Neurosciences,,,
0,pub.1074232027,10.1371/journal.pone.0170660,28129407,5271317,Long-Term Experience of Chinese Calligraphic Handwriting Is Associated with Better Executive Functions and Stronger Resting-State Functional Connectivity in Related Brain Regions,PLoS ONE,,Adolescent; Adult; Brain; Brain Mapping; Executive Function; Female; Handwriting; Humans; Magnetic Resonance Imaging; Male; Nerve Net; Young Adult,2017,12,1,e0170660,All OA; Gold,article,"Chen, Wen; He, Yong; Gao, Yang; Zhang, Cuiping; Chen, Chuansheng; Bi, Suyu; Yang, Pin; Wang, Yiwen; Wang, Wenjing","Chen, Wen (Beijing Normal University; University of California, Irvine); He, Yong (Beijing Normal University); Gao, Yang (Beijing Normal University); Zhang, Cuiping (Beijing Normal University); Chen, Chuansheng (University of California, Irvine); Bi, Suyu (Beijing Foreign Studies University; Beijing Normal University); Yang, Pin (Palace Museum); Wang, Yiwen (Beijing Normal University); Wang, Wenjing (Beijing Normal University)","Beijing Normal University; Beijing Foreign Studies University; University of California, Irvine; Palace Museum",grid.20513.35; grid.443245.0; grid.266093.8; grid.488153.3,China; China; United States; China,Ministry of Education of the People's Republic of China; National Natural Science Foundation of China; Ministry of Education,1,1,0,0,4,https://doi.org/10.1371/journal.pone.0170660,https://app.dimensions.ai/details/publication/pub.1074232027,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1092401181,10.4329/wjr.v9.i10.371,29104740,5661166,Cerebellum and neurodegenerative diseases: Beyond conventional magnetic resonance imaging,World Journal of Radiology,,,2017,9,10,371-388,All OA; Gold,article,"Mormina, Enricomaria; Petracca, Maria; Bommarito, Giulia; Piaggio, Niccolò; Cocozza, Sirio; Inglese, Matilde","Mormina, Enricomaria (Icahn School of Medicine at Mount Sinai); Petracca, Maria (Icahn School of Medicine at Mount Sinai); Bommarito, Giulia (Icahn School of Medicine at Mount Sinai); Piaggio, Niccolò (University of Genoa); Cocozza, Sirio (Icahn School of Medicine at Mount Sinai); Inglese, Matilde (Icahn School of Medicine at Mount Sinai)",Icahn School of Medicine at Mount Sinai; University of Genoa,grid.59734.3c; grid.5606.5,United States; Italy,,6,6,0,0,2,https://doi.org/10.4329/wjr.v9.i10.371,https://app.dimensions.ai/details/publication/pub.1092401181,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1029654880,10.1093/cercor/bhv214,26400921,PMC5028000,Individual Differences in Adult Reading Are Associated with Left Temporo-parietal to Dorsal Striatal Functional Connectivity.,Cerebral Cortex,,Adult; Brain Mapping; Corpus Striatum; Female; Humans; Individuality; Intelligence Tests; Language Tests; Magnetic Resonance Imaging; Male; Middle Aged; Neural Pathways; Neuropsychological Tests; Parietal Lobe; Reading; Rest; Temporal Lobe,2016,26,10,4069-4081,"All OA; Green, Published",article,"Achal, Sanjay; Hoeft, Fumiko; Bray, Signe","Achal, Sanjay (University of Calgary); Hoeft, Fumiko (University of California, San Francisco; Yale University; Keio University); Bray, Signe (University of Calgary; Alberta Children's Hospital)","Keio University; Alberta Children's Hospital; University of California, San Francisco; University of Calgary; Yale University",grid.26091.3c; grid.413571.5; grid.266102.1; grid.22072.35; grid.47100.32,Japan; Canada; United States; Canada; United States,National Institute of Mental Health; Alberta Children’s Hospital Foundation; National Institute of Child Health and Human Development,3,3,0.5,1.26,4,http://europepmc.org/articles/pmc5028000?pdf=render,https://app.dimensions.ai/details/publication/pub.1029654880,1701 Psychology,1701 Psychology,,,,
0,pub.1059458633,10.1093/cercor/bhv185,26347485,PMC5027996,A Dynamic Core Network and Global Efficiency in the Resting Human Brain.,Cerebral Cortex,,"Adult; Axon Guidance; Brain; Connectome; Female; Humans; Magnetoencephalography; Male; ROC Curve; Rest; Signal Processing, Computer-Assisted",2016,26,10,4015-33,All OA; Gold,article,"de Pasquale, F; Della Penna, S; Sporns, O; Romani, G L; Corbetta, M","de Pasquale, F (University of Chieti-Pescara); Della Penna, S (University of Chieti-Pescara); Sporns, O (Indiana University System); Romani, G L (University of Chieti-Pescara); Corbetta, M (Washington University in St. Louis)",Washington University in St. Louis; University of Chieti-Pescara; Indiana University System,grid.4367.6; grid.412451.7; grid.257410.5,United States; Italy; United States,National Institute of Mental Health,42,33,4.89,14.03,24,https://academic.oup.com/cercor/article-pdf/26/10/4015/14103605/bhv185.pdf,https://app.dimensions.ai/details/publication/pub.1059458633,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1067426827,10.1503/jpn.140322,26395813,PMC4764479,Grey matter volume increase following electroconvulsive therapy in patients with late life depression: a longitudinal MRI study.,Journal of Psychiatry and Neuroscience,,"Age of Onset; Aged; Aged, 80 and over; Antidepressive Agents; Brain; Depressive Disorder; Electroconvulsive Therapy; Female; Functional Laterality; Gray Matter; Humans; Longitudinal Studies; Magnetic Resonance Imaging; Male; Middle Aged; Organ Size; Psychiatric Status Rating Scales; Treatment Outcome",2016,41,2,105-14,All OA; Gold,article,"Bouckaert, Filip; De Winter, François-Laurent; Emsell, Louise; Dols, Annemieke; Rhebergen, Didi; Wampers, Martien; Sunaert, Stefan; Stek, Max; Sienaert, Pascal; Vandenbulcke, Mathieu","Bouckaert, Filip (VU University Medical Center); De Winter, François-Laurent (VU University Medical Center); Emsell, Louise (VU University Medical Center); Dols, Annemieke (VU University Medical Center); Rhebergen, Didi (VU University Medical Center); Wampers, Martien (VU University Medical Center); Sunaert, Stefan (VU University Medical Center); Stek, Max (VU University Medical Center); Sienaert, Pascal (VU University Medical Center); Vandenbulcke, Mathieu (VU University Medical Center)",VU University Medical Center,grid.16872.3a,Netherlands,,24,22,2.76,7.82,,http://jpn.ca/wp-content/uploads/2016/02/41-2-105.pdf,https://app.dimensions.ai/details/publication/pub.1067426827,1103 Clinical Sciences; 1109 Neurosciences,1103 Clinical Sciences,1109 Neurosciences,,,
0,pub.1006463503,10.1371/journal.pone.0163097,27631496,5025207,Aberrant Functional Connectivity of the Amygdala Complexes in PTSD during Conscious and Subconscious Processing of Trauma-Related Stimuli,PLoS ONE,,"Adult; Amygdala; Case-Control Studies; Female; Humans; Male; Middle Aged; Stress Disorders, Post-Traumatic",2016,11,9,e0163097,All OA; Gold,article,"Rabellino, Daniela; Densmore, Maria; Frewen, Paul A.; Théberge, Jean; McKinnon, Margaret C.; Lanius, Ruth A.","Rabellino, Daniela (Western University); Densmore, Maria (Western University; Lawson Health Research Institute); Frewen, Paul A. (Western University); Théberge, Jean (Lawson Health Research Institute; Western University); McKinnon, Margaret C. (McMaster University; Homewood Research Institute); Lanius, Ruth A. (Lawson Health Research Institute; Western University)",McMaster University; Lawson Health Research Institute; Western University; Homewood Research Institute,grid.25073.33; grid.415847.b; grid.39381.30; grid.498707.5,Canada; Canada; Canada; Canada,Mitacs; Canadian Institutes of Health Research,6,6,0.73,2.0,5,https://doi.org/10.1371/journal.pone.0163097,https://app.dimensions.ai/details/publication/pub.1006463503,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
