"About the data: Exported on Dec 21, 2018. Criteria: Text - '24885511 OR 24885823 OR 24887402 OR 24888525 OR 24893344 OR 24893737 OR 24893740 OR 24893741 OR 24893907 OR 24898851 OR 24899698 OR 24899706 OR 24899709 OR 24899718 OR 24901995 OR 24902936 OR 24903120...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1085935201,10.1371/journal.pone.0178386,Probabilistic Entity-Relationship Diagram: A correlation between functional connectivity and spontaneous brain activity during resting state in major depressive disorder,PLoS ONE,2017,12,6,e0178386,"Zhang, Lu; Shi, Lin; Zhang, Bin; Zhao, Lei; Dong, Yuhao; Liu, Jing; Lian, Zhouyang; Liang, Long; Chen, Wenbo; Luo, Xiaoning; Pei, Shufang; Mo, Xiaokai; Huang, Wenhui; Ouyang, Fusheng; Guo, Baoliang; Liang, Changhong; Zhang, Shuixing",Southern Medical University; Chinese University of Hong Kong,China; China,https://app.dimensions.ai/details/publication/pub.1085935201,0,pub.1012126640; pub.1078988170; pub.1019621673; pub.1016413267; pub.1032292819; pub.1008855565; pub.1078356850; pub.1003299226; pub.1013037938; pub.1015606897; pub.1003098504; pub.1028085591; pub.1015316905; pub.1005110456; pub.1036395541; pub.1044790399; pub.1047370834; pub.1014987114; pub.1005458855; pub.1036857904; pub.1064352760; pub.1047993697; pub.1031648040; pub.1012542814; pub.1049635337; pub.1037447381; pub.1013782055; pub.1009516803; pub.1053691285; pub.1034360891; pub.1022359312; pub.1026596739; pub.1018307556; pub.1033308691; pub.1027586958; pub.1054016443; pub.1009489144; pub.1004273336; pub.1004646761; pub.1044293378; pub.1031172753; pub.1020901671; pub.1048236894; pub.1032308193; pub.1022815933; pub.1039056471; pub.1041039526; pub.1040699781; pub.1029317492; pub.1054043258; pub.1040274626
pub.1012700923,10.1371/journal.pbio.1002469,Distinct Global Brain Dynamics and Spatiotemporal Organization of the Salience Network,PLoS Biology,2016,14,6,e1002469,"Chen, Tianwen; Cai, Weidong; Ryali, Srikanth; Supekar, Kaustubh; Menon, Vinod",Stanford University,United States,https://app.dimensions.ai/details/publication/pub.1012700923,43,pub.1022828229; pub.1012265692; pub.1027511483; pub.1024496250; pub.1069194418; pub.1039260515; pub.1032232247; pub.1039957575; pub.1001609120; pub.1046422932; pub.1011438908; pub.1042398360; pub.1006088237; pub.1039022482; pub.1038567984; pub.1026186841; pub.1046100769; pub.1038082482; pub.1015569133; pub.1015316905; pub.1023134658; pub.1047472356; pub.1005410989; pub.1011764666; pub.1051153473; pub.1059415765; pub.1005996641; pub.1025598003; pub.1030181286; pub.1000389737; pub.1013323009; pub.1022076283; pub.1017455767; pub.1000000945; pub.1051569339; pub.1042813260; pub.1015423414; pub.1030396647; pub.1043293354; pub.1005615848; pub.1039392616; pub.1045014949; pub.1051116731; pub.1052220614; pub.1016347968; pub.1024773574; pub.1022608238; pub.1028309696; pub.1047715074; pub.1040052981; pub.1037912856; pub.1009489144; pub.1004953014; pub.1027113185; pub.1008314902; pub.1049378085; pub.1050555698; pub.1041985126; pub.1042573321; pub.1022342218; pub.1042300363; pub.1051704848; pub.1034295942; pub.1000583876; pub.1000664908; pub.1036826836; pub.1051260945
pub.1023541121,10.1371/journal.pone.0156333,Health and Pleasure in Consumers' Dietary Food Choices: Individual Differences in the Brain's Value System,PLoS ONE,2016,11,7,e0156333,"Petit, Olivia; Merunka, Dwight; Anton, Jean-Luc; Nazarian, Bruno; Spence, Charles; Cheok, Adrian David; Raccah, Denis; Oullier, Olivier","City, University of London; Aix-Marseille University; Laboratoire de Psychologie Cognitive; Kedge Business School; University of Oxford",United Kingdom; France; France; France; United Kingdom,https://app.dimensions.ai/details/publication/pub.1023541121,11,pub.1041104881; pub.1017205782; pub.1020827195; pub.1032888599; pub.1051815549; pub.1033183561; pub.1050547095; pub.1028313925; pub.1000551410; pub.1033188467; pub.1039911491; pub.1049968919; pub.1025307593; pub.1015869084; pub.1002615631; pub.1015300641; pub.1024583831; pub.1015778668; pub.1008292848; pub.1053259166; pub.1047678750; pub.1018178449; pub.1028958380; pub.1027585775; pub.1030949410; pub.1039117155; pub.1022208168; pub.1025726867; pub.1046682664; pub.1050579935; pub.1043440600; pub.1022872582; pub.1004970159; pub.1029116088; pub.1058253168; pub.1048924627; pub.1029813013; pub.1009208459; pub.1027745363; pub.1040655928; pub.1030794253; pub.1048396971
pub.1012329222,10.1371/journal.pone.0148045,Altered Cortico-Striatal Connectivity in Offspring of Schizophrenia Patients Relative to Offspring of Bipolar Patients and Controls,PLoS ONE,2016,11,2,e0148045,"Solé-Padullés, Cristina; Castro-Fornieles, Josefina; de la Serna, Elena; Romero, Soledad; Calvo, Anna; Sánchez-Gistau, Vanessa; Padrós-Fornieles, Marta; Baeza, Inmaculada; Bargalló, Núria; Frangou, Sophia; Sugranyes, Gisela",University of Barcelona; Hospital Clinic of Barcelona; Icahn School of Medicine at Mount Sinai,Spain; Spain; United States,https://app.dimensions.ai/details/publication/pub.1012329222,12,pub.1019289179; pub.1018476391; pub.1053952334; pub.1024673991; pub.1016109648; pub.1000592680; pub.1019876255; pub.1021211357; pub.1030104452; pub.1000556447; pub.1047852061; pub.1050008688; pub.1002389002; pub.1078739057; pub.1069484766; pub.1033178402; pub.1011764666; pub.1037766325; pub.1025598003; pub.1078171262; pub.1039753355; pub.1033845535; pub.1004381961; pub.1053912711; pub.1064167054; pub.1039194398; pub.1024681503; pub.1043020264; pub.1021679493; pub.1009726020; pub.1001878315; pub.1024858943; pub.1026971427; pub.1005024845; pub.1041467340; pub.1012734569; pub.1035019535; pub.1017806629; pub.1016897450; pub.1018307556; pub.1054934220; pub.1029798254; pub.1030555542; pub.1012967048; pub.1045383840; pub.1043037071; pub.1009489144; pub.1007390357; pub.1052356448; pub.1043743884; pub.1010495658; pub.1048061961; pub.1038175669; pub.1045787902; pub.1013074209; pub.1047194118; pub.1049513147; pub.1063499361; pub.1011147707; pub.1045278736; pub.1035680615
pub.1102973366,10.2307/25156160,Front Matter,California History,1949,28,2,25156160-25156160,,,,https://app.dimensions.ai/details/publication/pub.1102973366,0,
pub.1102972379,10.2307/25613646,Front Matter,California History,1924,3,4,25613646-25613646,,,,https://app.dimensions.ai/details/publication/pub.1102972379,0,
pub.1013766911,10.1371/journal.pone.0141389,Network Centrality of Resting-State fMRI in Primary Angle-Closure Glaucoma Before and After Surgery,PLoS ONE,2015,10,10,e0141389,"Cai, Fengqin; Gao, Lei; Gong, Honghan; Jiang, Fei; Pei, Chonggang; Zhang, Xu; Zeng, Xianjun; Huang, Ruiwang",First Affiliated Hospital of Nanchang University; Nanchang University; South China Normal University,China; China; China,https://app.dimensions.ai/details/publication/pub.1013766911,7,pub.1063501671; pub.1049534218; pub.1062514972; pub.1051202606; pub.1032183895; pub.1010619210; pub.1013961367; pub.1002664050; pub.1011032302; pub.1015073348; pub.1051719710; pub.1035334454; pub.1035391475; pub.1013374941; pub.1049179327; pub.1023931327; pub.1002882313; pub.1003137679; pub.1032041113; pub.1000556495; pub.1028399551; pub.1036554989; pub.1028354406; pub.1044090918; pub.1044173682; pub.1078148400; pub.1017100461; pub.1046698010; pub.1049344633; pub.1026505277; pub.1037689798; pub.1043289218; pub.1002567481; pub.1018366863; pub.1011612284; pub.1005201693; pub.1049495777; pub.1027882083; pub.1039752715; pub.1034643164; pub.1006410255; pub.1038675321; pub.1030868398; pub.1038127652; pub.1004953014; pub.1047380724; pub.1030526403; pub.1045698718; pub.1026019363; pub.1047888128; pub.1049823585; pub.1021016457; pub.1047542717; pub.1039620882; pub.1025182088; pub.1024611368; pub.1046822458
pub.1102973470,10.2307/25161824,Review,California History,2006,83,3,67-68,"Rosenus, A.",,,https://app.dimensions.ai/details/publication/pub.1102973470,0,
pub.1103055573,10.2307/25528225,Austin on Jurisprudence,The Crayon,1861,8,6,124,"Murray, John",,,https://app.dimensions.ai/details/publication/pub.1103055573,0,
pub.1102720051,10.2307/25008549,Highly Contagious Collaborations,Grand Street,1999,,69,158,"Russ, Sabine",,,https://app.dimensions.ai/details/publication/pub.1102720051,0,
