"About the data: Exported on Dec 21, 2018. Criteria: Text - '20150342 OR 20150343 OR 20152906 OR 20152908 OR 20153142 OR 20153145 OR 20153150 OR 20153608 OR 20153764 OR 20154013 OR 20156568 OR 20156571 OR 20156575 OR 20156657 OR 20156841 OR 20157009 OR 20157373...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1099649636,10.1371/journal.pone.0189113,An insulin resistance associated neural correlate of impulsivity in type 2 diabetes mellitus,PLoS ONE,2017,12,12,e0189113,"Eckstrand, Kristen L.; Mummareddy, Nishit; Kang, Hakmook; Cowan, Ronald; Zhou, Minchun; Zald, David; Silver, Heidi J.; Niswender, Kevin D.; Avison, Malcolm J.",Vanderbilt University Medical Center,United States,https://app.dimensions.ai/details/publication/pub.1099649636,0,pub.1024032615; pub.1063200560; pub.1039788834; pub.1016922700; pub.1034675574; pub.1018377453; pub.1041513015; pub.1004190408; pub.1029799446; pub.1011438908; pub.1037067343; pub.1011779621; pub.1014623188; pub.1004073946; pub.1037205276; pub.1025924460; pub.1038085915; pub.1025206624; pub.1051985260; pub.1027315522; pub.1003954716; pub.1001586136; pub.1052529834; pub.1046345892; pub.1010239674; pub.1028498162; pub.1018754557; pub.1053610843; pub.1018776776; pub.1046485406; pub.1013285082; pub.1010488845; pub.1049446857; pub.1021091894; pub.1026892704; pub.1031566279; pub.1034160911; pub.1004798441; pub.1029398762; pub.1014182852; pub.1022922453; pub.1021177989; pub.1033621974; pub.1037635449; pub.1044627173; pub.1019421404; pub.1029400032; pub.1052150273; pub.1037447384; pub.1005568580; pub.1023249784; pub.1020458314; pub.1046127553; pub.1036459574; pub.1019133889; pub.1051092344; pub.1028724955; pub.1035699603; pub.1021732743; pub.1052489926; pub.1006653179; pub.1016586278; pub.1053892688; pub.1002659332; pub.1036064516; pub.1027819545; pub.1046959177; pub.1038906176; pub.1013057244; pub.1038241939; pub.1062461483; pub.1064291631; pub.1024278218; pub.1032980871; pub.1023406920; pub.1027959295; pub.1017030937; pub.1027331426; pub.1018379428; pub.1045598255; pub.1045745699; pub.1004381579; pub.1027902786; pub.1006553011; pub.1016037092; pub.1021123872; pub.1002602810; pub.1059623008; pub.1024900641; pub.1031980666; pub.1034127981; pub.1022925132; pub.1007053573; pub.1047365802; pub.1003095718; pub.1035757322; pub.1007791523; pub.1039727635; pub.1002968620; pub.1004463444; pub.1036826836; pub.1007263829
pub.1008788410,10.1371/journal.pone.0164450,My Body Looks Like That Girl’s: Body Mass Index Modulates Brain Activity during Body Image Self-Reflection among Young Women,PLoS ONE,2016,11,10,e0164450,"Gao, Xiao; Deng, Xiao; Wen, Xin; She, Ying; Vinke, Petra Corianne; Chen, Hong",Southwest University; Stomatological Hospital of Chongqing Medical University; University of Groningen,China; China; Netherlands,https://app.dimensions.ai/details/publication/pub.1008788410,3,pub.1044238952; pub.1070782673; pub.1040342120; pub.1024012146; pub.1006071596; pub.1021255485; pub.1016704892; pub.1063495007; pub.1004983142; pub.1036915814; pub.1002350500; pub.1014314850; pub.1025348229; pub.1050714696; pub.1026288951; pub.1052286592; pub.1031205710; pub.1045552061; pub.1008421655; pub.1029963643; pub.1026791617; pub.1037298023; pub.1046791411; pub.1033412653; pub.1041891965; pub.1051693811; pub.1024816897; pub.1016913739; pub.1006667565; pub.1041179616; pub.1077947563; pub.1022888702; pub.1034724186; pub.1034119042; pub.1007339311; pub.1067426544; pub.1001579457; pub.1053970225; pub.1033709218; pub.1042982424; pub.1036284779; pub.1022701273; pub.1067630080; pub.1052872493; pub.1019089057; pub.1010981770; pub.1027590400; pub.1002934406; pub.1062570448; pub.1053484890; pub.1029878417; pub.1023379994; pub.1046967743; pub.1003205410; pub.1029676379; pub.1007488882; pub.1034906131
pub.1102154782,10.2307/20553738,Feic: Cosc ar fhilí,Comhar,1975,34,9,17,Neilius,,,https://app.dimensions.ai/details/publication/pub.1102154782,0,
pub.1103069184,10.2307/20623690,Prophecy,Books Ireland,1998,,215,228,"Johnston, Fred",,,https://app.dimensions.ai/details/publication/pub.1103069184,0,
pub.1102155464,10.2307/20554884,[Ná póg mé mar],Comhar,1982,41,3,23,"Fánach, Fánaí",,,https://app.dimensions.ai/details/publication/pub.1102155464,0,
pub.1103069842,10.2307/20624599,Goodbye NBA?,Books Ireland,1978,,29,196,"Gill, Michael",,,https://app.dimensions.ai/details/publication/pub.1103069842,0,
pub.1041396617,10.1016/j.nicl.2014.05.007,Developmental differences in higher-order resting-state networks in Autism Spectrum Disorder,NeuroImage Clinical,2014,4,,820-827,"Bos, Dienke J.; van Raalten, Tamar R.; Oranje, Bob; Smits, Anouk R.; Kobussen, Nieke A.; van Belle, Janna; Rombouts, Serge A.R.B.; Durston, Sarah",University Medical Center Utrecht; Leiden University; Leiden University Medical Center,Netherlands; Netherlands; Netherlands,https://app.dimensions.ai/details/publication/pub.1041396617,23,pub.1028137155; pub.1045902589; pub.1016323438; pub.1036744521; pub.1013499430; pub.1015464906; pub.1021589261; pub.1014178980; pub.1018572441; pub.1005737143; pub.1031830140; pub.1053088809; pub.1048243778; pub.1042936973; pub.1011367675; pub.1047942055; pub.1035103899; pub.1052179798; pub.1018215170; pub.1025836195; pub.1021889716; pub.1041386304; pub.1006293802; pub.1036918666; pub.1017455767; pub.1004124686; pub.1019497263; pub.1045128513; pub.1022204748; pub.1037415753; pub.1029386022; pub.1043020264; pub.1036992688; pub.1023138327; pub.1016371345; pub.1009094432; pub.1006194946; pub.1010175917; pub.1014068180; pub.1032112336; pub.1026971427; pub.1034547214; pub.1037637170; pub.1016897450; pub.1009534385; pub.1029847345; pub.1041114265; pub.1017747169; pub.1037643734; pub.1018439942; pub.1043037071; pub.1009489144; pub.1039403209; pub.1004492414; pub.1035344063; pub.1041066439; pub.1004956216; pub.1024886828; pub.1026589511; pub.1050092902; pub.1013074209; pub.1032563335; pub.1036826836; pub.1010327339; pub.1052175671; pub.1029862449; pub.1017058670; pub.1027081257; pub.1045826091
pub.1010662752,10.1371/journal.pone.0150334,Calcitonin Gene-Related Peptide Modulates Heat Nociception in the Human Brain - An fMRI Study in Healthy Volunteers,PLoS ONE,2016,11,3,e0150334,"Asghar, Mohammad Sohail; Becerra, Lino; Larsson, Henrik B. W.; Borsook, David; Ashina, Messoud",Rigshospitalet; Harvard University,Denmark; United States,https://app.dimensions.ai/details/publication/pub.1010662752,15,pub.1036150165; pub.1052823526; pub.1032265269; pub.1035684985; pub.1022178058; pub.1005035258; pub.1011222043; pub.1005108560; pub.1025329210; pub.1032566724; pub.1020428670; pub.1046811490; pub.1001317349; pub.1043073989; pub.1014941543; pub.1001129078; pub.1045000690; pub.1027741391; pub.1047169420; pub.1008260618; pub.1040366495; pub.1033438465; pub.1005754290; pub.1001672047; pub.1043956788; pub.1046068044; pub.1010970964; pub.1064355657; pub.1046631656; pub.1043639445; pub.1053491925; pub.1043323834; pub.1026766302; pub.1023375240; pub.1046141616; pub.1024571130; pub.1051169961; pub.1044527453; pub.1047819673; pub.1029447645; pub.1015827876; pub.1009028298; pub.1048829406; pub.1027396411; pub.1053123913; pub.1011554389; pub.1021868742; pub.1051260945; pub.1014157408; pub.1011397833; pub.1034189322; pub.1034314406; pub.1044898135; pub.1003697244; pub.1018057265; pub.1020962768; pub.1021386218; pub.1074532388; pub.1030682432; pub.1006894318; pub.1046804177; pub.1028086888; pub.1017406281; pub.1049948820; pub.1035351694; pub.1064155197; pub.1008665636; pub.1040500043; pub.1028806664; pub.1011552401; pub.1025092158; pub.1049841915; pub.1040425114; pub.1031117353; pub.1030976153; pub.1000672557; pub.1038152857; pub.1011980139; pub.1036657245; pub.1026416683; pub.1062540878; pub.1035584919; pub.1032670970; pub.1006688837; pub.1075121479; pub.1023415100; pub.1017140509; pub.1002923450; pub.1046358121; pub.1036826836; pub.1034727740; pub.1032109064; pub.1010777921
pub.1102966325,10.2307/20521860,Etnologické Materiálie Z Jihozápadu U.S.A.,Béaloideas,1934,4,4,465,"Pospísil, Frantisek",,,https://app.dimensions.ai/details/publication/pub.1102966325,0,
pub.1102687488,10.2307/20797441,APORTACIONES EN TORNO A LA MÚSICA RELIGIOSA DE FELIPE GORRITI: LAS MISAS DE REQUIEM,Revista de Musicología,1997,20,1,589,Moreno,,,https://app.dimensions.ai/details/publication/pub.1102687488,0,
