"About the data: Exported on Dec 21, 2018. Criteria: Text - '19393745 OR 19394205 OR 19395524 OR 19395526 OR 19396362 OR 19397862 OR 19397867 OR 19397900 OR 19398013 OR 19398308 OR 19398537 OR 19400672 OR 19400677 OR 19400679 OR 19400681 OR 19400682 OR 19400684...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1106945091,10.1371/journal.pone.0203753,Does emotion regulation engage the same neural circuit as working memory? A meta-analytical comparison between cognitive reappraisal of negative emotion and 2-back working memory task,PLoS ONE,2018,13,9,e0203753,"Lee, Tien-Wen; Xue, Shao-Wei",Hangzhou Normal University,China,https://app.dimensions.ai/details/publication/pub.1106945091,0,pub.1108412048; pub.1053044889; pub.1053723089; pub.1038227042; pub.1015276927; pub.1035160943; pub.1042097231; pub.1017424334; pub.1019479775; pub.1001500110; pub.1001097031; pub.1035149875; pub.1039914291; pub.1032559642; pub.1003591544; pub.1062654640; pub.1008650242; pub.1010473521; pub.1029066428; pub.1036239166; pub.1051105725; pub.1043912825; pub.1006625886; pub.1033872518; pub.1037549029; pub.1033957611; pub.1018539161; pub.1024457482; pub.1063513713; pub.1042860151; pub.1049133570; pub.1004685425; pub.1014314850; pub.1049521120; pub.1001215960; pub.1048518447; pub.1021539557; pub.1024252988; pub.1019538769; pub.1035476902; pub.1034879911; pub.1008900562; pub.1027588347; pub.1010358262; pub.1045014949; pub.1002386379; pub.1000962701; pub.1025044907; pub.1027747060; pub.1018458693; pub.1018271576; pub.1006761414; pub.1016762056; pub.1005679613; pub.1033367849; pub.1029822588; pub.1036044416; pub.1052040862; pub.1022247537; pub.1031157833; pub.1003449769; pub.1004709657; pub.1021561487; pub.1016995939; pub.1040974584; pub.1026825162; pub.1009489144; pub.1016657475; pub.1049712601; pub.1018357352; pub.1048690845; pub.1046572470; pub.1005411816; pub.1006100548; pub.1049139554; pub.1002123817; pub.1002641213; pub.1006819554; pub.1050369714; pub.1037105929; pub.1001009104; pub.1009567322; pub.1016578472; pub.1039106339; pub.1034127981; pub.1045826187; pub.1029721353; pub.1028770457; pub.1049350770; pub.1006613253; pub.1047080549; pub.1024302904; pub.1016013935; pub.1036488370; pub.1023987458; pub.1051889598; pub.1034724186; pub.1041353006; pub.1052816172; pub.1027870498; pub.1048019017; pub.1020994629; pub.1016038989; pub.1043095051
pub.1023448593,10.1371/journal.pone.0080215,Grey Matter Correlates of Three Language Tests in Non-demented Older Adults,PLoS ONE,2013,8,11,e80215,"Zhang, Haobo; Sachdev, Perminder S.; Wen, Wei; Kochan, Nicole A.; Crawford, John D.; Brodaty, Henry; Slavin, Melissa J.; Reppermund, Simone; Kang, Kristan; Trollor, Julian N.",UNSW Australia; Prince of Wales Hospital,Australia; Australia,https://app.dimensions.ai/details/publication/pub.1023448593,9,pub.1053299228; pub.1039025704; pub.1043131409; pub.1009464056; pub.1026833239; pub.1023547627; pub.1030877207; pub.1000517405; pub.1030563933; pub.1033966902; pub.1015487723; pub.1064377291; pub.1031620236; pub.1002567481; pub.1025993931; pub.1040042230; pub.1037148069; pub.1051598073; pub.1015151682; pub.1083027489; pub.1045979207; pub.1016538149; pub.1049869798; pub.1008227106; pub.1024698989; pub.1028101738; pub.1030075093; pub.1004503002; pub.1033001597; pub.1023043593; pub.1033562529; pub.1062512054; pub.1049835262; pub.1034011483; pub.1029384613; pub.1051282615; pub.1041843407; pub.1012318759; pub.1033745795; pub.1017399189; pub.1029172814; pub.1007659599; pub.1026250700; pub.1023540424; pub.1034459161; pub.1033249517; pub.1005225106; pub.1029157464; pub.1009015723; pub.1046798522; pub.1008623590; pub.1005862051; pub.1015143458; pub.1047344906; pub.1018004541; pub.1029841039; pub.1013770583; pub.1002417743; pub.1034650633; pub.1053398711; pub.1021633301; pub.1034185120; pub.1020099450; pub.1046195010; pub.1019901939; pub.1044294798; pub.1008982216; pub.1032992944; pub.1048977820; pub.1017395414; pub.1051235130; pub.1020450726; pub.1042507452; pub.1059399120; pub.1021898617; pub.1032372536; pub.1033384357; pub.1026798861; pub.1052408070; pub.1001354534; pub.1020709682; pub.1023403106; pub.1018387126; pub.1009862380; pub.1043867491; pub.1013087598; pub.1008811220; pub.1014085951; pub.1064370272; pub.1008953649; pub.1025001451; pub.1008688859; pub.1031187113; pub.1029077385; pub.1027523106; pub.1003742194
pub.1042073505,10.1371/journal.pone.0124141,Temporal Dynamics of Stress-Induced Alternations of Intrinsic Amygdala Connectivity and Neuroendocrine Levels,PLoS ONE,2015,10,5,e0124141,"Quaedflieg, C W E M; van de Ven, V; Meyer, T; Siep, N; Merckelbach, H; Smeets, T",Maastricht University,Netherlands,https://app.dimensions.ai/details/publication/pub.1042073505,23,pub.1037955988; pub.1013900413; pub.1015732479; pub.1006979823; pub.1051197737; pub.1006137598; pub.1026299327; pub.1020455984; pub.1007981906; pub.1036456549; pub.1035645097; pub.1000922496; pub.1035269475; pub.1028571621; pub.1023723072; pub.1000325179; pub.1001980662; pub.1008738218; pub.1001716256; pub.1019479775; pub.1011021352; pub.1004953058; pub.1034872900; pub.1003124068; pub.1031561338; pub.1025264744; pub.1023345808; pub.1043665903; pub.1014566777; pub.1040370874; pub.1004413150; pub.1004124686; pub.1039825534; pub.1031968826; pub.1051280777; pub.1001412882; pub.1045295489; pub.1051150573; pub.1063498722; pub.1005919395; pub.1049170391; pub.1050047154; pub.1024302904; pub.1018331333; pub.1009087585; pub.1018192224; pub.1016051035; pub.1041179616; pub.1001648427; pub.1051516843; pub.1026617219; pub.1047911612; pub.1018679360; pub.1006610830; pub.1021037340; pub.1009489144; pub.1053109894; pub.1011337386; pub.1037163993; pub.1015808549; pub.1000516645; pub.1035714462; pub.1034644183; pub.1039103648; pub.1027811445; pub.1028049463; pub.1040529280; pub.1041641466; pub.1024611368; pub.1031858313
pub.1056882924,10.1049/me:19920058,Products,Manufacturing Engineer,1992,71,4,7,,,,https://app.dimensions.ai/details/publication/pub.1056882924,0,
pub.1049597060,10.7554/elife.20317,How prior preferences determine decision-making frames and biases in the human brain,eLife,2016,5,,e20317,"Lopez-Persem, Alizée; Domenech, Philippe; Pessiglione, Mathias",French National Centre for Scientific Research; Centre hospitalier universitaire Henri-Mondor,France; France,https://app.dimensions.ai/details/publication/pub.1049597060,10,pub.1034066350; pub.1053102751; pub.1038524762; pub.1005147987; pub.1041455052; pub.1007457345; pub.1022535822; pub.1017690819; pub.1026981133; pub.1048835376; pub.1024080775; pub.1006042692; pub.1026635562; pub.1012498060; pub.1012572834; pub.1008932994; pub.1007052390; pub.1015537446; pub.1024122730; pub.1041784763; pub.1003313001; pub.1039452221; pub.1027277786; pub.1030398096; pub.1027305075; pub.1029359746; pub.1011587233; pub.1056346718; pub.1020069857; pub.1026741897; pub.1052068091; pub.1048620202; pub.1029475452; pub.1005717168; pub.1070151191; pub.1060023760; pub.1041814640; pub.1002609679; pub.1022181148; pub.1024879541; pub.1015402363; pub.1003911306; pub.1049948820; pub.1015322091; pub.1022658815; pub.1052823503; pub.1003671610; pub.1014760711; pub.1030081649; pub.1029761498; pub.1017378266; pub.1025166335; pub.1034239000; pub.1045107536; pub.1031403439
pub.1009295602,10.1371/journal.pone.0132842,The Measurement of Subjective Value and Its Relation to Contingent Valuation and Environmental Public Goods,PLoS ONE,2015,10,7,e0132842,"Khaw, Mel W.; Grab, Denise A.; Livermore, Michael A.; Vossler, Christian A.; Glimcher, Paul W.",New York University; University of Virginia; University of Tennessee at Knoxville,United States; United States; United States,https://app.dimensions.ai/details/publication/pub.1009295602,5,pub.1022535822; pub.1013824107; pub.1048835376; pub.1045025044; pub.1026635562; pub.1007052390; pub.1048818021; pub.1064530581; pub.1027277786; pub.1004696155; pub.1047678750; pub.1009356711; pub.1029976535; pub.1005717168; pub.1064530637; pub.1062569811; pub.1051430187; pub.1064530638; pub.1052122430; pub.1024879541; pub.1053420635; pub.1026211237; pub.1064530553; pub.1006861702; pub.1011133810; pub.1043711995; pub.1064530636; pub.1032785838; pub.1021716135; pub.1047387974; pub.1018941337; pub.1022749439; pub.1001216748; pub.1070218964
pub.1024129968,10.1371/journal.pone.0149375,The Structural Correlates of Statistical Information Processing during Speech Perception,PLoS ONE,2016,11,2,e0149375,"Deschamps, Isabelle; Hasson, Uri; Tremblay, Pascale",Laval University; University Institute in mental health Quebec; University of Trento,Canada; Canada; Italy,https://app.dimensions.ai/details/publication/pub.1024129968,3,pub.1032528832; pub.1015172415; pub.1009079526; pub.1035774236; pub.1018161519; pub.1076578238; pub.1062446646; pub.1040997239; pub.1050293304; pub.1043453690; pub.1040844768; pub.1045552061; pub.1005818793; pub.1042255122; pub.1043409890; pub.1050210483; pub.1010071955; pub.1019277954; pub.1001083497; pub.1017928215; pub.1019352583; pub.1044921144; pub.1044787210; pub.1002958101; pub.1013581649; pub.1033736099; pub.1014672885; pub.1047273813; pub.1020223713; pub.1033447516; pub.1024267148; pub.1036884058; pub.1005740676; pub.1027693461; pub.1021861441; pub.1002118015; pub.1039374865; pub.1051771151; pub.1038101778; pub.1035457816; pub.1017662916; pub.1017587052; pub.1036839979; pub.1051240504; pub.1003023504; pub.1022301537; pub.1050471222; pub.1002149077; pub.1025033379; pub.1023906229; pub.1004612745; pub.1014457613; pub.1053140737; pub.1022441425; pub.1005485580; pub.1002003885; pub.1030437372; pub.1036981392; pub.1037775735; pub.1050517513; pub.1024086391; pub.1048390522; pub.1050690325; pub.1045648139; pub.1052095002; pub.1053714632; pub.1051655856; pub.1052809614; pub.1017844396; pub.1046100769; pub.1062555231; pub.1009849542; pub.1027421599; pub.1030230659; pub.1033845535; pub.1035653402; pub.1046178875; pub.1032417150; pub.1040151587; pub.1038776319; pub.1043234310; pub.1022259601; pub.1042853744; pub.1050793747; pub.1026042191; pub.1029862449; pub.1039081323
pub.1092729412,10.1016/j.nicl.2017.11.011,Molecular and functional PET-fMRI measures of placebo analgesia in episodic migraine: Preliminary findings,NeuroImage Clinical,2018,17,,680-690,"Linnman, Clas; Catana, Ciprian; Petkov, Mike P.; Chonde, Daniel Burje; Becerra, Lino; Hooker, Jacob; Borsook, David",Harvard University,United States,https://app.dimensions.ai/details/publication/pub.1092729412,0,pub.1036338679; pub.1050668303; pub.1005243684; pub.1012023841; pub.1025707385; pub.1031194758; pub.1034086702; pub.1022080030; pub.1083368992; pub.1004481667; pub.1008710582; pub.1018736751; pub.1018686598; pub.1050583996; pub.1013686085; pub.1002708063; pub.1005114148; pub.1022568275; pub.1029917069; pub.1003803386; pub.1004229573; pub.1003300328; pub.1060010654; pub.1048919769; pub.1062447138; pub.1036120681; pub.1025965060; pub.1027727146; pub.1026112137; pub.1026830108; pub.1059239700; pub.1036641575; pub.1060343975; pub.1017718834; pub.1021714064; pub.1044589551; pub.1029120380; pub.1026152259; pub.1002234652; pub.1037520157; pub.1023008012; pub.1039487120; pub.1038604494; pub.1028724291; pub.1002539001; pub.1049710992; pub.1020075137; pub.1024126545; pub.1023317789; pub.1062449251; pub.1050840875; pub.1049062693; pub.1018268707; pub.1011974679; pub.1010281643; pub.1025984015; pub.1009837120; pub.1028449552; pub.1001245711; pub.1018114882; pub.1043597678; pub.1047403366; pub.1029290586; pub.1051289242; pub.1084091326; pub.1075073786; pub.1035313590; pub.1022331607; pub.1010349972; pub.1053025635; pub.1041899732; pub.1023787392; pub.1043844941; pub.1027737725; pub.1006913505; pub.1013765947; pub.1005070939; pub.1010355764
pub.1036552510,10.1371/journal.pone.0084565,Increased Functional Connectivity between Prefrontal Cortex and Reward System in Pathological Gambling,PLoS ONE,2013,8,12,e84565,"Koehler, Saskia; Ovadia-Caro, Smadar; van der Meer, Elke; Villringer, Arno; Heinz, Andreas; Romanczuk-Seiferth, Nina; Margulies, Daniel S.",Charité – University Medicine Berlin; Humboldt University of Berlin; Max Planck Institute for Human Cognitive and Brain Sciences,Germany; Germany; Germany,https://app.dimensions.ai/details/publication/pub.1036552510,34,pub.1009309544; pub.1025506860; pub.1038457649; pub.1026945240; pub.1047435131; pub.1028047295; pub.1016707922; pub.1063486000; pub.1018966732; pub.1011378981; pub.1052892145; pub.1007461164; pub.1010080865; pub.1047689696; pub.1019595174; pub.1018096592; pub.1024106054; pub.1039540915; pub.1031436703; pub.1030420987; pub.1034912606; pub.1035577618; pub.1031148893; pub.1006235284; pub.1019282933; pub.1033498701; pub.1010013460; pub.1010549860; pub.1050673412; pub.1002519633; pub.1014680327; pub.1010072681; pub.1013584332; pub.1005241207; pub.1059239703; pub.1030426462; pub.1005349890; pub.1026733984; pub.1040064411; pub.1030542592; pub.1006853299; pub.1077120080; pub.1020446087; pub.1023698830; pub.1019720581; pub.1063499117; pub.1043128184; pub.1041326930; pub.1020431471; pub.1037615609; pub.1053109894; pub.1034673839; pub.1020944873; pub.1017432481; pub.1002292436; pub.1019155746; pub.1063495014; pub.1088891013; pub.1030700344; pub.1022259601; pub.1025555723; pub.1044545654; pub.1027984229; pub.1004165681; pub.1029569793; pub.1009155199; pub.1035425894; pub.1048289331; pub.1011665436
pub.1056817464,10.1049/et:20060911,News in brief,Engineering & Technology,2006,1,9,8-9,,,,https://app.dimensions.ai/details/publication/pub.1056817464,0,
