"About the data: Exported on Dec 21, 2018. Criteria: Text - '27442458 OR 27442922 OR 27443852 OR 27444729 OR 27444730 OR 27444935 OR 27445112 OR 27445136 OR 27445733 OR 27445736 OR 27445760 OR 27445769 OR 27445770 OR 27447790 OR 27448098 OR 27448273 OR 27448530...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1102343601,10.2307/27729852,Louth Wild Geese Veterans in the Hôtel Royal Des Invalides,Journal of the County Louth Archaeological and Historical Society,1999,24,3,380,"hAnnracháin, Eoghan Ó",,,https://app.dimensions.ai/details/publication/pub.1102343601,0,
pub.1070077361,10.2307/27507941,Australian Parties in a Changing Society 1945-67,Labour History,1969,,16,67,"Hume, L. J.; Overacker, Louise",,,https://app.dimensions.ai/details/publication/pub.1070077361,0,
pub.1107360724,10.1371/journal.pone.0203189,Multimodal MRI suggests that male homosexuality may be linked to cerebral midline structures,PLoS ONE,2018,13,10,e0203189,"Manzouri, Amirhossein; Savic, Ivanka",Stockholm University,Sweden,https://app.dimensions.ai/details/publication/pub.1107360724,0,pub.1033291821; pub.1021994690; pub.1002063134; pub.1041585871; pub.1001972053; pub.1027339606; pub.1045861806; pub.1044483665; pub.1045707434; pub.1023608367; pub.1002305869; pub.1045439315; pub.1052739928; pub.1004566846; pub.1022301537; pub.1016837835; pub.1024928098; pub.1037530507; pub.1021386610; pub.1037942381; pub.1049887127; pub.1050641673; pub.1006708029; pub.1026255112; pub.1023378294; pub.1038429200; pub.1045233162; pub.1017455767; pub.1004124686; pub.1009148340; pub.1052233876; pub.1079397680; pub.1026482587; pub.1062511616; pub.1044788714; pub.1010492289; pub.1046242281; pub.1068879142; pub.1038776319; pub.1008571734; pub.1007373344; pub.1062604906; pub.1017991914; pub.1034119042; pub.1038518292; pub.1038533867; pub.1010582671; pub.1033533179; pub.1052045456; pub.1022259601; pub.1059458678; pub.1005225106; pub.1008598148; pub.1052400149; pub.1024629846; pub.1016042353; pub.1019743746; pub.1015987462; pub.1013900274; pub.1052175671; pub.1047379954; pub.1035710592; pub.1015880434; pub.1027145537; pub.1040567368; pub.1018935996
pub.1102507190,10.2307/27550866,Royal Australian Historical Society Journal and Proceedings,Australian Society for the Study of Labour History,1962,,1,58,"Nairn, N. B.",,,https://app.dimensions.ai/details/publication/pub.1102507190,0,
pub.1069232881,10.2174/1874440001610010126,Putamen Activation Represents an Intrinsic Positive Prediction Error Signal for Visual Search in Repeated Configurations.,The Open Neuroimaging Journal,2016,10,1,126-138,"Sommer, Susanne; Pollmann, Stefan",Otto-von-Guericke University Magdeburg,Germany,https://app.dimensions.ai/details/publication/pub.1069232881,2,pub.1038737528; pub.1053065774; pub.1009552251; pub.1053445040; pub.1020548009; pub.1048720025; pub.1035289139; pub.1016284671; pub.1036173681; pub.1027115544; pub.1012781125; pub.1004416413; pub.1008147264; pub.1049259568; pub.1024451675; pub.1003378809; pub.1039854018; pub.1038029527; pub.1046780189; pub.1048056051; pub.1025140420; pub.1041224324; pub.1038134876; pub.1030037782; pub.1003550271; pub.1025734733; pub.1032791126; pub.1037613031; pub.1007405470; pub.1075290632; pub.1016764917; pub.1022967167; pub.1016688494; pub.1014892625; pub.1015322091; pub.1048220957; pub.1050447280; pub.1007869048; pub.1009655590; pub.1036942189; pub.1030107212; pub.1003362507; pub.1026019363; pub.1044462877; pub.1053407905; pub.1012324574; pub.1026461044
pub.1079397680,10.1093/cercor/bhw413,MRI Shows that Exhaustion Syndrome Due to Chronic Occupational Stress is Associated with Partially Reversible Cerebral Changes.,Cerebral Cortex,2017,28,3,894-906,"Savic, I; Perski, A; Osika, W",Stockholm University; Karolinska Institute,Sweden; Sweden,https://app.dimensions.ai/details/publication/pub.1079397680,2,pub.1077312486; pub.1002711829; pub.1006241261; pub.1023608367; pub.1005542707; pub.1027229713; pub.1030659898; pub.1044426103; pub.1048298125; pub.1002276838; pub.1005052349; pub.1028248264; pub.1026482587; pub.1033102975; pub.1039038725; pub.1043538042; pub.1041251579; pub.1043477422; pub.1024332175; pub.1083185537; pub.1003943159; pub.1012940969; pub.1053132841; pub.1038015703; pub.1017972979; pub.1032445967; pub.1064221360; pub.1026636007; pub.1040779630; pub.1002305869; pub.1015159745; pub.1067426714; pub.1049887127; pub.1026255112; pub.1024267148; pub.1036766392; pub.1049032985; pub.1009148340; pub.1043095833; pub.1033411156; pub.1030161162; pub.1051076823; pub.1017758674; pub.1022508158; pub.1052045456; pub.1050334442; pub.1047667970; pub.1008972159; pub.1057218751; pub.1022301537; pub.1017360386; pub.1044912740; pub.1043098096; pub.1033808576; pub.1040098987; pub.1032208929; pub.1042859571; pub.1045880787; pub.1043254206; pub.1078176403; pub.1028951534; pub.1045571058; pub.1078743536; pub.1032835103; pub.1016526502; pub.1010516453; pub.1026602923; pub.1016534023; pub.1023170840; pub.1053794131; pub.1026169724; pub.1077633741; pub.1058389856; pub.1004984990; pub.1053262911; pub.1033642172; pub.1020151551; pub.1031967712; pub.1077370881; pub.1052827553; pub.1016379759; pub.1024302778; pub.1029307734; pub.1019719630; pub.1038776319; pub.1007534912; pub.1018953092; pub.1048489872; pub.1007485308; pub.1022259601; pub.1042800323; pub.1036863364
pub.1059459026,10.1093/cercor/bhw418,Longitudinal Evidence for Increased Functional Response in Frontal Cortex for Older Adults with Hippocampal Atrophy and Memory Decline.,Cerebral Cortex,2017,28,3,936-948,"Pudas, Sara; Josefsson, Maria; Rieckmann, Anna; Nyberg, Lars",Umeå University,Sweden,https://app.dimensions.ai/details/publication/pub.1059459026,5,pub.1049139554; pub.1003996942; pub.1027673341; pub.1009219637; pub.1031980289; pub.1020290822; pub.1050618344; pub.1009209571; pub.1012826894; pub.1004390210; pub.1016398602; pub.1018020307; pub.1064378334; pub.1031557681; pub.1044403832; pub.1016902747; pub.1043886343; pub.1021193779; pub.1034432961; pub.1041366009; pub.1018887030; pub.1041217742; pub.1022301537; pub.1036974714; pub.1037408742; pub.1027523106; pub.1009181016; pub.1021991694; pub.1040188251; pub.1041637072; pub.1028094152; pub.1079310074; pub.1020887887; pub.1019156430; pub.1046074499; pub.1009128680; pub.1031743464; pub.1025168076; pub.1037979213; pub.1000028268; pub.1016707238; pub.1009726020; pub.1026472053; pub.1002567481; pub.1016059331; pub.1018623384; pub.1032992944; pub.1075233167; pub.1011006316; pub.1028701064; pub.1045555508; pub.1029814948; pub.1026541118; pub.1008365689; pub.1053641341; pub.1030217610; pub.1004275293; pub.1053107333; pub.1042217176; pub.1004365411; pub.1029722940; pub.1016538149; pub.1026042191; pub.1044178693; pub.1047627752; pub.1011665436
pub.1059459022,10.1093/cercor/bhw414,Cognitive Control Structures in the Imitation Learning of Spatial Sequences and Rhythms-An fMRI Study.,Cerebral Cortex,2017,28,3,907-923,"Sakreida, Katrin; Higuchi, Satomi; Di Dio, Cinzia; Ziessler, Michael; Turgeon, Martine; Roberts, Neil; Vogt, Stefan",RWTH Aachen University; Lancaster University; University of Liverpool; Iwate Medical University; Catholic University of the Sacred Heart; Liverpool Hope University; Centre for Interdisciplinary Research in Rehabilitation; University of Edinburgh,Germany; United Kingdom; United Kingdom; Japan; Italy; United Kingdom; Canada; United Kingdom,https://app.dimensions.ai/details/publication/pub.1059459022,2,pub.1020099978; pub.1038684800; pub.1030218253; pub.1039957575; pub.1053445040; pub.1000840245; pub.1023043591; pub.1047295031; pub.1011188420; pub.1009127210; pub.1023428673; pub.1006308733; pub.1028763977; pub.1012165877; pub.1038023303; pub.1026293278; pub.1015275400; pub.1014409296; pub.1033904987; pub.1008469953; pub.1007008896; pub.1002216916; pub.1002323067; pub.1029454959; pub.1034657543; pub.1039058117; pub.1019618306; pub.1027193792; pub.1050157769; pub.1044294798; pub.1034627441; pub.1030315572; pub.1024940236; pub.1007363397; pub.1021504827; pub.1063349309; pub.1035562353; pub.1032154793; pub.1042781392; pub.1049459423; pub.1007779618; pub.1028873299; pub.1022454461; pub.1020324368; pub.1007521975; pub.1040679005; pub.1017060318; pub.1019771572; pub.1025052622; pub.1022259601; pub.1003871186; pub.1017004394; pub.1024476876; pub.1035527783; pub.1007992708; pub.1040986724; pub.1008593643; pub.1005770904; pub.1025605195; pub.1008290243
pub.1083930910,10.1093/cercor/bhx051,Mirroring the Social Aspects of Speech and Actions: The Role of the Insula.,Cerebral Cortex,2018,28,4,1348-1357,"Di Cesare, G; Marchi, M; Errante, A; Fasano, F; Rizzolatti, G",Italian Institute of Technology; University of Parma; University of Milan; Institute of Neuroscience,Italy; Italy; Italy; Italy,https://app.dimensions.ai/details/publication/pub.1083930910,4,pub.1015965047; pub.1037036592; pub.1012130664; pub.1002641213; pub.1020790301; pub.1025776642; pub.1006063320; pub.1026293278; pub.1033904987; pub.1021428113; pub.1052164194; pub.1006144532; pub.1048277498; pub.1040385918; pub.1030315572; pub.1046496699; pub.1035350495; pub.1004885759; pub.1029839464; pub.1036854068; pub.1028454576; pub.1033635095; pub.1048219078; pub.1045181134; pub.1008947486
pub.1059459008,10.1093/cercor/bhw397,Who's that Knocking at My Door? Neural Bases of Sound Source Identification.,Cerebral Cortex,2017,28,3,805-818,"Lemaitre, Guillaume; Pyles, John A; Halpern, Andrea R; Navolio, Nicole; Lehet, Matthew; Heller, Laurie M",Carnegie Mellon University; Bucknell University,United States; United States,https://app.dimensions.ai/details/publication/pub.1059459008,1,pub.1010066977; pub.1049086553; pub.1042685706; pub.1062325618; pub.1038473544; pub.1044816672; pub.1048165940; pub.1023852727; pub.1014277940; pub.1010488845; pub.1017377585; pub.1027389881; pub.1032288090; pub.1053643115; pub.1013188636; pub.1031398044; pub.1006354921; pub.1013637525; pub.1036592350; pub.1042626088; pub.1022678216; pub.1032867484; pub.1021888970; pub.1005749100; pub.1043069151; pub.1041245193; pub.1016659146; pub.1003080940; pub.1012325961; pub.1030280774; pub.1017142675; pub.1062331239; pub.1017709473; pub.1047469888; pub.1009726020; pub.1006921131; pub.1035350495; pub.1009183441; pub.1007029848; pub.1019723151; pub.1053727096; pub.1001173375; pub.1013063634; pub.1035139088; pub.1015322091; pub.1042087630; pub.1013450687; pub.1009166978; pub.1032112585; pub.1009786775; pub.1041985126; pub.1008974864; pub.1049776862; pub.1040049435; pub.1001403102; pub.1012698518; pub.1004043781; pub.1024825986; pub.1035449370; pub.1020335306; pub.1022502795; pub.1015943520; pub.1017061631; pub.1018357629; pub.1023231885; pub.1049299823; pub.1028246529; pub.1018835780; pub.1026725298; pub.1049163715
