"About the data: Exported on Dec 21, 2018. Criteria: Text - '18476766 OR 18479670 OR 18479717 OR 18479820 OR 18479943 OR 18480270 OR 18480284 OR 18482851 OR 18483003 OR 18483724 OR 18485420 OR 18485554 OR 18485604 OR 18485743 OR 18486147 OR 18486489 OR 18486490...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1004544635,10.1371/journal.pone.0137014,Neural Responses to Truth Telling and Risk Propensity under Asymmetric Information,PLoS ONE,2015,10,9,e0137014,"Suzuki, Hideo; Misaki, Masaya; Krueger, Frank; Bodurka, Jerzy",Laureate Institute for Brain Research; George Mason University; University of Oklahoma,United States; United States; United States,https://app.dimensions.ai/details/publication/pub.1004544635,2,pub.1046987221; pub.1069640703; pub.1025777243; pub.1016941497; pub.1046747291; pub.1052746404; pub.1043130875; pub.1034102888; pub.1046837472; pub.1043513437; pub.1044064825; pub.1033016980; pub.1038513424; pub.1063626432; pub.1046009569; pub.1021263988; pub.1031207319; pub.1046787072; pub.1041291079; pub.1018591894; pub.1018716564; pub.1005158627; pub.1040439916; pub.1064524015; pub.1048518447; pub.1038158535; pub.1037303379; pub.1022443439; pub.1041090218; pub.1048386896; pub.1021518846; pub.1063506732; pub.1051148686; pub.1015711504; pub.1013898238; pub.1014850111; pub.1024641346; pub.1042416546; pub.1023156168; pub.1019633612; pub.1021403729; pub.1030535354; pub.1000042991; pub.1018910149; pub.1047194119; pub.1083124560; pub.1038532621; pub.1007461835; pub.1010058048; pub.1034620860; pub.1006970122; pub.1051952636; pub.1045903852; pub.1050865109; pub.1044486337; pub.1038430355; pub.1052604724; pub.1008660773; pub.1046434001; pub.1051212001; pub.1036648400; pub.1015560227; pub.1019958012; pub.1010369743; pub.1050753737; pub.1016092369; pub.1003592293; pub.1069623022; pub.1009489144; pub.1036473350; pub.1052368686; pub.1006793068; pub.1046374841; pub.1013655247; pub.1044005035; pub.1064524438; pub.1009318382; pub.1047891186; pub.1035937761; pub.1038225353; pub.1039435968
pub.1090672235,10.1371/journal.pone.0180334,The association between resting functional connectivity and dispositional optimism,PLoS ONE,2017,12,7,e0180334,"Ran, Qian; Yang, Junyi; Yang, Wenjing; Wei, Dongtao; Qiu, Jiang; Zhang, Dong",Third Military Medical University; Ministry of Education of the People's Republic of China; Southwest University,China; China; China,https://app.dimensions.ai/details/publication/pub.1090672235,1,pub.1033198335; pub.1016138290; pub.1027324388; pub.1051861660; pub.1024525599; pub.1003672493; pub.1043859781; pub.1015976895; pub.1043671196; pub.1014314850; pub.1030165522; pub.1016239669; pub.1032406884; pub.1012321559; pub.1075315224; pub.1022730049; pub.1052078471; pub.1008030624; pub.1000886647; pub.1020875351; pub.1042766447; pub.1016583534; pub.1014367999; pub.1009204100; pub.1039957983; pub.1009567322; pub.1006765162; pub.1054090972; pub.1040440690; pub.1038159915; pub.1007423016; pub.1020673724; pub.1026702142; pub.1050841272; pub.1051386834; pub.1015552952; pub.1001412882; pub.1007898853; pub.1043176351; pub.1046882600; pub.1003609797; pub.1032040871; pub.1063497820; pub.1017660532; pub.1043095051; pub.1024341501; pub.1050237244; pub.1093393340; pub.1002386379; pub.1049495777; pub.1004758180; pub.1009534385; pub.1027731755; pub.1035812626; pub.1059458342; pub.1052411803; pub.1017607062; pub.1053109894; pub.1004837874; pub.1015703541; pub.1016707147; pub.1002339464; pub.1017207272; pub.1021684622; pub.1000820963; pub.1021940728; pub.1047811587; pub.1022815933; pub.1047238332; pub.1062570448; pub.1039620882; pub.1036308766; pub.1022886756; pub.1001360934; pub.1024611368; pub.1019892844
pub.1101527601,10.1162/netn_a_00050,Cooperating Yet Distinct Brain Networks Engaged During Naturalistic Paradigms: A Meta-analysis of Functional MRI Results,Network Neuroscience,2018,3,1,1-54,"Bottenhorn, Katherine L.; Flannery, Jessica S.; Boeving, Emily R.; Riedel, Michael C.; Eickhoff, Simon B.; Sutherland, Matthew T.; Laird, Angela R.",Florida International University; Heinrich Heine University Düsseldorf; Jülich Research Centre,United States; Germany; Germany,https://app.dimensions.ai/details/publication/pub.1101527601,0,pub.1043786591; pub.1086332556; pub.1049650592; pub.1074879139; pub.1047230823; pub.1023553110; pub.1042082830; pub.1040292217; pub.1003962133; pub.1001314325; pub.1033195611; pub.1039286312; pub.1001318565; pub.1021275203; pub.1037575666; pub.1009786151; pub.1010056861; pub.1053220049; pub.1047030157; pub.1044714670; pub.1038164792; pub.1013458547; pub.1047340172; pub.1002487627; pub.1005967751; pub.1045228820; pub.1008392680; pub.1030360091; pub.1002719250; pub.1001279723; pub.1004214400; pub.1032663873; pub.1011461165; pub.1025858338; pub.1001786412; pub.1034879911; pub.1031957006; pub.1083218770; pub.1001143048; pub.1048832528; pub.1007909393; pub.1050457220; pub.1023987458; pub.1027535417; pub.1064612427; pub.1050273317; pub.1048154376; pub.1032150626; pub.1035605285; pub.1039949008; pub.1023891882; pub.1050090830; pub.1037148069; pub.1053599687; pub.1050419609; pub.1025797009; pub.1014880301; pub.1016681714; pub.1002972645; pub.1024982307; pub.1021676178; pub.1007791523; pub.1027601427; pub.1071099146; pub.1027950534; pub.1014311357; pub.1036576234; pub.1009959472; pub.1046572470; pub.1051973568; pub.1004857182; pub.1048210822; pub.1016895482; pub.1019724898; pub.1045472167
pub.1104607317,10.1371/journal.pone.0199049,Sex differences in default mode and dorsal attention network engagement,PLoS ONE,2018,13,6,e0199049,"Dumais, Kelly M.; Chernyak, Sergey; Nickerson, Lisa D.; Janes, Amy C.",McLean Hospital; Harvard University,United States; United States,https://app.dimensions.ai/details/publication/pub.1104607317,0,pub.1030281805; pub.1028357232; pub.1016669408; pub.1007685416; pub.1013947818; pub.1085876270; pub.1049396201; pub.1046351700; pub.1091507691; pub.1043560372; pub.1028233079; pub.1084304198; pub.1092535088; pub.1011017152; pub.1039928519; pub.1083393966; pub.1027227182; pub.1023907918; pub.1015591968; pub.1029394929; pub.1014960391; pub.1006219188; pub.1052377618; pub.1006293802; pub.1004124686; pub.1010791946; pub.1038579041; pub.1031865597; pub.1034610720; pub.1053795382; pub.1016862424; pub.1074737953; pub.1090391760; pub.1045425245; pub.1021747964; pub.1034744166; pub.1067707815; pub.1030195399; pub.1024319871; pub.1018307556; pub.1046754848; pub.1090383816; pub.1039183808; pub.1026825162; pub.1085115291; pub.1041985126; pub.1041616407; pub.1048782084; pub.1023712723; pub.1024629846; pub.1049506476; pub.1010007584; pub.1047222124; pub.1039987658; pub.1042068764; pub.1023342207; pub.1002427588; pub.1004267423; pub.1030283642; pub.1044178693; pub.1014216726; pub.1015923915
pub.1091983097,10.1371/journal.pone.0185152,Functional hemispheric asymmetries during the planning and manual control of virtual avatar movements,PLoS ONE,2017,12,9,e0185152,"Floegel, Mareike; Kell, Christian Alexander",Goethe University Frankfurt,Germany,https://app.dimensions.ai/details/publication/pub.1091983097,1,pub.1053705040; pub.1046278515; pub.1053957575; pub.1017273851; pub.1033880687; pub.1014236940; pub.1015306178; pub.1017010550; pub.1051200880; pub.1037954220; pub.1034765683; pub.1013499950; pub.1073350647; pub.1004767621; pub.1044441356; pub.1016664531; pub.1003930352; pub.1092991768; pub.1013988519; pub.1030201790; pub.1059443738; pub.1083316142; pub.1015223379; pub.1014576855; pub.1037912894; pub.1047084255; pub.1052119499; pub.1053768747; pub.1018028995; pub.1032747056; pub.1008405913; pub.1007367951; pub.1047743424; pub.1011674239; pub.1039009136; pub.1032646838; pub.1008674446; pub.1025569832; pub.1025077503; pub.1003373635; pub.1044294798; pub.1040066457; pub.1036567013; pub.1077208718; pub.1043177159; pub.1017395183; pub.1041201593; pub.1007509806; pub.1025766012; pub.1043084549; pub.1062449103; pub.1036856071; pub.1026595830; pub.1030884985; pub.1006859674; pub.1103089298; pub.1021690576; pub.1032681968; pub.1042512278; pub.1078502803; pub.1003293607; pub.1000874728; pub.1002913716; pub.1053734110; pub.1022259601; pub.1027734909; pub.1005225106; pub.1059444697; pub.1012768905; pub.1052717495; pub.1040286717; pub.1038937052; pub.1009159114; pub.1040902137; pub.1051729819; pub.1051595346; pub.1037366995
pub.1090671196,10.1371/journal.pone.0179959,Examining distinct working memory processes in children and adolescents using fMRI: Results and validation of a modified Brown-Peterson paradigm,PLoS ONE,2017,12,7,e0179959,"Siffredi, Vanessa; Barrouillet, Pierre; Spencer-Smith, Megan; Vaessen, Maarten; Anderson, Vicki; Vuilleumier, Patrik",University of Geneva; Murdoch Childrens Research Institute; University of Melbourne; Monash University; Royal Children's Hospital,Switzerland; Australia; Australia; Australia; Australia,https://app.dimensions.ai/details/publication/pub.1090671196,3,pub.1045393412; pub.1039207135; pub.1019463317; pub.1056368416; pub.1003172665; pub.1045539732; pub.1002898498; pub.1002592698; pub.1008831483; pub.1039020639; pub.1056368508; pub.1006372155; pub.1050795437; pub.1001713757; pub.1029342858; pub.1073278743; pub.1007368407; pub.1036777530; pub.1016880883; pub.1049938884; pub.1025307593; pub.1004247777; pub.1047436258; pub.1022677456; pub.1021539557; pub.1046296612; pub.1015837547; pub.1016003788; pub.1040054556; pub.1032766259; pub.1038384805; pub.1027805977; pub.1028288182; pub.1018828823; pub.1046810099; pub.1017897847; pub.1022323505; pub.1048621850; pub.1074977629; pub.1044294798; pub.1016995939; pub.1009631867; pub.1043871835; pub.1027519097; pub.1005032006; pub.1044549245; pub.1013169149; pub.1015677366; pub.1010188691; pub.1009534385; pub.1042605425; pub.1000737367; pub.1032325155; pub.1021308084; pub.1017257398; pub.1040584151; pub.1004585998; pub.1023004690; pub.1005375040; pub.1001415068; pub.1032222630; pub.1032102431; pub.1022259601; pub.1009185020; pub.1075186233; pub.1015321733; pub.1031360581; pub.1010400923; pub.1012628834; pub.1020716319; pub.1005552202; pub.1015389694
pub.1024048723,10.1371/journal.pone.0129139,Barratt Impulsivity and Neural Regulation of Physiological Arousal,PLoS ONE,2015,10,6,e0129139,"Zhang, Sheng; Hu, Sien; Hu, Jianping; Wu, Po-Lun; Chao, Herta H.; Li, Chiang-shan R.",Yale University; South China Normal University; China Medical University,United States; China; Taiwan,https://app.dimensions.ai/details/publication/pub.1024048723,9,pub.1003982420; pub.1027229888; pub.1045586288; pub.1046754137; pub.1045484818; pub.1034884358; pub.1028217454; pub.1024027742; pub.1032155659; pub.1011594695; pub.1004124686; pub.1018886494; pub.1043800702; pub.1012116900; pub.1018038292; pub.1015807130; pub.1037164433; pub.1029541337; pub.1021690576; pub.1017432481; pub.1024127063; pub.1033158136; pub.1013292247; pub.1010210036; pub.1044086170; pub.1015764959; pub.1036077030; pub.1062446948; pub.1032630669; pub.1030013424; pub.1042077194; pub.1016603500; pub.1049635379; pub.1016048317; pub.1021091894; pub.1016128329; pub.1038408603; pub.1029929048; pub.1044597849; pub.1031678813; pub.1063500264; pub.1045174818; pub.1030996149; pub.1013956081; pub.1037582621; pub.1018834208; pub.1025730815; pub.1002386379; pub.1046593633; pub.1042012852; pub.1063972159; pub.1027476437; pub.1029952129; pub.1034508109; pub.1069640326; pub.1029533898; pub.1052437744; pub.1040364714; pub.1010927326; pub.1007329320; pub.1010969843; pub.1052150273; pub.1004951704; pub.1019851950; pub.1062555920; pub.1003083376; pub.1038344895; pub.1016735347; pub.1041056552; pub.1028603222; pub.1014886254; pub.1032852323; pub.1004452029; pub.1023964168; pub.1027305126; pub.1012752442; pub.1051415736; pub.1013007809; pub.1062277965; pub.1026296619; pub.1035389279; pub.1069739864; pub.1033008577; pub.1018943840; pub.1005978024; pub.1074618217; pub.1009211776; pub.1012947730; pub.1032934697; pub.1053088444; pub.1053445481; pub.1045602488; pub.1027616874; pub.1042367397; pub.1046476420; pub.1005595102; pub.1024204079; pub.1010015150; pub.1035757322; pub.1035041912; pub.1044872629; pub.1025422912; pub.1050028385; pub.1007133346; pub.1029780378; pub.1047036955
pub.1001548931,10.1371/journal.pone.0120900,Is That Me or My Twin? Lack of Self-Face Recognition Advantage in Identical Twins,PLoS ONE,2015,10,4,e0120900,"Martini, Matteo; Bufalari, Ilaria; Stazi, Maria Antonietta; Aglioti, Salvatore Maria",Sapienza University of Rome; Fondazione Santa Lucia; University of Barcelona; University of East London,Italy; Italy; Spain; United Kingdom,https://app.dimensions.ai/details/publication/pub.1001548931,4,pub.1011430575; pub.1052058894; pub.1018155418; pub.1044482510; pub.1038737834; pub.1050419381; pub.1039276519; pub.1038734268; pub.1011026566; pub.1007387127; pub.1018486093; pub.1032505179; pub.1051496503; pub.1044179991; pub.1022588860; pub.1058164410; pub.1021138691; pub.1011868479; pub.1051441601; pub.1043818249; pub.1013660114; pub.1039019278; pub.1001518355; pub.1029278946; pub.1034311729; pub.1022442694; pub.1067633111; pub.1035008528; pub.1035571683; pub.1014970122; pub.1027069704; pub.1012117562; pub.1015530909; pub.1045030707; pub.1028822512; pub.1009626623; pub.1012927128; pub.1017141486; pub.1029119515; pub.1016072165; pub.1058165196; pub.1027257691; pub.1047281457; pub.1032149484; pub.1000246092; pub.1041111406; pub.1025093610; pub.1015327274; pub.1039157120; pub.1020805211; pub.1062498737; pub.1039382765; pub.1012611133; pub.1017812606; pub.1059934786; pub.1058162752; pub.1012921910; pub.1031716208; pub.1058164015; pub.1049665578; pub.1006738551; pub.1043482561; pub.1046495915; pub.1047852299; pub.1006079499; pub.1050322940; pub.1039605038; pub.1023114300; pub.1044143347; pub.1053953052; pub.1040942305; pub.1005418831; pub.1042929156; pub.1023578260; pub.1020229981; pub.1037865871; pub.1069487057; pub.1053114676
pub.1048653341,10.1371/journal.pone.0124550,Reading a Suspenseful Literary Text Activates Brain Areas Related to Social Cognition and Predictive Inference,PLoS ONE,2015,10,5,e0124550,"Lehne, Moritz; Engel, Philipp; Rohrmeier, Martin; Menninghaus, Winfried; Jacobs, Arthur M.; Koelsch, Stefan",Free University of Berlin; TU Dresden; Max Planck Institute for Empirical Aesthetics,Germany; Germany; Germany,https://app.dimensions.ai/details/publication/pub.1048653341,23,pub.1043927434; pub.1011108063; pub.1000743759; pub.1004603197; pub.1033235454; pub.1030830421; pub.1015254277; pub.1029493214; pub.1038227042; pub.1035716492; pub.1029017777; pub.1041269326; pub.1004486030; pub.1000596356; pub.1047419804; pub.1015293732; pub.1044064825; pub.1042089374; pub.1082457393; pub.1005150530; pub.1028839992; pub.1047605608; pub.1053256207; pub.1013999795; pub.1007215697; pub.1034486712; pub.1023151495; pub.1010648186; pub.1036122730; pub.1013270517; pub.1037468575; pub.1018840456; pub.1017811703; pub.1021428113; pub.1024909359; pub.1020049927; pub.1001143048; pub.1000542840; pub.1042009176; pub.1024744934; pub.1020725424; pub.1010173607; pub.1033055457; pub.1044294798; pub.1023566299; pub.1064373057; pub.1035590652; pub.1006111844; pub.1030973516; pub.1052468584; pub.1000602831; pub.1010284622; pub.1039130172; pub.1004255260; pub.1049248528; pub.1023891882; pub.1038544804; pub.1036370264; pub.1044049911; pub.1048771860; pub.1096889128; pub.1039385534; pub.1027169212; pub.1026919152; pub.1007603866; pub.1089072287; pub.1036768183; pub.1017727385; pub.1026971073; pub.1033803668; pub.1035309206; pub.1024731986; pub.1001811672; pub.1009598663; pub.1040623205; pub.1030988518; pub.1033350083; pub.1007415146; pub.1000648882; pub.1027513127; pub.1023327220; pub.1038888016
pub.1044520270,10.1371/journal.pone.0151879,Functional Connectivity of the Caudal Anterior Cingulate Cortex Is Decreased in Autism,PLoS ONE,2016,11,3,e0151879,"Zhou, Yuanyue; Shi, Lijuan; Cui, Xilong; Wang, Suhong; Luo, Xuerong",Children's Hospital of Suzhou University,China,https://app.dimensions.ai/details/publication/pub.1044520270,14,pub.1001198916; pub.1050624227; pub.1009589002; pub.1030579043; pub.1015510470; pub.1016323438; pub.1022234575; pub.1036744521; pub.1027025001; pub.1021589261; pub.1030253613; pub.1031830140; pub.1053088809; pub.1036427450; pub.1048243778; pub.1015713969; pub.1045183964; pub.1045456398; pub.1019197435; pub.1037354551; pub.1007397685; pub.1020016876; pub.1044114873; pub.1022781621; pub.1072558012; pub.1041362409; pub.1027210070; pub.1044758977; pub.1041689268; pub.1007002238; pub.1020428670; pub.1016371345; pub.1006194946; pub.1031248419; pub.1004466054; pub.1009534385; pub.1041396617; pub.1002506055; pub.1024167803; pub.1038009447; pub.1035939636; pub.1019155746; pub.1050039833; pub.1032563335; pub.1038293114; pub.1018076977; pub.1039880779; pub.1062456274; pub.1005161842; pub.1045826091
