"About the data: Exported on Dec 21, 2018. Criteria: Text - '29655940 OR 29656259 OR 29656266 OR 29656269 OR 29660636 OR 29662068 OR 29662444 OR 29662445 OR 29662446 OR 29662447 OR 29666567 OR 29667272 OR 29668395 OR 29671156 OR 29672547 OR 29673483 OR 29673968...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1101999564,10.2307/29740302,Cuentas pendientes,Chasqui,1990,19,2,132,"Running, Thorpe; Jiménez, Edgardo",,,https://app.dimensions.ai/details/publication/pub.1101999564,0,
pub.1102001804,10.2307/29742133,Japón,Chasqui,2006,35,2,194,"Tompkins, Cynthia; Reygadas, Carlos",,,https://app.dimensions.ai/details/publication/pub.1102001804,0,
pub.1103112007,10.2307/29735557,Swirl before the Storm,The Irish Review (1986-),1990,,9,111,"Wilson, Robin; Purdie, Bob",,,https://app.dimensions.ai/details/publication/pub.1103112007,0,
pub.1101999616,10.2307/29740296,José Lezama Lima's Joyful Vision: A Study of Paradiso and Other Prose Works,Chasqui,1990,19,2,124,"Siemens, William L.; Pellón, Gustavo",,,https://app.dimensions.ai/details/publication/pub.1101999616,0,
pub.1101999673,10.2307/29740292,Dichos de Luder,Chasqui,1990,19,2,117,"Ferreira, César; Ribeyro, Julio Ramón; Ribeyro, Julio Ramón",,,https://app.dimensions.ai/details/publication/pub.1101999673,0,
pub.1103633450,10.1503/jpn.170102,Neural correlates of emotional action control in anger-prone women with borderline personality disorder.,Journal of Psychiatry and Neuroscience,2018,43,3,161-170,"Bertsch, Katja; Roelofs, Karin; Roch, Paul Jonathan; Ma, Bo; Hensel, Saskia; Herpertz, Sabine C; Volman, Inge",Heidelberg University,Germany,https://app.dimensions.ai/details/publication/pub.1103633450,2,pub.1021770413; pub.1023651457; pub.1022619263; pub.1084061899; pub.1018613585; pub.1002123817; pub.1052441472; pub.1004805453; pub.1063500024; pub.1047920231; pub.1053759113; pub.1043160250; pub.1028301350; pub.1067633414; pub.1038318014; pub.1011540220; pub.1017212802; pub.1048536257; pub.1017819423; pub.1006765162; pub.1047227130; pub.1021428113; pub.1047728004; pub.1039523915; pub.1033690967; pub.1007375497; pub.1023659785; pub.1067633895; pub.1042401950; pub.1067633361; pub.1010721845; pub.1067426814; pub.1036239166; pub.1067632500; pub.1012258049; pub.1006966110; pub.1000079020; pub.1046867023; pub.1021288829; pub.1015509613; pub.1067633278; pub.1005225106; pub.1045916663; pub.1043812130; pub.1038806839; pub.1023472839; pub.1008623590; pub.1036563081
pub.1105155937,10.1503/jpn.170112,Abnormal dynamic functional connectivity of amygdalar subregions in untreated patients with first-episode major depressive disorder.,Journal of Psychiatry and Neuroscience,2018,43,4,262-272,"Qiu, Lihua; Xia, Mingrui; Cheng, Bochao; Yuan, Lin; Kuang, Weihong; Bi, Feng; Ai, Hua; Gu, Zhongwei; Lui, Su; Huang, Xiaoqi; He, Yong; Gong, Qiyong",West China Hospital of Sichuan University,China,https://app.dimensions.ai/details/publication/pub.1105155937,0,pub.1074618217; pub.1015732479; pub.1000880450; pub.1027344511; pub.1000272212; pub.1053660528; pub.1025200053; pub.1016497727; pub.1013092399; pub.1032232247; pub.1020625465; pub.1023438102; pub.1003299226; pub.1034930570; pub.1028571621; pub.1011360263; pub.1030165522; pub.1006052697; pub.1044670414; pub.1044418302; pub.1038082497; pub.1053411374; pub.1017651375; pub.1038583445; pub.1039118721; pub.1041894086; pub.1039148325; pub.1039739108; pub.1034160781; pub.1006765162; pub.1009297764; pub.1050166850; pub.1031907819; pub.1030454821; pub.1016432920; pub.1079343696; pub.1015423414; pub.1015015994; pub.1046565849; pub.1044294798; pub.1063973326; pub.1049756614; pub.1030345503; pub.1021997446; pub.1045165645; pub.1033444048; pub.1051116731; pub.1009534385; pub.1019068061; pub.1035923976; pub.1052411803; pub.1063513717; pub.1048414674; pub.1003181476; pub.1006146497; pub.1018077813; pub.1001811672; pub.1005573978; pub.1035714462; pub.1006761414; pub.1010144450; pub.1049823585; pub.1028513031; pub.1046404256; pub.1025737971; pub.1003249781; pub.1028396098; pub.1021589261
pub.1105155938,,The maternal brain in women with a history of early-life maltreatment: an imagination-based fMRI study of conflictual versus pleasant interactions with children.,Journal of Psychiatry and Neuroscience,2018,43,4,273-282,"Neukel, Corinne; Bertsch, Katja; Fuchs, Anna; Zietlow, Anna-Lena; Reck, Corinna; Moehler, Eva; Brunner, Romuald; Bermpohl, Felix; Herpertz, Sabine C",,,https://app.dimensions.ai/details/publication/pub.1105155938,0,
pub.1103979543,10.1523/jneurosci.0019-18.2018,The Affective and Neural Correlates of Heroin versus Cocaine Use in Addiction Are Influenced by Environmental Setting But in Opposite Directions.,Journal of Neuroscience,2018,38,22,5182-5195,"De Pirro, Silvana; Galati, Gaspare; Pizzamiglio, Luigi; Badiani, Aldo",University of Sussex; Sapienza University of Rome; Fondazione Santa Lucia,United Kingdom; Italy; Italy,https://app.dimensions.ai/details/publication/pub.1103979543,3,
pub.1103168423,10.1016/j.nicl.2018.04.002,Decoding moral emotions in obsessive-compulsive disorder,NeuroImage Clinical,2018,19,,82-89,"Fontenelle, Leonardo F.; Frydman, Ilana; Hoefle, Sebastian; Oliveira-Souza, Ricardo; Vigne, Paula; Bortollini, Tiago S.; Suo, Chao; Yücel, Murat; Mattos, Paulo; Moll, Jorge",D’Or Institute for Research and Education; Monash University; Federal University of Rio de Janeiro,Brazil; Australia; Brazil,https://app.dimensions.ai/details/publication/pub.1103168423,0,pub.1053046908; pub.1045590298; pub.1018198372; pub.1054032346; pub.1045451952; pub.1029427774; pub.1030214768; pub.1079225983; pub.1030327257; pub.1031881889; pub.1052519988; pub.1005320459; pub.1041184801; pub.1008415560; pub.1038497212; pub.1005721540; pub.1005108247; pub.1006082262; pub.1043015221; pub.1083746638; pub.1015458947; pub.1040814072; pub.1024835327; pub.1024541242; pub.1085997081; pub.1007606387; pub.1038909028; pub.1042708087; pub.1018629998; pub.1009509876; pub.1019614372; pub.1015536672; pub.1043098464; pub.1053819042; pub.1027550587; pub.1032781704; pub.1012240769; pub.1083352277; pub.1028825166; pub.1046541890; pub.1083822200; pub.1014194499; pub.1047118482; pub.1002597477; pub.1101992458; pub.1037072143; pub.1010450269; pub.1018209045; pub.1037243001; pub.1040273866; pub.1008259422; pub.1011611738; pub.1017809084; pub.1049044235; pub.1041784392; pub.1025292071; pub.1003946740; pub.1008348609; pub.1053747862; pub.1033242247; pub.1024159550; pub.1003767213; pub.1014995747; pub.1006983411; pub.1028551827; pub.1010204383; pub.1047037524; pub.1022259601; pub.1036694028; pub.1042461169; pub.1027398291; pub.1031821298; pub.1028949149; pub.1027455225; pub.1022150416
