"About the data: Exported on Dec 21, 2018. Criteria: Text - '12032364 OR 12036808 OR 12040063 OR 12050089 OR 12060018 OR 12062028 OR 12062047 OR 12062884 OR 12063136 OR 12063157 OR 12065841 OR 12067697 OR 12067701 OR 12074896 OR 12077007 OR 12077008 OR 12077009...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1035033870,10.1371/journal.pone.0130880,26158468,4497686,Attentional Modulation of Brain Responses to Primary Appetitive and Aversive Stimuli,PLoS ONE,,"Administration, Oral; Adolescent; Adult; Analgesics, Non-Narcotic; Analysis of Variance; Attention; Brain; Brain Mapping; Female; Fruit and Vegetable Juices; Humans; Magnetic Resonance Imaging; Male; Psychomotor Performance; Quinine; Reaction Time; Surveys and Questionnaires; Young Adult",2015,10,7,e0130880,All OA; Gold,article,"Field, Brent A.; Buck, Cara L.; McClure, Samuel M.; Nystrom, Leigh E.; Kahneman, Daniel; Cohen, Jonathan D.","Field, Brent A. (Princeton University); Buck, Cara L. (University of California, San Diego); McClure, Samuel M. (Stanford University); Nystrom, Leigh E. (Princeton University); Kahneman, Daniel (Princeton University); Cohen, Jonathan D. (Princeton University; University of Pittsburgh)","University of California, San Diego; Stanford University; University of Pittsburgh; Princeton University",grid.266100.3; grid.168010.e; grid.21925.3d; grid.16750.35,United States; United States; United States; United States,National Institute on Aging; John Templeton Foundation; National Institute of Mental Health,2,2,0.26,0.59,5,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0130880&type=printable,https://app.dimensions.ai/details/publication/pub.1035033870,1701 Psychology,1701 Psychology,,,,
0,pub.1012038122,10.1371/journal.pone.0168661,28052091,5215289,Sense of Accomplishment Is Modulated by a Proper Level of Instruction and Represented in the Brain Reward System,PLoS ONE,,Adolescent; Adult; Brain; Female; Humans; Magnetic Resonance Imaging; Male; Neurons; Reward; Young Adult,2017,12,1,e0168661,All OA; Gold,article,"Nakai, Tomoya; Nakatani, Hironori; Hosoda, Chihiro; Nonaka, Yulri; Okanoya, Kazuo","Nakai, Tomoya (University of Tokyo; Japan Society for the Promotion of Science); Nakatani, Hironori (University of Tokyo); Hosoda, Chihiro (University of Tokyo; Japan Science and Technology Agency); Nonaka, Yulri (University of Tokyo); Okanoya, Kazuo (University of Tokyo; RIKEN Center for Brain Science)",University of Tokyo; Japan Science and Technology Agency; Japan Society for the Promotion of Science; RIKEN Center for Brain Science,grid.26999.3d; grid.419082.6; grid.54432.34; grid.474690.8,Japan; Japan; Japan; Japan,Japan Society for the Promotion of Science,0,0,0,0,3,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0168661&type=printable,https://app.dimensions.ai/details/publication/pub.1012038122,1701 Psychology,1701 Psychology,,,,
0,pub.1083844315,10.1371/journal.pone.0170310,28207751,5312947,Flavor pleasantness processing in the ventral emotion network,PLoS ONE,,"Adult; Brain; Brain Mapping; Emotions; Flavoring Agents; Food Preferences; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Taste; Ventral Striatum; Young Adult",2017,12,2,e0170310,All OA; Gold,article,"Dalenberg, Jelle R.; Weitkamp, Liselore; Renken, Remco J.; Nanetti, Luca; Horst, Gert J. ter","Dalenberg, Jelle R. (TiFN; University Medical Center Groningen); Weitkamp, Liselore (TiFN; University Medical Center Groningen); Renken, Remco J. (TiFN; University Medical Center Groningen); Nanetti, Luca (University Medical Center Groningen); Horst, Gert J. ter (TiFN; University Medical Center Groningen)",University Medical Center Groningen; TiFN,grid.4494.d; grid.420129.c,Netherlands; Netherlands,,5,5,0,0,7,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0170310&type=printable,https://app.dimensions.ai/details/publication/pub.1083844315,1701 Psychology,1701 Psychology,,,,
0,pub.1016597180,10.1371/journal.pone.0168414,27992505,5161366,Neural Signatures of the Reading-Writing Connection: Greater Involvement of Writing in Chinese Reading than English Reading,PLoS ONE,,"Adult; Brain Mapping; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Multilingualism; Neural Pathways; Phonetics; Prefrontal Cortex; Reading; Writing; Young Adult",2016,11,12,e0168414,All OA; Gold,article,"Cao, Fan; Perfetti, Charles A.","Cao, Fan (Michigan State University); Perfetti, Charles A. (University of Pittsburgh)",University of Pittsburgh; Michigan State University,grid.21925.3d; grid.17088.36,United States; United States,,5,5,0.28,3.85,2,https://doi.org/10.1371/journal.pone.0168414,https://app.dimensions.ai/details/publication/pub.1016597180,2004 Linguistics; 1701 Psychology; 1702 Cognitive Sciences; 2003 Language Studies,2004 Linguistics,1701 Psychology,1702 Cognitive Sciences,2003 Language Studies,
0,pub.1014932013,10.1371/journal.pone.0126511,25974269,4431742,Different Roles of COMT and HTR2A Genotypes in Working Memory Subprocesses,PLoS ONE,,"Adult; Brain Mapping; Catechol O-Methyltransferase; Female; Frontal Lobe; Genotype; Gyrus Cinguli; Humans; Male; Memory, Short-Term; Nerve Net; Parietal Lobe; Polymorphism, Genetic; Prefrontal Cortex; Reaction Time; Receptor, Serotonin, 5-HT2A; Visual Perception; Young Adult",2015,10,5,e0126511,All OA; Gold,article,"Kondo, Hirohito M.; Nomura, Michio; Kashino, Makio","Kondo, Hirohito M. (Nippon Telegraph and Telephone (Japan); Osaka University); Nomura, Michio (Kyoto University); Kashino, Makio (Nippon Telegraph and Telephone (Japan); Tokyo Institute of Technology)",Kyoto University; Osaka University; Nippon Telegraph and Telephone (Japan); Tokyo Institute of Technology,grid.258799.8; grid.136593.b; grid.419819.c; grid.32197.3e,Japan; Japan; Japan; Japan,,4,3,0.37,1.19,2,https://doi.org/10.1371/journal.pone.0126511,https://app.dimensions.ai/details/publication/pub.1014932013,1701 Psychology,1701 Psychology,,,,
0,pub.1090671196,10.1371/journal.pone.0179959,28704424,5509143,Examining distinct working memory processes in children and adolescents using fMRI: Results and validation of a modified Brown-Peterson paradigm,PLoS ONE,,"Adolescent; Attention; Brain Mapping; Child; Executive Function; Female; Humans; Magnetic Resonance Imaging; Male; Memory, Short-Term; Neuropsychological Tests; Parietal Lobe; Temporal Lobe; Verbal Learning; Visual Perception",2017,12,7,e0179959,All OA; Gold,article,"Siffredi, Vanessa; Barrouillet, Pierre; Spencer-Smith, Megan; Vaessen, Maarten; Anderson, Vicki; Vuilleumier, Patrik","Siffredi, Vanessa (University of Geneva; Murdoch Childrens Research Institute; University of Melbourne); Barrouillet, Pierre (University of Geneva); Spencer-Smith, Megan (Murdoch Childrens Research Institute; Monash University); Vaessen, Maarten (University of Geneva); Anderson, Vicki (Murdoch Childrens Research Institute; University of Melbourne; Royal Children's Hospital); Vuilleumier, Patrik (University of Geneva)",Royal Children's Hospital; Murdoch Childrens Research Institute; University of Melbourne; Monash University; University of Geneva,grid.416107.5; grid.1058.c; grid.1008.9; grid.1002.3; grid.8591.5,Australia; Australia; Australia; Australia; Switzerland,United States Department of Veterans Affairs; Government of Victoria; National Health and Medical Research Council; Swiss National Science Foundation,3,3,0,0,1,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0179959&type=printable,https://app.dimensions.ai/details/publication/pub.1090671196,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1010753179,10.1371/journal.pone.0161589,27598534,5012606,Identifying Core Affect in Individuals from fMRI Responses to Dynamic Naturalistic Audiovisual Stimuli,PLoS ONE,,Adult; Arousal; Brain; Brain Mapping; Emotions; Female; Humans; Magnetic Resonance Imaging; Male; Photic Stimulation,2016,11,9,e0161589,All OA; Gold,article,"Kim, Jongwan; Wang, Jing; Wedell, Douglas H.; Shinkareva, Svetlana V.","Kim, Jongwan (University of South Carolina); Wang, Jing (Carnegie Mellon University); Wedell, Douglas H. (University of South Carolina); Shinkareva, Svetlana V. (University of South Carolina)",Carnegie Mellon University; University of South Carolina,grid.147455.6; grid.254567.7,United States; United States,,7,7,0.35,2.94,2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0161589&type=printable,https://app.dimensions.ai/details/publication/pub.1010753179,1701 Psychology,1701 Psychology,,,,
0,pub.1043714900,10.1371/journal.pone.0140731,26469519,4607368,Brain Activation of Negative Feedback in Rule Acquisition Revealed in a Segmented Wisconsin Card Sorting Test,PLoS ONE,,"Adult; Brain; Brain Mapping; Feedback, Psychological; Female; Humans; Magnetic Resonance Imaging; Male; Neuropsychological Tests; Photic Stimulation; Young Adult",2015,10,10,e0140731,All OA; Gold,article,"Wang, Jing; Cao, Bihua; Cai, Xueli; Gao, Heming; Li, Fuhong","Wang, Jing (Liaoning Normal University); Cao, Bihua (Jiangxi Normal University); Cai, Xueli (Southwest Jiaotong University); Gao, Heming (Liaoning Normal University); Li, Fuhong (Liaoning Normal University; Jiangxi Normal University)",Southwest Jiaotong University; Liaoning Normal University; Jiangxi Normal University,grid.263901.f; grid.440818.1; grid.411862.8,China; China; China,National Natural Science Foundation of China,6,4,0.71,1.13,1,https://doi.org/10.1371/journal.pone.0140731,https://app.dimensions.ai/details/publication/pub.1043714900,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1072524801,10.4329/wjr.v6.i6.261,24976929,PMC4072813,Sustained attention in psychosis: Neuroimaging findings,World Journal of Radiology,,,2014,6,6,261-273,All OA; Gold,article,"Sepede, Gianna; Spano, Maria Chiara; Lorusso, Marco; De Berardis, Domenico; Salerno, Rosa Maria; Di Giannantonio, Massimo; Gambi, Francesco","Sepede, Gianna (University of Chieti-Pescara); Spano, Maria Chiara (University of Chieti-Pescara); Lorusso, Marco (University of Chieti-Pescara); De Berardis, Domenico (University of Chieti-Pescara); Salerno, Rosa Maria (University of Chieti-Pescara); Di Giannantonio, Massimo (University of Chieti-Pescara); Gambi, Francesco (University of Chieti-Pescara)",University of Chieti-Pescara,grid.412451.7,Italy,,10,4,0.77,1.83,,https://doi.org/10.4329/wjr.v6.i6.261,https://app.dimensions.ai/details/publication/pub.1072524801,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1000825288,10.1371/journal.pbio.1002262,26378440,4574920,Time Adaptation Shows Duration Selectivity in the Human Parietal Cortex,PLoS Biology,,"Adaptation, Physiological; Adolescent; Adult; Discrimination (Psychology); Female; Healthy Volunteers; Humans; Magnetic Resonance Imaging; Male; Parietal Lobe; Temporal Lobe; Time Perception; Young Adult",2015,13,9,e1002262,All OA; Gold,article,"Hayashi, Masamichi J.; Ditye, Thomas; Harada, Tokiko; Hashiguchi, Maho; Sadato, Norihiro; Carlson, Synnöve; Walsh, Vincent; Kanai, Ryota","Hayashi, Masamichi J. (Osaka University; University of Sussex; University College London; Aalto University; University of Helsinki); Ditye, Thomas (University College London); Harada, Tokiko (National Institute for Physiological Sciences); Hashiguchi, Maho (National Institute for Physiological Sciences; Graduate University For Advanced Studies); Sadato, Norihiro (National Institute for Physiological Sciences; Graduate University For Advanced Studies; University of Fukui); Carlson, Synnöve (Aalto University; University of Helsinki); Walsh, Vincent (University College London); Kanai, Ryota (University of Sussex; University College London)",University of Helsinki; Aalto University; Osaka University; University of Sussex; University of Fukui; University College London; Graduate University For Advanced Studies; National Institute for Physiological Sciences,grid.7737.4; grid.5373.2; grid.136593.b; grid.12082.39; grid.163577.1; grid.83440.3b; grid.275033.0; grid.467811.d,Finland; Finland; Japan; United Kingdom; Japan; United Kingdom; Japan; Japan,Academy of Finland; Royal Society; Japan Science and Technology Agency; Japan Society for the Promotion of Science; Medical Research Council,31,20,2.77,7.3,26,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002262&type=printable,https://app.dimensions.ai/details/publication/pub.1000825288,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
