"About the data: Exported on Dec 21, 2018. Criteria: Text - '21156209 OR 21156210 OR 21157877 OR 21157878 OR 21159096 OR 21159322 OR 21159952 OR 21159958 OR 21159973 OR 21162043 OR 21162046 OR 21163275 OR 21163276 OR 21167189 OR 21167584 OR 21167644 OR 21167825...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1072524821,10.4329/wjr.v6.i7.471,Neural mechanisms of mindfulness and meditation: Evidence from neuroimaging studies,World Journal of Radiology,2014,6,7,471-479,"Marchand, William R",George E. Wahlen Department of VA Medical Center,United States,https://app.dimensions.ai/details/publication/pub.1072524821,45,pub.1031378147; pub.1052634041; pub.1045711902; pub.1043846254; pub.1025930563; pub.1021976161; pub.1044566401; pub.1018006842; pub.1003852392; pub.1017957336; pub.1044694729; pub.1012914622; pub.1009033705; pub.1012549487; pub.1007121317; pub.1014314850; pub.1015263170; pub.1039802595; pub.1006922958; pub.1017718468; pub.1044082526; pub.1014972473; pub.1002926692; pub.1053408038; pub.1036664479; pub.1010551822; pub.1051865879; pub.1035579012; pub.1053230176; pub.1039004820; pub.1001018973; pub.1030401185; pub.1025133506; pub.1010232027; pub.1033692603; pub.1033181027; pub.1062454622; pub.1010267728; pub.1042859571; pub.1009726020; pub.1023668492; pub.1000484898; pub.1030612634; pub.1000127088; pub.1044129041; pub.1025001567; pub.1010261156; pub.1002290602; pub.1047899110; pub.1017966648; pub.1010015097; pub.1047050191; pub.1007782145; pub.1038807442; pub.1032393410; pub.1013222791; pub.1026772617; pub.1083003950; pub.1005171812; pub.1041290536; pub.1008772484; pub.1012944215; pub.1022760375; pub.1050523671; pub.1025262834; pub.1015229645
pub.1034936604,10.1371/journal.pone.0167400,Reward Contingencies Improve Goal-Directed Behavior by Enhancing Posterior Brain Attentional Regions and Increasing Corticostriatal Connectivity in Cocaine Addicts,PLoS ONE,2016,11,12,e0167400,"Rosell-Negre, Patricia; Bustamante, Juan-Carlos; Fuentes-Claramonte, Paola; Costumero, Víctor; Llopis-Llacer, Juan-José; Barrós-Loscertales, Alfonso",Jaume I University; University of Zaragoza; Fidmag Sisters Hospitallers; Conselleria de Sanitat,Spain; Spain; Spain; Spain,https://app.dimensions.ai/details/publication/pub.1034936604,1,pub.1063191641; pub.1010213596; pub.1036758039; pub.1019345372; pub.1003841148; pub.1031970732; pub.1022444926; pub.1043438218; pub.1004885924; pub.1026664002; pub.1001381612; pub.1004264655; pub.1031149534; pub.1051382844; pub.1028510565; pub.1053348465; pub.1029778106; pub.1049793299; pub.1020007586; pub.1019881027; pub.1042922564; pub.1012407989; pub.1012793262; pub.1033890535; pub.1035930875; pub.1042944212; pub.1009612814; pub.1031449688; pub.1031106738; pub.1018370461; pub.1020520424; pub.1063512083; pub.1048527095; pub.1011306766; pub.1029073102; pub.1048990008; pub.1020650499; pub.1000676879; pub.1025954831; pub.1010039336; pub.1023161816; pub.1040167310; pub.1011353971; pub.1015569512; pub.1041874053; pub.1074896322; pub.1041554924; pub.1063492911; pub.1029714362; pub.1015937571; pub.1044545654; pub.1011263542; pub.1030220966; pub.1031835178; pub.1001052529; pub.1041555228; pub.1053722137; pub.1021203821; pub.1015158032; pub.1010387350; pub.1063496791; pub.1035483619; pub.1063486701; pub.1001035706; pub.1015062306; pub.1040199098; pub.1041996997; pub.1013668650; pub.1047082313; pub.1034857811; pub.1002519633; pub.1008305620; pub.1021877980; pub.1008081243; pub.1012748665; pub.1034150355; pub.1046528756; pub.1003931497; pub.1007233707; pub.1077798603; pub.1017286248; pub.1037306108; pub.1038457649; pub.1012741457; pub.1018020307; pub.1030406357; pub.1025633571; pub.1052980204; pub.1013530974; pub.1033133999; pub.1028770457; pub.1014806720; pub.1012076625; pub.1031379228; pub.1045056747; pub.1014311102; pub.1029932292; pub.1021963492; pub.1040129289; pub.1019363366; pub.1031669915; pub.1008223337; pub.1052700436; pub.1049349629; pub.1013851067
pub.1009991109,10.1371/journal.pone.0132209,Shaped by the Past: The Default Mode Network Supports Cognition that Is Independent of Immediate Perceptual Input,PLoS ONE,2015,10,6,e0132209,"Konishi, Mahiko; McLaren, Donald George; Engen, Haakon; Smallwood, Jonathan",University of York; Massachusetts General Hospital,United Kingdom; United States,https://app.dimensions.ai/details/publication/pub.1009991109,56,pub.1025058598; pub.1026784490; pub.1020269680; pub.1007685416; pub.1053335993; pub.1034988957; pub.1029791717; pub.1047038435; pub.1059458512; pub.1019811455; pub.1001175678; pub.1035146543; pub.1015204293; pub.1044547909; pub.1020755578; pub.1039286312; pub.1002624000; pub.1030165522; pub.1000978580; pub.1006481445; pub.1005110456; pub.1030609530; pub.1015782710; pub.1032456362; pub.1053408038; pub.1015959253; pub.1034872900; pub.1019205418; pub.1010822128; pub.1014691828; pub.1014960391; pub.1005092321; pub.1052377618; pub.1004124686; pub.1017455767; pub.1043219054; pub.1049882717; pub.1044641519; pub.1023146156; pub.1046882600; pub.1001917084; pub.1062454622; pub.1012552719; pub.1025425800; pub.1009726020; pub.1047771081; pub.1020037554; pub.1018529420; pub.1018089212; pub.1034950159; pub.1048713935; pub.1010092491; pub.1018307556; pub.1021544518; pub.1018467161; pub.1028471598; pub.1009489144; pub.1040667111; pub.1043481747; pub.1016178148; pub.1002613129; pub.1027465338; pub.1041025217; pub.1005572513; pub.1042944212; pub.1050092902; pub.1001110227; pub.1036970931; pub.1064356548; pub.1050382747; pub.1022420222
pub.1022888313,10.1371/journal.pone.0075912,Effects of Emotional Contexts on Cerebello-Thalamo-Cortical Activity during Action Observation,PLoS ONE,2013,8,9,e75912,"Mazzola, Viridiana; Vuilleumier, Patrik; Latorre, Valeria; Petito, Annamaria; Gallese, Vittorio; Popolizio, Teresa; Arciero, Giampiero; Bondolfi, Guido",University of Geneva; University of Foggia; University of Parma; University Hospital of Geneva,Switzerland; Italy; Italy; Switzerland,https://app.dimensions.ai/details/publication/pub.1022888313,17,pub.1043031734; pub.1047442133; pub.1003996281; pub.1098662209; pub.1043243770; pub.1048102831; pub.1074751612; pub.1033243768; pub.1043204136; pub.1029451730; pub.1012229770; pub.1075346948; pub.1037202494; pub.1029799446; pub.1005682027; pub.1034555526; pub.1033781729; pub.1040695762; pub.1047437282; pub.1011915611; pub.1041678849; pub.1040103376; pub.1026293278; pub.1023470852; pub.1029493006; pub.1033426066; pub.1027282599; pub.1010881517; pub.1025894755; pub.1016147064; pub.1002739248; pub.1049615368; pub.1041560149; pub.1022434399; pub.1013857426; pub.1017602702; pub.1019348386; pub.1006688801; pub.1033625054; pub.1048277498; pub.1022239065; pub.1044294798; pub.1016588518; pub.1043767494; pub.1053249849; pub.1017027667; pub.1006410446; pub.1035941140; pub.1038867036; pub.1042975166; pub.1034133203; pub.1042084105; pub.1022316444; pub.1031075194; pub.1016447933; pub.1029296638; pub.1034197911; pub.1043455107; pub.1035427871; pub.1012099156; pub.1018610835; pub.1022230041; pub.1029309292; pub.1005425360; pub.1051367445; pub.1022652002; pub.1022482784; pub.1040652534; pub.1035253755; pub.1021564647; pub.1005280064; pub.1041522303
pub.1053649611,10.1371/journal.pone.0120572,The Subcortical Cocktail Problem; Mixed Signals from the Subthalamic Nucleus and Substantia Nigra,PLoS ONE,2015,10,3,e0120572,"de Hollander, Gilles; Keuken, Max C.; Forstmann, Birte U.",University of Amsterdam; Max Planck Institute for Human Cognitive and Brain Sciences,Netherlands; Germany,https://app.dimensions.ai/details/publication/pub.1053649611,19,pub.1031179728; pub.1037334741; pub.1025991863; pub.1048397454; pub.1050093650; pub.1030801719; pub.1017812456; pub.1078036250; pub.1001918890; pub.1034459474; pub.1037565807; pub.1029998025; pub.1019160417; pub.1015891512; pub.1019180140; pub.1027819013; pub.1018455489; pub.1039618481; pub.1040493175; pub.1033414498; pub.1094327952; pub.1030878602; pub.1040573281; pub.1006290273; pub.1052138916; pub.1017658258; pub.1045766669; pub.1043066909; pub.1009055149; pub.1052140787; pub.1048947775; pub.1045940854; pub.1008932994; pub.1023470852; pub.1010494176; pub.1044840273; pub.1035774141; pub.1002955611; pub.1051242170; pub.1016221307; pub.1040167310; pub.1021201916; pub.1043646204; pub.1023865906; pub.1037412923; pub.1033919985; pub.1027448636; pub.1040923270; pub.1049572231; pub.1040218454; pub.1011930506; pub.1004975308; pub.1039858167; pub.1002427588; pub.1002072169; pub.1024128881; pub.1013906511; pub.1052150273; pub.1024273092; pub.1004320372; pub.1022175134; pub.1053589716; pub.1003876228; pub.1089751482; pub.1027753800; pub.1052427847; pub.1043319367; pub.1004061202; pub.1021654743; pub.1017726017; pub.1050383550; pub.1037668518; pub.1050018346; pub.1010831490; pub.1023747491; pub.1035669345; pub.1039605693; pub.1052051703; pub.1053346425; pub.1050704516; pub.1030159465; pub.1008476449; pub.1006553011; pub.1048868477; pub.1044415275; pub.1009091382; pub.1054662545; pub.1008172301; pub.1048959708; pub.1048090523; pub.1002624914; pub.1036576234; pub.1015317597
pub.1021747040,10.1371/journal.pone.0149554,Happier People Show Greater Neural Connectivity during Negative Self-Referential Processing,PLoS ONE,2016,11,2,e0149554,"Kim, Eun Joo; Kyeong, Sunghyon; Cho, Sang Woo; Chun, Ji-Won; Park, Hae-Jeong; Kim, Jihye; Kim, Joohan; Dolan, Raymond J.; Kim, Jae-Jin",Yonsei University; Wellcome Centre for Human Neuroimaging; Gangnam Severance Hospital,South Korea; United Kingdom; South Korea,https://app.dimensions.ai/details/publication/pub.1021747040,3,pub.1029822588; pub.1029690886; pub.1031504450; pub.1045343909; pub.1067630355; pub.1016497322; pub.1047605483; pub.1018006842; pub.1036400632; pub.1007778014; pub.1050643754; pub.1041992058; pub.1044329104; pub.1028839992; pub.1001215960; pub.1019479775; pub.1012250272; pub.1039677709; pub.1025454618; pub.1040440690; pub.1053391584; pub.1045721094; pub.1043245961; pub.1021428113; pub.1047255891; pub.1008997299; pub.1017597500; pub.1061837443; pub.1019175581; pub.1021355393; pub.1005622381; pub.1038569444; pub.1045264569; pub.1026660124; pub.1036756791; pub.1014577270; pub.1029932473; pub.1004758180; pub.1010713382; pub.1046112004; pub.1041675916; pub.1003064662; pub.1005339975; pub.1038134865; pub.1010148517; pub.1021200158; pub.1006091812; pub.1001813214; pub.1007374431; pub.1018296099; pub.1050322940; pub.1006692688; pub.1063740234; pub.1031229451; pub.1004129282; pub.1033853075; pub.1050340438; pub.1032950949; pub.1000311892; pub.1021670786; pub.1009360132
pub.1106155136,10.7554/elife.36652,Functional gradients of the cerebellum,eLife,2018,7,,e36652,"Guell, Xavier; Schmahmann, Jeremy D; DE Gabrieli, John; Ghosh, Satrajit S",Massachusetts Institute of Technology; Harvard University,United States; United States,https://app.dimensions.ai/details/publication/pub.1106155136,1,pub.1020755578; pub.1036050957; pub.1059445093; pub.1036173681; pub.1010129304; pub.1004109367; pub.1046821729; pub.1053342105; pub.1018148227; pub.1022076283; pub.1004124686; pub.1029733810; pub.1029992346; pub.1001232363; pub.1090277386; pub.1062454622; pub.1028065215; pub.1024744934; pub.1028888866; pub.1008540929; pub.1016679444; pub.1009621432; pub.1016437514; pub.1053412136; pub.1083089633; pub.1000151195; pub.1036642029; pub.1075346948; pub.1001743775; pub.1047437282; pub.1041469552; pub.1043192367; pub.1026910492; pub.1029583685; pub.1032307259; pub.1007098301; pub.1006293802; pub.1019456456; pub.1044039778; pub.1029230929; pub.1029386022; pub.1011776863; pub.1007280239; pub.1021580718; pub.1047991024; pub.1010396288; pub.1018307556; pub.1021694347; pub.1047173347; pub.1079422555; pub.1050873190; pub.1092833224; pub.1017700200; pub.1046271937; pub.1023888192; pub.1100777038; pub.1031857463; pub.1021945985; pub.1044327968; pub.1022839660; pub.1027255665; pub.1011592759; pub.1029338637; pub.1039186902; pub.1003449769; pub.1005095639; pub.1062650707; pub.1104565437; pub.1031804986; pub.1035380943; pub.1028951534; pub.1039345880; pub.1005572513; pub.1028555629; pub.1008652059; pub.1009147103; pub.1084535443; pub.1011503123; pub.1048963972; pub.1019818237; pub.1083027498; pub.1029798689; pub.1019711684; pub.1011017152; pub.1010645549; pub.1022946548; pub.1006778587; pub.1010406170; pub.1024534482; pub.1036455825; pub.1040767870; pub.1026756029; pub.1016447933; pub.1090682597; pub.1034967402; pub.1010646184; pub.1036142462; pub.1000311908
pub.1016437514,10.1371/journal.pone.0133402,Surface-Based Display of Volume-Averaged Cerebellar Imaging Data,PLoS ONE,2015,10,7,e0133402,"Diedrichsen, Jörn; Zotow, Ewa",University College London,United Kingdom,https://app.dimensions.ai/details/publication/pub.1016437514,32,pub.1021945985; pub.1075835162; pub.1044580355; pub.1044327968; pub.1030439685; pub.1043560372; pub.1026646941; pub.1047437282; pub.1024545208; pub.1022374239; pub.1011836517; pub.1017161088; pub.1028138296; pub.1011017152; pub.1007387920; pub.1069975132; pub.1019711684; pub.1018771068; pub.1059458450; pub.1015487723; pub.1019253079; pub.1017920375; pub.1020635340; pub.1053140737; pub.1022076283; pub.1018192060; pub.1046436631; pub.1028354406; pub.1030364327; pub.1026230761; pub.1007528499; pub.1002567481; pub.1008540929; pub.1048341013; pub.1051794099; pub.1032036135; pub.1041252997; pub.1015769603; pub.1016447933; pub.1031017815; pub.1048294414; pub.1012844994; pub.1033206596; pub.1083027489; pub.1027353695; pub.1016672937; pub.1034422101; pub.1082781120; pub.1007818048; pub.1069790454
pub.1015170876,10.1371/journal.pone.0137020,Functional Organization of the Action Observation Network in Autism: A Graph Theory Approach,PLoS ONE,2015,10,8,e0137020,"Alaerts, Kaat; Geerlings, Franca; Herremans, Lynn; Swinnen, Stephan P.; Verhoeven, Judith; Sunaert, Stefan; Wenderoth, Nicole",KU Leuven; Swiss Federal Institute of Technology in Zurich,Belgium; Switzerland,https://app.dimensions.ai/details/publication/pub.1015170876,9,pub.1024153391; pub.1018597518; pub.1014039287; pub.1019357220; pub.1000956127; pub.1034509965; pub.1029863792; pub.1039117679; pub.1049927503; pub.1042819420; pub.1027725119; pub.1026846204; pub.1047421058; pub.1026293278; pub.1004966544; pub.1019418143; pub.1053216161; pub.1013253272; pub.1010405236; pub.1034543836; pub.1029225239; pub.1026639418; pub.1030230659; pub.1040495234; pub.1042217820; pub.1038642718; pub.1026939639; pub.1014483215; pub.1035711197; pub.1004124686; pub.1015139171; pub.1023419684; pub.1059239700; pub.1013370437; pub.1052106917; pub.1007471430; pub.1019497263; pub.1048190464; pub.1022450513; pub.1003606553; pub.1034853448; pub.1029419819; pub.1038928194; pub.1003109639; pub.1014863850; pub.1006194946; pub.1010175917; pub.1034709312; pub.1049495777; pub.1006998208; pub.1009534385; pub.1012353650; pub.1007396380; pub.1028779757; pub.1035344063; pub.1000759337; pub.1035214169; pub.1026588217; pub.1022342218; pub.1049616524; pub.1032563335; pub.1004124155; pub.1008528000; pub.1007955718; pub.1003265609; pub.1039620882; pub.1007729003; pub.1021115521; pub.1021187268; pub.1021589261
pub.1101527601,10.1162/netn_a_00050,Cooperating Yet Distinct Brain Networks Engaged During Naturalistic Paradigms: A Meta-analysis of Functional MRI Results,Network Neuroscience,2018,3,1,1-54,"Bottenhorn, Katherine L.; Flannery, Jessica S.; Boeving, Emily R.; Riedel, Michael C.; Eickhoff, Simon B.; Sutherland, Matthew T.; Laird, Angela R.",Florida International University; Heinrich Heine University Düsseldorf; Jülich Research Centre,United States; Germany; Germany,https://app.dimensions.ai/details/publication/pub.1101527601,0,pub.1043786591; pub.1086332556; pub.1049650592; pub.1074879139; pub.1047230823; pub.1023553110; pub.1042082830; pub.1040292217; pub.1003962133; pub.1001314325; pub.1033195611; pub.1039286312; pub.1001318565; pub.1021275203; pub.1037575666; pub.1009786151; pub.1010056861; pub.1053220049; pub.1047030157; pub.1044714670; pub.1038164792; pub.1013458547; pub.1047340172; pub.1002487627; pub.1005967751; pub.1045228820; pub.1008392680; pub.1030360091; pub.1002719250; pub.1001279723; pub.1004214400; pub.1032663873; pub.1011461165; pub.1025858338; pub.1001786412; pub.1034879911; pub.1031957006; pub.1083218770; pub.1001143048; pub.1048832528; pub.1007909393; pub.1050457220; pub.1023987458; pub.1027535417; pub.1064612427; pub.1050273317; pub.1048154376; pub.1032150626; pub.1035605285; pub.1039949008; pub.1023891882; pub.1050090830; pub.1037148069; pub.1053599687; pub.1050419609; pub.1025797009; pub.1014880301; pub.1016681714; pub.1002972645; pub.1024982307; pub.1021676178; pub.1007791523; pub.1027601427; pub.1071099146; pub.1027950534; pub.1014311357; pub.1036576234; pub.1009959472; pub.1046572470; pub.1051973568; pub.1004857182; pub.1048210822; pub.1016895482; pub.1019724898; pub.1045472167
