"About the data: Exported on Dec 21, 2018. Criteria: Text - '23329206 OR 23329729 OR 23331283 OR 23332807 OR 23333417 OR 23333668 OR 23333840 OR 23335893 OR 23335976 OR 23337458 OR 23340410 OR 23340519 OR 23341872 OR 23342130 OR 23342148 OR 23342176 OR 23343492...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1072524786,10.4329/wjr.v6.i4.93,24778771,PMC4000613,FMRI contributions to addressing autobiographical memory impairment in temporal lobe pathology,World Journal of Radiology,,,2014,6,4,93-105,All OA; Gold,article,"Denkova, Ekaterina J; Manning, Liliann","Denkova, Ekaterina J (University of Strasbourg); Manning, Liliann (University of Strasbourg)",University of Strasbourg,grid.11843.3f,France,,2,1,0.08,0.37,,https://doi.org/10.4329/wjr.v6.i4.93,https://app.dimensions.ai/details/publication/pub.1072524786,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1012700923,10.1371/journal.pbio.1002469,27270215,4896426,Distinct Global Brain Dynamics and Spatiotemporal Organization of the Salience Network,PLoS Biology,,"Adult; Algorithms; Brain; Brain Mapping; Cognition; Female; Humans; Kinetics; Magnetic Resonance Imaging; Male; Models, Neurological; Nerve Net; Neural Pathways; Time Factors; Young Adult",2016,14,6,e1002469,All OA; Gold,article,"Chen, Tianwen; Cai, Weidong; Ryali, Srikanth; Supekar, Kaustubh; Menon, Vinod","Chen, Tianwen (Stanford University); Cai, Weidong (Stanford University); Ryali, Srikanth (Stanford University); Supekar, Kaustubh (Stanford University); Menon, Vinod (Stanford University)",Stanford University,grid.168010.e,United States,National Institute of Child Health and Human Development; National Institute of Neurological Disorders and Stroke; National Institute of Mental Health,43,42,4.27,18.04,22,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002469&type=printable,https://app.dimensions.ai/details/publication/pub.1012700923,1701 Psychology,1701 Psychology,,,,
0,pub.1011077216,10.1371/journal.pone.0152875,27074031,4830618,Decreased Functional Connectivity of Homotopic Brain Regions in Chronic Stroke Patients: A Resting State fMRI Study,PLoS ONE,,"Adult; Aged; Brain; Brain Mapping; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Middle Aged; Nerve Net; Stroke",2016,11,4,e0152875,All OA; Gold,article,"Tang, Chaozheng; Zhao, Zhiyong; Chen, Chuang; Zheng, Xiaohui; Sun, Fenfen; Zhang, Xiaoli; Tian, Jing; Fan, Mingxia; Wu, Yi; Jia, Jie","Tang, Chaozheng (); Zhao, Zhiyong (East China Normal University); Chen, Chuang (Fujian University of Traditional Chinese Medicine); Zheng, Xiaohui (East China Normal University); Sun, Fenfen (East China Normal University); Zhang, Xiaoli (); Tian, Jing (); Fan, Mingxia (East China Normal University); Wu, Yi (); Jia, Jie ()",East China Normal University; Fujian University of Traditional Chinese Medicine,grid.22069.3f; grid.411504.5,China; China,Ministry of Science and Technology of the People's Republic of China; National Natural Science Foundation of China,15,11,1.98,4.89,2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0152875&type=printable,https://app.dimensions.ai/details/publication/pub.1011077216,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1054066866,10.1371/journal.pone.0167242,28107346,5249106,Decreased Functional Connectivity of Insular Cortex in Drug Naïve First Episode Schizophrenia: In Relation to Symptom Severity,PLoS ONE,,Adolescent; Adult; Brain Mapping; Case-Control Studies; Cerebral Cortex; Female; Humans; Magnetic Resonance Imaging; Male; Schizophrenia; Severity of Illness Index; Young Adult,2017,12,1,e0167242,All OA; Gold,article,"Pang, Lijuan; Kennedy, David; Wei, Qinling; Lv, Luxian; Gao, Jinsong; Li, Hong; Quan, Meina; Li, Xue; Yang, Yongfeng; Fan, Xiaoduo; Song, Xueqin","Pang, Lijuan (First Affiliated Hospital of Zhengzhou University); Kennedy, David (University of Massachusetts Medical School); Wei, Qinling (Third Affiliated Hospital of Sun Yat-sen University); Lv, Luxian (Xinxiang Medical University); Gao, Jinsong (First Affiliated Hospital of Zhengzhou University); Li, Hong (First Affiliated Hospital of Zhengzhou University); Quan, Meina (University of Massachusetts Medical School); Li, Xue (First Affiliated Hospital of Zhengzhou University); Yang, Yongfeng (Xinxiang Medical University); Fan, Xiaoduo (University of Massachusetts Medical School); Song, Xueqin (First Affiliated Hospital of Zhengzhou University)",University of Massachusetts Medical School; Third Affiliated Hospital of Sun Yat-sen University; Xinxiang Medical University; First Affiliated Hospital of Zhengzhou University,grid.168645.8; grid.412558.f; grid.412990.7; grid.412633.1,United States; China; China; China,Guangdong Science and Technology Department; National Natural Science Foundation of China,1,1,0,0,1,https://doi.org/10.1371/journal.pone.0167242,https://app.dimensions.ai/details/publication/pub.1054066866,1103 Clinical Sciences,1103 Clinical Sciences,,,,
0,pub.1072524801,10.4329/wjr.v6.i6.261,24976929,PMC4072813,Sustained attention in psychosis: Neuroimaging findings,World Journal of Radiology,,,2014,6,6,261-273,All OA; Gold,article,"Sepede, Gianna; Spano, Maria Chiara; Lorusso, Marco; De Berardis, Domenico; Salerno, Rosa Maria; Di Giannantonio, Massimo; Gambi, Francesco","Sepede, Gianna (University of Chieti-Pescara); Spano, Maria Chiara (University of Chieti-Pescara); Lorusso, Marco (University of Chieti-Pescara); De Berardis, Domenico (University of Chieti-Pescara); Salerno, Rosa Maria (University of Chieti-Pescara); Di Giannantonio, Massimo (University of Chieti-Pescara); Gambi, Francesco (University of Chieti-Pescara)",University of Chieti-Pescara,grid.412451.7,Italy,,10,4,0.77,1.83,,https://doi.org/10.4329/wjr.v6.i6.261,https://app.dimensions.ai/details/publication/pub.1072524801,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1099666757,10.1371/journal.pone.0189462,29236772,5728512,Age-related reduction of adaptive brain response during semantic integration is associated with gray matter reduction,PLoS ONE,,Adult; Aged; Aging; Female; Gray Matter; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Probability; Semantics,2017,12,12,e0189462,All OA; Gold,article,"Zhu, Zude; Yang, Fengjun; Li, Dongning; Zhou, Lianjun; Liu, Ying; Zhang, Ying; Chen, Xuezhi","Zhu, Zude (Jiangsu Normal University); Yang, Fengjun (); Li, Dongning (); Zhou, Lianjun (); Liu, Ying (); Zhang, Ying (); Chen, Xuezhi ()",Jiangsu Normal University,grid.411857.e,China,National Natural Science Foundation of China; Jiangsu Provincial Department of Education,2,2,0,0,1,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0189462&type=printable,https://app.dimensions.ai/details/publication/pub.1099666757,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1001318148,10.1371/journal.pone.0164818,27776135,5077096,Top-Down Network Effective Connectivity in Abstinent Substance Dependent Individuals,PLoS ONE,,Adult; Brain Mapping; Drug Users; Female; Humans; Longitudinal Studies; Magnetic Resonance Imaging; Male; Neuropsychological Tests; Young Adult,2016,11,10,e0164818,All OA; Gold,article,"Regner, Michael F.; Saenz, Naomi; Maharajh, Keeran; Yamamoto, Dorothy J.; Mohl, Brianne; Wylie, Korey; Tregellas, Jason; Tanabe, Jody","Regner, Michael F. (University of Colorado Anschutz Medical Campus); Saenz, Naomi (University of Colorado Anschutz Medical Campus); Maharajh, Keeran (University of Colorado Anschutz Medical Campus); Yamamoto, Dorothy J. (University of Colorado Anschutz Medical Campus); Mohl, Brianne (University of Colorado Anschutz Medical Campus); Wylie, Korey (University of Colorado Anschutz Medical Campus); Tregellas, Jason (University of Colorado Anschutz Medical Campus); Tanabe, Jody (University of Colorado Anschutz Medical Campus)",University of Colorado Anschutz Medical Campus,grid.430503.1,United States,National Institute of Mental Health; National Institute of Diabetes and Digestive and Kidney Diseases; National Institute on Drug Abuse,5,5,0.55,2.1,2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0164818&type=printable,https://app.dimensions.ai/details/publication/pub.1001318148,1701 Psychology,1701 Psychology,,,,
0,pub.1012329222,10.1371/journal.pone.0148045,26885824,4757444,Altered Cortico-Striatal Connectivity in Offspring of Schizophrenia Patients Relative to Offspring of Bipolar Patients and Controls,PLoS ONE,,Adolescent; Adult; Basal Ganglia; Bipolar Disorder; Case-Control Studies; Child; Cluster Analysis; Cognition; Corpus Striatum; Demography; Female; Gray Matter; Humans; Male; Middle Aged; Neocortex; Nerve Net; Regression Analysis; Rest; Schizophrenia; Young Adult,2016,11,2,e0148045,All OA; Gold,article,"Solé-Padullés, Cristina; Castro-Fornieles, Josefina; de la Serna, Elena; Romero, Soledad; Calvo, Anna; Sánchez-Gistau, Vanessa; Padrós-Fornieles, Marta; Baeza, Inmaculada; Bargalló, Núria; Frangou, Sophia; Sugranyes, Gisela","Solé-Padullés, Cristina (University of Barcelona); Castro-Fornieles, Josefina (Hospital Clinic of Barcelona; University of Barcelona); de la Serna, Elena (); Romero, Soledad (University of Barcelona; Hospital Clinic of Barcelona); Calvo, Anna (University of Barcelona; Hospital Clinic of Barcelona); Sánchez-Gistau, Vanessa (University of Barcelona; Hospital Clinic of Barcelona); Padrós-Fornieles, Marta (Hospital Clinic of Barcelona); Baeza, Inmaculada (University of Barcelona; Hospital Clinic of Barcelona); Bargalló, Núria (Hospital Clinic of Barcelona); Frangou, Sophia (Icahn School of Medicine at Mount Sinai); Sugranyes, Gisela (University of Barcelona; Hospital Clinic of Barcelona)",University of Barcelona; Hospital Clinic of Barcelona; Icahn School of Medicine at Mount Sinai,grid.5841.8; grid.410458.c; grid.59734.3c,Spain; Spain; United States,"Fundación Alicia Koplowitz; Ministry of Economy, Industry and Competitiveness; European Commission; Institute of Health Carlos III",12,10,1.48,4.77,5,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0148045&type=printable,https://app.dimensions.ai/details/publication/pub.1012329222,1103 Clinical Sciences,1103 Clinical Sciences,,,,
0,pub.1044289357,10.1371/journal.pone.0159351,27414048,4944916,Aberrant Resting-State Functional Connectivity in the Salience Network of Adolescent Chronic Fatigue Syndrome,PLoS ONE,,"Adolescent; Brain; Case-Control Studies; Fatigue Syndrome, Chronic; Female; Functional Neuroimaging; Humans; Magnetic Resonance Imaging; Male; Neural Pathways; Surveys and Questionnaires",2016,11,7,e0159351,All OA; Gold,article,"Wortinger, Laura Anne; Endestad, Tor; Melinder, Annika Maria D.; Øie, Merete Glenne; Sevenius, Andre; Wyller, Vegard Bruun","Wortinger, Laura Anne (Akershus University Hospital; University of Oslo); Endestad, Tor (University of Oslo); Melinder, Annika Maria D. (); Øie, Merete Glenne (University of Oslo; Innlandet Hospital Trust); Sevenius, Andre (University of Oslo); Wyller, Vegard Bruun (Akershus University Hospital)",Akershus University Hospital; University of Oslo; Innlandet Hospital Trust,grid.411279.8; grid.5510.1; grid.412929.5,Norway; Norway; Norway,Southern and Eastern Norway Regional Health Authority; The Research Council of Norway,13,12,1.97,4.23,21,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0159351&type=printable,https://app.dimensions.ai/details/publication/pub.1044289357,1103 Clinical Sciences; 1109 Neurosciences,1103 Clinical Sciences,1109 Neurosciences,,,
0,pub.1021747040,10.1371/journal.pone.0149554,26900857,4763307,Happier People Show Greater Neural Connectivity during Negative Self-Referential Processing,PLoS ONE,,Adult; Behavior; Brain Mapping; Demography; Face; Female; Happiness; Humans; Male; Mental Processes; Nerve Net; Personal Satisfaction; Reaction Time; Task Performance and Analysis,2016,11,2,e0149554,All OA; Gold,article,"Kim, Eun Joo; Kyeong, Sunghyon; Cho, Sang Woo; Chun, Ji-Won; Park, Hae-Jeong; Kim, Jihye; Kim, Joohan; Dolan, Raymond J.; Kim, Jae-Jin","Kim, Eun Joo (Yonsei University); Kyeong, Sunghyon (Yonsei University); Cho, Sang Woo (Yonsei University); Chun, Ji-Won (Yonsei University); Park, Hae-Jeong (Yonsei University); Kim, Jihye (Yonsei University); Kim, Joohan (Yonsei University); Dolan, Raymond J. (Wellcome Centre for Human Neuroimaging); Kim, Jae-Jin (Yonsei University; Gangnam Severance Hospital)",Wellcome Centre for Human Neuroimaging; Yonsei University; Gangnam Severance Hospital,grid.450002.3; grid.15444.30; grid.459553.b,United Kingdom; South Korea; South Korea,National Research Foundation of Korea; Wellcome Trust,3,2,0.47,1.26,18,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0149554&type=printable,https://app.dimensions.ai/details/publication/pub.1021747040,1701 Psychology,1701 Psychology,,,,
