"About the data: Exported on Dec 21, 2018. Criteria: Text - '25688196 OR 25689820 OR 25694215 OR 25695644 OR 25697049 OR 25697860 OR 25698637 OR 25698699 OR 25698731 OR 25698755 OR 25698758 OR 25698762 OR 25698948 OR 25698951 OR 25698959 OR 25698962 OR 25700951...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1104029946,10.2307/26400858,Front Matter,The Princeton University Library Chronicle,1944,5,4,,,,,https://app.dimensions.ai/details/publication/pub.1104029946,0,
pub.1072524930,10.4329/wjr.v8.i2.210,Functional magnetic resonance imaging of internet addiction in young adults,World Journal of Radiology,2016,8,2,210-225,"Sepede, Gianna; Tavino, Margherita; Santacroce, Rita; Fiori, Federica; Salerno, Rosa Maria; Di Giannantonio, Massimo",,,https://app.dimensions.ai/details/publication/pub.1072524930,13,pub.1051133025; pub.1048128974; pub.1023457995; pub.1075300552; pub.1036130287; pub.1002018265; pub.1044719400; pub.1023638129; pub.1002641213; pub.1028047295; pub.1035411561; pub.1000381965; pub.1033317827; pub.1044892196; pub.1011378981; pub.1063494279; pub.1049107254; pub.1029070243; pub.1022059690; pub.1015247517; pub.1044191443; pub.1042238144; pub.1040590801; pub.1059246556; pub.1014587344; pub.1018426968; pub.1036668063; pub.1040262768; pub.1010791946; pub.1037551593; pub.1053310076; pub.1044281885; pub.1079091090; pub.1053014264; pub.1025098308; pub.1078148400; pub.1024918133; pub.1051026018; pub.1024198650; pub.1042001791; pub.1049913223; pub.1067872701; pub.1078215963; pub.1030162962; pub.1036724918; pub.1018092872; pub.1059210323; pub.1045056747; pub.1052869107; pub.1005349890; pub.1041179616; pub.1022549671; pub.1010492289; pub.1017473663; pub.1067887106; pub.1012651921; pub.1003351308; pub.1035325838; pub.1007645911; pub.1019881027; pub.1016909553; pub.1038325052; pub.1002097174; pub.1075018935; pub.1041658709; pub.1009504059; pub.1029331082; pub.1014151206; pub.1048969848; pub.1052791854; pub.1078049427; pub.1011212404; pub.1044297649; pub.1026974563; pub.1052128157; pub.1030855905; pub.1003833962; pub.1005765600; pub.1041049412; pub.1067426729; pub.1038197283; pub.1052627139; pub.1031148893
pub.1038105692,10.1371/journal.pone.0161956,Alterations in Brain Structure and Functional Connectivity in Alcohol Dependent Patients and Possible Association with Impulsivity,PLoS ONE,2016,11,8,e0161956,"Wang, Junkai; Fan, Yunli; Dong, Yue; Ma, Mengying; Ma, Yi; Dong, Yuru; Niu, Yajuan; Jiang, Yin; Wang, Hong; Wang, Zhiyan; Wu, Liuzhen; Sun, Hongqiang; Cui, Cailian",Peking University; Chinese People's Armed Police General Hospital; Capital Medical University,China; China; China,https://app.dimensions.ai/details/publication/pub.1038105692,16,pub.1041645621; pub.1029799446; pub.1033603406; pub.1024596575; pub.1046347383; pub.1029217433; pub.1015586529; pub.1006401452; pub.1007252647; pub.1044178858; pub.1002405362; pub.1035103899; pub.1050663741; pub.1000349577; pub.1002834984; pub.1030330569; pub.1059458447; pub.1063465966; pub.1041792098; pub.1023897008; pub.1019282933; pub.1009958611; pub.1044644483; pub.1033087252; pub.1036241798; pub.1031884538; pub.1017313884; pub.1039267866; pub.1033986717; pub.1005566339; pub.1039170344; pub.1031461395; pub.1049138484; pub.1023351974; pub.1008520755; pub.1022959739; pub.1014056708; pub.1083371524; pub.1003835484; pub.1017432481; pub.1005699978; pub.1052184406; pub.1010210036; pub.1022815933; pub.1031207494; pub.1022145587; pub.1063493556; pub.1023372670; pub.1014271419; pub.1040383889; pub.1026945240; pub.1005770904; pub.1029715775; pub.1022100514
pub.1091760132,10.1371/journal.pone.0184712,Identify changes of brain regional homogeneity in early and later adult onset patients with first-episode depression using resting-state fMRI,PLoS ONE,2017,12,9,e0184712,"Shen, Zonglin; Jiang, Linling; Yang, Shuran; Ye, Jing; Dai, Nan; Liu, Xiaoyan; Li, Na; Lu, Jin; Liu, Fang; Lu, Yi; Sun, Xuejin; Cheng, Yuqi; Xu, Xiufeng",First Affiliated Hospital of Kunming Medical University,China,https://app.dimensions.ai/details/publication/pub.1091760132,6,pub.1012126640; pub.1016299601; pub.1051354148; pub.1023683276; pub.1038362249; pub.1063499164; pub.1039130385; pub.1024624294; pub.1016413267; pub.1012723083; pub.1078356850; pub.1043938430; pub.1030165522; pub.1020003520; pub.1045112668; pub.1067426818; pub.1048305216; pub.1028085591; pub.1034844478; pub.1033331427; pub.1050216200; pub.1001272411; pub.1031300494; pub.1012865264; pub.1077107004; pub.1011506514; pub.1047414338; pub.1035072449; pub.1031738022; pub.1011116003; pub.1007986938; pub.1032646298; pub.1046172101; pub.1052199026; pub.1003563711; pub.1007697701; pub.1026697775; pub.1021757121; pub.1030042859; pub.1053916477; pub.1005167532; pub.1021850821; pub.1018045157; pub.1008542006; pub.1040476884; pub.1002447646; pub.1034133026; pub.1004646761; pub.1063485146; pub.1011112214; pub.1016381653; pub.1039056471; pub.1013823043; pub.1063495619; pub.1019118931; pub.1077447841; pub.1040274626
pub.1074232027,10.1371/journal.pone.0170660,Long-Term Experience of Chinese Calligraphic Handwriting Is Associated with Better Executive Functions and Stronger Resting-State Functional Connectivity in Related Brain Regions,PLoS ONE,2017,12,1,e0170660,"Chen, Wen; He, Yong; Gao, Yang; Zhang, Cuiping; Chen, Chuansheng; Bi, Suyu; Yang, Pin; Wang, Yiwen; Wang, Wenjing","Beijing Normal University; University of California, Irvine; Beijing Foreign Studies University; Palace Museum",China; United States; China; China,https://app.dimensions.ai/details/publication/pub.1074232027,1,pub.1051304428; pub.1040351474; pub.1008007360; pub.1070777300; pub.1051133025; pub.1029752129; pub.1088752290; pub.1042334975; pub.1009268906; pub.1007068039; pub.1002123817; pub.1081930565; pub.1053226919; pub.1012572230; pub.1001727176; pub.1024980906; pub.1046431293; pub.1031176424; pub.1026152896; pub.1036165957; pub.1039010654; pub.1034315387; pub.1030165522; pub.1011378981; pub.1000529163; pub.1046100769; pub.1020951418; pub.1070821421; pub.1039612614; pub.1026263463; pub.1009690089; pub.1070802200; pub.1035864299; pub.1016283268; pub.1013004665; pub.1039284797; pub.1021297454; pub.1041878126; pub.1028005772; pub.1009909463; pub.1053012185; pub.1020224890; pub.1003497364; pub.1035476902; pub.1044161490; pub.1038175153; pub.1023768729; pub.1013599967; pub.1001143071; pub.1021392554; pub.1048010660; pub.1000935058; pub.1021544518; pub.1007583391; pub.1050425502; pub.1022815777; pub.1046320790; pub.1012350211; pub.1064220626; pub.1035853041; pub.1049604420; pub.1051714270; pub.1050491588; pub.1019512610; pub.1024886177; pub.1044947233; pub.1053606088; pub.1006863854; pub.1027074120; pub.1022815933; pub.1018305270; pub.1032765917; pub.1025543274; pub.1050374476; pub.1070823109
pub.1092401181,10.4329/wjr.v9.i10.371,Cerebellum and neurodegenerative diseases: Beyond conventional magnetic resonance imaging,World Journal of Radiology,2017,9,10,371-388,"Mormina, Enricomaria; Petracca, Maria; Bommarito, Giulia; Piaggio, Niccolò; Cocozza, Sirio; Inglese, Matilde",Icahn School of Medicine at Mount Sinai; University of Genoa,United States; Italy,https://app.dimensions.ai/details/publication/pub.1092401181,6,pub.1077892094; pub.1040539674; pub.1023898260; pub.1035735312; pub.1026344513; pub.1006711407; pub.1025077077; pub.1042517933; pub.1078917509; pub.1003556311; pub.1008376597; pub.1028814871; pub.1077095474; pub.1012562260; pub.1002392783; pub.1032729015; pub.1016031043; pub.1018893385; pub.1000221042; pub.1024360397; pub.1049232168; pub.1039572026; pub.1009884923; pub.1041950492; pub.1023483226; pub.1022244455; pub.1011349760; pub.1064349375; pub.1059438912; pub.1038428335; pub.1018212699; pub.1036867126; pub.1059438234; pub.1021295156; pub.1005333329; pub.1077732918; pub.1012550032; pub.1017859024; pub.1081729866; pub.1000759816; pub.1063989095; pub.1007938755; pub.1014994170; pub.1028148387; pub.1053797852; pub.1012080760; pub.1043648715; pub.1063416379; pub.1024344214; pub.1049204728; pub.1064367555; pub.1010577012; pub.1029931376; pub.1053451054; pub.1026910492; pub.1032814402; pub.1024106054; pub.1052878736; pub.1082647350; pub.1045724264; pub.1029240869; pub.1009916024; pub.1002826878; pub.1033628542; pub.1050710461; pub.1029386022; pub.1006710807; pub.1046508068; pub.1006387236; pub.1017407314; pub.1079366529; pub.1040532131; pub.1006835328; pub.1050573223; pub.1013878379; pub.1002451266; pub.1048736056; pub.1037872592; pub.1000859164; pub.1074609163; pub.1033837779; pub.1064354831; pub.1052798392; pub.1042954096; pub.1021965074; pub.1023827674; pub.1052175671; pub.1027971951; pub.1020952132; pub.1048584436; pub.1041293600; pub.1008039110; pub.1015447525; pub.1071105333; pub.1044327968; pub.1024832606; pub.1064353846; pub.1018887030; pub.1034637420; pub.1034128303; pub.1036428409; pub.1040523346; pub.1026533607; pub.1064349876; pub.1009705426; pub.1071105734; pub.1004967514; pub.1074588897; pub.1000759662; pub.1028377878; pub.1021708427; pub.1022049745; pub.1014464489; pub.1031754154; pub.1047497710; pub.1021122684; pub.1046579274; pub.1045666749; pub.1036496477; pub.1040660781; pub.1029755458; pub.1040294520; pub.1036159674; pub.1050864124; pub.1063989079; pub.1050832363; pub.1036193786; pub.1019775435; pub.1036338445; pub.1032024060; pub.1050623760; pub.1005815812; pub.1030971053; pub.1029443003; pub.1033925307; pub.1053548072; pub.1019094637; pub.1053402202; pub.1013358170; pub.1009843777; pub.1053773506; pub.1007471430; pub.1041853712; pub.1015788753; pub.1010427202; pub.1053563065; pub.1004531700; pub.1026756029; pub.1005134037; pub.1022494931; pub.1026461556; pub.1023887875; pub.1035763469; pub.1024580046; pub.1069188083; pub.1001341608; pub.1050280782
pub.1029654880,10.1093/cercor/bhv214,Individual Differences in Adult Reading Are Associated with Left Temporo-parietal to Dorsal Striatal Functional Connectivity.,Cerebral Cortex,2016,26,10,4069-4081,"Achal, Sanjay; Hoeft, Fumiko; Bray, Signe","University of Calgary; University of California, San Francisco; Yale University; Keio University; Alberta Children's Hospital",Canada; United States; United States; Japan; Canada,https://app.dimensions.ai/details/publication/pub.1029654880,3,pub.1015834836; pub.1003530357; pub.1040257567; pub.1003323905; pub.1071095487; pub.1003299226; pub.1035160943; pub.1052698821; pub.1000339680; pub.1037601436; pub.1003927106; pub.1030563933; pub.1007561215; pub.1009473461; pub.1030416133; pub.1004124686; pub.1003949457; pub.1013123932; pub.1041542235; pub.1021754447; pub.1083027489; pub.1000648882; pub.1005946366; pub.1045617993; pub.1030851286; pub.1003090189; pub.1049396201; pub.1009882993; pub.1006995626; pub.1003761364; pub.1059439330; pub.1031574510; pub.1054924394; pub.1017908782; pub.1019538769; pub.1034224168; pub.1048537607; pub.1015448073; pub.1003525303; pub.1042425386; pub.1007559679; pub.1006832149; pub.1033647935; pub.1034121871; pub.1034118728; pub.1005500895; pub.1020327873; pub.1023485941; pub.1008623590; pub.1036839979; pub.1009182590; pub.1021706244; pub.1017589039; pub.1052575225; pub.1037456995; pub.1044999668; pub.1015359568; pub.1032139718; pub.1050303867; pub.1050845328; pub.1030181286; pub.1011991936; pub.1053543589; pub.1049931903; pub.1040487797; pub.1029128914; pub.1019491794; pub.1005460784; pub.1036370264; pub.1009489144; pub.1022370227; pub.1040102622; pub.1042070966; pub.1042300363; pub.1059934896; pub.1083308491; pub.1007201371; pub.1051655856; pub.1045332995; pub.1018020307; pub.1027067953; pub.1023723636; pub.1040803573; pub.1033883011; pub.1007387920; pub.1001771826; pub.1037227721; pub.1040952392; pub.1021555971; pub.1021518498; pub.1018824995; pub.1053828067; pub.1000239994; pub.1003176490; pub.1052220614; pub.1030570379; pub.1025160231; pub.1015368654; pub.1048981211
pub.1059458633,10.1093/cercor/bhv185,A Dynamic Core Network and Global Efficiency in the Resting Human Brain.,Cerebral Cortex,2016,26,10,4015-33,"de Pasquale, F; Della Penna, S; Sporns, O; Romani, G L; Corbetta, M",University of Chieti-Pescara; Indiana University System; Washington University in St. Louis,Italy; United States; United States,https://app.dimensions.ai/details/publication/pub.1059458633,42,pub.1043514513; pub.1032232247; pub.1019432888; pub.1034712903; pub.1031782430; pub.1009169832; pub.1031983493; pub.1006088237; pub.1021103399; pub.1048235090; pub.1030810692; pub.1058293648; pub.1036446535; pub.1049179327; pub.1026184548; pub.1050008688; pub.1004908996; pub.1024106054; pub.1001490942; pub.1050669311; pub.1048805555; pub.1010197024; pub.1002002501; pub.1018417285; pub.1064707560; pub.1002066940; pub.1004124686; pub.1019579803; pub.1016695109; pub.1019082690; pub.1017286190; pub.1022870652; pub.1009138592; pub.1106831921; pub.1029386022; pub.1043020264; pub.1049823120; pub.1040127483; pub.1014256265; pub.1050614438; pub.1024564234; pub.1021680908; pub.1008540929; pub.1044539623; pub.1019678409; pub.1051116731; pub.1018307556; pub.1011768207; pub.1037912856; pub.1040010733; pub.1037463488; pub.1004953014; pub.1027505091; pub.1021449289; pub.1010767037; pub.1041985126; pub.1051704848; pub.1022342218; pub.1016331796; pub.1030526403; pub.1042300363; pub.1023687484; pub.1016303041; pub.1010327339; pub.1044950312
pub.1067426827,10.1503/jpn.140322,Grey matter volume increase following electroconvulsive therapy in patients with late life depression: a longitudinal MRI study.,Journal of Psychiatry and Neuroscience,2016,41,2,105-14,"Bouckaert, Filip; De Winter, François-Laurent; Emsell, Louise; Dols, Annemieke; Rhebergen, Didi; Wampers, Martien; Sunaert, Stefan; Stek, Max; Sienaert, Pascal; Vandenbulcke, Mathieu",VU University Medical Center,Netherlands,https://app.dimensions.ai/details/publication/pub.1067426827,24,pub.1043072857; pub.1024945766; pub.1028950158; pub.1019425301; pub.1021523026; pub.1035454955; pub.1007001892; pub.1053456041; pub.1026381118; pub.1010516318; pub.1039263850; pub.1034320685; pub.1002913180; pub.1044829569; pub.1019438377; pub.1013804871; pub.1052578877; pub.1064169334; pub.1043964035; pub.1017838427; pub.1072205838; pub.1047523526; pub.1019941996; pub.1064167142; pub.1034685237; pub.1031252462; pub.1010384146; pub.1063494393; pub.1004964280; pub.1021939331; pub.1049988343; pub.1013314698; pub.1029126487; pub.1063868794; pub.1028928523; pub.1075276291; pub.1064172861; pub.1015835943; pub.1002567481; pub.1040151587; pub.1046633155; pub.1029857202; pub.1072204467; pub.1083371524; pub.1036063538; pub.1026684062; pub.1077725140; pub.1010452465; pub.1063497821; pub.1007385596; pub.1019559477; pub.1074559359; pub.1063479349; pub.1045119398; pub.1031010455; pub.1007760232; pub.1053002567; pub.1034895557; pub.1077951357; pub.1063495637; pub.1053385233; pub.1027523106
pub.1006463503,10.1371/journal.pone.0163097,Aberrant Functional Connectivity of the Amygdala Complexes in PTSD during Conscious and Subconscious Processing of Trauma-Related Stimuli,PLoS ONE,2016,11,9,e0163097,"Rabellino, Daniela; Densmore, Maria; Frewen, Paul A.; Théberge, Jean; McKinnon, Margaret C.; Lanius, Ruth A.",Western University; Lawson Health Research Institute; McMaster University; Homewood Research Institute,Canada; Canada; Canada; Canada,https://app.dimensions.ai/details/publication/pub.1006463503,6,pub.1036605339; pub.1015732479; pub.1036437602; pub.1047835111; pub.1049892297; pub.1053806232; pub.1037337788; pub.1000716402; pub.1002242892; pub.1048568030; pub.1041506366; pub.1029744801; pub.1044730951; pub.1012632286; pub.1051793200; pub.1029444550; pub.1035295990; pub.1002786981; pub.1022430192; pub.1016457175; pub.1007263638; pub.1049077816; pub.1021428113; pub.1002808452; pub.1002880122; pub.1002520142; pub.1052717754; pub.1063497820; pub.1052385124; pub.1044294798; pub.1053845484; pub.1063498743; pub.1045503312; pub.1042274612; pub.1048498390; pub.1044774416; pub.1006493832; pub.1018131931; pub.1063513717; pub.1037657039; pub.1041733846; pub.1028442048; pub.1012099156; pub.1031060767; pub.1001811672; pub.1032751259; pub.1015139958; pub.1036831707; pub.1054576915; pub.1028513031; pub.1051314767; pub.1067426635; pub.1029454894
