"About the data: Exported on Dec 21, 2018. Criteria: Text - '24885511 OR 24885823 OR 24887402 OR 24888525 OR 24893344 OR 24893737 OR 24893740 OR 24893741 OR 24893907 OR 24898851 OR 24899698 OR 24899706 OR 24899709 OR 24899718 OR 24901995 OR 24902936 OR 24903120...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1085935201,10.1371/journal.pone.0178386,28594841,5464553,Probabilistic Entity-Relationship Diagram: A correlation between functional connectivity and spontaneous brain activity during resting state in major depressive disorder,PLoS ONE,,"Brain; Depressive Disorder, Major; Humans; Magnetic Resonance Imaging; Prefrontal Cortex",2017,12,6,e0178386,All OA; Gold,article,"Zhang, Lu; Shi, Lin; Zhang, Bin; Zhao, Lei; Dong, Yuhao; Liu, Jing; Lian, Zhouyang; Liang, Long; Chen, Wenbo; Luo, Xiaoning; Pei, Shufang; Mo, Xiaokai; Huang, Wenhui; Ouyang, Fusheng; Guo, Baoliang; Liang, Changhong; Zhang, Shuixing","Zhang, Lu (Southern Medical University); Shi, Lin (Chinese University of Hong Kong); Zhang, Bin (Southern Medical University); Zhao, Lei (Chinese University of Hong Kong); Dong, Yuhao (); Liu, Jing (Southern Medical University); Lian, Zhouyang (Southern Medical University); Liang, Long (Southern Medical University); Chen, Wenbo (); Luo, Xiaoning (Southern Medical University); Pei, Shufang (Southern Medical University); Mo, Xiaokai (); Huang, Wenhui (); Ouyang, Fusheng (Southern Medical University); Guo, Baoliang (Southern Medical University); Liang, Changhong (); Zhang, Shuixing ()",Southern Medical University; Chinese University of Hong Kong,grid.284723.8; grid.10784.3a,China; China,Guangdong Science and Technology Department; National Natural Science Foundation of China,0,0,0,0,,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0178386&type=printable,https://app.dimensions.ai/details/publication/pub.1085935201,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1012700923,10.1371/journal.pbio.1002469,27270215,4896426,Distinct Global Brain Dynamics and Spatiotemporal Organization of the Salience Network,PLoS Biology,,"Adult; Algorithms; Brain; Brain Mapping; Cognition; Female; Humans; Kinetics; Magnetic Resonance Imaging; Male; Models, Neurological; Nerve Net; Neural Pathways; Time Factors; Young Adult",2016,14,6,e1002469,All OA; Gold,article,"Chen, Tianwen; Cai, Weidong; Ryali, Srikanth; Supekar, Kaustubh; Menon, Vinod","Chen, Tianwen (Stanford University); Cai, Weidong (Stanford University); Ryali, Srikanth (Stanford University); Supekar, Kaustubh (Stanford University); Menon, Vinod (Stanford University)",Stanford University,grid.168010.e,United States,National Institute of Child Health and Human Development; National Institute of Neurological Disorders and Stroke; National Institute of Mental Health,43,42,4.27,18.04,22,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002469&type=printable,https://app.dimensions.ai/details/publication/pub.1012700923,1701 Psychology,1701 Psychology,,,,
0,pub.1023541121,10.1371/journal.pone.0156333,27428267,4948867,Health and Pleasure in Consumers' Dietary Food Choices: Individual Differences in the Brain's Value System,PLoS ONE,,Adult; Body Mass Index; Brain; Brain Mapping; Feeding Behavior; Female; Food Preferences; Healthy Diet; Humans; Magnetic Resonance Imaging; Male; Pleasure; Self-Control; Taste Perception; Young Adult,2016,11,7,e0156333,All OA; Gold,article,"Petit, Olivia; Merunka, Dwight; Anton, Jean-Luc; Nazarian, Bruno; Spence, Charles; Cheok, Adrian David; Raccah, Denis; Oullier, Olivier","Petit, Olivia (City, University of London; Aix-Marseille University; Laboratoire de Psychologie Cognitive); Merunka, Dwight (Aix-Marseille University; Kedge Business School); Anton, Jean-Luc (Aix-Marseille University); Nazarian, Bruno (Aix-Marseille University); Spence, Charles (University of Oxford); Cheok, Adrian David (City, University of London); Raccah, Denis (); Oullier, Olivier (Laboratoire de Psychologie Cognitive)","Aix-Marseille University; Kedge Business School; City, University of London; Laboratoire de Psychologie Cognitive; University of Oxford",grid.5399.6; grid.464611.0; grid.28577.3f; grid.463724.0; grid.4991.5,France; France; United Kingdom; France; United Kingdom,,11,10,0.58,4.31,77,https://doi.org/10.1371/journal.pone.0156333,https://app.dimensions.ai/details/publication/pub.1023541121,1701 Psychology; 1117 Public Health and Health Services,1701 Psychology,1117 Public Health and Health Services,,,
0,pub.1012329222,10.1371/journal.pone.0148045,26885824,4757444,Altered Cortico-Striatal Connectivity in Offspring of Schizophrenia Patients Relative to Offspring of Bipolar Patients and Controls,PLoS ONE,,Adolescent; Adult; Basal Ganglia; Bipolar Disorder; Case-Control Studies; Child; Cluster Analysis; Cognition; Corpus Striatum; Demography; Female; Gray Matter; Humans; Male; Middle Aged; Neocortex; Nerve Net; Regression Analysis; Rest; Schizophrenia; Young Adult,2016,11,2,e0148045,All OA; Gold,article,"Solé-Padullés, Cristina; Castro-Fornieles, Josefina; de la Serna, Elena; Romero, Soledad; Calvo, Anna; Sánchez-Gistau, Vanessa; Padrós-Fornieles, Marta; Baeza, Inmaculada; Bargalló, Núria; Frangou, Sophia; Sugranyes, Gisela","Solé-Padullés, Cristina (University of Barcelona); Castro-Fornieles, Josefina (Hospital Clinic of Barcelona; University of Barcelona); de la Serna, Elena (); Romero, Soledad (University of Barcelona; Hospital Clinic of Barcelona); Calvo, Anna (University of Barcelona; Hospital Clinic of Barcelona); Sánchez-Gistau, Vanessa (University of Barcelona; Hospital Clinic of Barcelona); Padrós-Fornieles, Marta (Hospital Clinic of Barcelona); Baeza, Inmaculada (University of Barcelona; Hospital Clinic of Barcelona); Bargalló, Núria (Hospital Clinic of Barcelona); Frangou, Sophia (Icahn School of Medicine at Mount Sinai); Sugranyes, Gisela (University of Barcelona; Hospital Clinic of Barcelona)",University of Barcelona; Hospital Clinic of Barcelona; Icahn School of Medicine at Mount Sinai,grid.5841.8; grid.410458.c; grid.59734.3c,Spain; Spain; United States,"Fundación Alicia Koplowitz; Ministry of Economy, Industry and Competitiveness; European Commission; Institute of Health Carlos III",12,10,1.48,4.77,5,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0148045&type=printable,https://app.dimensions.ai/details/publication/pub.1012329222,1103 Clinical Sciences,1103 Clinical Sciences,,,,
0,pub.1102973366,10.2307/25156160,,,Front Matter,California History,,,1949,28,2,25156160-25156160,Closed,article,,,,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1102973366,,,,,,
0,pub.1102972379,10.2307/25613646,,,Front Matter,California History,,,1924,3,4,25613646-25613646,Closed,article,,,,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1102972379,,,,,,
0,pub.1013766911,10.1371/journal.pone.0141389,26506229,4624709,Network Centrality of Resting-State fMRI in Primary Angle-Closure Glaucoma Before and After Surgery,PLoS ONE,,"Adult; Aged; Female; Glaucoma, Angle-Closure; Humans; Intraocular Pressure; Magnetic Resonance Imaging; Male; Middle Aged; Neuroimaging; Radiography; Visual Cortex",2015,10,10,e0141389,All OA; Gold,article,"Cai, Fengqin; Gao, Lei; Gong, Honghan; Jiang, Fei; Pei, Chonggang; Zhang, Xu; Zeng, Xianjun; Huang, Ruiwang","Cai, Fengqin (First Affiliated Hospital of Nanchang University); Gao, Lei (First Affiliated Hospital of Nanchang University); Gong, Honghan (First Affiliated Hospital of Nanchang University); Jiang, Fei (First Affiliated Hospital of Nanchang University); Pei, Chonggang (First Affiliated Hospital of Nanchang University); Zhang, Xu (Nanchang University); Zeng, Xianjun (First Affiliated Hospital of Nanchang University); Huang, Ruiwang (South China Normal University)",First Affiliated Hospital of Nanchang University; South China Normal University; Nanchang University,grid.412604.5; grid.263785.d; grid.260463.5,China; China; China,National Natural Science Foundation of China,7,6,0.98,1.32,1,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0141389&type=printable,https://app.dimensions.ai/details/publication/pub.1013766911,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1102973470,10.2307/25161824,,,Review,California History,,,2006,83,3,67-68,Closed,article,"Rosenus, A.","Rosenus, A. ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1102973470,,,,,,
0,pub.1103055573,10.2307/25528225,,,Austin on Jurisprudence,The Crayon,,,1861,8,6,124,All OA; Gold,article,"Murray, John","Murray, John ()",,,,,0,0,0,0,,https://doi.org/10.2307/25528225,https://app.dimensions.ai/details/publication/pub.1103055573,,,,,,
0,pub.1102720051,10.2307/25008549,,,Highly Contagious Collaborations,Grand Street,,,1999,,69,158,Closed,article,"Russ, Sabine","Russ, Sabine ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1102720051,,,,,,
