"About the data: Exported on Dec 21, 2018. Criteria: Text - '15202110 OR 15204327 OR 15205869 OR 15209221 OR 15210952 OR 15215213 OR 15217377 OR 15217392 OR 15217896 OR 15219581 OR 15219584 OR 15219587 OR 15219589 OR 15219590 OR 15219596 OR 15219600 OR 15219606...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1000036342,10.1371/journal.pone.0159835,27455078,4959711,The Neural Substrates Underlying the Implementation of Phonological Rule in Lexical Tone Production: An fMRI Study of the Tone 3 Sandhi Phenomenon in Mandarin Chinese,PLoS ONE,,"Adolescent; Adult; Brain Mapping; Female; Humans; Image Processing, Computer-Assisted; Language; Magnetic Resonance Imaging; Male; Phonetics; Sound; Young Adult",2016,11,7,e0159835,All OA; Gold,article,"Chang, Claire H. C.; Kuo, Wen-Jui","Chang, Claire H. C. (National Yang Ming University; Taipei Medical University); Kuo, Wen-Jui (National Yang Ming University)",Taipei Medical University; National Yang Ming University,grid.412896.0; grid.260770.4,Taiwan; Taiwan,Academia Sinica; Ministry of Science and Technology,1,1,0.2,0.4,2,https://doi.org/10.1371/journal.pone.0159835,https://app.dimensions.ai/details/publication/pub.1000036342,1701 Psychology; 1109 Neurosciences; 1702 Cognitive Sciences,1701 Psychology,1109 Neurosciences,1702 Cognitive Sciences,,
0,pub.1068244624,10.1682/jrrd.2008.12.0161,20104401,PMC3233771,Advances in neuroimaging of traumatic brain injury and posttraumatic stress disorder,The Journal of Rehabilitation Research and Development,,"Blast Injuries; Brain Injuries; Diffusion Tensor Imaging; Humans; Magnetic Resonance Imaging; Magnetic Resonance Spectroscopy; Positron-Emission Tomography; Stress Disorders, Post-Traumatic",2009,46,6,717,"All OA; Green, Accepted & Submitted",article,"Van Boven, Robert W; Harrington, Greg S; Hackney, David B; Ebel, Andreas; Gauger, Grant; Bremner, J Douglas; D'Esposito, Mark; Detre, John A; Haacke, E Mark; Jack, Clifford R; Jagust, William J; Le Bihan, Denis; Mathis, Chester A; Mueller, Susanne; Mukherjee, Pratik; Schuff, Norbert; Chen, Anthony; Weiner, Michael W","Van Boven, Robert W (); Harrington, Greg S (); Hackney, David B (); Ebel, Andreas (); Gauger, Grant (); Bremner, J Douglas (); D'Esposito, Mark (); Detre, John A (); Haacke, E Mark (); Jack, Clifford R (); Jagust, William J (); Le Bihan, Denis (); Mathis, Chester A (); Mueller, Susanne (); Mukherjee, Pratik (); Schuff, Norbert (); Chen, Anthony (); Weiner, Michael W ()",,,,National Institute On Alcohol Abuse and Alcoholism; National Heart Lung and Blood Institute; National Center for Advancing Translational Sciences; National Institute on Aging; National Institute of Mental Health,68,7,2.34,6.29,1,http://europepmc.org/articles/pmc3233771?pdf=render,https://app.dimensions.ai/details/publication/pub.1068244624,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1106945091,10.1371/journal.pone.0203753,30212509,6136767,Does emotion regulation engage the same neural circuit as working memory? A meta-analytical comparison between cognitive reappraisal of negative emotion and 2-back working memory task,PLoS ONE,,,2018,13,9,e0203753,All OA; Gold,article,"Lee, Tien-Wen; Xue, Shao-Wei","Lee, Tien-Wen (Hangzhou Normal University); Xue, Shao-Wei (Hangzhou Normal University)",Hangzhou Normal University,grid.410595.c,China,,0,0,0,0,4,https://doi.org/10.1371/journal.pone.0203753,https://app.dimensions.ai/details/publication/pub.1106945091,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1019942479,10.1371/journal.pone.0162158,27583349,5008726,The Brain Effective Connectivity of Chinese during Rhyming Task,PLoS ONE,,Adult; Brain; China; Female; Humans; Language; Magnetic Resonance Imaging; Male; Task Performance and Analysis; Young Adult,2016,11,9,e0162158,All OA; Gold,article,"Zhu, Linlin; Niu, Zhendong; Nie, Yaoxin; Yang, Yang; Li, Ke; Jin, Zhen; Wei, Jieyao","Zhu, Linlin (Beijing Institute of Technology); Niu, Zhendong (Beijing Institute of Technology); Nie, Yaoxin (Beijing Institute of Technology); Yang, Yang (University of Hong Kong); Li, Ke (PLA 306 Hospital); Jin, Zhen (PLA 306 Hospital); Wei, Jieyao (Beijing Institute of Technology)",PLA 306 Hospital; University of Hong Kong; Beijing Institute of Technology,grid.440241.7; grid.194645.b; grid.43555.32,China; China; China,Ministry of Science and Technology of the People's Republic of China,0,0,0.0,0.0,1,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0162158&type=printable,https://app.dimensions.ai/details/publication/pub.1019942479,1701 Psychology,1701 Psychology,,,,
0,pub.1015170876,10.1371/journal.pone.0137020,26317222,4552824,Functional Organization of the Action Observation Network in Autism: A Graph Theory Approach,PLoS ONE,,"Adolescent; Adult; Autistic Disorder; Brain; Computer Graphics; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Models, Neurological; Nerve Net; Social Behavior; Young Adult",2015,10,8,e0137020,All OA; Gold,article,"Alaerts, Kaat; Geerlings, Franca; Herremans, Lynn; Swinnen, Stephan P.; Verhoeven, Judith; Sunaert, Stefan; Wenderoth, Nicole","Alaerts, Kaat (KU Leuven); Geerlings, Franca (KU Leuven); Herremans, Lynn (KU Leuven); Swinnen, Stephan P. (KU Leuven); Verhoeven, Judith (KU Leuven); Sunaert, Stefan (KU Leuven); Wenderoth, Nicole (Swiss Federal Institute of Technology in Zurich)",Swiss Federal Institute of Technology in Zurich; KU Leuven,grid.5801.c; grid.5596.f,Switzerland; Belgium,,9,7,0.73,2.67,2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0137020&type=printable,https://app.dimensions.ai/details/publication/pub.1015170876,1701 Psychology,1701 Psychology,,,,
0,pub.1093110270,10.1371/journal.pone.0188526,29194453,5711016,Neural correlates of processing sentences and compound words in Chinese,PLoS ONE,,Adult; Brain; China; Female; Humans; Linguistics; Magnetic Resonance Imaging; Male; Young Adult,2017,12,12,e0188526,All OA; Gold,article,"Bulut, Talat; Hung, Yi-Hui; Tzeng, Ovid; Wu, Denise H.","Bulut, Talat (National Central University; Istanbul Medipol University); Hung, Yi-Hui (Yale University; National Yang Ming University); Tzeng, Ovid (Academia Sinica); Wu, Denise H. (National Central University)",Istanbul Medipol University; National Yang Ming University; Yale University; National Central University; Academia Sinica,grid.411781.a; grid.260770.4; grid.47100.32; grid.37589.30; grid.28665.3f,Turkey; Taiwan; United States; Taiwan; Taiwan,Ministry of Science and Technology,0,0,0,0,5,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0188526&type=printable,https://app.dimensions.ai/details/publication/pub.1093110270,2004 Linguistics,2004 Linguistics,,,,
0,pub.1006463503,10.1371/journal.pone.0163097,27631496,5025207,Aberrant Functional Connectivity of the Amygdala Complexes in PTSD during Conscious and Subconscious Processing of Trauma-Related Stimuli,PLoS ONE,,"Adult; Amygdala; Case-Control Studies; Female; Humans; Male; Middle Aged; Stress Disorders, Post-Traumatic",2016,11,9,e0163097,All OA; Gold,article,"Rabellino, Daniela; Densmore, Maria; Frewen, Paul A.; Théberge, Jean; McKinnon, Margaret C.; Lanius, Ruth A.","Rabellino, Daniela (Western University); Densmore, Maria (Western University; Lawson Health Research Institute); Frewen, Paul A. (Western University); Théberge, Jean (Lawson Health Research Institute; Western University); McKinnon, Margaret C. (McMaster University; Homewood Research Institute); Lanius, Ruth A. (Lawson Health Research Institute; Western University)",McMaster University; Lawson Health Research Institute; Western University; Homewood Research Institute,grid.25073.33; grid.415847.b; grid.39381.30; grid.498707.5,Canada; Canada; Canada; Canada,Mitacs; Canadian Institutes of Health Research,6,6,0.73,2.0,5,https://doi.org/10.1371/journal.pone.0163097,https://app.dimensions.ai/details/publication/pub.1006463503,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1014391005,10.1371/journal.pone.0130246,26120848,4488265,Bi-Directional Tuning of Amygdala Sensitivity in Combat Veterans Investigated with fMRI,PLoS ONE,,"Adult; Amygdala; Arousal; Brain; Brain Mapping; Emotions; Female; Gyrus Cinguli; Hospitals, Veterans; Humans; Magnetic Resonance Imaging; Male; Oxygen; Skin; Stress Disorders, Post-Traumatic; Stress, Psychological; Surveys and Questionnaires; United States; Veterans; Young Adult",2015,10,6,e0130246,All OA; Gold,article,"Brashers-Krug, Tom; Jorge, Ricardo","Brashers-Krug, Tom (University of Iowa); Jorge, Ricardo (Michael E. DeBakey VA Medical Center; Baylor College of Medicine)",University of Iowa; Baylor College of Medicine; Michael E. DeBakey VA Medical Center,grid.214572.7; grid.39382.33; grid.413890.7,United States; United States; United States,United States Department of Veterans Affairs,3,2,0.0,0.57,4,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0130246&type=printable,https://app.dimensions.ai/details/publication/pub.1014391005,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1105205709,10.1371/journal.pone.0199247,29953456,6023115,Examining the Triple Code Model in numerical cognition: An fMRI study,PLoS ONE,,,2018,13,6,e0199247,All OA; Gold,article,"Skagenholt, Mikael; Träff, Ulf; Västfjäll, Daniel; Skagerlund, Kenny","Skagenholt, Mikael (Linköping University); Träff, Ulf (Linköping University); Västfjäll, Daniel (Decision Research; University of Oregon; Linköping University); Skagerlund, Kenny (Linköping University)",Linköping University; University of Oregon; Decision Research,grid.5640.7; grid.170202.6; grid.289183.9,Sweden; United States; United States,,0,0,0,0,4,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0199247&type=printable,https://app.dimensions.ai/details/publication/pub.1105205709,1701 Psychology,1701 Psychology,,,,
0,pub.1033165023,10.1016/j.neuropsychologia.2016.08.026,27575853,,The neural bases of the learning and generalization of morphological inflection,Neuropsychologia,,"Acoustic Stimulation; Analysis of Variance; Brain; Brain Mapping; Cues; Female; Functional Laterality; Generalization (Psychology); Humans; Image Processing, Computer-Assisted; Language; Learning; Magnetic Resonance Imaging; Male; Oxygen; Phonetics; Psycholinguistics; Reaction Time; Time Factors",2017,98,,139-155,Closed,article,"Nevat, Michael; Ullman, Michael T.; Eviatar, Zohar; Bitan, Tali","Nevat, Michael (University of Haifa); Ullman, Michael T. (Georgetown University); Eviatar, Zohar (University of Haifa); Bitan, Tali (University of Haifa)",University of Haifa; Georgetown University,grid.18098.38; grid.213910.8,Israel; United States,,3,3,0,0,1,,https://app.dimensions.ai/details/publication/pub.1033165023,1701 Psychology; 1702 Cognitive Sciences,1701 Psychology,1702 Cognitive Sciences,,,
