"About the data: Exported on Dec 21, 2018. Criteria: Text - '16356738 OR 16359648 OR 16360121 OR 16360321 OR 16361059 OR 16364058 OR 16364059 OR 16364137 OR 16364548 OR 16364549 OR 16367791 OR 16368192 OR 16368249 OR 16369836 OR 16372256 OR 16373455 OR 16376861...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1039331395,10.1371/journal.pcbi.1004237,26086934,4472514,Is Model Fitting Necessary for Model-Based fMRI?,PLoS Computational Biology,,"Brain; Choice Behavior; Computational Biology; Humans; Magnetic Resonance Imaging; Models, Neurological; Reinforcement (Psychology)",2015,11,6,e1004237,All OA; Gold,article,"Wilson, Robert C.; Niv, Yael","Wilson, Robert C. (University of Arizona); Niv, Yael (Princeton University)",Princeton University; University of Arizona,grid.16750.35; grid.134563.6,United States; United States,National Institute on Drug Abuse; National Institute of Mental Health,20,10,1.27,8.64,16,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004237&type=printable,https://app.dimensions.ai/details/publication/pub.1039331395,0801 Artificial Intelligence and Image Processing,0801 Artificial Intelligence and Image Processing,,,,
0,pub.1020440179,10.1371/journal.pone.0128787,26035750,4452781,Increased Intrinsic Connectivity of the Default Mode Network in Temporal Lobe Epilepsy: Evidence from Resting-State MEG Recordings,PLoS ONE,,"Adult; Brain Mapping; Epilepsy, Temporal Lobe; Female; Humans; Magnetoencephalography; Male; Nerve Net",2015,10,6,e0128787,All OA; Gold,article,"Hsiao, Fu-Jung; Yu, Hsiang-Yu; Chen, Wei-Ta; Kwan, Shang-Yeong; Chen, Chien; Yen, Der-Jen; Yiu, Chun-Hing; Shih, Yang-Hsin; Lin, Yung-Yang","Hsiao, Fu-Jung (National Yang Ming University; Taipei City Hospital; Taipei Veterans General Hospital); Yu, Hsiang-Yu (National Yang Ming University; Taipei Veterans General Hospital); Chen, Wei-Ta (National Yang Ming University; Taipei Veterans General Hospital); Kwan, Shang-Yeong (National Yang Ming University; Taipei Veterans General Hospital); Chen, Chien (National Yang Ming University; Taipei Veterans General Hospital); Yen, Der-Jen (National Yang Ming University; Taipei Veterans General Hospital); Yiu, Chun-Hing (National Yang Ming University; Taipei Veterans General Hospital); Shih, Yang-Hsin (National Yang Ming University; Taipei Veterans General Hospital); Lin, Yung-Yang (National Yang Ming University; Taipei Veterans General Hospital)",National Yang Ming University; Taipei City Hospital; Taipei Veterans General Hospital,grid.260770.4; grid.410769.d; grid.278247.c,Taiwan; Taiwan; Taiwan,Taipei City Hospital; Ministry of Science and Technology,16,8,1.45,3.02,3,https://doi.org/10.1371/journal.pone.0128787,https://app.dimensions.ai/details/publication/pub.1020440179,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1014357716,10.1371/journal.pone.0166704,27851821,5113059,Neural Correlates of Contrast and Humor: Processing Common Features of Verbal Irony,PLoS ONE,,Behavior; Brain; Brain Mapping; Female; Humans; Language; Magnetic Resonance Imaging; Male; Wit and Humor as Topic; Young Adult,2016,11,11,e0166704,All OA; Gold,article,"Obert, Alexandre; Gierski, Fabien; Calmus, Arnaud; Flucher, Aurélie; Portefaix, Christophe; Pierot, Laurent; Kaladjian, Arthur; Caillies, Stéphanie","Obert, Alexandre (University of Reims Champagne-Ardenne); Gierski, Fabien (University of Reims Champagne-Ardenne; Hôpital Robert Debré); Calmus, Arnaud (University of Reims Champagne-Ardenne; Centre Hospitalier Universitaire De Reims); Flucher, Aurélie (University of Reims Champagne-Ardenne); Portefaix, Christophe (Hôpital Maison Blanche; University of Reims Champagne-Ardenne); Pierot, Laurent (Hôpital Maison Blanche); Kaladjian, Arthur (University of Reims Champagne-Ardenne; Hôpital Robert Debré); Caillies, Stéphanie (University of Reims Champagne-Ardenne)",Centre Hospitalier Universitaire De Reims; University of Reims Champagne-Ardenne; Hôpital Maison Blanche; Hôpital Robert Debré,grid.139510.f; grid.11667.37; grid.414215.7; grid.413235.2,France; France; France; France,,4,4,0.45,1.68,3,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0166704&type=printable,https://app.dimensions.ai/details/publication/pub.1014357716,1701 Psychology,1701 Psychology,,,,
0,pub.1003136777,10.1371/journal.pone.0076823,24098565,3788100,Gray and White Matter Distribution in Dyslexia: A VBM Study of Superior Temporal Gyrus Asymmetry,PLoS ONE,,"Adult; Anisotropy; Brain Mapping; Case-Control Studies; Dyslexia; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Noise; Reading; Speech; Speech Perception; Temporal Lobe",2013,8,10,e76823,All OA; Gold,article,"Dole, Marjorie; Meunier, Fanny; Hoen, Michel","Dole, Marjorie (Laboratoire de Psychologie et NeuroCognition); Meunier, Fanny (University of Lyon System); Hoen, Michel (Lyon Neuroscience Research Center; University of Lyon System)",Lyon Neuroscience Research Center; Laboratoire de Psychologie et NeuroCognition; University of Lyon System,grid.461862.f; grid.462771.1; grid.25697.3f,France; France; France,European Research Council,10,7,0.54,1.85,2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0076823&type=printable,https://app.dimensions.ai/details/publication/pub.1003136777,1701 Psychology,1701 Psychology,,,,
0,pub.1104000512,10.1371/journal.pone.0196933,29763448,5953467,Modulation of functional activity and connectivity by acupuncture in patients with Alzheimer disease as measured by resting-state fMRI,PLoS ONE,,Acupuncture Therapy; Aged; Alzheimer Disease; Brain; Connectome; Female; Humans; Magnetic Resonance Imaging; Male; Middle Aged,2018,13,5,e0196933,All OA; Gold,article,"Zheng, Weimin; Su, Zhuangzhi; Liu, Xingyun; Zhang, Hao; Han, Ying; Song, Haiqing; Lu, Jie; Li, Kuncheng; Wang, Zhiqun","Zheng, Weimin (Beijing University of Chinese Medicine); Su, Zhuangzhi (Xuan Wu Hospital of the Capital Medical University); Liu, Xingyun (Beijing University of Chinese Medicine); Zhang, Hao (Beijing University of Chinese Medicine); Han, Ying (Xuan Wu Hospital of the Capital Medical University); Song, Haiqing (Xuan Wu Hospital of the Capital Medical University); Lu, Jie (Xuan Wu Hospital of the Capital Medical University); Li, Kuncheng (Xuan Wu Hospital of the Capital Medical University); Wang, Zhiqun (Beijing University of Chinese Medicine)",Xuan Wu Hospital of the Capital Medical University; Beijing University of Chinese Medicine,grid.413259.8; grid.24695.3c,China; China,National Natural Science Foundation of China,0,0,0,0,24,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0196933&type=printable,https://app.dimensions.ai/details/publication/pub.1104000512,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1068244624,10.1682/jrrd.2008.12.0161,20104401,PMC3233771,Advances in neuroimaging of traumatic brain injury and posttraumatic stress disorder,The Journal of Rehabilitation Research and Development,,"Blast Injuries; Brain Injuries; Diffusion Tensor Imaging; Humans; Magnetic Resonance Imaging; Magnetic Resonance Spectroscopy; Positron-Emission Tomography; Stress Disorders, Post-Traumatic",2009,46,6,717,"All OA; Green, Accepted & Submitted",article,"Van Boven, Robert W; Harrington, Greg S; Hackney, David B; Ebel, Andreas; Gauger, Grant; Bremner, J Douglas; D'Esposito, Mark; Detre, John A; Haacke, E Mark; Jack, Clifford R; Jagust, William J; Le Bihan, Denis; Mathis, Chester A; Mueller, Susanne; Mukherjee, Pratik; Schuff, Norbert; Chen, Anthony; Weiner, Michael W","Van Boven, Robert W (); Harrington, Greg S (); Hackney, David B (); Ebel, Andreas (); Gauger, Grant (); Bremner, J Douglas (); D'Esposito, Mark (); Detre, John A (); Haacke, E Mark (); Jack, Clifford R (); Jagust, William J (); Le Bihan, Denis (); Mathis, Chester A (); Mueller, Susanne (); Mukherjee, Pratik (); Schuff, Norbert (); Chen, Anthony (); Weiner, Michael W ()",,,,National Institute On Alcohol Abuse and Alcoholism; National Heart Lung and Blood Institute; National Center for Advancing Translational Sciences; National Institute on Aging; National Institute of Mental Health,68,7,2.34,6.29,1,http://europepmc.org/articles/pmc3233771?pdf=render,https://app.dimensions.ai/details/publication/pub.1068244624,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1105111382,10.1371/journal.pone.0199440,29940043,6016936,Effect of task difficulty on blood-oxygen-level-dependent signal: A functional magnetic resonance imaging study in a motion discrimination task,PLoS ONE,,,2018,13,6,e0199440,All OA; Gold,article,"Na, Ren; Bi, Taiyong; Tjan, Bosco S.; Liu, Zili; Fang, Fang","Na, Ren (Ministry of Education of the People's Republic of China; Peking-Tsinghua Center for Life Sciences); Bi, Taiyong (Zunyi Medical University); Tjan, Bosco S. (University of Southern California); Liu, Zili (University of California Los Angeles); Fang, Fang (Ministry of Education of the People's Republic of China; Peking-Tsinghua Center for Life Sciences; Peking University)",Zunyi Medical University; Ministry of Education of the People's Republic of China; Peking University; University of California Los Angeles; Peking-Tsinghua Center for Life Sciences; University of Southern California,grid.417409.f; grid.419897.a; grid.11135.37; grid.19006.3e; grid.452723.5; grid.42505.36,China; China; China; United States; China; United States,National Natural Science Foundation of China; Ministry of Science and Technology of the People's Republic of China,1,1,0,0,1,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0199440&type=printable,https://app.dimensions.ai/details/publication/pub.1105111382,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1047630318,10.1371/journal.pone.0152614,27029050,4814138,Combined DTI Tractography and Functional MRI Study of the Language Connectome in Healthy Volunteers: Extensive Mapping of White Matter Fascicles and Cortical Activations,PLoS ONE,,Adult; Cerebral Cortex; Connectome; Diffusion Tensor Imaging; Female; Humans; Language; Magnetic Resonance Imaging; Male; Radiography; White Matter,2016,11,3,e0152614,All OA; Gold,article,"Vassal, François; Schneider, Fabien; Boutet, Claire; Jean, Betty; Sontheimer, Anna; Lemaire, Jean-Jacques","Vassal, François (Centre Hospitalier Universitaire de Saint-Étienne); Schneider, Fabien (Centre Hospitalier Universitaire de Saint-Étienne); Boutet, Claire (Centre Hospitalier Universitaire de Saint-Étienne); Jean, Betty (Centre Hospitalier Universitaire de Clermont-Ferrand); Sontheimer, Anna (Centre Hospitalier Universitaire de Clermont-Ferrand); Lemaire, Jean-Jacques (Centre Hospitalier Universitaire de Clermont-Ferrand)",Centre Hospitalier Universitaire de Saint-Étienne; Centre Hospitalier Universitaire de Clermont-Ferrand,grid.412954.f; grid.411163.0,France; France,,14,14,2.29,4.68,9,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0152614&type=printable,https://app.dimensions.ai/details/publication/pub.1047630318,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1046263350,10.1371/journal.pone.0085168,24376871,3871624,Complex Visual Search in Children and Adolescents: Effects of Age and Performance on fMRI Activation,PLoS ONE,,Adolescent; Adolescent Development; Age Factors; Attention; Brain; Child; Female; Humans; Magnetic Resonance Imaging; Male; Nerve Net; Visual Perception,2013,8,12,e85168,All OA; Gold,article,"Lidzba, Karen; Ebner, Kathina; Hauser, Till-Karsten; Wilke, Marko","Lidzba, Karen (Universitätsklinikum Tübingen); Ebner, Kathina (Universitätsklinikum Tübingen); Hauser, Till-Karsten (University of Tübingen); Wilke, Marko (Universitätsklinikum Tübingen)",Universitätsklinikum Tübingen; University of Tübingen,grid.411544.1; grid.10392.39,Germany; Germany,German Research Foundation,1,0,0.06,0.15,1,https://doi.org/10.1371/journal.pone.0085168,https://app.dimensions.ai/details/publication/pub.1046263350,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1106945091,10.1371/journal.pone.0203753,30212509,6136767,Does emotion regulation engage the same neural circuit as working memory? A meta-analytical comparison between cognitive reappraisal of negative emotion and 2-back working memory task,PLoS ONE,,,2018,13,9,e0203753,All OA; Gold,article,"Lee, Tien-Wen; Xue, Shao-Wei","Lee, Tien-Wen (Hangzhou Normal University); Xue, Shao-Wei (Hangzhou Normal University)",Hangzhou Normal University,grid.410595.c,China,,0,0,0,0,4,https://doi.org/10.1371/journal.pone.0203753,https://app.dimensions.ai/details/publication/pub.1106945091,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
