"About the data: Exported on Dec 21, 2018. Criteria: Text - '18476766 OR 18479670 OR 18479717 OR 18479820 OR 18479943 OR 18480270 OR 18480284 OR 18482851 OR 18483003 OR 18483724 OR 18485420 OR 18485554 OR 18485604 OR 18485743 OR 18486147 OR 18486489 OR 18486490...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1004544635,10.1371/journal.pone.0137014,26325581,4556667,Neural Responses to Truth Telling and Risk Propensity under Asymmetric Information,PLoS ONE,,Adult; Brain; Communication; Deception; Decision Making; Female; Humans; Magnetic Resonance Imaging; Male; Young Adult,2015,10,9,e0137014,All OA; Gold,article,"Suzuki, Hideo; Misaki, Masaya; Krueger, Frank; Bodurka, Jerzy","Suzuki, Hideo (Laureate Institute for Brain Research); Misaki, Masaya (Laureate Institute for Brain Research); Krueger, Frank (George Mason University); Bodurka, Jerzy (Laureate Institute for Brain Research; University of Oklahoma)",George Mason University; Laureate Institute for Brain Research; University of Oklahoma,grid.22448.38; grid.417423.7; grid.266900.b,United States; United States; United States,,2,1,0.19,0.38,4,https://doi.org/10.1371/journal.pone.0137014,https://app.dimensions.ai/details/publication/pub.1004544635,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1090672235,10.1371/journal.pone.0180334,28700613,5507493,The association between resting functional connectivity and dispositional optimism,PLoS ONE,,Connectome; Female; Humans; Male; Optimism; Prefrontal Cortex; Temporal Lobe; Young Adult,2017,12,7,e0180334,All OA; Gold,article,"Ran, Qian; Yang, Junyi; Yang, Wenjing; Wei, Dongtao; Qiu, Jiang; Zhang, Dong","Ran, Qian (Third Military Medical University); Yang, Junyi (Ministry of Education of the People's Republic of China; Southwest University); Yang, Wenjing (Ministry of Education of the People's Republic of China; Southwest University); Wei, Dongtao (Ministry of Education of the People's Republic of China; Southwest University); Qiu, Jiang (Ministry of Education of the People's Republic of China; Southwest University); Zhang, Dong (Third Military Medical University)",Ministry of Education of the People's Republic of China; Third Military Medical University; Southwest University,grid.419897.a; grid.410570.7; grid.263906.8,China; China; China,National Natural Science Foundation of China,1,1,0,0,3,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0180334&type=printable,https://app.dimensions.ai/details/publication/pub.1090672235,1701 Psychology,1701 Psychology,,,,
0,pub.1101527601,10.1162/netn_a_00050,,,Cooperating Yet Distinct Brain Networks Engaged During Naturalistic Paradigms: A Meta-analysis of Functional MRI Results,Network Neuroscience,,,2018,3,1,1-54,All OA; Gold,article,"Bottenhorn, Katherine L.; Flannery, Jessica S.; Boeving, Emily R.; Riedel, Michael C.; Eickhoff, Simon B.; Sutherland, Matthew T.; Laird, Angela R.","Bottenhorn, Katherine L. (Florida International University); Flannery, Jessica S. (Florida International University); Boeving, Emily R. (Florida International University); Riedel, Michael C. (Florida International University); Eickhoff, Simon B. (Heinrich Heine University Düsseldorf; Jülich Research Centre); Sutherland, Matthew T. (Florida International University); Laird, Angela R. (Florida International University)",Florida International University; Jülich Research Centre; Heinrich Heine University Düsseldorf,grid.65456.34; grid.8385.6; grid.411327.2,United States; Germany; Germany,Directorate for Education & Human Resources; National Institute of Mental Health; National Institute on Drug Abuse; Directorate for Computer & Information Science & Engineering,0,0,0,0,4,https://doi.org/10.1162/netn_a_00050,https://app.dimensions.ai/details/publication/pub.1101527601,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1104607317,10.1371/journal.pone.0199049,29902249,6002059,Sex differences in default mode and dorsal attention network engagement,PLoS ONE,,,2018,13,6,e0199049,All OA; Gold,article,"Dumais, Kelly M.; Chernyak, Sergey; Nickerson, Lisa D.; Janes, Amy C.","Dumais, Kelly M. (McLean Hospital; Harvard University); Chernyak, Sergey (McLean Hospital; Harvard University); Nickerson, Lisa D. (McLean Hospital; Harvard University); Janes, Amy C. (McLean Hospital; Harvard University)",McLean Hospital; Harvard University,grid.240206.2; grid.38142.3c,United States; United States,National Institute on Drug Abuse; National Institute On Alcohol Abuse and Alcoholism; National Institute of Mental Health,0,0,0,0,5,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0199049&type=printable,https://app.dimensions.ai/details/publication/pub.1104607317,1701 Psychology,1701 Psychology,,,,
0,pub.1091983097,10.1371/journal.pone.0185152,28957344,5619738,Functional hemispheric asymmetries during the planning and manual control of virtual avatar movements,PLoS ONE,,Adult; Behavior; Cerebrum; Female; Functional Laterality; Hand; Humans; Internet; Learning; Male; Movement; Oxygen; User-Computer Interface; Young Adult,2017,12,9,e0185152,All OA; Gold,article,"Floegel, Mareike; Kell, Christian Alexander","Floegel, Mareike (Goethe University Frankfurt); Kell, Christian Alexander (Goethe University Frankfurt)",Goethe University Frankfurt,grid.7839.5,Germany,Hessian Ministry for Science and the Arts; German Research Foundation,1,1,0,0,1,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0185152&type=printable,https://app.dimensions.ai/details/publication/pub.1091983097,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1090671196,10.1371/journal.pone.0179959,28704424,5509143,Examining distinct working memory processes in children and adolescents using fMRI: Results and validation of a modified Brown-Peterson paradigm,PLoS ONE,,"Adolescent; Attention; Brain Mapping; Child; Executive Function; Female; Humans; Magnetic Resonance Imaging; Male; Memory, Short-Term; Neuropsychological Tests; Parietal Lobe; Temporal Lobe; Verbal Learning; Visual Perception",2017,12,7,e0179959,All OA; Gold,article,"Siffredi, Vanessa; Barrouillet, Pierre; Spencer-Smith, Megan; Vaessen, Maarten; Anderson, Vicki; Vuilleumier, Patrik","Siffredi, Vanessa (University of Geneva; Murdoch Childrens Research Institute; University of Melbourne); Barrouillet, Pierre (University of Geneva); Spencer-Smith, Megan (Murdoch Childrens Research Institute; Monash University); Vaessen, Maarten (University of Geneva); Anderson, Vicki (Murdoch Childrens Research Institute; University of Melbourne; Royal Children's Hospital); Vuilleumier, Patrik (University of Geneva)",Royal Children's Hospital; Murdoch Childrens Research Institute; University of Melbourne; Monash University; University of Geneva,grid.416107.5; grid.1058.c; grid.1008.9; grid.1002.3; grid.8591.5,Australia; Australia; Australia; Australia; Switzerland,United States Department of Veterans Affairs; Government of Victoria; National Health and Medical Research Council; Swiss National Science Foundation,3,3,0,0,1,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0179959&type=printable,https://app.dimensions.ai/details/publication/pub.1090671196,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1024048723,10.1371/journal.pone.0129139,26079873,4469608,Barratt Impulsivity and Neural Regulation of Physiological Arousal,PLoS ONE,,Adolescent; Adult; Arousal; Brain Mapping; Female; Humans; Impulsive Behavior; Male; Middle Aged; Prefrontal Cortex; Skin Physiological Phenomena; Young Adult,2015,10,6,e0129139,All OA; Gold,article,"Zhang, Sheng; Hu, Sien; Hu, Jianping; Wu, Po-Lun; Chao, Herta H.; Li, Chiang-shan R.","Zhang, Sheng (Yale University); Hu, Sien (Yale University); Hu, Jianping (Yale University; South China Normal University); Wu, Po-Lun (Yale University; China Medical University); Chao, Herta H. (Yale University); Li, Chiang-shan R. (Yale University)",Yale University; South China Normal University; China Medical University,grid.47100.32; grid.263785.d; grid.254145.3,United States; China; Taiwan,National Institute on Drug Abuse; National Cancer Institute; National Institute On Alcohol Abuse and Alcoholism,9,7,0.73,2.67,4,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0129139&type=printable,https://app.dimensions.ai/details/publication/pub.1024048723,1701 Psychology,1701 Psychology,,,,
0,pub.1001548931,10.1371/journal.pone.0120900,25853249,4390198,Is That Me or My Twin? Lack of Self-Face Recognition Advantage in Identical Twins,PLoS ONE,,"Adolescent; Adult; Anxiety; Avoidance Learning; Emotions; Facial Recognition; Female; Humans; Male; Object Attachment; Twins, Monozygotic; Young Adult",2015,10,4,e0120900,All OA; Gold,article,"Martini, Matteo; Bufalari, Ilaria; Stazi, Maria Antonietta; Aglioti, Salvatore Maria","Martini, Matteo (Sapienza University of Rome; Fondazione Santa Lucia; University of Barcelona; University of East London); Bufalari, Ilaria (Sapienza University of Rome; Fondazione Santa Lucia); Stazi, Maria Antonietta (); Aglioti, Salvatore Maria (Sapienza University of Rome; Fondazione Santa Lucia)",University of Barcelona; Fondazione Santa Lucia; Sapienza University of Rome; University of East London,grid.5841.8; grid.417778.a; grid.7841.a; grid.60969.30,Spain; Italy; Italy; United Kingdom,Ministry of Health; European Commission,4,3,0.32,1.19,313,https://doi.org/10.1371/journal.pone.0120900,https://app.dimensions.ai/details/publication/pub.1001548931,1701 Psychology,1701 Psychology,,,,
0,pub.1048653341,10.1371/journal.pone.0124550,25946306,4422438,Reading a Suspenseful Literary Text Activates Brain Areas Related to Social Cognition and Predictive Inference,PLoS ONE,,Adult; Brain; Brain Mapping; Cognition; Female; Humans; Magnetic Resonance Imaging; Male; Reading; Social Behavior; Young Adult,2015,10,5,e0124550,All OA; Gold,article,"Lehne, Moritz; Engel, Philipp; Rohrmeier, Martin; Menninghaus, Winfried; Jacobs, Arthur M.; Koelsch, Stefan","Lehne, Moritz (Free University of Berlin); Engel, Philipp (Free University of Berlin); Rohrmeier, Martin (TU Dresden); Menninghaus, Winfried (Free University of Berlin; Max Planck Institute for Empirical Aesthetics); Jacobs, Arthur M. (Free University of Berlin); Koelsch, Stefan (Free University of Berlin)",Free University of Berlin; TU Dresden; Max Planck Institute for Empirical Aesthetics,grid.14095.39; grid.4488.0; grid.461782.e,Germany; Germany; Germany,Federal Ministry of Education and Research; German Research Foundation,23,11,1.53,5.42,19,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0124550&type=printable,https://app.dimensions.ai/details/publication/pub.1048653341,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1044520270,10.1371/journal.pone.0151879,26985666,4795711,Functional Connectivity of the Caudal Anterior Cingulate Cortex Is Decreased in Autism,PLoS ONE,,Adolescent; Adult; Autistic Disorder; Brain Mapping; Child; Female; Gyrus Cinguli; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Nerve Net; Young Adult,2016,11,3,e0151879,All OA; Gold,article,"Zhou, Yuanyue; Shi, Lijuan; Cui, Xilong; Wang, Suhong; Luo, Xuerong","Zhou, Yuanyue (); Shi, Lijuan (); Cui, Xilong (); Wang, Suhong (Children's Hospital of Suzhou University); Luo, Xuerong ()",Children's Hospital of Suzhou University,grid.452253.7,China,Ministry of Science and Technology of the People's Republic of China,14,14,1.4,3.77,6,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0151879&type=printable,https://app.dimensions.ai/details/publication/pub.1044520270,1109 Neurosciences,1109 Neurosciences,,,,
