"About the data: Exported on Dec 21, 2018. Criteria: Text - '22617829 OR 22617850 OR 22621261 OR 22621262 OR 22621263 OR 22622435 OR 22623532 OR 22623659 OR 22623666 OR 22623669 OR 22623677 OR 22623914 OR 22626918 OR 22626920 OR 22631623 OR 22632812 OR 22633679...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1072524821,10.4329/wjr.v6.i7.471,Neural mechanisms of mindfulness and meditation: Evidence from neuroimaging studies,World Journal of Radiology,2014,6,7,471-479,"Marchand, William R",George E. Wahlen Department of VA Medical Center,United States,https://app.dimensions.ai/details/publication/pub.1072524821,45,pub.1031378147; pub.1052634041; pub.1045711902; pub.1043846254; pub.1025930563; pub.1021976161; pub.1044566401; pub.1018006842; pub.1003852392; pub.1017957336; pub.1044694729; pub.1012914622; pub.1009033705; pub.1012549487; pub.1007121317; pub.1014314850; pub.1015263170; pub.1039802595; pub.1006922958; pub.1017718468; pub.1044082526; pub.1014972473; pub.1002926692; pub.1053408038; pub.1036664479; pub.1010551822; pub.1051865879; pub.1035579012; pub.1053230176; pub.1039004820; pub.1001018973; pub.1030401185; pub.1025133506; pub.1010232027; pub.1033692603; pub.1033181027; pub.1062454622; pub.1010267728; pub.1042859571; pub.1009726020; pub.1023668492; pub.1000484898; pub.1030612634; pub.1000127088; pub.1044129041; pub.1025001567; pub.1010261156; pub.1002290602; pub.1047899110; pub.1017966648; pub.1010015097; pub.1047050191; pub.1007782145; pub.1038807442; pub.1032393410; pub.1013222791; pub.1026772617; pub.1083003950; pub.1005171812; pub.1041290536; pub.1008772484; pub.1012944215; pub.1022760375; pub.1050523671; pub.1025262834; pub.1015229645
pub.1071371309,10.3748/wjg.v20.i32.11262,Multimodality magnetic resonance imaging in hepatic encephalopathy: An update,World Journal of Gastroenterology,2014,20,32,11262-11272,"Zhang, Xiao-Dong; Zhang, Long-Jiang; Wu, Sheng-Yong; Lu, Guang-Ming",Nanjing General Hospital of Nanjing Military Command,China,https://app.dimensions.ai/details/publication/pub.1071371309,14,pub.1014293965; pub.1021294117; pub.1045512199; pub.1033374625; pub.1016194539; pub.1023848666; pub.1044225027; pub.1064357598; pub.1048432456; pub.1014855753; pub.1044292335; pub.1021957491; pub.1048084587; pub.1019397795; pub.1033541432; pub.1053345951; pub.1042187883; pub.1047608483; pub.1021920222; pub.1020539935; pub.1034526997; pub.1021015472; pub.1018412274; pub.1006403169; pub.1028714745; pub.1015571405; pub.1002904991; pub.1077470788; pub.1011411430; pub.1043768809; pub.1033956479; pub.1002391406; pub.1034303830; pub.1010102890; pub.1051157989; pub.1053054800; pub.1048202689; pub.1006295948; pub.1078490873; pub.1071364508; pub.1004744605; pub.1030569683; pub.1000574867; pub.1011382817; pub.1010500536; pub.1030344882; pub.1043203481; pub.1050543248; pub.1008507959; pub.1024866014; pub.1026192988; pub.1028689928; pub.1071360610; pub.1033873056; pub.1005454481; pub.1044469561; pub.1009614132; pub.1078402733; pub.1045703554; pub.1001813647; pub.1009959251; pub.1015033607; pub.1077421950; pub.1034486464
pub.1085935201,10.1371/journal.pone.0178386,Probabilistic Entity-Relationship Diagram: A correlation between functional connectivity and spontaneous brain activity during resting state in major depressive disorder,PLoS ONE,2017,12,6,e0178386,"Zhang, Lu; Shi, Lin; Zhang, Bin; Zhao, Lei; Dong, Yuhao; Liu, Jing; Lian, Zhouyang; Liang, Long; Chen, Wenbo; Luo, Xiaoning; Pei, Shufang; Mo, Xiaokai; Huang, Wenhui; Ouyang, Fusheng; Guo, Baoliang; Liang, Changhong; Zhang, Shuixing",Southern Medical University; Chinese University of Hong Kong,China; China,https://app.dimensions.ai/details/publication/pub.1085935201,0,pub.1012126640; pub.1078988170; pub.1019621673; pub.1016413267; pub.1032292819; pub.1008855565; pub.1078356850; pub.1003299226; pub.1013037938; pub.1015606897; pub.1003098504; pub.1028085591; pub.1015316905; pub.1005110456; pub.1036395541; pub.1044790399; pub.1047370834; pub.1014987114; pub.1005458855; pub.1036857904; pub.1064352760; pub.1047993697; pub.1031648040; pub.1012542814; pub.1049635337; pub.1037447381; pub.1013782055; pub.1009516803; pub.1053691285; pub.1034360891; pub.1022359312; pub.1026596739; pub.1018307556; pub.1033308691; pub.1027586958; pub.1054016443; pub.1009489144; pub.1004273336; pub.1004646761; pub.1044293378; pub.1031172753; pub.1020901671; pub.1048236894; pub.1032308193; pub.1022815933; pub.1039056471; pub.1041039526; pub.1040699781; pub.1029317492; pub.1054043258; pub.1040274626
pub.1006273839,10.1371/journal.pone.0136553,Structural and Functional Alterations in Right Dorsomedial Prefrontal and Left Insular Cortex Co-Localize in Adolescents with Aggressive Behaviour: An ALE Meta-Analysis,PLoS ONE,2015,10,9,e0136553,"Raschle, Nora Maria; Menks, Willeke Martine; Fehlbaum, Lynn Valérie; Tshomba, Ebongo; Stadler, Christina",Universitäre Psychiatrische Kliniken Basel,Switzerland,https://app.dimensions.ai/details/publication/pub.1006273839,14,pub.1023216821; pub.1009853031; pub.1036627055; pub.1062802292; pub.1054042527; pub.1040953978; pub.1038164792; pub.1039102640; pub.1063499137; pub.1010063799; pub.1008392680; pub.1005736053; pub.1063499764; pub.1025264744; pub.1044794774; pub.1011291773; pub.1045552061; pub.1021200729; pub.1050005358; pub.1005135912; pub.1039220701; pub.1014177372; pub.1029464051; pub.1016699777; pub.1044935760; pub.1040153187; pub.1007660701; pub.1019814716; pub.1004034889; pub.1078710604; pub.1040230052; pub.1046263572; pub.1007894775; pub.1024237649; pub.1044084498; pub.1030639212; pub.1031636851; pub.1009968492; pub.1041260214; pub.1004878958; pub.1045371959; pub.1030851286; pub.1046140001; pub.1007325093; pub.1045736549; pub.1022146881; pub.1019357366; pub.1030360091; pub.1010587894; pub.1005241810; pub.1012236059; pub.1009220387; pub.1012514909; pub.1029876288; pub.1022392104; pub.1034879911; pub.1020940490; pub.1013272583; pub.1028492979; pub.1045218025; pub.1000845014; pub.1028955398; pub.1017615198; pub.1042403469; pub.1097032812; pub.1050294562; pub.1011111090; pub.1024451022; pub.1033569304; pub.1030107212; pub.1022795953; pub.1000316486; pub.1036678768; pub.1021329496; pub.1033367849; pub.1030950903; pub.1039264769; pub.1005821149; pub.1008623590; pub.1040199343; pub.1038537858; pub.1021608527; pub.1010113206; pub.1041542784; pub.1045921309; pub.1011276426; pub.1052689655; pub.1012543655; pub.1047310949; pub.1063498984; pub.1022680207; pub.1032371047; pub.1034133118; pub.1070975681; pub.1023150746; pub.1030437372; pub.1035363524; pub.1024689357; pub.1044296734; pub.1041108917; pub.1036876812; pub.1024110632; pub.1008501268; pub.1007432970; pub.1047796572; pub.1037734008; pub.1005770904; pub.1033278900; pub.1018440340; pub.1038635273; pub.1009857766; pub.1063498073; pub.1022051279; pub.1063498175; pub.1040686715; pub.1020593523; pub.1044420655; pub.1045734928; pub.1028571621; pub.1019711684; pub.1045228820; pub.1005077821; pub.1008432666; pub.1043175225; pub.1027064879; pub.1011712192; pub.1030939659; pub.1045193402; pub.1022104510; pub.1020178021; pub.1007793658; pub.1083190477; pub.1015711504; pub.1033464465; pub.1038539864; pub.1026969397; pub.1007714316; pub.1017904047; pub.1007175851; pub.1023987458; pub.1007739389; pub.1022364123; pub.1041111406; pub.1010661863; pub.1034949647; pub.1007091711; pub.1036196117; pub.1063498076; pub.1000933809; pub.1034284013; pub.1011542469; pub.1022828023; pub.1036576234; pub.1030159826; pub.1053830563; pub.1008485881; pub.1010631434; pub.1067426656; pub.1039453204; pub.1001061484; pub.1008403781; pub.1035091487; pub.1027525082; pub.1010205804; pub.1063497904
pub.1072524801,10.4329/wjr.v6.i6.261,Sustained attention in psychosis: Neuroimaging findings,World Journal of Radiology,2014,6,6,261-273,"Sepede, Gianna; Spano, Maria Chiara; Lorusso, Marco; De Berardis, Domenico; Salerno, Rosa Maria; Di Giannantonio, Massimo; Gambi, Francesco",University of Chieti-Pescara,Italy,https://app.dimensions.ai/details/publication/pub.1072524801,10,pub.1034301510; pub.1027952974; pub.1050800083; pub.1015001513; pub.1020571664; pub.1021321967; pub.1054044427; pub.1009606418; pub.1063496709; pub.1050492712; pub.1050193760; pub.1013326876; pub.1016383299; pub.1045282421; pub.1001500110; pub.1040171346; pub.1004336652; pub.1044213934; pub.1002992680; pub.1029563401; pub.1053973681; pub.1059401210; pub.1050867765; pub.1015262250; pub.1010114861; pub.1028204531; pub.1038325052; pub.1021470357; pub.1012382329; pub.1011084146; pub.1048119988; pub.1000267827; pub.1008684473; pub.1051072346; pub.1005013740; pub.1007225934; pub.1063486772; pub.1000698796; pub.1041835670; pub.1016142850; pub.1063496255; pub.1011758355; pub.1016379831; pub.1028734712; pub.1002311554; pub.1012816533; pub.1040764975; pub.1050881992; pub.1025574841; pub.1019314475; pub.1039275037; pub.1021176941; pub.1051038945; pub.1005451140; pub.1044425781; pub.1032376863; pub.1021861441; pub.1009922039; pub.1048862201; pub.1021544518; pub.1018307556; pub.1050365109; pub.1016909553; pub.1041653534; pub.1044655765; pub.1062640916; pub.1033736208; pub.1005690934; pub.1063494718; pub.1003651367; pub.1030461495; pub.1063495750; pub.1015316905; pub.1042254508; pub.1015069570; pub.1042165664; pub.1038179977; pub.1014132140; pub.1032715027; pub.1035537656; pub.1050050332; pub.1035656803; pub.1015009785; pub.1020172477; pub.1043179863; pub.1008310705; pub.1034348358; pub.1054038862; pub.1009426083; pub.1059400052; pub.1026106209; pub.1043975544; pub.1027521010; pub.1002641213; pub.1028571621; pub.1024133054; pub.1035904179; pub.1000338605; pub.1004990720; pub.1032241478; pub.1010926150; pub.1044419266; pub.1010916712; pub.1022169468; pub.1017341668; pub.1032150577; pub.1046784116; pub.1041179616; pub.1006793758; pub.1034380351; pub.1005083004; pub.1046028338; pub.1000664908; pub.1036826836; pub.1020921802; pub.1063495220; pub.1026834821
pub.1104350421,10.1371/journal.pone.0197715,The right occipital lobe and poor insight in first-episode psychosis,PLoS ONE,2018,13,6,e0197715,"Tordesillas-Gutierrez, Diana; Ayesa-Arriola, Rosa; Delgado-Alvarado, Manuel; Robinson, Jennifer L.; Lopez-Morinigo, Javier; Pujol, Jesus; Dominguez-Ballesteros, M. Encarnación; David, Anthony S.; Crespo-Facorro, Benedicto",Instituto de Investigación Marqués de Valdecilla; Centro de Investigación Biomédica en Red de Salud Mental; Marqués de Valdecilla University Hospital; Auburn University System; Auburn University; King's College London; Hospital Del Mar; Hospital Universitario Virgen Macarena,Spain; Spain; Spain; United States; United States; United Kingdom; Spain; Spain,https://app.dimensions.ai/details/publication/pub.1104350421,0,pub.1039959182; pub.1048327824; pub.1018508051; pub.1003651367; pub.1000560094; pub.1012463534; pub.1049731692; pub.1052348784; pub.1023547627; pub.1002244811; pub.1047515560; pub.1014584213; pub.1062452065; pub.1048849202; pub.1050947606; pub.1015428714; pub.1007404941; pub.1015444306; pub.1010625687; pub.1016282024; pub.1016332129; pub.1014054187; pub.1020558569; pub.1020099450; pub.1012307704; pub.1030946351; pub.1002992680; pub.1064375167; pub.1052307383; pub.1070803953; pub.1021383505; pub.1061694783; pub.1040309434; pub.1043824512; pub.1036237044; pub.1023294887; pub.1033557642; pub.1026230761; pub.1002567481; pub.1002242783; pub.1031262229; pub.1063511773; pub.1013683688; pub.1027021416; pub.1028963760; pub.1036641459; pub.1008623590; pub.1049228876; pub.1002678794; pub.1000478311; pub.1042558303; pub.1022259601; pub.1045279929; pub.1043704303; pub.1014398143; pub.1077624327; pub.1035001472; pub.1049619217; pub.1011994032; pub.1017222829; pub.1042302908
pub.1084623676,10.1371/journal.pone.0174564,"Amplitude of low-frequency fluctuations in first-episode, drug-naïve depressive patients: A 5-year retrospective study",PLoS ONE,2017,12,4,e0174564,"Zhang, Kerang; Liu, Zhifen; Cao, Xiaohua; Yang, Chunxia; Xu, Yong; Xu, Ting; Xu, Cheng; Yang, Zhi",First Hospital of Shanxi Medical University; Institute of Psychology,China; China,https://app.dimensions.ai/details/publication/pub.1084623676,2,pub.1078988170; pub.1013420057; pub.1000328502; pub.1063497106; pub.1053393285; pub.1006274262; pub.1063501743; pub.1010538023; pub.1010511284; pub.1010084462; pub.1014398701; pub.1010619210; pub.1040224722; pub.1025977945; pub.1012489723; pub.1012358861; pub.1047074916; pub.1030939451; pub.1041403786; pub.1063499574; pub.1025005021; pub.1079103123; pub.1042872981; pub.1050881992; pub.1033758049; pub.1063486627; pub.1034882583; pub.1021439692; pub.1035072449; pub.1002093108; pub.1034065932; pub.1043907352; pub.1053352013; pub.1017256280; pub.1072208387; pub.1006818760; pub.1007471430; pub.1029386022; pub.1063495408; pub.1010782069; pub.1072205302; pub.1050655382; pub.1031527758; pub.1036057501; pub.1008722489; pub.1078854612; pub.1035732713; pub.1047443187; pub.1067426605; pub.1012238503; pub.1029357942; pub.1000340483; pub.1022639704; pub.1036316603; pub.1009534385; pub.1037187422; pub.1050134915; pub.1043454932; pub.1008154121; pub.1053390737; pub.1044293378; pub.1051505801; pub.1014855368; pub.1022029539; pub.1016831788; pub.1011989200; pub.1048800280; pub.1043904144; pub.1000460996; pub.1048119988; pub.1051583047; pub.1049823585; pub.1047918907; pub.1053920784; pub.1029317492; pub.1054043258; pub.1063494330
pub.1034936604,10.1371/journal.pone.0167400,Reward Contingencies Improve Goal-Directed Behavior by Enhancing Posterior Brain Attentional Regions and Increasing Corticostriatal Connectivity in Cocaine Addicts,PLoS ONE,2016,11,12,e0167400,"Rosell-Negre, Patricia; Bustamante, Juan-Carlos; Fuentes-Claramonte, Paola; Costumero, Víctor; Llopis-Llacer, Juan-José; Barrós-Loscertales, Alfonso",Jaume I University; University of Zaragoza; Fidmag Sisters Hospitallers; Conselleria de Sanitat,Spain; Spain; Spain; Spain,https://app.dimensions.ai/details/publication/pub.1034936604,1,pub.1063191641; pub.1010213596; pub.1036758039; pub.1019345372; pub.1003841148; pub.1031970732; pub.1022444926; pub.1043438218; pub.1004885924; pub.1026664002; pub.1001381612; pub.1004264655; pub.1031149534; pub.1051382844; pub.1028510565; pub.1053348465; pub.1029778106; pub.1049793299; pub.1020007586; pub.1019881027; pub.1042922564; pub.1012407989; pub.1012793262; pub.1033890535; pub.1035930875; pub.1042944212; pub.1009612814; pub.1031449688; pub.1031106738; pub.1018370461; pub.1020520424; pub.1063512083; pub.1048527095; pub.1011306766; pub.1029073102; pub.1048990008; pub.1020650499; pub.1000676879; pub.1025954831; pub.1010039336; pub.1023161816; pub.1040167310; pub.1011353971; pub.1015569512; pub.1041874053; pub.1074896322; pub.1041554924; pub.1063492911; pub.1029714362; pub.1015937571; pub.1044545654; pub.1011263542; pub.1030220966; pub.1031835178; pub.1001052529; pub.1041555228; pub.1053722137; pub.1021203821; pub.1015158032; pub.1010387350; pub.1063496791; pub.1035483619; pub.1063486701; pub.1001035706; pub.1015062306; pub.1040199098; pub.1041996997; pub.1013668650; pub.1047082313; pub.1034857811; pub.1002519633; pub.1008305620; pub.1021877980; pub.1008081243; pub.1012748665; pub.1034150355; pub.1046528756; pub.1003931497; pub.1007233707; pub.1077798603; pub.1017286248; pub.1037306108; pub.1038457649; pub.1012741457; pub.1018020307; pub.1030406357; pub.1025633571; pub.1052980204; pub.1013530974; pub.1033133999; pub.1028770457; pub.1014806720; pub.1012076625; pub.1031379228; pub.1045056747; pub.1014311102; pub.1029932292; pub.1021963492; pub.1040129289; pub.1019363366; pub.1031669915; pub.1008223337; pub.1052700436; pub.1049349629; pub.1013851067
pub.1024048723,10.1371/journal.pone.0129139,Barratt Impulsivity and Neural Regulation of Physiological Arousal,PLoS ONE,2015,10,6,e0129139,"Zhang, Sheng; Hu, Sien; Hu, Jianping; Wu, Po-Lun; Chao, Herta H.; Li, Chiang-shan R.",Yale University; South China Normal University; China Medical University,United States; China; Taiwan,https://app.dimensions.ai/details/publication/pub.1024048723,9,pub.1003982420; pub.1027229888; pub.1045586288; pub.1046754137; pub.1045484818; pub.1034884358; pub.1028217454; pub.1024027742; pub.1032155659; pub.1011594695; pub.1004124686; pub.1018886494; pub.1043800702; pub.1012116900; pub.1018038292; pub.1015807130; pub.1037164433; pub.1029541337; pub.1021690576; pub.1017432481; pub.1024127063; pub.1033158136; pub.1013292247; pub.1010210036; pub.1044086170; pub.1015764959; pub.1036077030; pub.1062446948; pub.1032630669; pub.1030013424; pub.1042077194; pub.1016603500; pub.1049635379; pub.1016048317; pub.1021091894; pub.1016128329; pub.1038408603; pub.1029929048; pub.1044597849; pub.1031678813; pub.1063500264; pub.1045174818; pub.1030996149; pub.1013956081; pub.1037582621; pub.1018834208; pub.1025730815; pub.1002386379; pub.1046593633; pub.1042012852; pub.1063972159; pub.1027476437; pub.1029952129; pub.1034508109; pub.1069640326; pub.1029533898; pub.1052437744; pub.1040364714; pub.1010927326; pub.1007329320; pub.1010969843; pub.1052150273; pub.1004951704; pub.1019851950; pub.1062555920; pub.1003083376; pub.1038344895; pub.1016735347; pub.1041056552; pub.1028603222; pub.1014886254; pub.1032852323; pub.1004452029; pub.1023964168; pub.1027305126; pub.1012752442; pub.1051415736; pub.1013007809; pub.1062277965; pub.1026296619; pub.1035389279; pub.1069739864; pub.1033008577; pub.1018943840; pub.1005978024; pub.1074618217; pub.1009211776; pub.1012947730; pub.1032934697; pub.1053088444; pub.1053445481; pub.1045602488; pub.1027616874; pub.1042367397; pub.1046476420; pub.1005595102; pub.1024204079; pub.1010015150; pub.1035757322; pub.1035041912; pub.1044872629; pub.1025422912; pub.1050028385; pub.1007133346; pub.1029780378; pub.1047036955
pub.1037565939,10.1371/journal.pone.0131536,Successful Working Memory Processes and Cerebellum in an Elderly Sample: A Neuropsychological and fMRI Study,PLoS ONE,2015,10,7,e0131536,"Luis, Elkin O.; Arrondo, Gonzalo; Vidorreta, Marta; Martínez, Martin; Loayza, Francis; Fernández-Seara, María A.; Pastor, María A.",University of Navarra; University of Cambridge; Institute of Health Carlos III; Navarra University Clinic,Spain; United Kingdom; Spain; Spain,https://app.dimensions.ai/details/publication/pub.1037565939,11,pub.1021945985; pub.1032173474; pub.1049349629; pub.1015737180; pub.1075346948; pub.1050379937; pub.1051655856; pub.1018078271; pub.1029553989; pub.1019303940; pub.1040080800; pub.1030908992; pub.1031646826; pub.1021696899; pub.1034234173; pub.1013041422; pub.1022281654; pub.1047357019; pub.1020300866; pub.1046821729; pub.1005958587; pub.1062503558; pub.1025941064; pub.1037178047; pub.1050549608; pub.1021428113; pub.1003108502; pub.1020745298; pub.1026783395; pub.1070164131; pub.1037768078; pub.1024505883; pub.1027633120; pub.1018411880; pub.1014941884; pub.1008815787; pub.1032483164; pub.1004973131; pub.1016310973; pub.1083087815; pub.1063203395; pub.1083181768; pub.1043871835; pub.1042520715; pub.1035901217; pub.1048010660; pub.1037123715; pub.1002894666; pub.1037290580; pub.1016447933; pub.1022295296; pub.1040512855; pub.1001575882; pub.1013488617; pub.1012668332; pub.1012844994; pub.1014941547; pub.1044939755; pub.1019347721; pub.1063204397; pub.1009147103; pub.1052175671; pub.1027523106
