"About the data: Exported on Dec 21, 2018. Criteria: Text - '29655940 OR 29656259 OR 29656266 OR 29656269 OR 29660636 OR 29662068 OR 29662444 OR 29662445 OR 29662446 OR 29662447 OR 29666567 OR 29667272 OR 29668395 OR 29671156 OR 29672547 OR 29673483 OR 29673968...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1101999564,10.2307/29740302,,,Cuentas pendientes,Chasqui,,,1990,19,2,132,Closed,article,"Running, Thorpe; Jiménez, Edgardo","Running, Thorpe (); Jiménez, Edgardo ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1101999564,,,,,,
0,pub.1102001804,10.2307/29742133,,,Japón,Chasqui,,,2006,35,2,194,Closed,article,"Tompkins, Cynthia; Reygadas, Carlos","Tompkins, Cynthia (); Reygadas, Carlos ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1102001804,,,,,,
0,pub.1103112007,10.2307/29735557,,,Swirl before the Storm,The Irish Review (1986-),,,1990,,9,111,Closed,article,"Wilson, Robin; Purdie, Bob","Wilson, Robin (); Purdie, Bob ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1103112007,,,,,,
0,pub.1101999616,10.2307/29740296,,,José Lezama Lima's Joyful Vision: A Study of Paradiso and Other Prose Works,Chasqui,,,1990,19,2,124,Closed,article,"Siemens, William L.; Pellón, Gustavo","Siemens, William L. (); Pellón, Gustavo ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1101999616,,,,,,
0,pub.1101999673,10.2307/29740292,,,Dichos de Luder,Chasqui,,,1990,19,2,117,Closed,article,"Ferreira, César; Ribeyro, Julio Ramón; Ribeyro, Julio Ramón","Ferreira, César (); Ribeyro, Julio Ramón ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1101999673,,,,,,
0,pub.1103633450,10.1503/jpn.170102,29688872,PMC5915237,Neural correlates of emotional action control in anger-prone women with borderline personality disorder.,Journal of Psychiatry and Neuroscience,,,2018,43,3,161-170,All OA; Gold,article,"Bertsch, Katja; Roelofs, Karin; Roch, Paul Jonathan; Ma, Bo; Hensel, Saskia; Herpertz, Sabine C; Volman, Inge","Bertsch, Katja (Heidelberg University); Roelofs, Karin (Heidelberg University); Roch, Paul Jonathan (Heidelberg University); Ma, Bo (Heidelberg University); Hensel, Saskia (Heidelberg University); Herpertz, Sabine C (Heidelberg University); Volman, Inge (Heidelberg University)",Heidelberg University,grid.7700.0,Germany,,2,2,0,0,,http://jpn.ca/wp-content/uploads/2018/04/43-3-161.pdf,https://app.dimensions.ai/details/publication/pub.1103633450,1103 Clinical Sciences; 1701 Psychology,1103 Clinical Sciences,1701 Psychology,,,
0,pub.1105155937,10.1503/jpn.170112,29947609,PMC6019355,Abnormal dynamic functional connectivity of amygdalar subregions in untreated patients with first-episode major depressive disorder.,Journal of Psychiatry and Neuroscience,,,2018,43,4,262-272,All OA; Gold,article,"Qiu, Lihua; Xia, Mingrui; Cheng, Bochao; Yuan, Lin; Kuang, Weihong; Bi, Feng; Ai, Hua; Gu, Zhongwei; Lui, Su; Huang, Xiaoqi; He, Yong; Gong, Qiyong","Qiu, Lihua (West China Hospital of Sichuan University); Xia, Mingrui (West China Hospital of Sichuan University); Cheng, Bochao (West China Hospital of Sichuan University); Yuan, Lin (West China Hospital of Sichuan University); Kuang, Weihong (West China Hospital of Sichuan University); Bi, Feng (West China Hospital of Sichuan University); Ai, Hua (West China Hospital of Sichuan University); Gu, Zhongwei (West China Hospital of Sichuan University); Lui, Su (West China Hospital of Sichuan University); Huang, Xiaoqi (West China Hospital of Sichuan University); He, Yong (West China Hospital of Sichuan University); Gong, Qiyong (West China Hospital of Sichuan University)",West China Hospital of Sichuan University,grid.412901.f,China,,0,0,0,0,,http://jpn.ca/wp-content/uploads/2018/06/43-4-262.pdf,https://app.dimensions.ai/details/publication/pub.1105155937,1109 Neurosciences; 1103 Clinical Sciences,1109 Neurosciences,1103 Clinical Sciences,,,
0,pub.1105155938,,29947610,PMC6019349,The maternal brain in women with a history of early-life maltreatment: an imagination-based fMRI study of conflictual versus pleasant interactions with children.,Journal of Psychiatry and Neuroscience,,,2018,43,4,273-282,Closed,article,"Neukel, Corinne; Bertsch, Katja; Fuchs, Anna; Zietlow, Anna-Lena; Reck, Corinna; Moehler, Eva; Brunner, Romuald; Bermpohl, Felix; Herpertz, Sabine C","Neukel, Corinne (); Bertsch, Katja (); Fuchs, Anna (); Zietlow, Anna-Lena (); Reck, Corinna (); Moehler, Eva (); Brunner, Romuald (); Bermpohl, Felix (); Herpertz, Sabine C ()",,,,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1105155938,1701 Psychology,1701 Psychology,,,,
0,pub.1103979543,10.1523/jneurosci.0019-18.2018,29760180,,The Affective and Neural Correlates of Heroin versus Cocaine Use in Addiction Are Influenced by Environmental Setting But in Opposite Directions.,Journal of Neuroscience,,,2018,38,22,5182-5195,Closed,article,"De Pirro, Silvana; Galati, Gaspare; Pizzamiglio, Luigi; Badiani, Aldo","De Pirro, Silvana (University of Sussex; Sapienza University of Rome); Galati, Gaspare (Sapienza University of Rome; Fondazione Santa Lucia); Pizzamiglio, Luigi (Sapienza University of Rome; Fondazione Santa Lucia); Badiani, Aldo (University of Sussex; Sapienza University of Rome)",University of Sussex; Fondazione Santa Lucia; Sapienza University of Rome,grid.12082.39; grid.417778.a; grid.7841.a,United Kingdom; Italy; Italy,,3,3,0,0,116,,https://app.dimensions.ai/details/publication/pub.1103979543,1701 Psychology,1701 Psychology,,,,
0,pub.1103168423,10.1016/j.nicl.2018.04.002,30035005,6051311,Decoding moral emotions in obsessive-compulsive disorder,NeuroImage Clinical,,,2018,19,,82-89,All OA; Gold,article,"Fontenelle, Leonardo F.; Frydman, Ilana; Hoefle, Sebastian; Oliveira-Souza, Ricardo; Vigne, Paula; Bortollini, Tiago S.; Suo, Chao; Yücel, Murat; Mattos, Paulo; Moll, Jorge","Fontenelle, Leonardo F. (D’Or Institute for Research and Education; Monash University; Federal University of Rio de Janeiro); Frydman, Ilana (D’Or Institute for Research and Education; Federal University of Rio de Janeiro); Hoefle, Sebastian (D’Or Institute for Research and Education); Oliveira-Souza, Ricardo (D’Or Institute for Research and Education); Vigne, Paula (D’Or Institute for Research and Education; Federal University of Rio de Janeiro); Bortollini, Tiago S. (D’Or Institute for Research and Education); Suo, Chao (Monash University); Yücel, Murat (Monash University); Mattos, Paulo (D’Or Institute for Research and Education); Moll, Jorge (D’Or Institute for Research and Education)",D’Or Institute for Research and Education; Federal University of Rio de Janeiro; Monash University,grid.472984.4; grid.8536.8; grid.1002.3,Brazil; Brazil; Australia,National Council for Scientific and Technological Development; Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro,0,0,0,0,1,https://doi.org/10.1016/j.nicl.2018.04.002,https://app.dimensions.ai/details/publication/pub.1103168423,1701 Psychology,1701 Psychology,,,,
