"About the data: Exported on Dec 21, 2018. Criteria: Text - '24056237 OR 24058456 OR 24058706 OR 24060844 OR 24062652 OR 24062654 OR 24062656 OR 24062660 OR 24062672 OR 24064069 OR 24064075 OR 24064198 OR 24064249 OR 24065897 OR 24068551 OR 24068813 OR 24068815...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1022559492,10.1371/journal.pone.0159198,Functional Connectivity with the Default Mode Network Is Altered in Fibromyalgia Patients,PLoS ONE,2016,11,7,e0159198,"Fallon, Nicholas; Chiu, Yee; Nurmikko, Turo; Stancak, Andrej",University of Liverpool; Wirral University Teaching Hospital NHS Foundation Trust; Walton Centre,United Kingdom; United Kingdom; United Kingdom,https://app.dimensions.ai/details/publication/pub.1022559492,13,pub.1039814109; pub.1023606769; pub.1019001450; pub.1033063629; pub.1031378325; pub.1005429472; pub.1023342025; pub.1002700719; pub.1005929148; pub.1011270526; pub.1011270340; pub.1014026282; pub.1031273725; pub.1016239669; pub.1031227644; pub.1047104365; pub.1002708063; pub.1047176254; pub.1042708087; pub.1038240452; pub.1034872900; pub.1010405236; pub.1016056585; pub.1014960391; pub.1033256420; pub.1019771756; pub.1004124686; pub.1017455767; pub.1018617178; pub.1059239700; pub.1005108560; pub.1000012647; pub.1007471430; pub.1019118931; pub.1003563711; pub.1009726020; pub.1006910419; pub.1053567787; pub.1031861084; pub.1021773660; pub.1018307556; pub.1028183710; pub.1077170659; pub.1020578282; pub.1051764757; pub.1027586958; pub.1033870820; pub.1021522266; pub.1009850258; pub.1004889375; pub.1008501268; pub.1009857199; pub.1010327339; pub.1006537210; pub.1029782988; pub.1046758584; pub.1033079876
pub.1032646484,10.1371/journal.pone.0142014,"Resting-State fMRI Functional Connectivity Is Associated with Sleepiness, Imagery, and Discontinuity of Mind",PLoS ONE,2015,10,11,e0142014,"Stoffers, Diederick; Diaz, B. Alexander; Chen, Gang; Braber, Anouk den; van ‘t Ent, Dennis; Boomsma, Dorret I.; Mansvelder, Huibert D.; de Geus, Eco; Van Someren, Eus J. W.; Linkenkaer-Hansen, Klaus",VU University Amsterdam; Netherlands Institute for Neuroscience; National Institute of Mental Health; VU University Medical Center,Netherlands; Netherlands; United States; Netherlands,https://app.dimensions.ai/details/publication/pub.1032646484,15,pub.1024056730; pub.1026084467; pub.1040992959; pub.1015859740; pub.1020923516; pub.1001736181; pub.1009396525; pub.1045752302; pub.1050848818; pub.1010201738; pub.1042321270; pub.1035261200; pub.1030609530; pub.1025966462; pub.1048518447; pub.1024106054; pub.1053231189; pub.1027169910; pub.1009626583; pub.1037551593; pub.1045967729; pub.1004347453; pub.1028912304; pub.1048290283; pub.1050230688; pub.1020546499; pub.1023733094; pub.1012067626; pub.1062454622; pub.1046698010; pub.1015659350; pub.1029386022; pub.1023088918; pub.1044658354; pub.1008565667; pub.1015703024; pub.1009726020; pub.1050851813; pub.1021482092; pub.1037769573; pub.1020555476; pub.1034433150; pub.1014367007; pub.1007029848; pub.1038033144; pub.1001701364; pub.1044539623; pub.1051116731; pub.1042733063; pub.1026256466; pub.1040249214; pub.1046918087; pub.1048411744; pub.1018205038; pub.1048484899; pub.1009489144; pub.1053109894; pub.1039403209; pub.1034604081; pub.1038252515; pub.1024886828; pub.1042439468; pub.1005572513; pub.1050082436; pub.1024629846; pub.1077459494; pub.1013074209; pub.1050739854; pub.1041687406; pub.1010327339; pub.1025952169; pub.1059239669; pub.1001277232; pub.1030179645
pub.1084470205,10.5498/wjp.v7.i1.12,Functional neuroanatomy in panic disorder: Status quo of the research,World Journal of Psychiatry,2017,7,1,12-33,"Sobanski, Thomas; Wagner, Gerd",Jena University Hospital,Germany,https://app.dimensions.ai/details/publication/pub.1084470205,10,pub.1031392448; pub.1047320072; pub.1044042017; pub.1049364470; pub.1015673893; pub.1042451095; pub.1021999281; pub.1018205260; pub.1049407731; pub.1043159958; pub.1060023671; pub.1020072839; pub.1045618778; pub.1029415939; pub.1001550101; pub.1041308688; pub.1019186714; pub.1042794322; pub.1027316492; pub.1031328629; pub.1063497820; pub.1039519375; pub.1038384953; pub.1063478844; pub.1018233810; pub.1013848715; pub.1037096024; pub.1007249629; pub.1059744976; pub.1047840297; pub.1017344360; pub.1052340283; pub.1003074202; pub.1019004196; pub.1036050817; pub.1047800690; pub.1038667449; pub.1007529114; pub.1063493126; pub.1074463845; pub.1013084671; pub.1047618063; pub.1011750882; pub.1024625006; pub.1049396201; pub.1010488845; pub.1047916098; pub.1063510846; pub.1020743808; pub.1026910492; pub.1031155876; pub.1025637436; pub.1069168434; pub.1041452902; pub.1047928402; pub.1045960701; pub.1027133793; pub.1078747469; pub.1053615752; pub.1006107106; pub.1038932907; pub.1017467932; pub.1078623770; pub.1044585914; pub.1028701586; pub.1012979658; pub.1009620911; pub.1017246390; pub.1012746717; pub.1003029432; pub.1037635584; pub.1028009517; pub.1022906200; pub.1032490918; pub.1007278210; pub.1015222546; pub.1010033852; pub.1046225468; pub.1037854340; pub.1012662345; pub.1034515525; pub.1025168447; pub.1018979933; pub.1008051174; pub.1021913387; pub.1043366762; pub.1015375420; pub.1009439078; pub.1050319399; pub.1047472356; pub.1010668541; pub.1053954698; pub.1050890022; pub.1022146680; pub.1005205636; pub.1015140031; pub.1032959536; pub.1011260693; pub.1033835082; pub.1013726068; pub.1059458669; pub.1001086658; pub.1016583743; pub.1046011291; pub.1040860018; pub.1009489144; pub.1031802151; pub.1010737354; pub.1008365689; pub.1053673577; pub.1039988327; pub.1024935725; pub.1018962885; pub.1032581647; pub.1028049199; pub.1078507563; pub.1009943556; pub.1031715179; pub.1003098504; pub.1047817748; pub.1001770675; pub.1029510414; pub.1054004498; pub.1007828404; pub.1053990612; pub.1021305635; pub.1041194461; pub.1017911009; pub.1034345574; pub.1041522441; pub.1010587428; pub.1009825907; pub.1041339427; pub.1012930589; pub.1027872588; pub.1049226022; pub.1069192825; pub.1077245422; pub.1017159483; pub.1033591430; pub.1019580871; pub.1012099156; pub.1041883007; pub.1036462934; pub.1007492104; pub.1043106748; pub.1069166762; pub.1020897320; pub.1029289511; pub.1049076691; pub.1003258809; pub.1001227814
pub.1047702072,10.1371/journal.pone.0149434,Cortical Gyrification Patterns Associated with Trait Anxiety,PLoS ONE,2016,11,2,e0149434,"Miskovich, Tara A.; Pedersen, Walker S.; Belleau, Emily L.; Shollenbarger, Skyler; Lisdahl, Krista M.; Larson, Christine L.",University of Wisconsin–Milwaukee,United States,https://app.dimensions.ai/details/publication/pub.1047702072,4,pub.1033509915; pub.1015732479; pub.1046754137; pub.1027205322; pub.1049317811; pub.1029191591; pub.1059458391; pub.1033229431; pub.1043960514; pub.1043366762; pub.1069168055; pub.1047074916; pub.1024417206; pub.1053618257; pub.1010848726; pub.1049250191; pub.1043001314; pub.1031400709; pub.1053140737; pub.1012400923; pub.1031598470; pub.1033845535; pub.1033267988; pub.1062448564; pub.1012146592; pub.1011437203; pub.1045670629; pub.1014447062; pub.1010492289; pub.1009726020; pub.1026692765; pub.1048004780; pub.1051606538; pub.1020250208; pub.1025080064; pub.1018307556; pub.1027616329; pub.1029723857; pub.1027586958; pub.1042218815; pub.1004906866; pub.1035337584; pub.1005492365; pub.1033241393; pub.1005384201; pub.1053983061; pub.1036462934; pub.1026908708; pub.1046109487; pub.1025678968; pub.1071423007; pub.1042222038; pub.1033125578; pub.1042207915
pub.1099057313,10.1522/24109447,Effect [sic] des paramètres métallurgiques sur le comportement d'usinage des alliages 356 et 319 (étude de forage et de taraudage) /,,2005,,,,"Tash, Mahmoud",,,https://app.dimensions.ai/details/publication/pub.1099057313,0,
pub.1091760132,10.1371/journal.pone.0184712,Identify changes of brain regional homogeneity in early and later adult onset patients with first-episode depression using resting-state fMRI,PLoS ONE,2017,12,9,e0184712,"Shen, Zonglin; Jiang, Linling; Yang, Shuran; Ye, Jing; Dai, Nan; Liu, Xiaoyan; Li, Na; Lu, Jin; Liu, Fang; Lu, Yi; Sun, Xuejin; Cheng, Yuqi; Xu, Xiufeng",First Affiliated Hospital of Kunming Medical University,China,https://app.dimensions.ai/details/publication/pub.1091760132,6,pub.1012126640; pub.1016299601; pub.1051354148; pub.1023683276; pub.1038362249; pub.1063499164; pub.1039130385; pub.1024624294; pub.1016413267; pub.1012723083; pub.1078356850; pub.1043938430; pub.1030165522; pub.1020003520; pub.1045112668; pub.1067426818; pub.1048305216; pub.1028085591; pub.1034844478; pub.1033331427; pub.1050216200; pub.1001272411; pub.1031300494; pub.1012865264; pub.1077107004; pub.1011506514; pub.1047414338; pub.1035072449; pub.1031738022; pub.1011116003; pub.1007986938; pub.1032646298; pub.1046172101; pub.1052199026; pub.1003563711; pub.1007697701; pub.1026697775; pub.1021757121; pub.1030042859; pub.1053916477; pub.1005167532; pub.1021850821; pub.1018045157; pub.1008542006; pub.1040476884; pub.1002447646; pub.1034133026; pub.1004646761; pub.1063485146; pub.1011112214; pub.1016381653; pub.1039056471; pub.1013823043; pub.1063495619; pub.1019118931; pub.1077447841; pub.1040274626
pub.1051606167,10.1371/journal.pone.0122750,Altered Hemodynamic Activity in Conduct Disorder: A Resting-State fMRI Investigation,PLoS ONE,2015,10,3,e0122750,"Zhou, Jiansong; Yao, Nailin; Fairchild, Graeme; Zhang, Yingdong; Wang, Xiaoping",Central South University; University of Hong Kong; University of Southampton,China; China; United Kingdom,https://app.dimensions.ai/details/publication/pub.1051606167,14,pub.1038635273; pub.1015732479; pub.1063498073; pub.1001524409; pub.1049146259; pub.1020453576; pub.1053952334; pub.1048675505; pub.1063498175; pub.1006557009; pub.1025977945; pub.1003198384; pub.1027190997; pub.1010977188; pub.1013312688; pub.1044670414; pub.1027659473; pub.1047374737; pub.1022146881; pub.1051962620; pub.1063499137; pub.1017540819; pub.1014641403; pub.1018944362; pub.1022104510; pub.1006570930; pub.1007225218; pub.1017577200; pub.1047695691; pub.1012514909; pub.1022061497; pub.1022913415; pub.1098704046; pub.1053352013; pub.1010389517; pub.1051150573; pub.1007471430; pub.1063497820; pub.1005135912; pub.1036773885; pub.1037496056; pub.1009726020; pub.1009358807; pub.1007739389; pub.1024689357; pub.1034032896; pub.1042393018; pub.1059458393; pub.1050261160; pub.1018798021; pub.1035091487; pub.1047891424; pub.1014056708; pub.1005549424; pub.1020391494; pub.1033119735; pub.1001471408; pub.1024451022; pub.1053109894; pub.1004424002; pub.1033569304; pub.1031695957; pub.1046538513; pub.1046590604; pub.1016762056; pub.1020629136; pub.1008485881; pub.1017685317; pub.1001061484; pub.1023693093; pub.1024457482; pub.1030950903; pub.1039632132; pub.1040338010; pub.1041993922; pub.1083160748; pub.1032481612; pub.1040420389
pub.1037129127,10.1371/journal.pone.0130363,Face-n-Food: Gender Differences in Tuning to Faces,PLoS ONE,2015,10,7,e0130363,"Pavlova, Marina A.; Scheffler, Klaus; Sokolov, Alexander N.",University of Tübingen; Max Planck Institute for Biological Cybernetics,Germany; Germany,https://app.dimensions.ai/details/publication/pub.1037129127,10,pub.1023515340; pub.1007867606; pub.1012382428; pub.1015939040; pub.1038688093; pub.1052009183; pub.1031591275; pub.1041377555; pub.1046332659; pub.1070793836; pub.1051250842; pub.1051028274; pub.1008965989; pub.1015191860; pub.1020683514; pub.1034161594; pub.1051660743; pub.1052517287; pub.1036785845; pub.1021301991; pub.1014442860; pub.1043081965; pub.1035498719; pub.1052549085; pub.1008071296; pub.1037931835; pub.1020357287; pub.1018787437; pub.1008434744; pub.1048105038; pub.1036832133; pub.1005501260; pub.1048043515; pub.1026572617; pub.1047821252; pub.1042839579; pub.1002837101; pub.1004994552; pub.1008109751; pub.1012834575; pub.1026253817; pub.1013017750; pub.1047656168; pub.1003606553; pub.1027174660; pub.1004370927; pub.1012965486; pub.1051539505; pub.1049212290; pub.1028481881; pub.1038986450; pub.1032915980; pub.1040015768; pub.1009965271; pub.1021426316; pub.1021905818; pub.1016288640; pub.1028376409; pub.1052086564; pub.1009240082; pub.1018598941; pub.1026823080; pub.1014906580; pub.1029733963; pub.1010722580; pub.1011149869; pub.1036189322; pub.1019284792; pub.1024810878; pub.1028966581; pub.1028646543; pub.1012746534; pub.1033210033; pub.1004613453; pub.1034669404; pub.1078954733; pub.1050257964; pub.1033601978
pub.1101067283,10.1371/journal.pone.0193100,Modulation of neural circuits underlying temporal production by facial expressions of pain,PLoS ONE,2018,13,2,e0193100,"Ballotta, Daniela; Lui, Fausta; Porro, Carlo Adolfo; Nichelli, Paolo Frigio; Benuzzi, Francesca",University of Modena and Reggio Emilia,Italy,https://app.dimensions.ai/details/publication/pub.1101067283,2,pub.1027061346; pub.1008716674; pub.1023021605; pub.1031358225; pub.1035549896; pub.1051420522; pub.1045627893; pub.1022777554; pub.1010113206; pub.1041964588; pub.1006566000; pub.1043430189; pub.1038161548; pub.1042198978; pub.1008605684; pub.1027282599; pub.1032647146; pub.1023104041; pub.1076872482; pub.1004151993; pub.1047559913; pub.1052409210; pub.1014026587; pub.1047897919; pub.1009697336; pub.1042898275; pub.1011674239; pub.1036918666; pub.1021428113; pub.1028470496; pub.1010606360; pub.1005084594; pub.1047667777; pub.1021531857; pub.1019024338; pub.1036499403; pub.1044216018; pub.1017292136; pub.1025968328; pub.1026268829; pub.1008882659; pub.1024883873; pub.1014500436; pub.1003038796; pub.1034620860; pub.1042340217; pub.1027183791; pub.1005095816; pub.1019854530; pub.1020989419; pub.1050321473; pub.1012855059; pub.1024571130; pub.1062449103; pub.1046213082; pub.1018312888; pub.1070782187; pub.1048249454; pub.1032399526; pub.1035814164; pub.1082847540; pub.1030778099; pub.1001808641; pub.1001469354; pub.1032179171; pub.1034481363; pub.1036087233; pub.1020917258; pub.1011263542; pub.1001335060; pub.1035415284; pub.1012366039; pub.1010583471; pub.1034693805; pub.1001343414; pub.1017506747; pub.1020382728
pub.1104906050,10.1371/journal.pone.0198204,Feeling the force: Changes in a left-lateralized network of brain areas under simulated workday conditions are reflected in subjective mental effort investment,PLoS ONE,2018,13,6,e0198204,"Otto, Tobias; Zijlstra, Fred R. H.; Goebel, Rainer",Maastricht University; Netherlands Institute for Neuroscience,Netherlands; Netherlands,https://app.dimensions.ai/details/publication/pub.1104906050,0,pub.1030927983; pub.1017690819; pub.1047976603; pub.1010507257; pub.1019642966; pub.1043382475; pub.1031396458; pub.1041341937; pub.1029553989; pub.1032248070; pub.1047070818; pub.1000367260; pub.1007811719; pub.1037261026; pub.1002602657; pub.1010750017; pub.1028015578; pub.1048926001; pub.1076845321; pub.1039987502; pub.1027415111; pub.1030773093; pub.1021031572; pub.1022126478; pub.1043605990; pub.1029888371; pub.1040049787; pub.1043293354; pub.1051771151; pub.1006498152; pub.1039130172; pub.1038761513; pub.1049948820; pub.1053091444; pub.1024451022; pub.1017399879; pub.1027725334; pub.1039098276; pub.1038292761; pub.1019938034; pub.1008501268; pub.1024796429; pub.1028577637; pub.1032128571; pub.1030613477; pub.1028692086; pub.1025952169; pub.1025980520; pub.1084512051; pub.1052243420; pub.1033843227; pub.1025689605; pub.1020948986; pub.1014146162
