"About the data: Exported on Dec 21, 2018. Criteria: Text - '28483720 OR 28483974 OR 28486506 OR 28487224 OR 28488021 OR 28491026 OR 28491495 OR 28494347 OR 28495368 OR 28495637 OR 28496095 OR 28496399 OR 28496404 OR 28498515 OR 28499144 OR 28499558 OR 28501740...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1092597425,10.1016/j.concog.2017.10.019,29128283,,Emotional prediction: An ALE meta-analysis and MACM analysis.,Consciousness and Cognition,,,2018,58,,158-169,Closed,article,"Ran, Guangming; Cao, Xiaojun; Chen, Xu","Ran, Guangming (China West Normal University); Cao, Xiaojun (China West Normal University); Chen, Xu (Southwest University)",Southwest University; China West Normal University,grid.263906.8; grid.411527.4,China; China,,1,1,0,0,1,,https://app.dimensions.ai/details/publication/pub.1092597425,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1091026141,10.1093/cercor/bhx193,28981609,,Neural Evidence for Non-conscious Working Memory.,Cerebral Cortex,,,2018,28,9,3217-3228,Closed,article,"Bergström, Fredrik; Eriksson, Johan","Bergström, Fredrik (Umeå University; University of Coimbra); Eriksson, Johan (Umeå University)",University of Coimbra; Umeå University,grid.8051.c; grid.12650.30,Portugal; Sweden,Swedish Research Council; European Commission,2,2,0,0,7,,https://app.dimensions.ai/details/publication/pub.1091026141,1701 Psychology,1701 Psychology,,,,
0,pub.1059458972,10.1093/cercor/bhw353,29253252,,Longitudinal Alterations of Frontoparietal and Frontotemporal Networks Predict Future Creative Cognitive Ability.,Cerebral Cortex,,"Adolescent; Brain; Cognition; Creativity; Female; Follow-Up Studies; Gray Matter; Humans; Image Processing, Computer-Assisted; Longitudinal Studies; Magnetic Resonance Imaging; Male; Neural Pathways; Neuropsychological Tests; Organ Size; Personality; Young Adult",2018,28,1,103-115,Closed,article,"Chen, Qunlin; Beaty, Roger E; Wei, Dongtao; Yang, Junyi; Sun, Jiangzhou; Liu, Wei; Yang, Wenjing; Zhang, Qinglin; Qiu, Jiang","Chen, Qunlin (Ministry of Education of the People's Republic of China; Southwest University); Beaty, Roger E (Harvard University); Wei, Dongtao (Ministry of Education of the People's Republic of China; Southwest University); Yang, Junyi (Ministry of Education of the People's Republic of China; Southwest University); Sun, Jiangzhou (Ministry of Education of the People's Republic of China; Southwest University); Liu, Wei (Ministry of Education of the People's Republic of China; Southwest University); Yang, Wenjing (Ministry of Education of the People's Republic of China; Southwest University); Zhang, Qinglin (Ministry of Education of the People's Republic of China; Southwest University); Qiu, Jiang (Ministry of Education of the People's Republic of China; Southwest University; Beijing Normal University)",Beijing Normal University; Harvard University; Southwest University; Ministry of Education of the People's Republic of China,grid.20513.35; grid.38142.3c; grid.263906.8; grid.419897.a,China; United States; China; China,John Templeton Foundation,12,12,0,0,6,,https://app.dimensions.ai/details/publication/pub.1059458972,1701 Psychology,1701 Psychology,,,,
0,pub.1085538517,10.1093/cercor/bhx131,28591795,,Socioeconomic Status and Reading Disability: Neuroanatomy and Plasticity in Response to Intervention.,Cerebral Cortex,,,2018,28,7,2297-2312,All OA; Gold,article,"Romeo, Rachel R; Christodoulou, Joanna A; Halverson, Kelly K; Murtagh, Jack; Cyr, Abigail B; Schimmel, Carly; Chang, Patricia; Hook, Pamela E; Gabrieli, John D E","Romeo, Rachel R (Harvard University; Massachusetts Institute of Technology); Christodoulou, Joanna A (Massachusetts Institute of Technology; MGH Institute of Health Professions; Harvard University); Halverson, Kelly K (Massachusetts Institute of Technology); Murtagh, Jack (Massachusetts Institute of Technology); Cyr, Abigail B (Massachusetts Institute of Technology); Schimmel, Carly (Massachusetts Institute of Technology); Chang, Patricia (Massachusetts Institute of Technology); Hook, Pamela E (MGH Institute of Health Professions); Gabrieli, John D E (Harvard University; Massachusetts Institute of Technology)",Massachusetts Institute of Technology; MGH Institute of Health Professions; Harvard University,grid.116068.8; grid.429502.8; grid.38142.3c,United States; United States; United States,National Institute on Deafness and Other Communication Disorders; National Institute of Child Health and Human Development; Ellison Medical Foundation,11,11,0,0,96,https://academic.oup.com/cercor/article-pdf/28/7/2297/25037428/bhx131.pdf,https://app.dimensions.ai/details/publication/pub.1085538517,1701 Psychology,1701 Psychology,,,,
0,pub.1100539733,10.1093/cercor/bhy027,29420750,6093481,Self-Face Recognition Begins to Share Active Region in Right Inferior Parietal Lobule with Proprioceptive Illusion During Adolescence.,Cerebral Cortex,,,2018,28,4,1532-1548,All OA; Gold,article,"Morita, Tomoyo; Saito, Daisuke N; Ban, Midori; Shimada, Koji; Okamoto, Yuko; Kosaka, Hirotaka; Okazawa, Hidehiko; Asada, Minoru; Naito, Eiichi","Morita, Tomoyo (Osaka University; National Institute of Information and Communications Technology); Saito, Daisuke N (University of Fukui; Kanazawa University); Ban, Midori (Osaka University; Doshisha University); Shimada, Koji (University of Fukui); Okamoto, Yuko (University of Fukui); Kosaka, Hirotaka (University of Fukui); Okazawa, Hidehiko (University of Fukui); Asada, Minoru (Osaka University; National Institute of Information and Communications Technology); Naito, Eiichi (National Institute of Information and Communications Technology; Osaka University)",Osaka University; Kanazawa University; Doshisha University; University of Fukui; National Institute of Information and Communications Technology,grid.136593.b; grid.9707.9; grid.255178.c; grid.163577.1; grid.28312.3a,Japan; Japan; Japan; Japan; Japan,Japan Society for the Promotion of Science,2,2,0,0,1,https://academic.oup.com/cercor/advance-article-pdf/doi/10.1093/cercor/bhy027/23809881/bhy027.pdf,https://app.dimensions.ai/details/publication/pub.1100539733,1701 Psychology,1701 Psychology,,,,
0,pub.1092430119,10.1093/cercor/bhx312,29161358,,Neural Mechanisms of Episodic Retrieval Support Divergent Creative Thinking.,Cerebral Cortex,,,2017,,,1-17,Closed,article,"Madore, Kevin P; Thakral, Preston P; Beaty, Roger E; Addis, Donna Rose; Schacter, Daniel L","Madore, Kevin P (Stanford University); Thakral, Preston P (Harvard University); Beaty, Roger E (Harvard University); Addis, Donna Rose (University of Auckland); Schacter, Daniel L (Harvard University)",University of Auckland; Harvard University; Stanford University,grid.9654.e; grid.38142.3c; grid.168010.e,New Zealand; United States; United States,National Institute of Mental Health,10,10,0,0,8,,https://app.dimensions.ai/details/publication/pub.1092430119,1701 Psychology; 1109 Neurosciences; 1702 Cognitive Sciences,1701 Psychology,1109 Neurosciences,1702 Cognitive Sciences,,
0,pub.1090966591,10.1093/brain/awx206,29050393,,Distinct processing of ambiguous speech in people with non-clinical auditory verbal hallucinations.,Brain,,Acoustic Stimulation; Adult; Auditory Perception; Case-Control Studies; Female; Gyrus Cinguli; Hallucinations; Humans; Magnetic Resonance Imaging; Male; Prefrontal Cortex; Uncertainty; Young Adult,2017,140,9,2475-2489,All OA; Gold,article,"Alderson-Day, Ben; Lima, César F; Evans, Samuel; Krishnan, Saloni; Shanmugalingam, Pradheep; Fernyhough, Charles; Scott, Sophie K","Alderson-Day, Ben (Durham University); Lima, César F (University College London; University of Porto); Evans, Samuel (University College London; University of Westminster); Krishnan, Saloni (University College London; University of Oxford); Shanmugalingam, Pradheep (University College London); Fernyhough, Charles (Durham University); Scott, Sophie K (University College London)",University of Oxford; University of Porto; University College London; University of Westminster; Durham University,grid.4991.5; grid.5808.5; grid.83440.3b; grid.12896.34; grid.8250.f,United Kingdom; Portugal; United Kingdom; United Kingdom; United Kingdom,Wellcome Trust,9,9,0,0,300,https://academic.oup.com/brain/article-pdf/140/9/2475/23030078/awx206.pdf,https://app.dimensions.ai/details/publication/pub.1090966591,1701 Psychology; 1103 Clinical Sciences,1701 Psychology,1103 Clinical Sciences,,,
0,pub.1100446293,,29252164,PMC5747534,Always on guard: emotion regulation in women with borderline personality disorder compared to nonpatient controls and patients with cluster-C personality disorder.,Journal of Psychiatry and Neuroscience,,Adolescent; Adult; Aged; Borderline Personality Disorder; Brain; Case-Control Studies; Emotions; Female; Functional Neuroimaging; Humans; Magnetic Resonance Imaging; Middle Aged; Personality Disorders; Photic Stimulation; Young Adult,2018,43,1,37-47,Closed,article,"van Zutphen, Linda; Siep, Nicolette; Jacob, Gitta A; Domes, Gregor; Sprenger, Andreas; Willenborg, Bastian; Goebel, Rainer; Arntz, Arnoud","van Zutphen, Linda (Maastricht University); Siep, Nicolette (Maastricht University); Jacob, Gitta A (Maastricht University); Domes, Gregor (Maastricht University); Sprenger, Andreas (Maastricht University); Willenborg, Bastian (Maastricht University); Goebel, Rainer (Maastricht University); Arntz, Arnoud (Maastricht University)",Maastricht University,grid.5012.6,Netherlands,,0,0,0,0,,,https://app.dimensions.ai/details/publication/pub.1100446293,1701 Psychology,1701 Psychology,,,,
0,pub.1092598922,10.1016/j.pscychresns.2017.11.002,29128142,,Longitudinal effects of cognitive behavioral therapy for depression on the neural correlates of emotion regulation.,Psychiatry Research Neuroimaging,,,2018,271,,82-90,Closed,article,"Rubin-Falcone, Harry; Weber, Jochen; Kishon, Ronit; Ochsner, Kevin; Delaparte, Lauren; Doré, Bruce; Zanderigo, Francesca; Oquendo, Maria A; Mann, J John; Miller, Jeffrey M","Rubin-Falcone, Harry (); Weber, Jochen (Columbia University); Kishon, Ronit (Columbia University); Ochsner, Kevin (Columbia University); Delaparte, Lauren (Stony Brook University); Doré, Bruce (University of Pennsylvania); Zanderigo, Francesca (); Oquendo, Maria A (University of Pennsylvania); Mann, J John (); Miller, Jeffrey M ()",Stony Brook University; Columbia University; University of Pennsylvania,grid.36425.36; grid.21729.3f; grid.25879.31,United States; United States; United States,National Institute of Mental Health,6,6,0,0,3,,https://app.dimensions.ai/details/publication/pub.1092598922,1701 Psychology,1701 Psychology,,,,
0,pub.1085345787,10.1093/cercor/bhx121,28521007,,Computing the Social Brain Connectome Across Systems and States.,Cerebral Cortex,,,2018,28,7,2207-2232,"All OA; Green, Published",article,"Alcalá-López, Daniel; Smallwood, Jonathan; Jefferies, Elizabeth; Van Overwalle, Frank; Vogeley, Kai; Mars, Rogier B; Turetsky, Bruce I; Laird, Angela R; Fox, Peter T; Eickhoff, Simon B; Bzdok, Danilo","Alcalá-López, Daniel (RWTH Aachen University); Smallwood, Jonathan (University of York); Jefferies, Elizabeth (University of York); Van Overwalle, Frank (Vrije Universiteit Brussel); Vogeley, Kai (University Hospital Cologne); Mars, Rogier B (Radboud University Nijmegen); Turetsky, Bruce I (University of Pennsylvania); Laird, Angela R (Florida International University); Fox, Peter T (The University of Texas Health Science Center at San Antonio); Eickhoff, Simon B (Heinrich Heine University Düsseldorf; Jülich Research Centre); Bzdok, Danilo (RWTH Aachen University; CEA Saclay; Jülich Aachen Research Alliance)",Heinrich Heine University Düsseldorf; CEA Saclay; RWTH Aachen University; Jülich Aachen Research Alliance; University Hospital Cologne; Vrije Universiteit Brussel; University of Pennsylvania; University of York; The University of Texas Health Science Center at San Antonio; Radboud University Nijmegen; Jülich Research Centre; Florida International University,grid.411327.2; grid.457334.2; grid.1957.a; grid.494742.8; grid.411097.a; grid.8767.e; grid.25879.31; grid.5685.e; grid.267309.9; grid.5590.9; grid.8385.6; grid.65456.34,Germany; France; Germany; Germany; Germany; Belgium; United States; United Kingdom; United States; Netherlands; Germany; United States,,10,10,0,0,40,http://eprints.whiterose.ac.uk/116828/1/CC_socialnet.pdf,https://app.dimensions.ai/details/publication/pub.1085345787,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
