"About the data: Exported on Dec 21, 2018. Criteria: Text - '21938266 OR 21938756 OR 21938758 OR 21939773 OR 21940454 OR 21940605 OR 21941472 OR 21942763 OR 21942764 OR 21943083 OR 21943555 OR 21943609 OR 21945346 OR 21945593 OR 21945693 OR 21945697 OR 21945794...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5
0,pub.1072524821,10.4329/wjr.v6.i7.471,25071887,PMC4109098,Neural mechanisms of mindfulness and meditation: Evidence from neuroimaging studies,World Journal of Radiology,,,2014,6,7,471-479,All OA; Gold,article,"Marchand, William R","Marchand, William R (George E. Wahlen Department of VA Medical Center)",George E. Wahlen Department of VA Medical Center,grid.413886.0,United States,,45,29,2.4,8.28,24,https://doi.org/10.4329/wjr.v6.i7.471,https://app.dimensions.ai/details/publication/pub.1072524821,1109 Neurosciences; 1701 Psychology,1109 Neurosciences,1701 Psychology,,,
0,pub.1084623676,10.1371/journal.pone.0174564,28384269,5383053,"Amplitude of low-frequency fluctuations in first-episode, drug-naïve depressive patients: A 5-year retrospective study",PLoS ONE,,"Adult; Bipolar Disorder; Case-Control Studies; Depressive Disorder, Major; Female; Humans; Magnetic Resonance Imaging; Male; Retrospective Studies; Young Adult",2017,12,4,e0174564,All OA; Gold,article,"Zhang, Kerang; Liu, Zhifen; Cao, Xiaohua; Yang, Chunxia; Xu, Yong; Xu, Ting; Xu, Cheng; Yang, Zhi","Zhang, Kerang (First Hospital of Shanxi Medical University); Liu, Zhifen (First Hospital of Shanxi Medical University); Cao, Xiaohua (First Hospital of Shanxi Medical University); Yang, Chunxia (First Hospital of Shanxi Medical University); Xu, Yong (First Hospital of Shanxi Medical University); Xu, Ting (Institute of Psychology); Xu, Cheng (); Yang, Zhi (Institute of Psychology)",Institute of Psychology; First Hospital of Shanxi Medical University,grid.454868.3; grid.452461.0,China; China,National Natural Science Foundation of China,2,2,0,0,1,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174564&type=printable,https://app.dimensions.ai/details/publication/pub.1084623676,1103 Clinical Sciences; 1109 Neurosciences,1103 Clinical Sciences,1109 Neurosciences,,,
0,pub.1021747040,10.1371/journal.pone.0149554,26900857,4763307,Happier People Show Greater Neural Connectivity during Negative Self-Referential Processing,PLoS ONE,,Adult; Behavior; Brain Mapping; Demography; Face; Female; Happiness; Humans; Male; Mental Processes; Nerve Net; Personal Satisfaction; Reaction Time; Task Performance and Analysis,2016,11,2,e0149554,All OA; Gold,article,"Kim, Eun Joo; Kyeong, Sunghyon; Cho, Sang Woo; Chun, Ji-Won; Park, Hae-Jeong; Kim, Jihye; Kim, Joohan; Dolan, Raymond J.; Kim, Jae-Jin","Kim, Eun Joo (Yonsei University); Kyeong, Sunghyon (Yonsei University); Cho, Sang Woo (Yonsei University); Chun, Ji-Won (Yonsei University); Park, Hae-Jeong (Yonsei University); Kim, Jihye (Yonsei University); Kim, Joohan (Yonsei University); Dolan, Raymond J. (Wellcome Centre for Human Neuroimaging); Kim, Jae-Jin (Yonsei University; Gangnam Severance Hospital)",Wellcome Centre for Human Neuroimaging; Yonsei University; Gangnam Severance Hospital,grid.450002.3; grid.15444.30; grid.459553.b,United Kingdom; South Korea; South Korea,National Research Foundation of Korea; Wellcome Trust,3,2,0.47,1.26,18,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0149554&type=printable,https://app.dimensions.ai/details/publication/pub.1021747040,1701 Psychology,1701 Psychology,,,,
0,pub.1104600955,10.1371/journal.pone.0199013,29902226,6002242,Enhanced transformation of incidentally learned knowledge into explicit memory by dopaminergic modulation,PLoS ONE,,,2018,13,6,e0199013,All OA; Gold,article,"Clos, Mareike; Sommer, Tobias; Schneider, Signe L.; Rose, Michael","Clos, Mareike (University Medical Center Hamburg-Eppendorf); Sommer, Tobias (University Medical Center Hamburg-Eppendorf); Schneider, Signe L. (University Medical Center Hamburg-Eppendorf); Rose, Michael (University Medical Center Hamburg-Eppendorf)",University Medical Center Hamburg-Eppendorf,grid.13648.38,Germany,German Research Foundation,1,1,0,0,1,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0199013&type=printable,https://app.dimensions.ai/details/publication/pub.1104600955,1701 Psychology,1701 Psychology,,,,
0,pub.1047068614,10.1371/journal.pone.0077764,24204955,3799613,How Skill Expertise Shapes the Brain Functional Architecture: An fMRI Study of Visuo-Spatial and Motor Processing in Professional Racing-Car and Naïve Drivers,PLoS ONE,,"Adult; Automobile Driving; Brain; Brain Mapping; Case-Control Studies; Functional Laterality; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Psychomotor Performance; Space Perception; Visual Perception; Young Adult",2013,8,10,e77764,All OA; Gold,article,"Bernardi, Giulio; Ricciardi, Emiliano; Sani, Lorenzo; Gaglianese, Anna; Papasogli, Alessandra; Ceccarelli, Riccardo; Franzoni, Ferdinando; Galetta, Fabio; Santoro, Gino; Goebel, Rainer; Pietrini, Pietro","Bernardi, Giulio (University of Pisa); Ricciardi, Emiliano (University of Pisa; Fondazione Toscana Gabriele Monasterio); Sani, Lorenzo (University of Pisa); Gaglianese, Anna (University of Pisa); Papasogli, Alessandra (); Ceccarelli, Riccardo (); Franzoni, Ferdinando (University of Pisa); Galetta, Fabio (University of Pisa); Santoro, Gino (University of Pisa); Goebel, Rainer (Maastricht University); Pietrini, Pietro (University of Pisa)",Maastricht University; Fondazione Toscana Gabriele Monasterio; University of Pisa,grid.5012.6; grid.452599.6; grid.5395.a,Netherlands; Italy; Italy,,30,20,1.61,4.52,62,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0077764&type=printable,https://app.dimensions.ai/details/publication/pub.1047068614,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
0,pub.1036552510,10.1371/journal.pone.0084565,24367675,3868704,Increased Functional Connectivity between Prefrontal Cortex and Reward System in Pathological Gambling,PLoS ONE,,"Adult; Basal Ganglia; Behavior, Addictive; Brain Mapping; Gambling; Humans; Magnetic Resonance Imaging; Male; Nerve Net; Prefrontal Cortex; Psychometrics; Reward; Self Report",2013,8,12,e84565,All OA; Gold,article,"Koehler, Saskia; Ovadia-Caro, Smadar; van der Meer, Elke; Villringer, Arno; Heinz, Andreas; Romanczuk-Seiferth, Nina; Margulies, Daniel S.","Koehler, Saskia (Charité – University Medicine Berlin; Humboldt University of Berlin; Max Planck Institute for Human Cognitive and Brain Sciences); Ovadia-Caro, Smadar (Humboldt University of Berlin; Max Planck Institute for Human Cognitive and Brain Sciences); van der Meer, Elke (Humboldt University of Berlin); Villringer, Arno (Humboldt University of Berlin; Max Planck Institute for Human Cognitive and Brain Sciences); Heinz, Andreas (Humboldt University of Berlin; Charité – University Medicine Berlin); Romanczuk-Seiferth, Nina (Charité – University Medicine Berlin); Margulies, Daniel S. (Humboldt University of Berlin; Max Planck Institute for Human Cognitive and Brain Sciences)",Humboldt University of Berlin; Charité – University Medicine Berlin; Max Planck Institute for Human Cognitive and Brain Sciences,grid.7468.d; grid.6363.0; grid.419524.f,Germany; Germany; Germany,Federal Ministry of Education and Research; German Research Foundation,34,14,1.37,4.19,17,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0084565&type=printable,https://app.dimensions.ai/details/publication/pub.1036552510,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1010344010,10.1371/journal.pone.0152150,27003840,4803189,Emotion Regulation and Excess Weight: Impaired Affective Processing Characterized by Dysfunctional Insula Activation and Connectivity,PLoS ONE,,"Adult; Brain Mapping; Cerebral Cortex; Emotions; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Overweight; Photic Stimulation; Prefrontal Cortex; Young Adult",2016,11,3,e0152150,All OA; Gold,article,"Steward, Trevor; Picó-Pérez, Maria; Mata, Fernanda; Martínez-Zalacaín, Ignacio; Cano, Marta; Contreras-Rodríguez, Oren; Fernández-Aranda, Fernando; Yucel, Murat; Soriano-Mas, Carles; Verdejo-García, Antonio","Steward, Trevor (Bellvitge Biomedical Research Institute; University of Barcelona; Institute of Health Carlos III); Picó-Pérez, Maria (Bellvitge Biomedical Research Institute; University of Barcelona); Mata, Fernanda (Monash University); Martínez-Zalacaín, Ignacio (Bellvitge Biomedical Research Institute); Cano, Marta (Bellvitge Biomedical Research Institute; University of Barcelona); Contreras-Rodríguez, Oren (Bellvitge Biomedical Research Institute; Institute of Health Carlos III); Fernández-Aranda, Fernando (Bellvitge Biomedical Research Institute; University of Barcelona; Institute of Health Carlos III); Yucel, Murat (Monash University); Soriano-Mas, Carles (Bellvitge Biomedical Research Institute; Institute of Health Carlos III; Autonomous University of Barcelona); Verdejo-García, Antonio (Monash University)",Bellvitge Biomedical Research Institute; Institute of Health Carlos III; Autonomous University of Barcelona; Monash University; University of Barcelona,grid.418284.3; grid.413448.e; grid.7080.f; grid.1002.3; grid.5841.8,Spain; Spain; Spain; Australia; Spain,European Commission; Institute of Health Carlos III; National Health and Medical Research Council,11,11,1.61,4.61,11,https://doi.org/10.1371/journal.pone.0152150,https://app.dimensions.ai/details/publication/pub.1010344010,1701 Psychology,1701 Psychology,,,,
0,pub.1103510215,10.11606/d.18.2017.tde-23052017-082931,,,Avaliação da exposição de ciclistas ao ruído em uma cidade média brasileira,,,,2017,,,,All OA; Gold,article,"da Cunha Ramos, Thiago","da Cunha Ramos, Thiago ()",,,,,1,1,0,0,,http://www.teses.usp.br/teses/disponiveis/18/18144/tde-23052017-082931/publico/APENDICE_D.pdf,https://app.dimensions.ai/details/publication/pub.1103510215,,,,,,
0,pub.1085935201,10.1371/journal.pone.0178386,28594841,5464553,Probabilistic Entity-Relationship Diagram: A correlation between functional connectivity and spontaneous brain activity during resting state in major depressive disorder,PLoS ONE,,"Brain; Depressive Disorder, Major; Humans; Magnetic Resonance Imaging; Prefrontal Cortex",2017,12,6,e0178386,All OA; Gold,article,"Zhang, Lu; Shi, Lin; Zhang, Bin; Zhao, Lei; Dong, Yuhao; Liu, Jing; Lian, Zhouyang; Liang, Long; Chen, Wenbo; Luo, Xiaoning; Pei, Shufang; Mo, Xiaokai; Huang, Wenhui; Ouyang, Fusheng; Guo, Baoliang; Liang, Changhong; Zhang, Shuixing","Zhang, Lu (Southern Medical University); Shi, Lin (Chinese University of Hong Kong); Zhang, Bin (Southern Medical University); Zhao, Lei (Chinese University of Hong Kong); Dong, Yuhao (); Liu, Jing (Southern Medical University); Lian, Zhouyang (Southern Medical University); Liang, Long (Southern Medical University); Chen, Wenbo (); Luo, Xiaoning (Southern Medical University); Pei, Shufang (Southern Medical University); Mo, Xiaokai (); Huang, Wenhui (); Ouyang, Fusheng (Southern Medical University); Guo, Baoliang (Southern Medical University); Liang, Changhong (); Zhang, Shuixing ()",Southern Medical University; Chinese University of Hong Kong,grid.284723.8; grid.10784.3a,China; China,Guangdong Science and Technology Department; National Natural Science Foundation of China,0,0,0,0,,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0178386&type=printable,https://app.dimensions.ai/details/publication/pub.1085935201,1109 Neurosciences,1109 Neurosciences,,,,
0,pub.1101527601,10.1162/netn_a_00050,,,Cooperating Yet Distinct Brain Networks Engaged During Naturalistic Paradigms: A Meta-analysis of Functional MRI Results,Network Neuroscience,,,2018,3,1,1-54,All OA; Gold,article,"Bottenhorn, Katherine L.; Flannery, Jessica S.; Boeving, Emily R.; Riedel, Michael C.; Eickhoff, Simon B.; Sutherland, Matthew T.; Laird, Angela R.","Bottenhorn, Katherine L. (Florida International University); Flannery, Jessica S. (Florida International University); Boeving, Emily R. (Florida International University); Riedel, Michael C. (Florida International University); Eickhoff, Simon B. (Heinrich Heine University Düsseldorf; Jülich Research Centre); Sutherland, Matthew T. (Florida International University); Laird, Angela R. (Florida International University)",Florida International University; Jülich Research Centre; Heinrich Heine University Düsseldorf,grid.65456.34; grid.8385.6; grid.411327.2,United States; Germany; Germany,Directorate for Education & Human Resources; National Institute of Mental Health; National Institute on Drug Abuse; Directorate for Computer & Information Science & Engineering,0,0,0,0,4,https://doi.org/10.1162/netn_a_00050,https://app.dimensions.ai/details/publication/pub.1101527601,1701 Psychology; 1109 Neurosciences,1701 Psychology,1109 Neurosciences,,,
