"About the data: Exported on Dec 21, 2018. Criteria: Text - '23329206 OR 23329729 OR 23331283 OR 23332807 OR 23333417 OR 23333668 OR 23333840 OR 23335893 OR 23335976 OR 23337458 OR 23340410 OR 23340519 OR 23341872 OR 23342130 OR 23342148 OR 23342176 OR 23343492...' in full data. For more information, please see https://app.dimensions.ai/datasources.",,,,,,,,,,,,,
Publication ID,DOI,Title,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Publication IDs of cited references
pub.1072524786,10.4329/wjr.v6.i4.93,FMRI contributions to addressing autobiographical memory impairment in temporal lobe pathology,World Journal of Radiology,2014,6,4,93-105,"Denkova, Ekaterina J; Manning, Liliann",University of Strasbourg,France,https://app.dimensions.ai/details/publication/pub.1072524786,2,pub.1016760579; pub.1083192069; pub.1050514552; pub.1013112739; pub.1026962643; pub.1005989307; pub.1043392992; pub.1023674414; pub.1043158829; pub.1002407768; pub.1029632991; pub.1028862165; pub.1043200433; pub.1005595506; pub.1020242724; pub.1004022809; pub.1019131882; pub.1010559116; pub.1018828823; pub.1014099853; pub.1015270728; pub.1038662998; pub.1039344111; pub.1021521615; pub.1037523053; pub.1004917554; pub.1040148417; pub.1042017171; pub.1016950293; pub.1022459413; pub.1014437053; pub.1010388453; pub.1031981473; pub.1022070745; pub.1026072534; pub.1013508260; pub.1038264261; pub.1045940028; pub.1001428158; pub.1013459498; pub.1032789361; pub.1039197243; pub.1034495826; pub.1019112281; pub.1050933302; pub.1021233143; pub.1028371941; pub.1053843467; pub.1038081355; pub.1014008805; pub.1031362727; pub.1037525293; pub.1034916953; pub.1018810970; pub.1049105169; pub.1034612586; pub.1044176254; pub.1017429565; pub.1064377620; pub.1059892611; pub.1009196633; pub.1027413651; pub.1074672701; pub.1029526506; pub.1012426504; pub.1036638912; pub.1042447458; pub.1022427467; pub.1012235136; pub.1033367849; pub.1021993847; pub.1050340438; pub.1016373995; pub.1047140858; pub.1018551049; pub.1013771406; pub.1028947125; pub.1025672161; pub.1017173634; pub.1040963724; pub.1017779535; pub.1025837448; pub.1049380504; pub.1001476087; pub.1006231052; pub.1052956090; pub.1049399782; pub.1053433938; pub.1041354679; pub.1042378881; pub.1016093620; pub.1051976326; pub.1032123288; pub.1013130785; pub.1002536882; pub.1029795360; pub.1049688507; pub.1019077614; pub.1008660773; pub.1040251599; pub.1046945654; pub.1024404171; pub.1030190825; pub.1040386184; pub.1030811849; pub.1050875048; pub.1031347296; pub.1009022036; pub.1067636419; pub.1006360052; pub.1008976820; pub.1010935832; pub.1014249584; pub.1044580355; pub.1018006842; pub.1042011266; pub.1029163674; pub.1044064825; pub.1037325867; pub.1052895830; pub.1026429781; pub.1046251201; pub.1001195739; pub.1047866953; pub.1021304548; pub.1048205956; pub.1012218165; pub.1022639704; pub.1074575304; pub.1039668205; pub.1005305745; pub.1015882426; pub.1005206039; pub.1033321405; pub.1088895933; pub.1036535889; pub.1043739029; pub.1046850598; pub.1025263961; pub.1078588590
pub.1012700923,10.1371/journal.pbio.1002469,Distinct Global Brain Dynamics and Spatiotemporal Organization of the Salience Network,PLoS Biology,2016,14,6,e1002469,"Chen, Tianwen; Cai, Weidong; Ryali, Srikanth; Supekar, Kaustubh; Menon, Vinod",Stanford University,United States,https://app.dimensions.ai/details/publication/pub.1012700923,43,pub.1022828229; pub.1012265692; pub.1027511483; pub.1024496250; pub.1069194418; pub.1039260515; pub.1032232247; pub.1039957575; pub.1001609120; pub.1046422932; pub.1011438908; pub.1042398360; pub.1006088237; pub.1039022482; pub.1038567984; pub.1026186841; pub.1046100769; pub.1038082482; pub.1015569133; pub.1015316905; pub.1023134658; pub.1047472356; pub.1005410989; pub.1011764666; pub.1051153473; pub.1059415765; pub.1005996641; pub.1025598003; pub.1030181286; pub.1000389737; pub.1013323009; pub.1022076283; pub.1017455767; pub.1000000945; pub.1051569339; pub.1042813260; pub.1015423414; pub.1030396647; pub.1043293354; pub.1005615848; pub.1039392616; pub.1045014949; pub.1051116731; pub.1052220614; pub.1016347968; pub.1024773574; pub.1022608238; pub.1028309696; pub.1047715074; pub.1040052981; pub.1037912856; pub.1009489144; pub.1004953014; pub.1027113185; pub.1008314902; pub.1049378085; pub.1050555698; pub.1041985126; pub.1042573321; pub.1022342218; pub.1042300363; pub.1051704848; pub.1034295942; pub.1000583876; pub.1000664908; pub.1036826836; pub.1051260945
pub.1011077216,10.1371/journal.pone.0152875,Decreased Functional Connectivity of Homotopic Brain Regions in Chronic Stroke Patients: A Resting State fMRI Study,PLoS ONE,2016,11,4,e0152875,"Tang, Chaozheng; Zhao, Zhiyong; Chen, Chuang; Zheng, Xiaohui; Sun, Fenfen; Zhang, Xiaoli; Tian, Jing; Fan, Mingxia; Wu, Yi; Jia, Jie",East China Normal University; Fujian University of Traditional Chinese Medicine,China; China,https://app.dimensions.ai/details/publication/pub.1011077216,15,pub.1000215415; pub.1040140114; pub.1011647311; pub.1046541512; pub.1004867794; pub.1064356702; pub.1026456876; pub.1045322107; pub.1031373265; pub.1046821729; pub.1019271970; pub.1025302404; pub.1052874108; pub.1051936025; pub.1041504897; pub.1028354406; pub.1028524791; pub.1007612738; pub.1032583760; pub.1052896303; pub.1042714587; pub.1033498701; pub.1033783703; pub.1033336928; pub.1016765447; pub.1025182088; pub.1029940109; pub.1030620963; pub.1047173347; pub.1016447933; pub.1050867363; pub.1042783924; pub.1053109894; pub.1041066439; pub.1050832742; pub.1008192994; pub.1049616524; pub.1001150181; pub.1051213891; pub.1030917453; pub.1021802233; pub.1037873752; pub.1053169517; pub.1035633699; pub.1019545577
pub.1054066866,10.1371/journal.pone.0167242,Decreased Functional Connectivity of Insular Cortex in Drug Naïve First Episode Schizophrenia: In Relation to Symptom Severity,PLoS ONE,2017,12,1,e0167242,"Pang, Lijuan; Kennedy, David; Wei, Qinling; Lv, Luxian; Gao, Jinsong; Li, Hong; Quan, Meina; Li, Xue; Yang, Yongfeng; Fan, Xiaoduo; Song, Xueqin",First Affiliated Hospital of Zhengzhou University; University of Massachusetts Medical School; Third Affiliated Hospital of Sun Yat-sen University; Xinxiang Medical University,China; United States; China; China,https://app.dimensions.ai/details/publication/pub.1054066866,1,pub.1032142832; pub.1021186467; pub.1049349629; pub.1032218293; pub.1000929890; pub.1007184583; pub.1000522196; pub.1042517128; pub.1048828376; pub.1016109648; pub.1023426728; pub.1063486776; pub.1035961776; pub.1045996677; pub.1031830140; pub.1048365957; pub.1015316905; pub.1026058177; pub.1054119550; pub.1046409090; pub.1010063799; pub.1048518447; pub.1025151514; pub.1027598488; pub.1006550633; pub.1025598003; pub.1026227512; pub.1044758977; pub.1053823569; pub.1035537656; pub.1040383044; pub.1021620565; pub.1026230761; pub.1004297068; pub.1051771151; pub.1049705433; pub.1045039440; pub.1067426614; pub.1004656869; pub.1006443298; pub.1009489144; pub.1030255298; pub.1050951592; pub.1036826836; pub.1042235258; pub.1063500564; pub.1011994032; pub.1051260945
pub.1072524801,10.4329/wjr.v6.i6.261,Sustained attention in psychosis: Neuroimaging findings,World Journal of Radiology,2014,6,6,261-273,"Sepede, Gianna; Spano, Maria Chiara; Lorusso, Marco; De Berardis, Domenico; Salerno, Rosa Maria; Di Giannantonio, Massimo; Gambi, Francesco",University of Chieti-Pescara,Italy,https://app.dimensions.ai/details/publication/pub.1072524801,10,pub.1034301510; pub.1027952974; pub.1050800083; pub.1015001513; pub.1020571664; pub.1021321967; pub.1054044427; pub.1009606418; pub.1063496709; pub.1050492712; pub.1050193760; pub.1013326876; pub.1016383299; pub.1045282421; pub.1001500110; pub.1040171346; pub.1004336652; pub.1044213934; pub.1002992680; pub.1029563401; pub.1053973681; pub.1059401210; pub.1050867765; pub.1015262250; pub.1010114861; pub.1028204531; pub.1038325052; pub.1021470357; pub.1012382329; pub.1011084146; pub.1048119988; pub.1000267827; pub.1008684473; pub.1051072346; pub.1005013740; pub.1007225934; pub.1063486772; pub.1000698796; pub.1041835670; pub.1016142850; pub.1063496255; pub.1011758355; pub.1016379831; pub.1028734712; pub.1002311554; pub.1012816533; pub.1040764975; pub.1050881992; pub.1025574841; pub.1019314475; pub.1039275037; pub.1021176941; pub.1051038945; pub.1005451140; pub.1044425781; pub.1032376863; pub.1021861441; pub.1009922039; pub.1048862201; pub.1021544518; pub.1018307556; pub.1050365109; pub.1016909553; pub.1041653534; pub.1044655765; pub.1062640916; pub.1033736208; pub.1005690934; pub.1063494718; pub.1003651367; pub.1030461495; pub.1063495750; pub.1015316905; pub.1042254508; pub.1015069570; pub.1042165664; pub.1038179977; pub.1014132140; pub.1032715027; pub.1035537656; pub.1050050332; pub.1035656803; pub.1015009785; pub.1020172477; pub.1043179863; pub.1008310705; pub.1034348358; pub.1054038862; pub.1009426083; pub.1059400052; pub.1026106209; pub.1043975544; pub.1027521010; pub.1002641213; pub.1028571621; pub.1024133054; pub.1035904179; pub.1000338605; pub.1004990720; pub.1032241478; pub.1010926150; pub.1044419266; pub.1010916712; pub.1022169468; pub.1017341668; pub.1032150577; pub.1046784116; pub.1041179616; pub.1006793758; pub.1034380351; pub.1005083004; pub.1046028338; pub.1000664908; pub.1036826836; pub.1020921802; pub.1063495220; pub.1026834821
pub.1099666757,10.1371/journal.pone.0189462,Age-related reduction of adaptive brain response during semantic integration is associated with gray matter reduction,PLoS ONE,2017,12,12,e0189462,"Zhu, Zude; Yang, Fengjun; Li, Dongning; Zhou, Lianjun; Liu, Ying; Zhang, Ying; Chen, Xuezhi",Jiangsu Normal University,China,https://app.dimensions.ai/details/publication/pub.1099666757,2,pub.1005146566; pub.1007573941; pub.1020727152; pub.1051103351; pub.1047248459; pub.1059458614; pub.1047117742; pub.1005813734; pub.1039427124; pub.1040815639; pub.1028786112; pub.1004122923; pub.1034432961; pub.1053398711; pub.1020765243; pub.1034268330; pub.1041340028; pub.1044633881; pub.1015702832; pub.1027134581; pub.1047273813; pub.1026695607; pub.1005485580; pub.1002184149; pub.1019901939; pub.1010095843; pub.1018022932; pub.1067643314; pub.1029001684; pub.1021699256; pub.1034112220; pub.1029806091; pub.1024912728; pub.1036452699; pub.1036370264; pub.1005508388; pub.1034882658; pub.1005824989; pub.1019602767; pub.1024776702; pub.1014060408; pub.1038595567; pub.1008177227; pub.1039752565; pub.1014283523; pub.1030491460; pub.1029129173; pub.1084098475; pub.1016538149; pub.1040525572
pub.1001318148,10.1371/journal.pone.0164818,Top-Down Network Effective Connectivity in Abstinent Substance Dependent Individuals,PLoS ONE,2016,11,10,e0164818,"Regner, Michael F.; Saenz, Naomi; Maharajh, Keeran; Yamamoto, Dorothy J.; Mohl, Brianne; Wylie, Korey; Tregellas, Jason; Tanabe, Jody",University of Colorado Anschutz Medical Campus,United States,https://app.dimensions.ai/details/publication/pub.1001318148,5,pub.1004530816; pub.1008081978; pub.1003336548; pub.1007670019; pub.1059239708; pub.1011635433; pub.1036758039; pub.1049307792; pub.1029680592; pub.1005283388; pub.1059239844; pub.1009104787; pub.1013955113; pub.1049635379; pub.1061527913; pub.1006908678; pub.1002195954; pub.1006990712; pub.1016207687; pub.1015586529; pub.1030579881; pub.1051310726; pub.1002405362; pub.1044862140; pub.1041108814; pub.1024106054; pub.1004637772; pub.1009785376; pub.1022829639; pub.1018484310; pub.1007584602; pub.1048526984; pub.1068876056; pub.1030393449; pub.1024909359; pub.1034644962; pub.1046600694; pub.1019282933; pub.1003867561; pub.1031559870; pub.1031473113; pub.1078682999; pub.1052455294; pub.1011412336; pub.1051415736; pub.1059239700; pub.1030315754; pub.1019020595; pub.1003897909; pub.1014160105; pub.1000557030; pub.1023191260; pub.1015575880; pub.1005500047; pub.1043020264; pub.1001923280; pub.1006853299; pub.1014311102; pub.1003643732; pub.1018307556; pub.1019860370; pub.1042808208; pub.1002979870; pub.1041114265; pub.1012227406; pub.1023873425; pub.1017432481; pub.1006094337; pub.1025815625; pub.1033890535; pub.1002092909; pub.1051865148; pub.1019370170; pub.1002034191; pub.1051838917; pub.1022342218; pub.1044545654; pub.1059239803; pub.1022122718; pub.1023290138; pub.1079111998; pub.1035143586; pub.1013553840; pub.1010297053
pub.1012329222,10.1371/journal.pone.0148045,Altered Cortico-Striatal Connectivity in Offspring of Schizophrenia Patients Relative to Offspring of Bipolar Patients and Controls,PLoS ONE,2016,11,2,e0148045,"Solé-Padullés, Cristina; Castro-Fornieles, Josefina; de la Serna, Elena; Romero, Soledad; Calvo, Anna; Sánchez-Gistau, Vanessa; Padrós-Fornieles, Marta; Baeza, Inmaculada; Bargalló, Núria; Frangou, Sophia; Sugranyes, Gisela",University of Barcelona; Hospital Clinic of Barcelona; Icahn School of Medicine at Mount Sinai,Spain; Spain; United States,https://app.dimensions.ai/details/publication/pub.1012329222,12,pub.1019289179; pub.1018476391; pub.1053952334; pub.1024673991; pub.1016109648; pub.1000592680; pub.1019876255; pub.1021211357; pub.1030104452; pub.1000556447; pub.1047852061; pub.1050008688; pub.1002389002; pub.1078739057; pub.1069484766; pub.1033178402; pub.1011764666; pub.1037766325; pub.1025598003; pub.1078171262; pub.1039753355; pub.1033845535; pub.1004381961; pub.1053912711; pub.1064167054; pub.1039194398; pub.1024681503; pub.1043020264; pub.1021679493; pub.1009726020; pub.1001878315; pub.1024858943; pub.1026971427; pub.1005024845; pub.1041467340; pub.1012734569; pub.1035019535; pub.1017806629; pub.1016897450; pub.1018307556; pub.1054934220; pub.1029798254; pub.1030555542; pub.1012967048; pub.1045383840; pub.1043037071; pub.1009489144; pub.1007390357; pub.1052356448; pub.1043743884; pub.1010495658; pub.1048061961; pub.1038175669; pub.1045787902; pub.1013074209; pub.1047194118; pub.1049513147; pub.1063499361; pub.1011147707; pub.1045278736; pub.1035680615
pub.1044289357,10.1371/journal.pone.0159351,Aberrant Resting-State Functional Connectivity in the Salience Network of Adolescent Chronic Fatigue Syndrome,PLoS ONE,2016,11,7,e0159351,"Wortinger, Laura Anne; Endestad, Tor; Melinder, Annika Maria D.; Øie, Merete Glenne; Sevenius, Andre; Wyller, Vegard Bruun",Akershus University Hospital; University of Oslo; Innlandet Hospital Trust,Norway; Norway; Norway,https://app.dimensions.ai/details/publication/pub.1044289357,13,pub.1041121946; pub.1019145572; pub.1011468383; pub.1039260515; pub.1053797687; pub.1021843955; pub.1041084900; pub.1003098504; pub.1051490927; pub.1016873225; pub.1015316905; pub.1036395541; pub.1035103899; pub.1047899108; pub.1043159958; pub.1048477290; pub.1039675380; pub.1053480964; pub.1020596338; pub.1026038280; pub.1025598003; pub.1049000935; pub.1030181286; pub.1031255256; pub.1073661750; pub.1036918666; pub.1067825740; pub.1051834398; pub.1021671467; pub.1048379261; pub.1043266861; pub.1005108560; pub.1045128513; pub.1026654519; pub.1070802694; pub.1067426536; pub.1021452884; pub.1074369860; pub.1014505618; pub.1015703024; pub.1000893594; pub.1006910419; pub.1003111407; pub.1031921221; pub.1014068180; pub.1033351141; pub.1067828086; pub.1000761859; pub.1018307556; pub.1000885824; pub.1009534385; pub.1018439942; pub.1053535878; pub.1020705523; pub.1016347968; pub.1043037071; pub.1024451022; pub.1009489144; pub.1073698824; pub.1077900449; pub.1028441031; pub.1032251109; pub.1000490145; pub.1002989198; pub.1025017526; pub.1053066826; pub.1050092902; pub.1053222778; pub.1031061037; pub.1032563335; pub.1003244069; pub.1043714936; pub.1027307300; pub.1036826836; pub.1010327339; pub.1031439569; pub.1029862449; pub.1010273733; pub.1050225447; pub.1053957881; pub.1018565393; pub.1011665436
pub.1021747040,10.1371/journal.pone.0149554,Happier People Show Greater Neural Connectivity during Negative Self-Referential Processing,PLoS ONE,2016,11,2,e0149554,"Kim, Eun Joo; Kyeong, Sunghyon; Cho, Sang Woo; Chun, Ji-Won; Park, Hae-Jeong; Kim, Jihye; Kim, Joohan; Dolan, Raymond J.; Kim, Jae-Jin",Yonsei University; Wellcome Centre for Human Neuroimaging; Gangnam Severance Hospital,South Korea; United Kingdom; South Korea,https://app.dimensions.ai/details/publication/pub.1021747040,3,pub.1029822588; pub.1029690886; pub.1031504450; pub.1045343909; pub.1067630355; pub.1016497322; pub.1047605483; pub.1018006842; pub.1036400632; pub.1007778014; pub.1050643754; pub.1041992058; pub.1044329104; pub.1028839992; pub.1001215960; pub.1019479775; pub.1012250272; pub.1039677709; pub.1025454618; pub.1040440690; pub.1053391584; pub.1045721094; pub.1043245961; pub.1021428113; pub.1047255891; pub.1008997299; pub.1017597500; pub.1061837443; pub.1019175581; pub.1021355393; pub.1005622381; pub.1038569444; pub.1045264569; pub.1026660124; pub.1036756791; pub.1014577270; pub.1029932473; pub.1004758180; pub.1010713382; pub.1046112004; pub.1041675916; pub.1003064662; pub.1005339975; pub.1038134865; pub.1010148517; pub.1021200158; pub.1006091812; pub.1001813214; pub.1007374431; pub.1018296099; pub.1050322940; pub.1006692688; pub.1063740234; pub.1031229451; pub.1004129282; pub.1033853075; pub.1050340438; pub.1032950949; pub.1000311892; pub.1021670786; pub.1009360132
