STRUCTURE,CLUSTER,DOMAIN,TITLE
left_cingulate_gyrus_posterior_division,1,MEMORY,Memory
right_cingulate_gyrus_posterior_division,1,MEMORY,Memory
right_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_inferior_temporal_gyrus_temporooccipital_part,3,RECOGNITION,Recognition
right_temporal_occipital_fusiform_cortex,3,RECOGNITION,Recognition
right_frontal_pole,4,COGNITION,Cognition
right_middle_frontal_gyrus,4,COGNITION,Cognition
right_superior_frontal_gyrus,4,COGNITION,Cognition
left_frontal_operculum_cortex,5,MEANING,Meaning
left_frontal_orbital_cortex,5,MEANING,Meaning
left_frontal_pole,5,MEANING,Meaning
left_inferior_frontal_gyrus_pars_triangularis,5,MEANING,Meaning
right_frontal_medial_cortex,6,AROUSAL,Arousal
right_subcallosal_cortex,6,AROUSAL,Arousal
right_heschls_gyrus,7,HEARING,Hearing
right_planum_polare,7,HEARING,Hearing
left_amygdala,8,EMOTION,Emotion
left_hippocampus,8,EMOTION,Emotion
left_parahippocampal_gyrus_anterior_division,8,EMOTION,Emotion
left_lateral_occipital_cortex_superior_division,9,VISION,Vision
left_precuneous_cortex,9,VISION,Vision
left_superior_parietal_lobule,9,VISION,Vision
right_cuneal_cortex,9,VISION,Vision
right_lateral_occipital_cortex_superior_division,9,VISION,Vision
right_precuneous_cortex,9,VISION,Vision
right_superior_parietal_lobule,9,VISION,Vision
left_putamen,10,REWARD,Reward
right_caudate,10,REWARD,Reward
right_pallidum,10,REWARD,Reward
right_putamen,10,REWARD,Reward
left_inferior_temporal_gyrus_posterior_division,11,WORD,Word
left_temporal_fusiform_cortex_posterior_division,11,WORD,Word
left_cerebellar_crus,12,EXECUTION,Execution
left_cerebellar_lobules,12,EXECUTION,Execution
right_inferior_temporal_gyrus_anterior_division,13,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_anterior_division,13,EPISODIC_MEMORY,Episodic Memory
left_cuneal_cortex,14,RECALL,Recall
left_intracalcarine_cortex,14,RECALL,Recall
left_lingual_gyrus,14,RECALL,Recall
left_supracalcarine_cortex,14,RECALL,Recall
right_intracalcarine_cortex,14,RECALL,Recall
right_lingual_gyrus,14,RECALL,Recall
right_supracalcarine_cortex,14,RECALL,Recall
right_accumbens,15,LOSS,Loss
left_angular_gyrus,16,REPRESENTATION,Representation
left_supramarginal_gyrus_posterior_division,16,REPRESENTATION,Representation
right_angular_gyrus,16,REPRESENTATION,Representation
right_middle_temporal_gyrus_temporooccipital_part,16,REPRESENTATION,Representation
right_postcentral_gyrus,16,REPRESENTATION,Representation
right_supramarginal_gyrus_anterior_division,16,REPRESENTATION,Representation
right_supramarginal_gyrus_posterior_division,16,REPRESENTATION,Representation
left_middle_temporal_gyrus_anterior_division,17,SEMANTIC_PROCESSING,Semantic Processing
left_middle_temporal_gyrus_posterior_division,17,SEMANTIC_PROCESSING,Semantic Processing
left_superior_temporal_gyrus_anterior_division,17,SEMANTIC_PROCESSING,Semantic Processing
left_inferior_frontal_gyrus_pars_opercularis,18,MANIPULATION,Manipulation
left_middle_frontal_gyrus,18,MANIPULATION,Manipulation
left_postcentral_gyrus,18,MANIPULATION,Manipulation
left_precentral_gyrus,18,MANIPULATION,Manipulation
left_superior_frontal_gyrus,18,MANIPULATION,Manipulation
left_supplementary_motor_cortex,18,MANIPULATION,Manipulation
left_supramarginal_gyrus_anterior_division,18,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,18,MANIPULATION,Manipulation
right_precentral_gyrus,18,MANIPULATION,Manipulation
right_supplementary_motor_cortex,18,MANIPULATION,Manipulation
right_amygdala,19,VALENCE,Valence
right_hippocampus,19,VALENCE,Valence
right_parahippocampal_gyrus_anterior_division,19,VALENCE,Valence
left_accumbens,20,REWARD_PROCESSING,Reward Processing
left_parahippocampal_gyrus_posterior_division,21,ENCODING,Encoding
right_inferior_temporal_gyrus_posterior_division,21,ENCODING,Encoding
right_parahippocampal_gyrus_posterior_division,21,ENCODING,Encoding
right_temporal_fusiform_cortex_posterior_division,21,ENCODING,Encoding
left_caudate,22,DECISION_MAKING,Decision Making
left_cingulate_gyrus_anterior_division,22,DECISION_MAKING,Decision Making
left_paracingulate_gyrus,22,DECISION_MAKING,Decision Making
right_cingulate_gyrus_anterior_division,22,DECISION_MAKING,Decision Making
right_paracingulate_gyrus,22,DECISION_MAKING,Decision Making
left_brainstem,23,PAIN,Pain
right_brainstem,23,PAIN,Pain
left_heschls_gyrus,24,SPEECH,Speech
left_parietal_operculum_cortex,24,SPEECH,Speech
left_planum_polare,24,SPEECH,Speech
left_planum_temporale,24,SPEECH,Speech
left_superior_temporal_gyrus_posterior_division,24,SPEECH,Speech
left_subcallosal_cortex,25,SALIENCE,Salience
right_cerebellar_crus,26,REST,Rest
right_cerebellar_lobules,26,REST,Rest
right_frontal_operculum_cortex,27,COGNITIVE_PROCESS,Cognitive Process
right_frontal_orbital_cortex,27,COGNITIVE_PROCESS,Cognitive Process
right_inferior_frontal_gyrus_pars_triangularis,27,COGNITIVE_PROCESS,Cognitive Process
left_inferior_temporal_gyrus_temporooccipital_part,28,FAMILIARITY,Familiarity
left_middle_temporal_gyrus_temporooccipital_part,28,FAMILIARITY,Familiarity
left_temporal_occipital_fusiform_cortex,28,FAMILIARITY,Familiarity
left_inferior_temporal_gyrus_anterior_division,29,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,29,RETRIEVAL,Retrieval
left_pallidum,30,ANTICIPATION,Anticipation
left_lateral_occipital_cortex_inferior_division,31,EYE,Eye
left_occipital_fusiform_gyrus,31,EYE,Eye
left_occipital_pole,31,EYE,Eye
right_lateral_occipital_cortex_inferior_division,31,EYE,Eye
right_occipital_fusiform_gyrus,31,EYE,Eye
right_occipital_pole,31,EYE,Eye
left_thalamus,32,HEAT,Heat
right_thalamus,32,HEAT,Heat
right_central_opercular_cortex,33,PERCEPTION,Perception
right_parietal_operculum_cortex,33,PERCEPTION,Perception
right_planum_temporale,33,PERCEPTION,Perception
right_superior_temporal_gyrus_posterior_division,33,PERCEPTION,Perception
right_cerebellar_vermis,34,MOVEMENT,Movement
left_central_opercular_cortex,35,MONITORING,Monitoring
left_insular_cortex,35,MONITORING,Monitoring
right_insular_cortex,35,MONITORING,Monitoring
left_cerebellar_vermis,36,MOTOR_CONTROL,Motor Control
left_temporal_pole,37,SOCIAL_COGNITION,Social Cognition
right_temporal_pole,37,SOCIAL_COGNITION,Social Cognition
left_frontal_medial_cortex,38,THOUGHT,Thought
