STRUCTURE,CLUSTER,DOMAIN,TITLE
left_central_opercular_cortex,1,HEARING,Hearing
left_heschls_gyrus,1,HEARING,Hearing
left_parietal_operculum_cortex,1,HEARING,Hearing
left_planum_polare,1,HEARING,Hearing
left_planum_temporale,1,HEARING,Hearing
right_central_opercular_cortex,1,HEARING,Hearing
right_heschls_gyrus,1,HEARING,Hearing
right_parietal_operculum_cortex,1,HEARING,Hearing
right_planum_polare,1,HEARING,Hearing
right_planum_temporale,1,HEARING,Hearing
left_frontal_operculum_cortex,2,MEANING,Meaning
left_inferior_frontal_gyrus_pars_opercularis,2,MEANING,Meaning
left_inferior_frontal_gyrus_pars_triangularis,2,MEANING,Meaning
right_inferior_frontal_gyrus_pars_opercularis,2,MEANING,Meaning
right_inferior_frontal_gyrus_pars_triangularis,2,MEANING,Meaning
right_amygdala,3,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,3,EMOTION,Emotion
left_occipital_pole,4,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,4,VISION,Vision
right_lateral_occipital_cortex_inferior_division,4,VISION,Vision
right_lingual_gyrus,4,VISION,Vision
right_occipital_fusiform_gyrus,4,VISION,Vision
right_occipital_pole,4,VISION,Vision
right_temporal_occipital_fusiform_cortex,4,VISION,Vision
left_inferior_temporal_gyrus_anterior_division,5,RETRIEVAL,Retrieval
left_inferior_temporal_gyrus_posterior_division,5,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,5,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_posterior_division,5,RETRIEVAL,Retrieval
left_cingulate_gyrus_anterior_division,6,COGNITION,Cognition
left_paracingulate_gyrus,6,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,6,COGNITION,Cognition
right_paracingulate_gyrus,6,COGNITION,Cognition
left_postcentral_gyrus,7,EXECUTION,Execution
left_precentral_gyrus,7,EXECUTION,Execution
left_supplementary_motor_cortex,7,EXECUTION,Execution
left_supramarginal_gyrus_anterior_division,7,EXECUTION,Execution
left_thalamus,7,EXECUTION,Execution
right_cingulate_gyrus_posterior_division,7,EXECUTION,Execution
right_middle_frontal_gyrus,7,EXECUTION,Execution
right_postcentral_gyrus,7,EXECUTION,Execution
right_precentral_gyrus,7,EXECUTION,Execution
right_superior_frontal_gyrus,7,EXECUTION,Execution
right_supplementary_motor_cortex,7,EXECUTION,Execution
right_supramarginal_gyrus_anterior_division,7,EXECUTION,Execution
right_thalamus,7,EXECUTION,Execution
left_caudate,8,REWARD,Reward
left_pallidum,8,REWARD,Reward
left_putamen,8,REWARD,Reward
right_caudate,8,REWARD,Reward
right_pallidum,8,REWARD,Reward
right_putamen,8,REWARD,Reward
right_middle_temporal_gyrus_anterior_division,9,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,9,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,9,LANGUAGE,Language
right_superior_temporal_gyrus_posterior_division,9,LANGUAGE,Language
right_cuneal_cortex,10,MEMORY,Memory
right_intracalcarine_cortex,10,MEMORY,Memory
right_supracalcarine_cortex,10,MEMORY,Memory
right_inferior_temporal_gyrus_anterior_division,11,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_anterior_division,11,EPISODIC_MEMORY,Episodic Memory
