STRUCTURE,CLUSTER,DOMAIN,TITLE
left_lingual_gyrus,1,VISION,Vision
left_temporal_occipital_fusiform_cortex,1,VISION,Vision
right_lingual_gyrus,1,VISION,Vision
right_occipital_pole,1,VISION,Vision
right_temporal_occipital_fusiform_cortex,1,VISION,Vision
left_central_opercular_cortex,2,EXECUTION,Execution
left_postcentral_gyrus,2,EXECUTION,Execution
left_supramarginal_gyrus_anterior_division,2,EXECUTION,Execution
right_postcentral_gyrus,2,EXECUTION,Execution
right_superior_parietal_lobule,2,EXECUTION,Execution
right_supramarginal_gyrus_anterior_division,2,EXECUTION,Execution
left_frontal_operculum_cortex,3,MEANING,Meaning
left_frontal_orbital_cortex,3,MEANING,Meaning
left_frontal_pole,3,MEANING,Meaning
left_inferior_frontal_gyrus_pars_opercularis,3,MEANING,Meaning
left_inferior_frontal_gyrus_pars_triangularis,3,MEANING,Meaning
left_cingulate_gyrus_posterior_division,4,MEMORY,Memory
left_precuneous_cortex,4,MEMORY,Memory
right_cingulate_gyrus_posterior_division,4,MEMORY,Memory
right_middle_temporal_gyrus_anterior_division,5,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,5,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,5,LANGUAGE,Language
right_parahippocampal_gyrus_anterior_division,6,EMOTION,Emotion
left_cingulate_gyrus_anterior_division,7,COGNITION,Cognition
left_paracingulate_gyrus,7,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,7,COGNITION,Cognition
right_paracingulate_gyrus,7,COGNITION,Cognition
right_subcallosal_cortex,8,AROUSAL,Arousal
left_middle_temporal_gyrus_posterior_division,9,WORD,Word
left_planum_temporale,9,WORD,Word
left_superior_temporal_gyrus_posterior_division,9,WORD,Word
left_angular_gyrus,10,MANIPULATION,Manipulation
left_lateral_occipital_cortex_superior_division,10,MANIPULATION,Manipulation
left_middle_frontal_gyrus,10,MANIPULATION,Manipulation
left_superior_parietal_lobule,10,MANIPULATION,Manipulation
left_supramarginal_gyrus_posterior_division,10,MANIPULATION,Manipulation
right_angular_gyrus,10,MANIPULATION,Manipulation
right_lateral_occipital_cortex_superior_division,10,MANIPULATION,Manipulation
right_middle_temporal_gyrus_temporooccipital_part,10,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,10,MANIPULATION,Manipulation
left_insular_cortex,11,SALIENCE,Salience
right_frontal_operculum_cortex,11,SALIENCE,Salience
right_frontal_orbital_cortex,11,SALIENCE,Salience
right_insular_cortex,11,SALIENCE,Salience
left_parietal_operculum_cortex,12,PERCEPTION,Perception
right_central_opercular_cortex,12,PERCEPTION,Perception
right_heschls_gyrus,12,PERCEPTION,Perception
right_parietal_operculum_cortex,12,PERCEPTION,Perception
right_planum_polare,12,PERCEPTION,Perception
right_planum_temporale,12,PERCEPTION,Perception
right_superior_temporal_gyrus_posterior_division,12,PERCEPTION,Perception
left_inferior_temporal_gyrus_anterior_division,13,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,13,RETRIEVAL,Retrieval
right_inferior_temporal_gyrus_posterior_division,14,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_posterior_division,14,EPISODIC_MEMORY,Episodic Memory
left_inferior_temporal_gyrus_temporooccipital_part,15,RECOGNITION,Recognition
left_lateral_occipital_cortex_inferior_division,15,RECOGNITION,Recognition
left_middle_temporal_gyrus_temporooccipital_part,15,RECOGNITION,Recognition
left_occipital_fusiform_gyrus,15,RECOGNITION,Recognition
left_occipital_pole,15,RECOGNITION,Recognition
