STRUCTURE,CLUSTER,DOMAIN,TITLE
left_middle_temporal_gyrus_anterior_division,1,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,1,LANGUAGE,Language
left_planum_polare,1,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,1,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,1,LANGUAGE,Language
left_temporal_pole,1,LANGUAGE,Language
right_middle_temporal_gyrus_anterior_division,1,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,1,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,1,LANGUAGE,Language
left_cingulate_gyrus_anterior_division,2,REACTION_TIME,Reaction Time
left_thalamus,2,REACTION_TIME,Reaction Time
right_cingulate_gyrus_anterior_division,2,REACTION_TIME,Reaction Time
right_cingulate_gyrus_posterior_division,2,REACTION_TIME,Reaction Time
right_frontal_pole,2,REACTION_TIME,Reaction Time
right_middle_frontal_gyrus,2,REACTION_TIME,Reaction Time
right_paracingulate_gyrus,2,REACTION_TIME,Reaction Time
right_superior_frontal_gyrus,2,REACTION_TIME,Reaction Time
right_supplementary_motor_cortex,2,REACTION_TIME,Reaction Time
right_thalamus,2,REACTION_TIME,Reaction Time
left_amygdala,3,EMOTION,Emotion
right_amygdala,3,EMOTION,Emotion
right_hippocampus,3,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,3,EMOTION,Emotion
left_angular_gyrus,4,VISION,Vision
left_cuneal_cortex,4,VISION,Vision
left_intracalcarine_cortex,4,VISION,Vision
left_lateral_occipital_cortex_superior_division,4,VISION,Vision
left_postcentral_gyrus,4,VISION,Vision
left_precuneous_cortex,4,VISION,Vision
left_superior_parietal_lobule,4,VISION,Vision
left_supracalcarine_cortex,4,VISION,Vision
left_supramarginal_gyrus_anterior_division,4,VISION,Vision
left_supramarginal_gyrus_posterior_division,4,VISION,Vision
right_angular_gyrus,4,VISION,Vision
right_cuneal_cortex,4,VISION,Vision
right_intracalcarine_cortex,4,VISION,Vision
right_lateral_occipital_cortex_superior_division,4,VISION,Vision
right_precuneous_cortex,4,VISION,Vision
right_superior_parietal_lobule,4,VISION,Vision
right_supracalcarine_cortex,4,VISION,Vision
right_supramarginal_gyrus_posterior_division,4,VISION,Vision
left_cerebellar_crus,5,EXECUTION,Execution
left_cerebellar_lobules,5,EXECUTION,Execution
left_cerebellar_vermis,5,EXECUTION,Execution
right_cerebellar_crus,5,EXECUTION,Execution
right_cerebellar_lobules,5,EXECUTION,Execution
right_cerebellar_vermis,5,EXECUTION,Execution
left_frontal_medial_cortex,6,AROUSAL,Arousal
left_subcallosal_cortex,6,AROUSAL,Arousal
right_frontal_medial_cortex,6,AROUSAL,Arousal
right_subcallosal_cortex,6,AROUSAL,Arousal
left_cingulate_gyrus_posterior_division,7,MANIPULATION,Manipulation
left_frontal_operculum_cortex,7,MANIPULATION,Manipulation
left_frontal_orbital_cortex,7,MANIPULATION,Manipulation
left_frontal_pole,7,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,7,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_triangularis,7,MANIPULATION,Manipulation
left_middle_frontal_gyrus,7,MANIPULATION,Manipulation
left_paracingulate_gyrus,7,MANIPULATION,Manipulation
left_precentral_gyrus,7,MANIPULATION,Manipulation
left_superior_frontal_gyrus,7,MANIPULATION,Manipulation
left_supplementary_motor_cortex,7,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,7,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,7,MANIPULATION,Manipulation
right_precentral_gyrus,7,MANIPULATION,Manipulation
left_central_opercular_cortex,8,HEARING,Hearing
left_heschls_gyrus,8,HEARING,Hearing
left_parietal_operculum_cortex,8,HEARING,Hearing
left_planum_temporale,8,HEARING,Hearing
right_central_opercular_cortex,8,HEARING,Hearing
right_heschls_gyrus,8,HEARING,Hearing
right_parietal_operculum_cortex,8,HEARING,Hearing
right_planum_polare,8,HEARING,Hearing
right_planum_temporale,8,HEARING,Hearing
right_postcentral_gyrus,8,HEARING,Hearing
right_superior_temporal_gyrus_posterior_division,8,HEARING,Hearing
right_supramarginal_gyrus_anterior_division,8,HEARING,Hearing
left_hippocampus,9,MEMORY,Memory
left_parahippocampal_gyrus_anterior_division,9,MEMORY,Memory
left_parahippocampal_gyrus_posterior_division,9,MEMORY,Memory
left_temporal_fusiform_cortex_posterior_division,9,MEMORY,Memory
