STRUCTURE,CLUSTER,DOMAIN,TITLE
left_inferior_temporal_gyrus_posterior_division,1,WORD,Word
left_inferior_temporal_gyrus_temporooccipital_part,1,WORD,Word
left_temporal_fusiform_cortex_posterior_division,1,WORD,Word
left_temporal_occipital_fusiform_cortex,1,WORD,Word
left_central_opercular_cortex,2,MANIPULATION,Manipulation
left_frontal_operculum_cortex,2,MANIPULATION,Manipulation
left_insular_cortex,2,MANIPULATION,Manipulation
left_temporal_pole,2,MANIPULATION,Manipulation
right_frontal_operculum_cortex,2,MANIPULATION,Manipulation
right_frontal_orbital_cortex,2,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,2,MANIPULATION,Manipulation
right_insular_cortex,2,MANIPULATION,Manipulation
right_temporal_pole,2,MANIPULATION,Manipulation
left_heschls_gyrus,3,HEARING,Hearing
left_planum_polare,3,HEARING,Hearing
right_cingulate_gyrus_posterior_division,4,MEMORY,Memory
right_cuneal_cortex,4,MEMORY,Memory
right_intracalcarine_cortex,4,MEMORY,Memory
right_precuneous_cortex,4,MEMORY,Memory
right_supracalcarine_cortex,4,MEMORY,Memory
left_amygdala,5,EMOTION,Emotion
left_hippocampus,5,EMOTION,Emotion
left_parahippocampal_gyrus_anterior_division,5,EMOTION,Emotion
right_amygdala,5,EMOTION,Emotion
right_hippocampus,5,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,5,EMOTION,Emotion
left_caudate,6,REWARD,Reward
left_pallidum,6,REWARD,Reward
left_putamen,6,REWARD,Reward
right_caudate,6,REWARD,Reward
right_pallidum,6,REWARD,Reward
right_putamen,6,REWARD,Reward
right_middle_temporal_gyrus_anterior_division,7,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,7,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,7,LANGUAGE,Language
right_superior_temporal_gyrus_posterior_division,7,LANGUAGE,Language
right_inferior_temporal_gyrus_anterior_division,8,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_anterior_division,8,EPISODIC_MEMORY,Episodic Memory
left_subcallosal_cortex,9,AROUSAL,Arousal
left_inferior_frontal_gyrus_pars_opercularis,10,REPRESENTATION,Representation
left_middle_frontal_gyrus,10,REPRESENTATION,Representation
left_postcentral_gyrus,10,REPRESENTATION,Representation
left_precentral_gyrus,10,REPRESENTATION,Representation
left_superior_frontal_gyrus,10,REPRESENTATION,Representation
left_supplementary_motor_cortex,10,REPRESENTATION,Representation
left_supramarginal_gyrus_anterior_division,10,REPRESENTATION,Representation
left_lateral_occipital_cortex_inferior_division,11,VISION,Vision
left_occipital_fusiform_gyrus,11,VISION,Vision
left_occipital_pole,11,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,11,VISION,Vision
right_lateral_occipital_cortex_inferior_division,11,VISION,Vision
right_occipital_fusiform_gyrus,11,VISION,Vision
right_occipital_pole,11,VISION,Vision
right_temporal_occipital_fusiform_cortex,11,VISION,Vision
left_cerebellar_vermis,12,EXECUTION,Execution
left_cerebellar_crus,13,MOVEMENT,Movement
left_cerebellar_lobules,13,MOVEMENT,Movement
right_cerebellar_crus,13,MOVEMENT,Movement
right_cerebellar_lobules,13,MOVEMENT,Movement
left_brainstem,14,PAIN,Pain
right_brainstem,14,PAIN,Pain
left_parietal_operculum_cortex,15,PERCEPTION,Perception
right_central_opercular_cortex,15,PERCEPTION,Perception
right_heschls_gyrus,15,PERCEPTION,Perception
right_parietal_operculum_cortex,15,PERCEPTION,Perception
right_planum_polare,15,PERCEPTION,Perception
right_planum_temporale,15,PERCEPTION,Perception
left_frontal_orbital_cortex,16,COGNITION,Cognition
left_frontal_pole,16,COGNITION,Cognition
left_inferior_frontal_gyrus_pars_triangularis,16,COGNITION,Cognition
left_paracingulate_gyrus,16,COGNITION,Cognition
right_frontal_pole,16,COGNITION,Cognition
left_inferior_temporal_gyrus_anterior_division,17,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,17,RETRIEVAL,Retrieval
left_cingulate_gyrus_anterior_division,18,PREPARATION,Preparation
right_cingulate_gyrus_anterior_division,18,PREPARATION,Preparation
right_inferior_frontal_gyrus_pars_opercularis,18,PREPARATION,Preparation
right_middle_frontal_gyrus,18,PREPARATION,Preparation
right_paracingulate_gyrus,18,PREPARATION,Preparation
right_postcentral_gyrus,18,PREPARATION,Preparation
right_precentral_gyrus,18,PREPARATION,Preparation
right_superior_frontal_gyrus,18,PREPARATION,Preparation
right_supplementary_motor_cortex,18,PREPARATION,Preparation
right_supramarginal_gyrus_anterior_division,18,PREPARATION,Preparation
right_frontal_medial_cortex,19,SALIENCE,Salience
right_subcallosal_cortex,19,SALIENCE,Salience
left_angular_gyrus,20,ATTENTION,Attention
left_lateral_occipital_cortex_superior_division,20,ATTENTION,Attention
left_precuneous_cortex,20,ATTENTION,Attention
