STRUCTURE,CLUSTER,DOMAIN,TITLE
left_planum_polare,1,PERCEPTION,Perception
right_central_opercular_cortex,1,PERCEPTION,Perception
right_heschls_gyrus,1,PERCEPTION,Perception
right_planum_polare,1,PERCEPTION,Perception
left_insular_cortex,2,MANIPULATION,Manipulation
right_frontal_operculum_cortex,2,MANIPULATION,Manipulation
right_frontal_orbital_cortex,2,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,2,MANIPULATION,Manipulation
right_insular_cortex,2,MANIPULATION,Manipulation
left_postcentral_gyrus,3,HAND,Hand
left_supplementary_motor_cortex,3,HAND,Hand
left_supramarginal_gyrus_anterior_division,3,HAND,Hand
right_postcentral_gyrus,3,HAND,Hand
right_precentral_gyrus,3,HAND,Hand
right_supramarginal_gyrus_anterior_division,3,HAND,Hand
left_middle_temporal_gyrus_anterior_division,4,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,4,LANGUAGE,Language
left_inferior_frontal_gyrus_pars_opercularis,5,REACTION_TIME,Reaction Time
left_inferior_frontal_gyrus_pars_triangularis,5,REACTION_TIME,Reaction Time
left_middle_frontal_gyrus,5,REACTION_TIME,Reaction Time
left_precentral_gyrus,5,REACTION_TIME,Reaction Time
left_superior_frontal_gyrus,5,REACTION_TIME,Reaction Time
right_inferior_frontal_gyrus_pars_opercularis,5,REACTION_TIME,Reaction Time
left_hippocampus,6,MEMORY,Memory
left_parahippocampal_gyrus_anterior_division,6,MEMORY,Memory
left_parahippocampal_gyrus_posterior_division,6,MEMORY,Memory
left_occipital_pole,7,VISION,Vision
right_occipital_pole,7,VISION,Vision
right_accumbens,8,REWARD,Reward
left_frontal_medial_cortex,9,THOUGHT,Thought
right_frontal_medial_cortex,9,THOUGHT,Thought
right_inferior_temporal_gyrus_anterior_division,10,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_anterior_division,10,EPISODIC_MEMORY,Episodic Memory
left_cingulate_gyrus_anterior_division,11,COGNITION,Cognition
left_paracingulate_gyrus,11,COGNITION,Cognition
right_hippocampus,12,ENCODING,Encoding
right_parahippocampal_gyrus_anterior_division,12,ENCODING,Encoding
right_brainstem,13,AROUSAL,Arousal
left_cerebellar_lobules,14,EXECUTION,Execution
right_cerebellar_crus,14,EXECUTION,Execution
right_cerebellar_lobules,14,EXECUTION,Execution
left_lingual_gyrus,15,MEMORY_RETRIEVAL,Memory Retrieval
right_lingual_gyrus,15,MEMORY_RETRIEVAL,Memory Retrieval
left_inferior_temporal_gyrus_posterior_division,16,MEANING,Meaning
left_temporal_fusiform_cortex_posterior_division,16,MEANING,Meaning
right_middle_temporal_gyrus_anterior_division,17,SPEECH,Speech
right_superior_temporal_gyrus_anterior_division,17,SPEECH,Speech
left_inferior_temporal_gyrus_anterior_division,18,RETRIEVAL,Retrieval
right_middle_temporal_gyrus_posterior_division,19,HEARING,Hearing
right_planum_temporale,19,HEARING,Hearing
right_superior_temporal_gyrus_posterior_division,19,HEARING,Hearing
right_subcallosal_cortex,20,NEGATIVE_EMOTION,Negative Emotion
left_inferior_temporal_gyrus_temporooccipital_part,21,SEMANTIC_PROCESSING,Semantic Processing
left_middle_temporal_gyrus_temporooccipital_part,21,SEMANTIC_PROCESSING,Semantic Processing
left_temporal_occipital_fusiform_cortex,21,SEMANTIC_PROCESSING,Semantic Processing
right_cuneal_cortex,22,REMEMBERING,Remembering
right_intracalcarine_cortex,22,REMEMBERING,Remembering
right_supracalcarine_cortex,22,REMEMBERING,Remembering
right_pallidum,23,FEEDBACK,Feedback
right_putamen,23,FEEDBACK,Feedback
right_angular_gyrus,24,REPRESENTATION,Representation
right_middle_temporal_gyrus_temporooccipital_part,24,REPRESENTATION,Representation
right_superior_parietal_lobule,24,REPRESENTATION,Representation
right_supramarginal_gyrus_posterior_division,24,REPRESENTATION,Representation
left_caudate,25,DECISION_MAKING,Decision Making
right_inferior_temporal_gyrus_posterior_division,26,RECOGNITION,Recognition
left_cerebellar_vermis,27,MOVEMENT,Movement
left_accumbens,28,LOSS,Loss
left_subcallosal_cortex,29,SALIENCE,Salience
right_cerebellar_vermis,30,MOTOR_CONTROL,Motor Control
left_cuneal_cortex,31,FAMILIARITY,Familiarity
left_intracalcarine_cortex,31,FAMILIARITY,Familiarity
left_supracalcarine_cortex,31,FAMILIARITY,Familiarity
left_pallidum,32,REWARD_PROCESSING,Reward Processing
left_putamen,32,REWARD_PROCESSING,Reward Processing
left_central_opercular_cortex,33,LISTENING,Listening
left_heschls_gyrus,33,LISTENING,Listening
left_parietal_operculum_cortex,33,LISTENING,Listening
left_planum_temporale,33,LISTENING,Listening
right_parietal_operculum_cortex,33,LISTENING,Listening
left_brainstem,34,VALENCE,Valence
left_lateral_occipital_cortex_inferior_division,35,EYE,Eye
left_occipital_fusiform_gyrus,35,EYE,Eye
right_inferior_temporal_gyrus_temporooccipital_part,35,EYE,Eye
right_lateral_occipital_cortex_inferior_division,35,EYE,Eye
right_occipital_fusiform_gyrus,35,EYE,Eye
right_temporal_occipital_fusiform_cortex,35,EYE,Eye
left_middle_temporal_gyrus_posterior_division,36,WORD,Word
left_superior_temporal_gyrus_posterior_division,36,WORD,Word
right_frontal_pole,37,WORKING_MEMORY,Working Memory
right_middle_frontal_gyrus,37,WORKING_MEMORY,Working Memory
right_superior_frontal_gyrus,37,WORKING_MEMORY,Working Memory
right_supplementary_motor_cortex,37,WORKING_MEMORY,Working Memory
left_cingulate_gyrus_posterior_division,38,RECALL,Recall
right_cingulate_gyrus_posterior_division,38,RECALL,Recall
left_frontal_operculum_cortex,39,LANGUAGE_PROCESSING,Language Processing
left_frontal_orbital_cortex,39,LANGUAGE_PROCESSING,Language Processing
left_frontal_pole,39,LANGUAGE_PROCESSING,Language Processing
left_temporal_pole,40,EMOTION,Emotion
right_temporal_pole,40,EMOTION,Emotion
right_cingulate_gyrus_anterior_division,41,COGNITIVE_PROCESS,Cognitive Process
right_paracingulate_gyrus,41,COGNITIVE_PROCESS,Cognitive Process
right_caudate,42,EXPECTANCY,Expectancy
left_thalamus,43,ANTICIPATION,Anticipation
right_thalamus,43,ANTICIPATION,Anticipation
left_angular_gyrus,44,ATTENTION,Attention
left_lateral_occipital_cortex_superior_division,44,ATTENTION,Attention
left_precuneous_cortex,44,ATTENTION,Attention
left_superior_parietal_lobule,44,ATTENTION,Attention
left_supramarginal_gyrus_posterior_division,44,ATTENTION,Attention
right_lateral_occipital_cortex_superior_division,44,ATTENTION,Attention
right_precuneous_cortex,44,ATTENTION,Attention
left_cerebellar_crus,45,SKILL,Skill
left_temporal_fusiform_cortex_anterior_division,46,SEMANTIC_MEMORY,Semantic Memory
right_amygdala,47,FEAR,Fear
right_parahippocampal_gyrus_posterior_division,48,RECOGNITION_MEMORY,Recognition Memory
right_temporal_fusiform_cortex_posterior_division,48,RECOGNITION_MEMORY,Recognition Memory
left_amygdala,49,MOOD,Mood
