STRUCTURE,CLUSTER,DOMAIN,TITLE
left_frontal_operculum_cortex,1,MANIPULATION,Manipulation
left_frontal_orbital_cortex,1,MANIPULATION,Manipulation
left_insular_cortex,1,MANIPULATION,Manipulation
right_frontal_operculum_cortex,1,MANIPULATION,Manipulation
right_frontal_orbital_cortex,1,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,1,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,1,MANIPULATION,Manipulation
right_insular_cortex,1,MANIPULATION,Manipulation
right_inferior_temporal_gyrus_temporooccipital_part,2,VISION,Vision
right_lateral_occipital_cortex_inferior_division,2,VISION,Vision
right_middle_temporal_gyrus_temporooccipital_part,2,VISION,Vision
right_temporal_occipital_fusiform_cortex,2,VISION,Vision
left_angular_gyrus,3,REPRESENTATION,Representation
left_lateral_occipital_cortex_superior_division,3,REPRESENTATION,Representation
left_postcentral_gyrus,3,REPRESENTATION,Representation
left_precentral_gyrus,3,REPRESENTATION,Representation
left_superior_parietal_lobule,3,REPRESENTATION,Representation
left_supramarginal_gyrus_anterior_division,3,REPRESENTATION,Representation
left_supramarginal_gyrus_posterior_division,3,REPRESENTATION,Representation
right_angular_gyrus,3,REPRESENTATION,Representation
right_lateral_occipital_cortex_superior_division,3,REPRESENTATION,Representation
right_postcentral_gyrus,3,REPRESENTATION,Representation
right_precentral_gyrus,3,REPRESENTATION,Representation
right_superior_parietal_lobule,3,REPRESENTATION,Representation
right_supramarginal_gyrus_posterior_division,3,REPRESENTATION,Representation
right_amygdala,4,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,4,EMOTION,Emotion
left_accumbens,5,REWARD,Reward
right_accumbens,5,REWARD,Reward
left_cingulate_gyrus_anterior_division,6,COGNITION,Cognition
left_frontal_pole,6,COGNITION,Cognition
left_inferior_frontal_gyrus_pars_opercularis,6,COGNITION,Cognition
left_inferior_frontal_gyrus_pars_triangularis,6,COGNITION,Cognition
left_middle_frontal_gyrus,6,COGNITION,Cognition
left_paracingulate_gyrus,6,COGNITION,Cognition
left_superior_frontal_gyrus,6,COGNITION,Cognition
left_supplementary_motor_cortex,6,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,6,COGNITION,Cognition
right_frontal_pole,6,COGNITION,Cognition
right_middle_frontal_gyrus,6,COGNITION,Cognition
right_paracingulate_gyrus,6,COGNITION,Cognition
right_superior_frontal_gyrus,6,COGNITION,Cognition
right_supplementary_motor_cortex,6,COGNITION,Cognition
left_inferior_temporal_gyrus_anterior_division,7,MEMORY,Memory
left_temporal_fusiform_cortex_anterior_division,7,MEMORY,Memory
left_inferior_temporal_gyrus_temporooccipital_part,8,WORD,Word
left_lateral_occipital_cortex_inferior_division,8,WORD,Word
left_middle_temporal_gyrus_temporooccipital_part,8,WORD,Word
left_occipital_fusiform_gyrus,8,WORD,Word
left_temporal_fusiform_cortex_posterior_division,8,WORD,Word
left_temporal_occipital_fusiform_cortex,8,WORD,Word
right_inferior_temporal_gyrus_posterior_division,9,EPISODIC_MEMORY,Episodic Memory
right_parahippocampal_gyrus_posterior_division,9,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_anterior_division,9,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_posterior_division,9,EPISODIC_MEMORY,Episodic Memory
left_amygdala,10,RECALL,Recall
left_hippocampus,10,RECALL,Recall
left_parahippocampal_gyrus_anterior_division,10,RECALL,Recall
left_parahippocampal_gyrus_posterior_division,10,RECALL,Recall
right_hippocampus,10,RECALL,Recall
left_planum_polare,11,LANGUAGE,Language
right_heschls_gyrus,11,LANGUAGE,Language
right_planum_polare,11,LANGUAGE,Language
left_cingulate_gyrus_posterior_division,12,ENCODING,Encoding
left_cuneal_cortex,12,ENCODING,Encoding
left_precuneous_cortex,12,ENCODING,Encoding
right_cingulate_gyrus_posterior_division,12,ENCODING,Encoding
right_cuneal_cortex,12,ENCODING,Encoding
right_precuneous_cortex,12,ENCODING,Encoding
right_supracalcarine_cortex,12,ENCODING,Encoding
left_caudate,13,DECISION_MAKING,Decision Making
right_caudate,13,DECISION_MAKING,Decision Making
left_inferior_temporal_gyrus_posterior_division,14,MEANING,Meaning
left_middle_temporal_gyrus_anterior_division,14,MEANING,Meaning
left_middle_temporal_gyrus_posterior_division,14,MEANING,Meaning
left_superior_temporal_gyrus_anterior_division,14,MEANING,Meaning
left_superior_temporal_gyrus_posterior_division,14,MEANING,Meaning
left_brainstem,15,AROUSAL,Arousal
right_brainstem,15,AROUSAL,Arousal
left_subcallosal_cortex,16,LOSS,Loss
right_subcallosal_cortex,16,LOSS,Loss
left_cerebellar_crus,17,EXECUTION,Execution
left_cerebellar_lobules,17,EXECUTION,Execution
left_cerebellar_vermis,17,EXECUTION,Execution
right_cerebellar_crus,17,EXECUTION,Execution
right_cerebellar_lobules,17,EXECUTION,Execution
right_cerebellar_vermis,17,EXECUTION,Execution
left_central_opercular_cortex,18,PERCEPTION,Perception
left_heschls_gyrus,18,PERCEPTION,Perception
left_parietal_operculum_cortex,18,PERCEPTION,Perception
left_planum_temporale,18,PERCEPTION,Perception
right_central_opercular_cortex,18,PERCEPTION,Perception
right_parietal_operculum_cortex,18,PERCEPTION,Perception
right_planum_temporale,18,PERCEPTION,Perception
right_superior_temporal_gyrus_posterior_division,18,PERCEPTION,Perception
right_supramarginal_gyrus_anterior_division,18,PERCEPTION,Perception
right_inferior_temporal_gyrus_anterior_division,19,SPEECH,Speech
right_middle_temporal_gyrus_anterior_division,19,SPEECH,Speech
right_middle_temporal_gyrus_posterior_division,19,SPEECH,Speech
right_superior_temporal_gyrus_anterior_division,19,SPEECH,Speech
left_intracalcarine_cortex,20,RETRIEVAL,Retrieval
left_lingual_gyrus,20,RETRIEVAL,Retrieval
left_occipital_pole,20,RETRIEVAL,Retrieval
left_supracalcarine_cortex,20,RETRIEVAL,Retrieval
right_intracalcarine_cortex,20,RETRIEVAL,Retrieval
right_lingual_gyrus,20,RETRIEVAL,Retrieval
right_occipital_fusiform_gyrus,20,RETRIEVAL,Retrieval
right_occipital_pole,20,RETRIEVAL,Retrieval
left_pallidum,21,FEEDBACK,Feedback
left_putamen,21,FEEDBACK,Feedback
right_pallidum,21,FEEDBACK,Feedback
right_putamen,21,FEEDBACK,Feedback
left_frontal_medial_cortex,22,THOUGHT,Thought
right_frontal_medial_cortex,22,THOUGHT,Thought
left_thalamus,23,ANTICIPATION,Anticipation
right_thalamus,23,ANTICIPATION,Anticipation
left_temporal_pole,24,SOCIAL_COGNITION,Social Cognition
right_temporal_pole,24,SOCIAL_COGNITION,Social Cognition
