STRUCTURE,CLUSTER,DOMAIN,TITLE
left_accumbens,1,AROUSAL,Arousal
left_amygdala,1,AROUSAL,Arousal
left_brainstem,1,AROUSAL,Arousal
left_caudate,1,AROUSAL,Arousal
left_frontal_medial_cortex,1,AROUSAL,Arousal
left_hippocampus,1,AROUSAL,Arousal
left_pallidum,1,AROUSAL,Arousal
left_parahippocampal_gyrus_anterior_division,1,AROUSAL,Arousal
left_parahippocampal_gyrus_posterior_division,1,AROUSAL,Arousal
left_putamen,1,AROUSAL,Arousal
left_subcallosal_cortex,1,AROUSAL,Arousal
left_temporal_fusiform_cortex_anterior_division,1,AROUSAL,Arousal
right_accumbens,1,AROUSAL,Arousal
right_amygdala,1,AROUSAL,Arousal
right_brainstem,1,AROUSAL,Arousal
right_caudate,1,AROUSAL,Arousal
right_frontal_medial_cortex,1,AROUSAL,Arousal
right_hippocampus,1,AROUSAL,Arousal
right_inferior_temporal_gyrus_anterior_division,1,AROUSAL,Arousal
right_inferior_temporal_gyrus_posterior_division,1,AROUSAL,Arousal
right_pallidum,1,AROUSAL,Arousal
right_parahippocampal_gyrus_anterior_division,1,AROUSAL,Arousal
right_parahippocampal_gyrus_posterior_division,1,AROUSAL,Arousal
right_putamen,1,AROUSAL,Arousal
right_subcallosal_cortex,1,AROUSAL,Arousal
right_temporal_fusiform_cortex_anterior_division,1,AROUSAL,Arousal
right_temporal_fusiform_cortex_posterior_division,1,AROUSAL,Arousal
right_temporal_pole,1,AROUSAL,Arousal
left_central_opercular_cortex,2,LANGUAGE,Language
left_heschls_gyrus,2,LANGUAGE,Language
left_inferior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_inferior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_parietal_operculum_cortex,2,LANGUAGE,Language
left_planum_polare,2,LANGUAGE,Language
left_planum_temporale,2,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_temporal_pole,2,LANGUAGE,Language
right_central_opercular_cortex,2,LANGUAGE,Language
right_heschls_gyrus,2,LANGUAGE,Language
right_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
right_parietal_operculum_cortex,2,LANGUAGE,Language
right_planum_polare,2,LANGUAGE,Language
right_planum_temporale,2,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_angular_gyrus,3,MANIPULATION,Manipulation
left_cerebellar_crus,3,MANIPULATION,Manipulation
left_cerebellar_lobules,3,MANIPULATION,Manipulation
left_cerebellar_vermis,3,MANIPULATION,Manipulation
left_cingulate_gyrus_anterior_division,3,MANIPULATION,Manipulation
left_cingulate_gyrus_posterior_division,3,MANIPULATION,Manipulation
left_cuneal_cortex,3,MANIPULATION,Manipulation
left_frontal_operculum_cortex,3,MANIPULATION,Manipulation
left_frontal_orbital_cortex,3,MANIPULATION,Manipulation
left_frontal_pole,3,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,3,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_triangularis,3,MANIPULATION,Manipulation
left_inferior_temporal_gyrus_temporooccipital_part,3,MANIPULATION,Manipulation
left_insular_cortex,3,MANIPULATION,Manipulation
left_intracalcarine_cortex,3,MANIPULATION,Manipulation
left_lateral_occipital_cortex_inferior_division,3,MANIPULATION,Manipulation
left_lateral_occipital_cortex_superior_division,3,MANIPULATION,Manipulation
left_lingual_gyrus,3,MANIPULATION,Manipulation
left_middle_frontal_gyrus,3,MANIPULATION,Manipulation
left_middle_temporal_gyrus_temporooccipital_part,3,MANIPULATION,Manipulation
left_occipital_fusiform_gyrus,3,MANIPULATION,Manipulation
left_occipital_pole,3,MANIPULATION,Manipulation
left_paracingulate_gyrus,3,MANIPULATION,Manipulation
left_postcentral_gyrus,3,MANIPULATION,Manipulation
left_precentral_gyrus,3,MANIPULATION,Manipulation
left_precuneous_cortex,3,MANIPULATION,Manipulation
left_superior_frontal_gyrus,3,MANIPULATION,Manipulation
left_superior_parietal_lobule,3,MANIPULATION,Manipulation
left_supplementary_motor_cortex,3,MANIPULATION,Manipulation
left_supracalcarine_cortex,3,MANIPULATION,Manipulation
left_supramarginal_gyrus_anterior_division,3,MANIPULATION,Manipulation
left_supramarginal_gyrus_posterior_division,3,MANIPULATION,Manipulation
left_temporal_fusiform_cortex_posterior_division,3,MANIPULATION,Manipulation
left_temporal_occipital_fusiform_cortex,3,MANIPULATION,Manipulation
left_thalamus,3,MANIPULATION,Manipulation
right_angular_gyrus,3,MANIPULATION,Manipulation
right_cerebellar_crus,3,MANIPULATION,Manipulation
right_cerebellar_lobules,3,MANIPULATION,Manipulation
right_cerebellar_vermis,3,MANIPULATION,Manipulation
right_cingulate_gyrus_anterior_division,3,MANIPULATION,Manipulation
right_cingulate_gyrus_posterior_division,3,MANIPULATION,Manipulation
right_cuneal_cortex,3,MANIPULATION,Manipulation
right_frontal_operculum_cortex,3,MANIPULATION,Manipulation
right_frontal_orbital_cortex,3,MANIPULATION,Manipulation
right_frontal_pole,3,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,3,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,3,MANIPULATION,Manipulation
right_inferior_temporal_gyrus_temporooccipital_part,3,MANIPULATION,Manipulation
right_insular_cortex,3,MANIPULATION,Manipulation
right_intracalcarine_cortex,3,MANIPULATION,Manipulation
right_lateral_occipital_cortex_inferior_division,3,MANIPULATION,Manipulation
right_lateral_occipital_cortex_superior_division,3,MANIPULATION,Manipulation
right_lingual_gyrus,3,MANIPULATION,Manipulation
right_middle_frontal_gyrus,3,MANIPULATION,Manipulation
right_middle_temporal_gyrus_temporooccipital_part,3,MANIPULATION,Manipulation
right_occipital_fusiform_gyrus,3,MANIPULATION,Manipulation
right_occipital_pole,3,MANIPULATION,Manipulation
right_paracingulate_gyrus,3,MANIPULATION,Manipulation
right_postcentral_gyrus,3,MANIPULATION,Manipulation
right_precentral_gyrus,3,MANIPULATION,Manipulation
right_precuneous_cortex,3,MANIPULATION,Manipulation
right_superior_frontal_gyrus,3,MANIPULATION,Manipulation
right_superior_parietal_lobule,3,MANIPULATION,Manipulation
right_supplementary_motor_cortex,3,MANIPULATION,Manipulation
right_supracalcarine_cortex,3,MANIPULATION,Manipulation
right_supramarginal_gyrus_anterior_division,3,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,3,MANIPULATION,Manipulation
right_temporal_occipital_fusiform_cortex,3,MANIPULATION,Manipulation
right_thalamus,3,MANIPULATION,Manipulation
