STRUCTURE,CLUSTER,DOMAIN,TITLE
left_brainstem,1,AROUSAL,Arousal
right_brainstem,1,AROUSAL,Arousal
left_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
right_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_angular_gyrus,3,MANIPULATION,Manipulation
left_cerebellar_crus,3,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,3,MANIPULATION,Manipulation
left_lateral_occipital_cortex_superior_division,3,MANIPULATION,Manipulation
left_middle_frontal_gyrus,3,MANIPULATION,Manipulation
left_postcentral_gyrus,3,MANIPULATION,Manipulation
left_precentral_gyrus,3,MANIPULATION,Manipulation
left_superior_frontal_gyrus,3,MANIPULATION,Manipulation
left_superior_parietal_lobule,3,MANIPULATION,Manipulation
left_supplementary_motor_cortex,3,MANIPULATION,Manipulation
left_supramarginal_gyrus_anterior_division,3,MANIPULATION,Manipulation
left_supramarginal_gyrus_posterior_division,3,MANIPULATION,Manipulation
right_angular_gyrus,3,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,3,MANIPULATION,Manipulation
right_lateral_occipital_cortex_superior_division,3,MANIPULATION,Manipulation
right_postcentral_gyrus,3,MANIPULATION,Manipulation
right_precentral_gyrus,3,MANIPULATION,Manipulation
right_superior_parietal_lobule,3,MANIPULATION,Manipulation
right_supramarginal_gyrus_anterior_division,3,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,3,MANIPULATION,Manipulation
left_frontal_medial_cortex,4,EMOTION,Emotion
left_subcallosal_cortex,4,EMOTION,Emotion
right_frontal_medial_cortex,4,EMOTION,Emotion
right_subcallosal_cortex,4,EMOTION,Emotion
left_caudate,5,REWARD,Reward
left_pallidum,5,REWARD,Reward
left_putamen,5,REWARD,Reward
right_caudate,5,REWARD,Reward
right_pallidum,5,REWARD,Reward
right_putamen,5,REWARD,Reward
left_amygdala,6,FEAR,Fear
left_hippocampus,6,FEAR,Fear
left_parahippocampal_gyrus_anterior_division,6,FEAR,Fear
right_amygdala,6,FEAR,Fear
right_parahippocampal_gyrus_anterior_division,6,FEAR,Fear
left_lateral_occipital_cortex_inferior_division,7,VISION,Vision
left_occipital_fusiform_gyrus,7,VISION,Vision
left_occipital_pole,7,VISION,Vision
right_cerebellar_crus,7,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,7,VISION,Vision
right_lateral_occipital_cortex_inferior_division,7,VISION,Vision
right_middle_temporal_gyrus_temporooccipital_part,7,VISION,Vision
right_occipital_fusiform_gyrus,7,VISION,Vision
right_occipital_pole,7,VISION,Vision
right_temporal_occipital_fusiform_cortex,7,VISION,Vision
left_parahippocampal_gyrus_posterior_division,8,MEMORY,Memory
right_hippocampus,8,MEMORY,Memory
right_parahippocampal_gyrus_posterior_division,8,MEMORY,Memory
left_frontal_operculum_cortex,9,MEANING,Meaning
left_frontal_orbital_cortex,9,MEANING,Meaning
left_frontal_pole,9,MEANING,Meaning
left_inferior_frontal_gyrus_pars_triangularis,9,MEANING,Meaning
left_insular_cortex,9,MEANING,Meaning
left_temporal_pole,9,MEANING,Meaning
right_frontal_orbital_cortex,9,MEANING,Meaning
right_inferior_frontal_gyrus_pars_triangularis,9,MEANING,Meaning
right_temporal_pole,9,MEANING,Meaning
right_inferior_temporal_gyrus_posterior_division,10,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_posterior_division,10,EPISODIC_MEMORY,Episodic Memory
left_heschls_gyrus,11,HEARING,Hearing
left_planum_polare,11,HEARING,Hearing
right_heschls_gyrus,11,HEARING,Hearing
right_planum_polare,11,HEARING,Hearing
left_cerebellar_lobules,12,RECALL,Recall
left_cingulate_gyrus_posterior_division,12,RECALL,Recall
left_cuneal_cortex,12,RECALL,Recall
left_intracalcarine_cortex,12,RECALL,Recall
left_lingual_gyrus,12,RECALL,Recall
left_precuneous_cortex,12,RECALL,Recall
left_supracalcarine_cortex,12,RECALL,Recall
right_cerebellar_lobules,12,RECALL,Recall
right_cingulate_gyrus_posterior_division,12,RECALL,Recall
right_cuneal_cortex,12,RECALL,Recall
right_intracalcarine_cortex,12,RECALL,Recall
right_lingual_gyrus,12,RECALL,Recall
right_precuneous_cortex,12,RECALL,Recall
right_supracalcarine_cortex,12,RECALL,Recall
left_inferior_temporal_gyrus_posterior_division,13,WORD,Word
left_inferior_temporal_gyrus_temporooccipital_part,13,WORD,Word
left_middle_temporal_gyrus_temporooccipital_part,13,WORD,Word
left_temporal_fusiform_cortex_posterior_division,13,WORD,Word
left_temporal_occipital_fusiform_cortex,13,WORD,Word
left_cingulate_gyrus_anterior_division,14,REACTION_TIME,Reaction Time
left_paracingulate_gyrus,14,REACTION_TIME,Reaction Time
left_thalamus,14,REACTION_TIME,Reaction Time
right_cingulate_gyrus_anterior_division,14,REACTION_TIME,Reaction Time
right_frontal_operculum_cortex,14,REACTION_TIME,Reaction Time
right_insular_cortex,14,REACTION_TIME,Reaction Time
right_paracingulate_gyrus,14,REACTION_TIME,Reaction Time
right_thalamus,14,REACTION_TIME,Reaction Time
left_central_opercular_cortex,15,SPEECH,Speech
left_parietal_operculum_cortex,15,SPEECH,Speech
left_planum_temporale,15,SPEECH,Speech
right_central_opercular_cortex,15,SPEECH,Speech
right_parietal_operculum_cortex,15,SPEECH,Speech
right_planum_temporale,15,SPEECH,Speech
left_inferior_temporal_gyrus_anterior_division,16,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,16,RETRIEVAL,Retrieval
right_inferior_temporal_gyrus_anterior_division,16,RETRIEVAL,Retrieval
right_temporal_fusiform_cortex_anterior_division,16,RETRIEVAL,Retrieval
right_frontal_pole,17,COGNITION,Cognition
right_middle_frontal_gyrus,17,COGNITION,Cognition
right_superior_frontal_gyrus,17,COGNITION,Cognition
right_supplementary_motor_cortex,17,COGNITION,Cognition
left_accumbens,18,DECISION_MAKING,Decision Making
right_accumbens,18,DECISION_MAKING,Decision Making
left_cerebellar_vermis,19,EXECUTION,Execution
right_cerebellar_vermis,19,EXECUTION,Execution
