STRUCTURE,CLUSTER,DOMAIN,TITLE
left_amygdala,1,MEMORY,Memory
left_hippocampus,1,MEMORY,Memory
left_inferior_temporal_gyrus_anterior_division,1,MEMORY,Memory
left_inferior_temporal_gyrus_posterior_division,1,MEMORY,Memory
left_parahippocampal_gyrus_anterior_division,1,MEMORY,Memory
left_parahippocampal_gyrus_posterior_division,1,MEMORY,Memory
left_temporal_fusiform_cortex_anterior_division,1,MEMORY,Memory
left_temporal_fusiform_cortex_posterior_division,1,MEMORY,Memory
right_amygdala,1,MEMORY,Memory
right_hippocampus,1,MEMORY,Memory
right_inferior_temporal_gyrus_anterior_division,1,MEMORY,Memory
right_inferior_temporal_gyrus_posterior_division,1,MEMORY,Memory
right_parahippocampal_gyrus_anterior_division,1,MEMORY,Memory
right_parahippocampal_gyrus_posterior_division,1,MEMORY,Memory
right_temporal_fusiform_cortex_anterior_division,1,MEMORY,Memory
right_temporal_fusiform_cortex_posterior_division,1,MEMORY,Memory
left_central_opercular_cortex,2,LANGUAGE,Language
left_heschls_gyrus,2,LANGUAGE,Language
left_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_parietal_operculum_cortex,2,LANGUAGE,Language
left_planum_polare,2,LANGUAGE,Language
left_planum_temporale,2,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_temporal_pole,2,LANGUAGE,Language
right_central_opercular_cortex,2,LANGUAGE,Language
right_heschls_gyrus,2,LANGUAGE,Language
right_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
right_parietal_operculum_cortex,2,LANGUAGE,Language
right_planum_polare,2,LANGUAGE,Language
right_planum_temporale,2,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
right_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_angular_gyrus,3,VISION,Vision
left_cerebellar_crus,3,VISION,Vision
left_cerebellar_lobules,3,VISION,Vision
left_cerebellar_vermis,3,VISION,Vision
left_cuneal_cortex,3,VISION,Vision
left_inferior_frontal_gyrus_pars_opercularis,3,VISION,Vision
left_inferior_frontal_gyrus_pars_triangularis,3,VISION,Vision
left_inferior_temporal_gyrus_temporooccipital_part,3,VISION,Vision
left_intracalcarine_cortex,3,VISION,Vision
left_lateral_occipital_cortex_inferior_division,3,VISION,Vision
left_lateral_occipital_cortex_superior_division,3,VISION,Vision
left_lingual_gyrus,3,VISION,Vision
left_middle_frontal_gyrus,3,VISION,Vision
left_middle_temporal_gyrus_temporooccipital_part,3,VISION,Vision
left_occipital_fusiform_gyrus,3,VISION,Vision
left_occipital_pole,3,VISION,Vision
left_postcentral_gyrus,3,VISION,Vision
left_precentral_gyrus,3,VISION,Vision
left_precuneous_cortex,3,VISION,Vision
left_superior_frontal_gyrus,3,VISION,Vision
left_superior_parietal_lobule,3,VISION,Vision
left_supplementary_motor_cortex,3,VISION,Vision
left_supracalcarine_cortex,3,VISION,Vision
left_supramarginal_gyrus_anterior_division,3,VISION,Vision
left_supramarginal_gyrus_posterior_division,3,VISION,Vision
left_temporal_occipital_fusiform_cortex,3,VISION,Vision
right_angular_gyrus,3,VISION,Vision
right_cerebellar_crus,3,VISION,Vision
right_cerebellar_lobules,3,VISION,Vision
right_cerebellar_vermis,3,VISION,Vision
right_cuneal_cortex,3,VISION,Vision
right_inferior_frontal_gyrus_pars_opercularis,3,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,3,VISION,Vision
right_intracalcarine_cortex,3,VISION,Vision
right_lateral_occipital_cortex_inferior_division,3,VISION,Vision
right_lateral_occipital_cortex_superior_division,3,VISION,Vision
right_lingual_gyrus,3,VISION,Vision
right_middle_frontal_gyrus,3,VISION,Vision
right_middle_temporal_gyrus_temporooccipital_part,3,VISION,Vision
right_occipital_fusiform_gyrus,3,VISION,Vision
right_occipital_pole,3,VISION,Vision
right_postcentral_gyrus,3,VISION,Vision
right_precentral_gyrus,3,VISION,Vision
right_precuneous_cortex,3,VISION,Vision
right_superior_frontal_gyrus,3,VISION,Vision
right_superior_parietal_lobule,3,VISION,Vision
right_supplementary_motor_cortex,3,VISION,Vision
right_supracalcarine_cortex,3,VISION,Vision
right_supramarginal_gyrus_anterior_division,3,VISION,Vision
right_supramarginal_gyrus_posterior_division,3,VISION,Vision
right_temporal_occipital_fusiform_cortex,3,VISION,Vision
left_accumbens,4,AROUSAL,Arousal
left_brainstem,4,AROUSAL,Arousal
left_caudate,4,AROUSAL,Arousal
left_cingulate_gyrus_anterior_division,4,AROUSAL,Arousal
left_cingulate_gyrus_posterior_division,4,AROUSAL,Arousal
left_frontal_medial_cortex,4,AROUSAL,Arousal
left_frontal_operculum_cortex,4,AROUSAL,Arousal
left_frontal_orbital_cortex,4,AROUSAL,Arousal
left_frontal_pole,4,AROUSAL,Arousal
left_insular_cortex,4,AROUSAL,Arousal
left_pallidum,4,AROUSAL,Arousal
left_paracingulate_gyrus,4,AROUSAL,Arousal
left_putamen,4,AROUSAL,Arousal
left_subcallosal_cortex,4,AROUSAL,Arousal
left_thalamus,4,AROUSAL,Arousal
right_accumbens,4,AROUSAL,Arousal
right_brainstem,4,AROUSAL,Arousal
right_caudate,4,AROUSAL,Arousal
right_cingulate_gyrus_anterior_division,4,AROUSAL,Arousal
