STRUCTURE,CLUSTER,DOMAIN,TITLE
right_inferior_temporal_gyrus_temporooccipital_part,1,VISION,Vision
right_lateral_occipital_cortex_inferior_division,1,VISION,Vision
right_lingual_gyrus,1,VISION,Vision
right_occipital_fusiform_gyrus,1,VISION,Vision
right_occipital_pole,1,VISION,Vision
right_temporal_occipital_fusiform_cortex,1,VISION,Vision
right_frontal_pole,2,COGNITION,Cognition
right_middle_frontal_gyrus,2,COGNITION,Cognition
right_superior_frontal_gyrus,2,COGNITION,Cognition
right_supplementary_motor_cortex,2,COGNITION,Cognition
left_insular_cortex,3,MANIPULATION,Manipulation
left_paracingulate_gyrus,3,MANIPULATION,Manipulation
right_frontal_operculum_cortex,3,MANIPULATION,Manipulation
right_frontal_orbital_cortex,3,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,3,MANIPULATION,Manipulation
right_insular_cortex,3,MANIPULATION,Manipulation
left_parietal_operculum_cortex,4,PERCEPTION,Perception
right_central_opercular_cortex,4,PERCEPTION,Perception
right_heschls_gyrus,4,PERCEPTION,Perception
right_parietal_operculum_cortex,4,PERCEPTION,Perception
right_planum_polare,4,PERCEPTION,Perception
right_planum_temporale,4,PERCEPTION,Perception
left_central_opercular_cortex,5,PREPARATION,Preparation
left_inferior_frontal_gyrus_pars_opercularis,5,PREPARATION,Preparation
left_middle_frontal_gyrus,5,PREPARATION,Preparation
left_postcentral_gyrus,5,PREPARATION,Preparation
left_precentral_gyrus,5,PREPARATION,Preparation
left_superior_frontal_gyrus,5,PREPARATION,Preparation
left_supplementary_motor_cortex,5,PREPARATION,Preparation
left_supramarginal_gyrus_anterior_division,5,PREPARATION,Preparation
right_inferior_frontal_gyrus_pars_opercularis,5,PREPARATION,Preparation
right_precentral_gyrus,5,PREPARATION,Preparation
left_parahippocampal_gyrus_anterior_division,6,EMOTION,Emotion
left_middle_temporal_gyrus_anterior_division,7,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,7,LANGUAGE,Language
right_pallidum,8,REWARD,Reward
right_putamen,8,REWARD,Reward
right_angular_gyrus,9,REPRESENTATION,Representation
right_middle_temporal_gyrus_temporooccipital_part,9,REPRESENTATION,Representation
right_superior_parietal_lobule,9,REPRESENTATION,Representation
right_supramarginal_gyrus_posterior_division,9,REPRESENTATION,Representation
right_cuneal_cortex,10,MEMORY,Memory
right_intracalcarine_cortex,10,MEMORY,Memory
right_supracalcarine_cortex,10,MEMORY,Memory
right_accumbens,11,DECISION_MAKING,Decision Making
left_inferior_temporal_gyrus_posterior_division,12,MEANING,Meaning
left_temporal_fusiform_cortex_posterior_division,12,MEANING,Meaning
left_parahippocampal_gyrus_posterior_division,13,EPISODIC_MEMORY,Episodic Memory
right_inferior_temporal_gyrus_posterior_division,13,EPISODIC_MEMORY,Episodic Memory
right_parahippocampal_gyrus_posterior_division,13,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_posterior_division,13,EPISODIC_MEMORY,Episodic Memory
left_cingulate_gyrus_anterior_division,14,COGNITIVE_CONTROL,Cognitive Control
right_cingulate_gyrus_anterior_division,14,COGNITIVE_CONTROL,Cognitive Control
right_paracingulate_gyrus,14,COGNITIVE_CONTROL,Cognitive Control
left_subcallosal_cortex,15,AROUSAL,Arousal
right_temporal_fusiform_cortex_anterior_division,16,RECOGNITION,Recognition
left_frontal_medial_cortex,17,THOUGHT,Thought
right_frontal_medial_cortex,17,THOUGHT,Thought
right_brainstem,18,EXPECTANCY,Expectancy
left_inferior_temporal_gyrus_temporooccipital_part,19,WORD,Word
left_lateral_occipital_cortex_inferior_division,19,WORD,Word
left_middle_temporal_gyrus_temporooccipital_part,19,WORD,Word
left_occipital_fusiform_gyrus,19,WORD,Word
left_occipital_pole,19,WORD,Word
left_temporal_occipital_fusiform_cortex,19,WORD,Word
right_cerebellar_vermis,20,EXECUTION,Execution
left_middle_temporal_gyrus_posterior_division,21,SEMANTIC_PROCESSING,Semantic Processing
left_planum_temporale,21,SEMANTIC_PROCESSING,Semantic Processing
left_superior_temporal_gyrus_posterior_division,21,SEMANTIC_PROCESSING,Semantic Processing
left_inferior_temporal_gyrus_anterior_division,22,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,22,RETRIEVAL,Retrieval
left_cerebellar_vermis,23,MOVEMENT,Movement
left_frontal_operculum_cortex,24,REACTION_TIME,Reaction Time
left_frontal_orbital_cortex,24,REACTION_TIME,Reaction Time
left_frontal_pole,24,REACTION_TIME,Reaction Time
left_inferior_frontal_gyrus_pars_triangularis,24,REACTION_TIME,Reaction Time
right_amygdala,25,FEAR,Fear
right_subcallosal_cortex,26,NEGATIVE_EMOTION,Negative Emotion
left_cingulate_gyrus_posterior_division,27,RECALL,Recall
right_cingulate_gyrus_posterior_division,27,RECALL,Recall
left_accumbens,28,LOSS,Loss
left_angular_gyrus,29,COGNITIVE_PROCESS,Cognitive Process
left_lateral_occipital_cortex_superior_division,29,COGNITIVE_PROCESS,Cognitive Process
left_precuneous_cortex,29,COGNITIVE_PROCESS,Cognitive Process
left_superior_parietal_lobule,29,COGNITIVE_PROCESS,Cognitive Process
left_supramarginal_gyrus_posterior_division,29,COGNITIVE_PROCESS,Cognitive Process
right_lateral_occipital_cortex_superior_division,29,COGNITIVE_PROCESS,Cognitive Process
right_precuneous_cortex,29,COGNITIVE_PROCESS,Cognitive Process
left_thalamus,30,ANTICIPATION,Anticipation
right_thalamus,30,ANTICIPATION,Anticipation
left_hippocampus,31,ENCODING,Encoding
right_hippocampus,31,ENCODING,Encoding
right_parahippocampal_gyrus_anterior_division,31,ENCODING,Encoding
left_cuneal_cortex,32,FAMILIARITY,Familiarity
left_intracalcarine_cortex,32,FAMILIARITY,Familiarity
left_lingual_gyrus,32,FAMILIARITY,Familiarity
left_supracalcarine_cortex,32,FAMILIARITY,Familiarity
right_cerebellar_crus,33,STRATEGY,Strategy
