STRUCTURE,CLUSTER,DOMAIN,TITLE
left_middle_temporal_gyrus_anterior_division,1,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,1,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,1,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,1,LANGUAGE,Language
left_temporal_pole,1,LANGUAGE,Language
right_middle_temporal_gyrus_anterior_division,1,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,1,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,1,LANGUAGE,Language
right_superior_temporal_gyrus_posterior_division,1,LANGUAGE,Language
left_inferior_temporal_gyrus_posterior_division,2,VISION,Vision
left_inferior_temporal_gyrus_temporooccipital_part,2,VISION,Vision
left_lateral_occipital_cortex_inferior_division,2,VISION,Vision
left_lingual_gyrus,2,VISION,Vision
left_middle_temporal_gyrus_temporooccipital_part,2,VISION,Vision
left_occipital_fusiform_gyrus,2,VISION,Vision
left_occipital_pole,2,VISION,Vision
left_temporal_fusiform_cortex_posterior_division,2,VISION,Vision
left_temporal_occipital_fusiform_cortex,2,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,2,VISION,Vision
right_lateral_occipital_cortex_inferior_division,2,VISION,Vision
right_middle_temporal_gyrus_temporooccipital_part,2,VISION,Vision
right_occipital_fusiform_gyrus,2,VISION,Vision
right_occipital_pole,2,VISION,Vision
right_temporal_fusiform_cortex_posterior_division,2,VISION,Vision
right_temporal_occipital_fusiform_cortex,2,VISION,Vision
left_cingulate_gyrus_anterior_division,3,COGNITIVE_PROCESS,Cognitive Process
left_frontal_operculum_cortex,3,COGNITIVE_PROCESS,Cognitive Process
left_frontal_orbital_cortex,3,COGNITIVE_PROCESS,Cognitive Process
left_frontal_pole,3,COGNITIVE_PROCESS,Cognitive Process
left_inferior_frontal_gyrus_pars_triangularis,3,COGNITIVE_PROCESS,Cognitive Process
left_insular_cortex,3,COGNITIVE_PROCESS,Cognitive Process
left_paracingulate_gyrus,3,COGNITIVE_PROCESS,Cognitive Process
right_cingulate_gyrus_anterior_division,3,COGNITIVE_PROCESS,Cognitive Process
right_frontal_operculum_cortex,3,COGNITIVE_PROCESS,Cognitive Process
right_frontal_orbital_cortex,3,COGNITIVE_PROCESS,Cognitive Process
right_frontal_pole,3,COGNITIVE_PROCESS,Cognitive Process
right_inferior_frontal_gyrus_pars_triangularis,3,COGNITIVE_PROCESS,Cognitive Process
right_insular_cortex,3,COGNITIVE_PROCESS,Cognitive Process
right_paracingulate_gyrus,3,COGNITIVE_PROCESS,Cognitive Process
right_temporal_pole,3,COGNITIVE_PROCESS,Cognitive Process
left_angular_gyrus,4,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,4,MANIPULATION,Manipulation
left_lateral_occipital_cortex_superior_division,4,MANIPULATION,Manipulation
left_middle_frontal_gyrus,4,MANIPULATION,Manipulation
left_postcentral_gyrus,4,MANIPULATION,Manipulation
left_precentral_gyrus,4,MANIPULATION,Manipulation
left_precuneous_cortex,4,MANIPULATION,Manipulation
left_superior_frontal_gyrus,4,MANIPULATION,Manipulation
left_superior_parietal_lobule,4,MANIPULATION,Manipulation
left_supplementary_motor_cortex,4,MANIPULATION,Manipulation
left_supramarginal_gyrus_anterior_division,4,MANIPULATION,Manipulation
left_supramarginal_gyrus_posterior_division,4,MANIPULATION,Manipulation
right_angular_gyrus,4,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,4,MANIPULATION,Manipulation
right_lateral_occipital_cortex_superior_division,4,MANIPULATION,Manipulation
right_middle_frontal_gyrus,4,MANIPULATION,Manipulation
right_postcentral_gyrus,4,MANIPULATION,Manipulation
right_precentral_gyrus,4,MANIPULATION,Manipulation
right_superior_frontal_gyrus,4,MANIPULATION,Manipulation
right_superior_parietal_lobule,4,MANIPULATION,Manipulation
right_supplementary_motor_cortex,4,MANIPULATION,Manipulation
right_supramarginal_gyrus_anterior_division,4,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,4,MANIPULATION,Manipulation
left_amygdala,5,EMOTION,Emotion
left_hippocampus,5,EMOTION,Emotion
left_parahippocampal_gyrus_anterior_division,5,EMOTION,Emotion
right_amygdala,5,EMOTION,Emotion
right_hippocampus,5,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,5,EMOTION,Emotion
left_cingulate_gyrus_posterior_division,6,MEMORY,Memory
left_cuneal_cortex,6,MEMORY,Memory
