STRUCTURE,CLUSTER,DOMAIN,TITLE
left_cingulate_gyrus_anterior_division,1,COGNITION,Cognition
left_cingulate_gyrus_posterior_division,1,COGNITION,Cognition
left_paracingulate_gyrus,1,COGNITION,Cognition
left_superior_frontal_gyrus,1,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,1,COGNITION,Cognition
right_frontal_pole,1,COGNITION,Cognition
right_paracingulate_gyrus,1,COGNITION,Cognition
left_middle_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,2,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,2,LANGUAGE,Language
left_central_opercular_cortex,3,HEARING,Hearing
right_central_opercular_cortex,3,HEARING,Hearing
right_heschls_gyrus,3,HEARING,Hearing
right_parietal_operculum_cortex,3,HEARING,Hearing
right_planum_polare,3,HEARING,Hearing
left_precuneous_cortex,4,MEMORY,Memory
right_cingulate_gyrus_posterior_division,4,MEMORY,Memory
right_cuneal_cortex,4,MEMORY,Memory
right_lateral_occipital_cortex_superior_division,4,MEMORY,Memory
right_precuneous_cortex,4,MEMORY,Memory
right_supracalcarine_cortex,4,MEMORY,Memory
right_amygdala,5,EMOTION,Emotion
right_hippocampus,5,EMOTION,Emotion
left_inferior_temporal_gyrus_temporooccipital_part,6,VISION,Vision
left_lateral_occipital_cortex_inferior_division,6,VISION,Vision
left_middle_temporal_gyrus_temporooccipital_part,6,VISION,Vision
left_occipital_fusiform_gyrus,6,VISION,Vision
left_occipital_pole,6,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,6,VISION,Vision
right_lateral_occipital_cortex_inferior_division,6,VISION,Vision
right_middle_temporal_gyrus_temporooccipital_part,6,VISION,Vision
left_cerebellar_crus,7,EXECUTION,Execution
left_cerebellar_lobules,7,EXECUTION,Execution
right_cerebellar_crus,7,EXECUTION,Execution
right_cerebellar_lobules,7,EXECUTION,Execution
right_inferior_temporal_gyrus_posterior_division,8,EPISODIC_MEMORY,Episodic Memory
