PMID,SPLIT,DOMAIN,OBSERVED
1448149,train,AROUSAL,0.2857142857142857
3875696,train,AROUSAL,0.07407407407407407
7850422,train,AROUSAL,0.07407407407407407
8893004,train,AROUSAL,0.2432432432432432
9108115,train,AROUSAL,0.24561403508771928
9185551,train,AROUSAL,0.1875
9412517,train,AROUSAL,0.375
9430507,train,AROUSAL,0.11111111111111116
9620698,train,AROUSAL,0.29268292682926833
9626713,train,AROUSAL,0.26865671641791045
9648549,train,AROUSAL,0.3157894736842105
9740761,train,AROUSAL,0.3902439024390244
10195224,train,AROUSAL,0.49275362318840576
10204547,train,AROUSAL,0.3294117647058824
10208571,train,AROUSAL,0.30000000000000004
10355673,train,AROUSAL,0.3013698630136986
10468630,train,AROUSAL,0.27692307692307694
10594068,train,AROUSAL,0.39560439560439564
10639391,train,AROUSAL,0.13559322033898302
10639399,train,AROUSAL,0.2033898305084746
10643726,train,AROUSAL,0.42105263157894735
10651872,train,AROUSAL,0.040000000000000036
10683827,train,AROUSAL,0.3116883116883117
10694462,train,AROUSAL,0.3116883116883117
10792453,train,AROUSAL,0.41025641025641024
10858628,train,AROUSAL,0.1454545454545455
10869585,train,AROUSAL,0.45945945945945943
10934265,train,AROUSAL,0.5176470588235293
11239901,train,AROUSAL,0.4444444444444444
11259662,train,AROUSAL,0.22857142857142854
11276236,train,AROUSAL,0.1454545454545455
11353732,train,AROUSAL,0.43956043956043955
11435941,train,AROUSAL,0.2666666666666667
11459760,train,AROUSAL,0.1333333333333333
11459880,train,AROUSAL,0.4390243902439024
11493699,train,AROUSAL,0.15625
11515754,train,AROUSAL,0.17543859649122806
11522264,train,AROUSAL,0.2784810126582279
11595391,train,AROUSAL,0.13559322033898302
11691703,train,AROUSAL,0.1428571428571429
11726774,train,AROUSAL,0.41758241758241754
11856537,train,AROUSAL,0.34090909090909094
11879657,train,AROUSAL,0.4675324675324676
11906703,train,AROUSAL,0.417910447761194
11922877,train,AROUSAL,0.4
11983183,train,AROUSAL,0.29333333333333333
12063157,train,AROUSAL,0.16129032258064513
12111339,train,AROUSAL,0.23880597014925375
12145327,train,AROUSAL,0.31999999999999995
12160754,train,AROUSAL,0.3380281690140845
12237210,train,AROUSAL,0.29850746268656714
12353244,train,AROUSAL,0.2465753424657534
12394703,train,AROUSAL,0.25
12401549,train,AROUSAL,0.18518518518518523
12486175,train,AROUSAL,0.273972602739726
12505803,train,AROUSAL,0.20588235294117652
12507690,train,AROUSAL,0.3529411764705882
12514228,train,AROUSAL,0.4137931034482759
12559653,train,AROUSAL,0.25
12595181,train,AROUSAL,0.37362637362637363
12595193,train,AROUSAL,0.30952380952380953
12626765,train,AROUSAL,0.2941176470588235
12667843,train,AROUSAL,0.3055555555555556
12691791,train,AROUSAL,0.25
12716950,train,AROUSAL,0.07407407407407407
12718866,train,AROUSAL,0.2807017543859649
12725766,train,AROUSAL,0.2028985507246377
12725769,train,AROUSAL,0.28985507246376807
12742672,train,AROUSAL,0.2153846153846154
12784119,train,AROUSAL,0.3733333333333333
12821520,train,AROUSAL,0.2777777777777778
12821792,train,AROUSAL,0.3055555555555556
12873392,train,AROUSAL,0.2727272727272727
12880813,train,AROUSAL,0.1333333333333333
12880904,train,AROUSAL,0.39560439560439564
12944524,train,AROUSAL,0.4444444444444444
12954871,train,AROUSAL,0.36363636363636365
14531584,train,AROUSAL,0.45569620253164556
14584547,train,AROUSAL,0.41237113402061853
14585491,train,AROUSAL,0.33333333333333337
14607785,train,AROUSAL,0.16666666666666663
14625149,train,AROUSAL,0.32835820895522383
14643096,train,AROUSAL,0.21052631578947367
14652104,train,AROUSAL,0.039215686274509776
14675800,train,AROUSAL,0.3116883116883117
14679386,train,AROUSAL,0.3870967741935484
14741673,train,AROUSAL,0.2857142857142857
14758364,train,AROUSAL,0.46376811594202894
14980569,train,AROUSAL,0.18181818181818177
14980580,train,AROUSAL,0.4651162790697675
14985419,train,AROUSAL,0.5321100917431192
15013826,train,AROUSAL,0.2962962962962963
15038994,train,AROUSAL,0.31746031746031744
15084488,train,AROUSAL,0.28205128205128205
15087550,train,AROUSAL,0.30000000000000004
15110029,train,AROUSAL,0.345679012345679
15127179,train,AROUSAL,0.2784810126582279
15138439,train,AROUSAL,0.26865671641791045
15166099,train,AROUSAL,0.1875
15235232,train,AROUSAL,0.19047619047619047
15246451,train,AROUSAL,0.11538461538461542
15325368,train,AROUSAL,0.2894736842105263
15361879,train,AROUSAL,0.5057471264367817
15473974,train,AROUSAL,0.368421052631579
15477872,train,AROUSAL,0.1875
15486494,train,AROUSAL,0.1875
15488301,train,AROUSAL,0.36585365853658536
15525806,train,AROUSAL,0.32258064516129037
15528079,train,AROUSAL,0.2784810126582279
15528087,train,AROUSAL,0.1428571428571429
15537894,train,AROUSAL,0.3076923076923077
15589112,train,AROUSAL,0.3098591549295775
15597038,train,AROUSAL,0.2222222222222222
15597043,train,AROUSAL,0.34375
15664795,train,AROUSAL,0.1333333333333333
15691520,train,AROUSAL,0.2647058823529411
15734339,train,AROUSAL,0.1071428571428571
15737660,train,AROUSAL,0.4242424242424242
15772354,train,AROUSAL,0.3142857142857143
15792893,train,AROUSAL,0.1428571428571429
15846772,train,AROUSAL,0.0
15850721,train,AROUSAL,0.21875
15862214,train,AROUSAL,0.40909090909090906
15883379,train,AROUSAL,0.27118644067796616
15888656,train,AROUSAL,0.41237113402061853
15894494,train,AROUSAL,0.21875
15921853,train,AROUSAL,0.22857142857142854
15927485,train,AROUSAL,0.42105263157894735
15935262,train,AROUSAL,0.3076923076923077
15939409,train,AROUSAL,0.10526315789473684
15969913,train,AROUSAL,0.25
15978024,train,AROUSAL,0.28985507246376807
15993537,train,AROUSAL,0.2666666666666667
16000636,train,AROUSAL,0.18181818181818177
16023376,train,AROUSAL,0.18181818181818177
16038771,train,AROUSAL,0.5142857142857142
16039570,train,AROUSAL,0.39560439560439564
16044172,train,AROUSAL,0.18181818181818177
16046064,train,AROUSAL,0.24242424242424243
16051501,train,AROUSAL,0.37037037037037035
16056127,train,AROUSAL,0.1071428571428571
16061398,train,AROUSAL,0.29333333333333333
16078183,train,AROUSAL,0.41666666666666663
16081255,train,AROUSAL,0.15625
16087352,train,AROUSAL,0.3571428571428571
16143899,train,AROUSAL,0.16129032258064513
16195246,train,AROUSAL,0.20588235294117652
16227541,train,AROUSAL,0.07407407407407407
16246595,train,AROUSAL,0.2857142857142857
16251504,train,AROUSAL,0.19672131147540983
16280464,train,AROUSAL,0.038461538461538436
16339042,train,AROUSAL,0.30508474576271183
16369836,train,AROUSAL,0.040000000000000036
16377154,train,AROUSAL,0.5316455696202531
16399218,train,AROUSAL,0.3513513513513513
16412236,train,AROUSAL,0.2857142857142857
16434417,train,AROUSAL,0.16129032258064513
16460690,train,AROUSAL,0.28205128205128205
16460693,train,AROUSAL,0.1875
16460697,train,AROUSAL,0.33333333333333337
16487726,train,AROUSAL,0.3188405797101449
16487943,train,AROUSAL,0.4
16514108,train,AROUSAL,0.1311475409836066
16563803,train,AROUSAL,0.3098591549295775
16580643,train,AROUSAL,0.039215686274509776
16581168,train,AROUSAL,0.345679012345679
16604320,train,AROUSAL,0.2962962962962963
16611823,train,AROUSAL,0.32432432432432434
16623851,train,AROUSAL,0.525
16640486,train,AROUSAL,0.2535211267605634
16699082,train,AROUSAL,0.46808510638297873
16705035,train,AROUSAL,0.3870967741935484
16721614,train,AROUSAL,0.360655737704918
16750298,train,AROUSAL,0.20895522388059706
16779798,train,AROUSAL,0.3380281690140845
16790655,train,AROUSAL,0.3733333333333333
16802856,train,AROUSAL,0.3614457831325302
16824650,train,AROUSAL,0.16129032258064513
16829139,train,AROUSAL,0.34090909090909094
16839610,train,AROUSAL,0.3555555555555555
16839780,train,AROUSAL,0.2777777777777778
16880131,train,AROUSAL,0.31746031746031744
16891125,train,AROUSAL,0.15625
16926102,train,AROUSAL,0.1333333333333333
16942757,train,AROUSAL,0.4
16957082,train,AROUSAL,0.46601941747572817
16963565,train,AROUSAL,0.4375
16971537,train,AROUSAL,0.4810126582278481
16979268,train,AROUSAL,0.19354838709677424
17012690,train,AROUSAL,0.4477611940298507
17112750,train,AROUSAL,0.4504504504504504
17122317,train,AROUSAL,0.32098765432098764
17126910,train,AROUSAL,0.5052631578947369
17182226,train,AROUSAL,0.2894736842105263
17188251,train,AROUSAL,0.23333333333333328
17189643,train,AROUSAL,0.07843137254901966
17190970,train,AROUSAL,0.20588235294117652
17202543,train,AROUSAL,0.16666666666666663
17208462,train,AROUSAL,0.25806451612903225
17210143,train,AROUSAL,0.10526315789473684
17211439,train,AROUSAL,0.24242424242424243
17217921,train,AROUSAL,0.2295081967213115
17217927,train,AROUSAL,0.38636363636363635
17251241,train,AROUSAL,0.46341463414634143
17274019,train,AROUSAL,0.038461538461538436
17280517,train,AROUSAL,0.2894736842105263
17290372,train,AROUSAL,0.3655913978494624
17299507,train,AROUSAL,0.18461538461538463
17303809,train,AROUSAL,0.31999999999999995
17306771,train,AROUSAL,0.23333333333333328
17376704,train,AROUSAL,0.36363636363636365
17399959,train,AROUSAL,0.33333333333333337
17407506,train,AROUSAL,0.14035087719298245
17408585,train,AROUSAL,0.23333333333333328
17408704,train,AROUSAL,0.47619047619047616
17434455,train,AROUSAL,0.3561643835616438
17443700,train,AROUSAL,0.35820895522388063
17473838,train,AROUSAL,0.25806451612903225
17475514,train,AROUSAL,0.3013698630136986
17475790,train,AROUSAL,0.32835820895522383
17483451,train,AROUSAL,0.30379746835443033
17505465,train,AROUSAL,0.2432432432432432
17507555,train,AROUSAL,0.10344827586206895
17525984,train,AROUSAL,0.36363636363636365
17572075,train,AROUSAL,0.28985507246376807
17574821,train,AROUSAL,0.1875
17579363,train,AROUSAL,0.2784810126582279
17581532,train,AROUSAL,0.2857142857142857
17601709,train,AROUSAL,0.33333333333333337
17604009,train,AROUSAL,0.2702702702702703
17604351,train,AROUSAL,0.33333333333333337
17615131,train,AROUSAL,0.16666666666666663
17640530,train,AROUSAL,0.1428571428571429
17645543,train,AROUSAL,0.1428571428571429
17658273,train,AROUSAL,0.07692307692307687
17681357,train,AROUSAL,0.20895522388059706
17688985,train,AROUSAL,0.40963855421686746
17698008,train,AROUSAL,0.3013698630136986
17712410,train,AROUSAL,0.303030303030303
17767510,train,AROUSAL,0.4444444444444444
17803835,train,AROUSAL,0.22857142857142854
17888687,train,AROUSAL,0.16393442622950816
17904770,train,AROUSAL,0.19672131147540983
17915264,train,AROUSAL,0.25
17964185,train,AROUSAL,0.4948453608247423
17967171,train,AROUSAL,0.2666666666666667
17973326,train,AROUSAL,0.20895522388059706
17993209,train,AROUSAL,0.5116279069767442
18031826,train,AROUSAL,0.34285714285714286
18032658,train,AROUSAL,0.2784810126582279
18039046,train,AROUSAL,0.3380281690140845
18056086,train,AROUSAL,0.30379746835443033
18056697,train,AROUSAL,0.39583333333333337
18063390,train,AROUSAL,0.1724137931034483
18181882,train,AROUSAL,0.25396825396825395
18187342,train,AROUSAL,0.21875
18207298,train,AROUSAL,0.4285714285714286
18215449,train,AROUSAL,0.20588235294117652
18256251,train,AROUSAL,0.13793103448275867
18261930,train,AROUSAL,0.273972602739726
18295746,train,AROUSAL,0.25396825396825395
18308706,train,AROUSAL,0.39534883720930236
18308711,train,AROUSAL,0.2153846153846154
18310578,train,AROUSAL,0.367816091954023
18329905,train,AROUSAL,0.4356435643564357
18337125,train,AROUSAL,0.07547169811320753
18337401,train,AROUSAL,0.36363636363636365
18374902,train,AROUSAL,0.3055555555555556
18375146,train,AROUSAL,0.1428571428571429
18375529,train,AROUSAL,0.4339622641509434
18385483,train,AROUSAL,0.33766233766233766
18399882,train,AROUSAL,0.07547169811320753
18413289,train,AROUSAL,0.47058823529411764
18422840,train,AROUSAL,0.15094339622641506
18445024,train,AROUSAL,0.2222222222222222
18445214,train,AROUSAL,0.32835820895522383
18475275,train,AROUSAL,0.25
18479717,train,AROUSAL,0.38095238095238093
18486975,train,AROUSAL,0.4631578947368421
18490926,train,AROUSAL,0.24561403508771928
18498743,train,AROUSAL,0.25806451612903225
18509023,train,AROUSAL,0.375
18509047,train,AROUSAL,0.23333333333333328
18550597,train,AROUSAL,0.27692307692307694
18559283,train,AROUSAL,0.2153846153846154
18564045,train,AROUSAL,0.4
18579347,train,AROUSAL,0.40625
18579749,train,AROUSAL,0.23880597014925375
18585468,train,AROUSAL,0.2622950819672131
18590567,train,AROUSAL,0.1132075471698113
18595740,train,AROUSAL,0.13793103448275867
18675364,train,AROUSAL,0.3571428571428571
18767918,train,AROUSAL,0.29729729729729726
18783864,train,AROUSAL,0.3555555555555555
18823048,train,AROUSAL,0.24137931034482762
18823232,train,AROUSAL,0.3125
18838100,train,AROUSAL,0.3846153846153846
18851716,train,AROUSAL,0.42592592592592593
18854439,train,AROUSAL,0.2465753424657534
18930351,train,AROUSAL,0.16393442622950816
18930824,train,AROUSAL,0.07547169811320753
18938199,train,AROUSAL,0.24242424242424243
18950748,train,AROUSAL,0.2816901408450704
18977169,train,AROUSAL,0.10344827586206895
19000769,train,AROUSAL,0.038461538461538436
19008895,train,AROUSAL,0.3013698630136986
19013532,train,AROUSAL,0.038461538461538436
19015094,train,AROUSAL,0.3157894736842105
19015097,train,AROUSAL,0.410958904109589
19030105,train,AROUSAL,0.14814814814814814
19036762,train,AROUSAL,0.2727272727272727
19036981,train,AROUSAL,0.417910447761194
19058793,train,AROUSAL,0.11538461538461542
19061904,train,AROUSAL,0.11111111111111116
19071144,train,AROUSAL,0.21875
19084220,train,AROUSAL,0.3421052631578947
19097164,train,AROUSAL,0.13793103448275867
19128945,train,AROUSAL,0.07547169811320753
19133962,train,AROUSAL,0.10909090909090913
19145224,train,AROUSAL,0.07843137254901966
19151375,train,AROUSAL,0.3529411764705882
19162206,train,AROUSAL,0.19999999999999996
19174537,train,AROUSAL,0.34782608695652173
19190042,train,AROUSAL,0.3466666666666667
19195646,train,AROUSAL,0.43243243243243246
19201210,train,AROUSAL,0.039215686274509776
19211888,train,AROUSAL,0.25
19223437,train,AROUSAL,0.3373493975903614
19232481,train,AROUSAL,0.4
19250707,train,AROUSAL,0.16129032258064513
19281849,train,AROUSAL,0.3571428571428571
19291231,train,AROUSAL,0.07407407407407407
19307555,train,AROUSAL,0.2622950819672131
19321317,train,AROUSAL,0.1724137931034483
19328237,train,AROUSAL,0.5714285714285714
19339460,train,AROUSAL,0.25806451612903225
